model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,4136,10,18,1/147.7,1/413.6,1/229.8,0
アイムジャグラーEX-TP,804,3300,18,6,1/137.5,1/183.3,1/550.0,0
アイムジャグラーEX-TP,805,451,1,0,1/451.0,1/451.0,1/0.0,0
アイムジャグラーEX-TP,806,4296,22,10,1/134.2,1/195.3,1/429.6,0
アイムジャグラーEX-TP,807,623,1,1,1/311.5,1/623.0,1/623.0,0
アイムジャグラーEX-TP,808,2416,11,4,1/161.1,1/219.6,1/604.0,0
アイムジャグラーEX-TP,809,4872,22,13,1/139.2,1/221.5,1/374.8,0
アイムジャグラーEX-TP,810,1401,3,3,1/233.5,1/467.0,1/467.0,0
アイムジャグラーEX-TP,881,2595,11,6,1/152.6,1/235.9,1/432.5,0
アイムジャグラーEX-TP,882,4070,17,9,1/156.5,1/239.4,1/452.2,0
アイムジャグラーEX-TP,883,344,1,0,1/344.0,1/344.0,1/0.0,0
アイムジャグラーEX-TP,884,4806,18,13,1/155.0,1/267.0,1/369.7,0
アイムジャグラーEX-TP,885,1845,4,6,1/184.5,1/461.2,1/307.5,0
アイムジャグラーEX-TP,886,7521,27,24,1/147.5,1/278.6,1/313.4,0
アイムジャグラーEX-TP,887,3374,17,7,1/140.6,1/198.5,1/482.0,0
アイムジャグラーEX-TP,888,5485,22,10,1/171.4,1/249.3,1/548.5,0
アイムジャグラーEX-TP,889,967,5,1,1/161.2,1/193.4,1/967.0,0
アイムジャグラーEX-TP,890,1279,5,1,1/213.2,1/255.8,1/1279.0,0
アイムジャグラーEX-TP,891,3183,14,7,1/151.6,1/227.4,1/454.7,0
アイムジャグラーEX-TP,892,5891,26,20,1/128.1,1/226.6,1/294.6,0
アイムジャグラーEX-TP,893,536,0,2,1/268.0,1/0.0,1/268.0,0
アイムジャグラーEX-TP,958,1780,7,4,1/161.8,1/254.3,1/445.0,0
アイムジャグラーEX-TP,959,1781,5,2,1/254.4,1/356.2,1/890.5,0
アイムジャグラーEX-TP,960,2500,8,6,1/178.6,1/312.5,1/416.7,0
アイムジャグラーEX-TP,961,4098,8,20,1/146.4,1/512.2,1/204.9,0
アイムジャグラーEX-TP,962,2012,5,4,1/223.6,1/402.4,1/503.0,0
アイムジャグラーEX-TP,963,1536,4,4,1/192.0,1/384.0,1/384.0,0
アイムジャグラーEX-TP,964,2381,6,7,1/183.2,1/396.8,1/340.1,0
アイムジャグラーEX-TP,965,3866,19,13,1/120.8,1/203.5,1/297.4,0
アイムジャグラーEX-TP,966,2010,5,6,1/182.7,1/402.0,1/335.0,0
スマスロ北斗の拳,905,4528,50,12,1/73.0,1/90.6,1/377.3,0
スマスロ北斗の拳,906,1469,5,3,1/183.6,1/293.8,1/489.7,0
スマスロ北斗の拳,907,1952,11,6,1/114.8,1/177.5,1/325.3,0
スマスロ北斗の拳,908,3071,33,7,1/76.8,1/93.1,1/438.7,0
スマスロ北斗の拳,909,4468,28,11,1/114.6,1/159.6,1/406.2,0
スマスロ北斗の拳,910,1676,25,3,1/59.9,1/67.0,1/558.7,0
スマスロ北斗の拳,911,2847,7,5,1/237.2,1/406.7,1/569.4,0
スマスロ北斗の拳,912,431,3,1,1/107.8,1/143.7,1/431.0,0
スマスロ北斗の拳,913,3123,30,11,1/76.2,1/104.1,1/283.9,0
スマスロ北斗の拳,914,568,6,1,1/81.1,1/94.7,1/568.0,0
スマスロ北斗の拳,915,1624,24,3,1/60.1,1/67.7,1/541.3,0
スマスロ北斗の拳,916,2683,13,4,1/157.8,1/206.4,1/670.8,0
スマスロ北斗の拳,917,637,5,1,1/106.2,1/127.4,1/637.0,0
スマスロ北斗の拳,918,1318,65,3,1/19.4,1/20.3,1/439.3,0
スマスロ北斗の拳,919,600,1,1,1/300.0,1/600.0,1/600.0,0
スマスロ北斗の拳,934,2123,23,6,1/73.2,1/92.3,1/353.8,0
スマスロ北斗の拳,935,3751,40,10,1/75.0,1/93.8,1/375.1,0
スマスロ北斗の拳,936,452,3,1,1/113.0,1/150.7,1/452.0,0
スマスロ北斗の拳,937,1573,47,3,1/31.5,1/33.5,1/524.3,0
スマスロ北斗の拳,938,1202,8,4,1/100.2,1/150.2,1/300.5,0
スマスロ北斗の拳,939,1744,11,3,1/124.6,1/158.5,1/581.3,0
スマスロ北斗の拳,940,2334,36,3,1/59.8,1/64.8,1/778.0,0
スマスロ北斗の拳,941,782,1,1,1/391.0,1/782.0,1/782.0,0
スマスロ北斗の拳,942,2577,11,5,1/161.1,1/234.3,1/515.4,0
スマスロ北斗の拳,943,1164,13,3,1/72.8,1/89.5,1/388.0,0
スマスロ北斗の拳,944,5850,52,19,1/82.4,1/112.5,1/307.9,0
スマスロ北斗の拳,945,1203,17,3,1/60.1,1/70.8,1/401.0,0
スマスロ北斗の拳,946,2490,28,6,1/73.2,1/88.9,1/415.0,0
マイジャグラーV,894,6150,30,15,1/136.7,1/205.0,1/410.0,0
マイジャグラーV,895,3447,14,10,1/143.6,1/246.2,1/344.7,0
マイジャグラーV,896,5619,20,17,1/151.9,1/280.9,1/330.5,0
マイジャグラーV,897,3709,15,6,1/176.6,1/247.3,1/618.2,0
マイジャグラーV,898,2184,8,2,1/218.4,1/273.0,1/1092.0,0
マイジャグラーV,899,2736,9,5,1/195.4,1/304.0,1/547.2,0
マイジャグラーV,900,6020,28,12,1/150.5,1/215.0,1/501.7,0
マイジャグラーV,901,3491,8,8,1/218.2,1/436.4,1/436.4,0
マイジャグラーV,902,2290,4,1,1/458.0,1/572.5,1/2290.0,0
マイジャグラーV,903,3625,14,12,1/139.4,1/258.9,1/302.1,0
マイジャグラーV,904,5679,22,16,1/149.4,1/258.1,1/354.9,0
マイジャグラーV,947,6427,22,21,1/149.5,1/292.1,1/306.0,0
マイジャグラーV,948,1577,3,6,1/175.2,1/525.7,1/262.8,0
マイジャグラーV,949,7421,27,31,1/127.9,1/274.9,1/239.4,0
マイジャグラーV,950,834,3,0,1/278.0,1/278.0,1/0.0,0
マイジャグラーV,951,5269,25,15,1/131.7,1/210.8,1/351.3,0
マイジャグラーV,952,1545,2,4,1/257.5,1/772.5,1/386.2,0
マイジャグラーV,953,5469,19,12,1/176.4,1/287.8,1/455.8,0
マイジャグラーV,954,6166,30,18,1/128.5,1/205.5,1/342.6,0
マイジャグラーV,955,4647,32,11,1/108.1,1/145.2,1/422.5,0
マイジャグラーV,956,5560,21,15,1/154.4,1/264.8,1/370.7,0
マイジャグラーV,957,5224,12,11,1/227.1,1/435.3,1/474.9,0
甲鉄城のカバネリ,741,4867,37,19,1/86.9,1/131.5,1/256.2,0
甲鉄城のカバネリ,742,792,9,5,1/56.6,1/88.0,1/158.4,0
甲鉄城のカバネリ,743,1049,3,4,1/149.9,1/349.7,1/262.2,0
甲鉄城のカバネリ,744,520,4,3,1/74.3,1/130.0,1/173.3,0
甲鉄城のカバネリ,745,943,4,2,1/157.2,1/235.8,1/471.5,0
甲鉄城のカバネリ,746,656,4,1,1/131.2,1/164.0,1/656.0,0
甲鉄城のカバネリ,747,2116,37,11,1/44.1,1/57.2,1/192.4,0
甲鉄城のカバネリ,748,0,0,0,1/0.0,1/0.0,1/0.0,0
甲鉄城のカバネリ,749,1683,24,8,1/52.6,1/70.1,1/210.4,0
甲鉄城のカバネリ,750,0,0,0,1/0.0,1/0.0,1/0.0,0
甲鉄城のカバネリ,751,95,8,1,1/10.6,1/11.9,1/95.0,0
甲鉄城のカバネリ,752,1861,21,7,1/66.5,1/88.6,1/265.9,0
甲鉄城のカバネリ,753,0,0,0,1/0.0,1/0.0,1/0.0,0
甲鉄城のカバネリ,754,1560,19,8,1/57.8,1/82.1,1/195.0,0
甲鉄城のカバネリ,755,107,0,0,1/0.0,1/0.0,1/0.0,0
からくりサーカス,1018,2474,14,5,1/130.2,1/176.7,1/494.8,0
からくりサーカス,1019,518,5,1,1/86.3,1/103.6,1/518.0,0
からくりサーカス,1020,2059,20,7,1/76.3,1/103.0,1/294.1,0
からくりサーカス,1021,208,6,1,1/29.7,1/34.7,1/208.0,0
からくりサーカス,1022,495,5,2,1/70.7,1/99.0,1/247.5,0
からくりサーカス,1023,4763,39,19,1/82.1,1/122.1,1/250.7,0
からくりサーカス,1024,258,7,2,1/28.7,1/36.9,1/129.0,0
からくりサーカス,1025,632,26,5,1/20.4,1/24.3,1/126.4,0
からくりサーカス,1026,4483,31,14,1/99.6,1/144.6,1/320.2,0
からくりサーカス,1027,339,13,1,1/24.2,1/26.1,1/339.0,0
からくりサーカス,1028,1865,19,6,1/74.6,1/98.2,1/310.8,0
ゴーゴージャグラー3,865,2229,4,6,1/222.9,1/557.2,1/371.5,0
ゴーゴージャグラー3,866,4440,23,17,1/111.0,1/193.0,1/261.2,0
ゴーゴージャグラー3,867,3803,13,9,1/172.9,1/292.5,1/422.6,0
ゴーゴージャグラー3,868,4308,17,11,1/153.9,1/253.4,1/391.6,0
ゴーゴージャグラー3,869,5825,28,17,1/129.4,1/208.0,1/342.6,0
ゴーゴージャグラー3,870,5809,25,21,1/126.3,1/232.4,1/276.6,0
ゴーゴージャグラー3,871,5213,18,20,1/137.2,1/289.6,1/260.6,0
ゴーゴージャグラー3,872,1371,6,1,1/195.9,1/228.5,1/1371.0,0
ゴーゴージャグラー3,873,2245,7,5,1/187.1,1/320.7,1/449.0,0
ゴーゴージャグラー3,874,1134,5,1,1/189.0,1/226.8,1/1134.0,0
ゴーゴージャグラー3,875,2868,4,10,1/204.9,1/717.0,1/286.8,0
押忍！番長4,823,3497,34,11,1/77.7,1/102.9,1/317.9,0
押忍！番長4,824,1863,14,4,1/103.5,1/133.1,1/465.8,0
押忍！番長4,825,782,5,1,1/130.3,1/156.4,1/782.0,0
押忍！番長4,826,692,8,2,1/69.2,1/86.5,1/346.0,0
押忍！番長4,827,1461,27,3,1/48.7,1/54.1,1/487.0,0
押忍！番長4,828,160,0,0,1/0.0,1/0.0,1/0.0,0
押忍！番長4,829,863,17,2,1/45.4,1/50.8,1/431.5,0
押忍！番長4,830,1251,17,3,1/62.5,1/73.6,1/417.0,0
押忍！番長4,831,940,3,1,1/235.0,1/313.3,1/940.0,0
押忍！番長4,832,962,3,1,1/240.5,1/320.7,1/962.0,0
押忍！番長4,833,237,2,1,1/79.0,1/118.5,1/237.0,0
ドラゴンハナハナ～閃光～‐30,1101,4023,18,11,1/138.7,1/223.5,1/365.7,0
ドラゴンハナハナ～閃光～‐30,1102,907,4,0,1/226.8,1/226.8,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1103,1037,3,1,1/259.2,1/345.7,1/1037.0,0
ドラゴンハナハナ～閃光～‐30,1104,6676,34,12,1/145.1,1/196.4,1/556.3,0
ドラゴンハナハナ～閃光～‐30,1105,984,2,1,1/328.0,1/492.0,1/984.0,0
ドラゴンハナハナ～閃光～‐30,1106,2364,9,2,1/214.9,1/262.7,1/1182.0,0
ドラゴンハナハナ～閃光～‐30,1107,727,2,0,1/363.5,1/363.5,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1108,2591,12,4,1/161.9,1/215.9,1/647.8,0
ドラゴンハナハナ～閃光～‐30,1109,1366,8,1,1/151.8,1/170.8,1/1366.0,0
ドラゴンハナハナ～閃光～‐30,1110,8743,40,14,1/161.9,1/218.6,1/624.5,0
沖ドキ!GOLD‐30,1090,2908,19,10,1/100.3,1/153.1,1/290.8,0
沖ドキ!GOLD‐30,1091,392,5,1,1/65.3,1/78.4,1/392.0,0
沖ドキ!GOLD‐30,1092,2773,19,4,1/120.6,1/145.9,1/693.2,0
沖ドキ!GOLD‐30,1093,215,0,0,1/0.0,1/0.0,1/0.0,0
沖ドキ!GOLD‐30,1094,3388,21,7,1/121.0,1/161.3,1/484.0,0
沖ドキ!GOLD‐30,1095,571,3,0,1/190.3,1/190.3,1/0.0,0
沖ドキ!GOLD‐30,1096,1300,1,1,1/650.0,1/1300.0,1/1300.0,0
沖ドキ!GOLD‐30,1097,3542,15,8,1/154.0,1/236.1,1/442.8,0
沖ドキ!GOLD‐30,1098,1147,8,2,1/114.7,1/143.4,1/573.5,0
沖ドキ!GOLD‐30,1099,1399,5,3,1/174.9,1/279.8,1/466.3,0
革命機ヴァルヴレイヴ,987,2701,15,3,1/150.1,1/180.1,1/900.3,0
