model_name,unit_no,game,medals,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
キングハナハナ-30,23,1918,-822,5,3,0,1/239.8,1/383.6,1/639.3,1/0.0
キングハナハナ-30,25,2844,575,13,6,0,1/149.7,1/218.8,1/474.0,1/0.0
キングハナハナ-30,26,2505,168,12,4,0,1/156.6,1/208.8,1/626.2,1/0.0
キングハナハナ-30,27,4163,706,19,9,0,1/148.7,1/219.1,1/462.6,1/0.0
キングハナハナ-30,28,6926,1628,29,21,0,1/138.5,1/238.8,1/329.8,1/0.0
キングハナハナ-30,30,1366,132,7,1,0,1/170.8,1/195.1,1/1366.0,1/0.0
キングハナハナ-30,31,2551,-547,8,5,0,1/196.2,1/318.9,1/510.2,1/0.0
キングハナハナ-30,32,666,-426,1,1,0,1/333.0,1/666.0,1/666.0,1/0.0
キングハナハナ-30,33,6612,2031,31,18,0,1/134.9,1/213.3,1/367.3,1/0.0
キングハナハナ-30,35,2402,339,12,2,0,1/171.6,1/200.2,1/1201.0,1/0.0
キングハナハナ-30,36,1642,-686,4,2,0,1/273.7,1/410.5,1/821.0,1/0.0
キングハナハナ-30,37,750,-496,1,1,0,1/375.0,1/750.0,1/750.0,1/0.0
キングハナハナ-30,38,2787,-702,9,5,0,1/199.1,1/309.7,1/557.4,1/0.0
キングハナハナ-30,50,1815,-581,6,2,0,1/226.9,1/302.5,1/907.5,1/0.0
キングハナハナ-30,51,641,-669,0,1,0,1/641.0,1/0.0,1/641.0,1/0.0
キングハナハナ-30,52,1117,-637,3,1,0,1/279.2,1/372.3,1/1117.0,1/0.0
キングハナハナ-30,53,2511,-59,11,2,0,1/193.2,1/228.3,1/1255.5,1/0.0
キングハナハナ-30,55,4037,595,18,8,0,1/155.3,1/224.3,1/504.6,1/0.0
マイジャグラーV,78,5345,-562,19,9,0,1/190.9,1/281.3,1/593.9,1/0.0
マイジャグラーV,80,2208,43,9,5,0,1/157.7,1/245.3,1/441.6,1/0.0
マイジャグラーV,81,6570,673,30,16,0,1/142.8,1/219.0,1/410.6,1/0.0
マイジャグラーV,82,2996,-869,9,7,0,1/187.2,1/332.9,1/428.0,1/0.0
マイジャグラーV,83,6151,1582,29,20,0,1/125.5,1/212.1,1/307.6,1/0.0
マイジャグラーV,85,8753,1182,37,25,0,1/141.2,1/236.6,1/350.1,1/0.0
マイジャグラーV,86,1261,-715,3,1,0,1/315.2,1/420.3,1/1261.0,1/0.0
マイジャグラーV,87,8691,-436,29,30,0,1/147.3,1/299.7,1/289.7,1/0.0
マイジャグラーV,88,9099,-412,30,35,0,1/140.0,1/303.3,1/260.0,1/0.0
マイジャグラーV,100,6463,1044,27,20,0,1/137.5,1/239.4,1/323.1,1/0.0
マイジャグラーV,101,2997,-562,9,8,0,1/176.3,1/333.0,1/374.6,1/0.0
マイジャグラーV,102,5915,-2414,11,17,0,1/211.2,1/537.7,1/347.9,1/0.0
マイジャグラーV,103,2803,-219,9,9,0,1/155.7,1/311.4,1/311.4,1/0.0
マイジャグラーV,105,6294,-123,23,15,0,1/165.6,1/273.7,1/419.6,1/0.0
マイジャグラーV,106,8882,1044,35,35,0,1/126.9,1/253.8,1/253.8,1/0.0
沖ドキ!GOLD‐30,56,1343,-312,6,6,0,1/111.9,1/223.8,1/223.8,1/0.0
沖ドキ!GOLD‐30,57,2009,-1764,5,5,0,1/200.9,1/401.8,1/401.8,1/0.0
沖ドキ!GOLD‐30,58,1414,-1781,2,0,0,1/707.0,1/707.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,60,1638,-1189,4,7,0,1/148.9,1/409.5,1/234.0,1/0.0
沖ドキ!GOLD‐30,61,2763,-1328,13,3,0,1/172.7,1/212.5,1/921.0,1/0.0
沖ドキ!GOLD‐30,62,1116,726,11,0,0,1/101.5,1/101.5,1/0.0,1/0.0
沖ドキ!GOLD‐30,63,1457,-1890,2,0,0,1/728.5,1/728.5,1/0.0,1/0.0
沖ドキ!GOLD‐30,65,2182,-1056,10,3,0,1/167.8,1/218.2,1/727.3,1/0.0
沖ドキ!GOLD‐30,66,354,9,2,2,0,1/88.5,1/177.0,1/177.0,1/0.0
沖ドキ!GOLD‐30,67,2952,-495,17,5,0,1/134.2,1/173.6,1/590.4,1/0.0
沖ドキ!GOLD‐30,68,3374,276,25,5,0,1/112.5,1/135.0,1/674.8,1/0.0
沖ドキ!GOLD‐30,70,742,439,6,3,0,1/82.4,1/123.7,1/247.3,1/0.0
沖ドキ!GOLD‐30,71,547,0,3,2,0,1/109.4,1/182.3,1/273.5,1/0.0
沖ドキ!GOLD‐30,72,607,761,5,5,0,1/60.7,1/121.4,1/121.4,1/0.0
スマスロ北斗の拳,236,2495,-1457,16,6,0,1/113.4,1/155.9,1/415.8,1/0.0
