model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,6526,29,15,1/148.3,1/225.0,1/435.1,0
アイムジャグラーEX-TP,804,3154,8,6,1/225.3,1/394.2,1/525.7,0
アイムジャグラーEX-TP,805,5481,27,16,1/127.5,1/203.0,1/342.6,0
アイムジャグラーEX-TP,881,4523,15,17,1/141.3,1/301.5,1/266.1,0
アイムジャグラーEX-TP,882,6545,23,23,1/142.3,1/284.6,1/284.6,0
アイムジャグラーEX-TP,883,849,2,3,1/169.8,1/424.5,1/283.0,0
アイムジャグラーEX-TP,884,4952,21,10,1/159.7,1/235.8,1/495.2,0
アイムジャグラーEX-TP,885,5689,27,13,1/142.2,1/210.7,1/437.6,0
アイムジャグラーEX-TP,886,940,1,2,1/313.3,1/940.0,1/470.0,0
アイムジャグラーEX-TP,887,2167,8,4,1/180.6,1/270.9,1/541.8,0
アイムジャグラーEX-TP,888,1251,3,2,1/250.2,1/417.0,1/625.5,0
アイムジャグラーEX-TP,889,5986,21,21,1/142.5,1/285.0,1/285.0,0
アイムジャグラーEX-TP,890,1031,5,0,1/206.2,1/206.2,1/0.0,0
アイムジャグラーEX-TP,891,3263,18,3,1/155.4,1/181.3,1/1087.7,0
アイムジャグラーEX-TP,892,3311,11,8,1/174.3,1/301.0,1/413.9,0
アイムジャグラーEX-TP,893,3956,15,7,1/179.8,1/263.7,1/565.1,0
アイムジャグラーEX-TP,958,6161,14,20,1/181.2,1/440.1,1/308.1,0
アイムジャグラーEX-TP,959,1436,2,4,1/239.3,1/718.0,1/359.0,0
アイムジャグラーEX-TP,960,2148,6,4,1/214.8,1/358.0,1/537.0,0
アイムジャグラーEX-TP,961,4018,11,14,1/160.7,1/365.3,1/287.0,0
アイムジャグラーEX-TP,962,1209,4,1,1/241.8,1/302.2,1/1209.0,0
アイムジャグラーEX-TP,963,1760,6,3,1/195.6,1/293.3,1/586.7,0
アイムジャグラーEX-TP,964,4258,18,7,1/170.3,1/236.6,1/608.3,0
アイムジャグラーEX-TP,965,1914,5,4,1/212.7,1/382.8,1/478.5,0
アイムジャグラーEX-TP,966,1795,4,1,1/359.0,1/448.8,1/1795.0,0
スマスロ北斗の拳,905,2246,20,6,1/86.4,1/112.3,1/374.3,0
スマスロ北斗の拳,906,4982,65,15,1/62.3,1/76.6,1/332.1,0
スマスロ北斗の拳,907,4910,51,16,1/73.3,1/96.3,1/306.9,0
スマスロ北斗の拳,908,300,1,1,1/150.0,1/300.0,1/300.0,0
スマスロ北斗の拳,909,5646,70,20,1/62.7,1/80.7,1/282.3,0
スマスロ北斗の拳,910,2325,32,9,1/56.7,1/72.7,1/258.3,0
スマスロ北斗の拳,911,3442,18,4,1/156.5,1/191.2,1/860.5,0
スマスロ北斗の拳,912,3066,27,10,1/82.9,1/113.6,1/306.6,0
スマスロ北斗の拳,913,1350,13,3,1/84.4,1/103.8,1/450.0,0
スマスロ北斗の拳,914,2843,22,7,1/98.0,1/129.2,1/406.1,0
スマスロ北斗の拳,915,4409,70,12,1/53.8,1/63.0,1/367.4,0
スマスロ北斗の拳,916,158,1,1,1/79.0,1/158.0,1/158.0,0
スマスロ北斗の拳,935,2969,21,4,1/118.8,1/141.4,1/742.2,0
スマスロ北斗の拳,936,1360,31,5,1/37.8,1/43.9,1/272.0,0
スマスロ北斗の拳,937,2589,25,8,1/78.5,1/103.6,1/323.6,0
スマスロ北斗の拳,938,1223,6,2,1/152.9,1/203.8,1/611.5,0
スマスロ北斗の拳,939,3695,15,9,1/154.0,1/246.3,1/410.6,0
スマスロ北斗の拳,940,2679,28,6,1/78.8,1/95.7,1/446.5,0
スマスロ北斗の拳,941,220,1,1,1/110.0,1/220.0,1/220.0,0
スマスロ北斗の拳,942,2551,48,10,1/44.0,1/53.1,1/255.1,0
スマスロ北斗の拳,943,1625,21,5,1/62.5,1/77.4,1/325.0,0
スマスロ北斗の拳,944,2932,42,3,1/65.2,1/69.8,1/977.3,0
スマスロ北斗の拳,945,794,6,3,1/88.2,1/132.3,1/264.7,0
