model_name,unit_no,game,medals,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
キングハナハナ-30,23,8100,2487,40,18,0,1/139.7,1/202.5,1/450.0,1/0.0
キングハナハナ-30,25,7369,1734,35,15,0,1/147.4,1/210.5,1/491.3,1/0.0
キングハナハナ-30,26,2408,-863,7,5,0,1/200.7,1/344.0,1/481.6,1/0.0
キングハナハナ-30,27,3391,-562,11,6,0,1/199.5,1/308.3,1/565.2,1/0.0
キングハナハナ-30,28,5304,2166,26,14,0,1/132.6,1/204.0,1/378.9,1/0.0
キングハナハナ-30,30,5167,107,21,9,0,1/172.2,1/246.0,1/574.1,1/0.0
キングハナハナ-30,31,4151,-1009,12,9,0,1/197.7,1/345.9,1/461.2,1/0.0
キングハナハナ-30,32,5455,284,17,20,0,1/147.4,1/320.9,1/272.8,1/0.0
キングハナハナ-30,33,6549,760,27,13,0,1/163.7,1/242.6,1/503.8,1/0.0
キングハナハナ-30,35,8936,2937,45,18,0,1/141.8,1/198.6,1/496.4,1/0.0
キングハナハナ-30,36,6789,549,22,25,0,1/144.4,1/308.6,1/271.6,1/0.0
キングハナハナ-30,37,1441,-664,3,3,0,1/240.2,1/480.3,1/480.3,1/0.0
キングハナハナ-30,38,5806,-1214,18,13,0,1/187.3,1/322.6,1/446.6,1/0.0
キングハナハナ-30,50,5516,-469,18,17,0,1/157.6,1/306.4,1/324.5,1/0.0
キングハナハナ-30,51,7803,436,29,21,0,1/156.1,1/269.1,1/371.6,1/0.0
キングハナハナ-30,52,8291,-1347,25,18,0,1/192.8,1/331.6,1/460.6,1/0.0
キングハナハナ-30,53,3439,-1933,7,6,0,1/264.5,1/491.3,1/573.2,1/0.0
キングハナハナ-30,55,6333,-285,22,14,0,1/175.9,1/287.9,1/452.4,1/0.0
マイジャグラーV,78,7886,-443,29,25,0,1/146.0,1/271.9,1/315.4,1/0.0
マイジャグラーV,80,7767,792,30,33,0,1/123.3,1/258.9,1/235.4,1/0.0
マイジャグラーV,81,5272,-1198,16,12,0,1/188.3,1/329.5,1/439.3,1/0.0
マイジャグラーV,82,9649,1399,39,31,0,1/137.8,1/247.4,1/311.3,1/0.0
マイジャグラーV,83,6580,-546,23,18,0,1/160.5,1/286.1,1/365.6,1/0.0
マイジャグラーV,85,5970,-2443,14,14,0,1/213.2,1/426.4,1/426.4,1/0.0
マイジャグラーV,86,6146,-1197,18,16,0,1/180.8,1/341.4,1/384.1,1/0.0
マイジャグラーV,87,6268,-802,18,22,0,1/156.7,1/348.2,1/284.9,1/0.0
マイジャグラーV,88,6311,1160,30,15,0,1/140.2,1/210.4,1/420.7,1/0.0
マイジャグラーV,100,5670,-363,23,14,0,1/153.2,1/246.5,1/405.0,1/0.0
マイジャグラーV,101,6962,-378,24,21,0,1/154.7,1/290.1,1/331.5,1/0.0
マイジャグラーV,102,6125,57,23,13,0,1/170.1,1/266.3,1/471.2,1/0.0
マイジャグラーV,103,5995,-519,21,11,0,1/187.3,1/285.5,1/545.0,1/0.0
マイジャグラーV,105,5686,-1295,17,17,0,1/167.2,1/334.5,1/334.5,1/0.0
マイジャグラーV,106,8366,3295,45,19,0,1/130.7,1/185.9,1/440.3,1/0.0
沖ドキ!GOLD‐30,56,3892,1949,32,16,0,1/81.1,1/121.6,1/243.2,1/0.0
沖ドキ!GOLD‐30,57,1492,1546,15,7,0,1/67.8,1/99.5,1/213.1,1/0.0
沖ドキ!GOLD‐30,58,2881,-266,17,5,0,1/131.0,1/169.5,1/576.2,1/0.0
沖ドキ!GOLD‐30,60,3240,-2200,12,5,0,1/190.6,1/270.0,1/648.0,1/0.0
沖ドキ!GOLD‐30,61,2657,868,22,3,0,1/106.3,1/120.8,1/885.7,1/0.0
沖ドキ!GOLD‐30,62,2844,-2325,7,6,0,1/218.8,1/406.3,1/474.0,1/0.0
沖ドキ!GOLD‐30,63,1503,1322,12,12,0,1/62.6,1/125.2,1/125.2,1/0.0
沖ドキ!GOLD‐30,65,2890,-431,17,6,0,1/125.7,1/170.0,1/481.7,1/0.0
沖ドキ!GOLD‐30,66,2614,-1545,11,5,0,1/163.4,1/237.6,1/522.8,1/0.0
沖ドキ!GOLD‐30,67,4447,-3427,15,4,0,1/234.1,1/296.5,1/1111.8,1/0.0
沖ドキ!GOLD‐30,68,1773,-651,9,4,0,1/136.4,1/197.0,1/443.2,1/0.0
沖ドキ!GOLD‐30,70,4603,-4023,13,5,0,1/255.7,1/354.1,1/920.6,1/0.0
沖ドキ!GOLD‐30,71,3735,-351,19,16,0,1/106.7,1/196.6,1/233.4,1/0.0
沖ドキ!GOLD‐30,72,4036,1534,31,16,0,1/85.9,1/130.2,1/252.2,1/0.0
スマスロ北斗の拳,236,264,-231,2,1,0,1/88.0,1/132.0,1/264.0,1/0.0
スマスロ北斗の拳,237,480,-529,1,1,0,1/240.0,1/480.0,1/480.0,1/0.0
スマスロ北斗の拳,238,2605,2578,47,6,0,1/49.2,1/55.4,1/434.2,1/0.0
スマスロ北斗の拳,250,3457,-1923,24,8,0,1/108.0,1/144.0,1/432.1,1/0.0
スマスロ北斗の拳,251,855,-324,6,1,0,1/122.1,1/142.5,1/855.0,1/0.0
スマスロ北斗の拳,252,5073,-2471,35,16,0,1/99.5,1/144.9,1/317.1,1/0.0
スマスロ北斗の拳,308,1727,2851,42,3,0,1/38.4,1/41.1,1/575.7,1/0.0
スマスロ北斗の拳,310,987,-613,6,1,0,1/141.0,1/164.5,1/987.0,1/0.0
スマスロ北斗の拳,311,3992,-2667,22,9,0,1/128.8,1/181.5,1/443.6,1/0.0
スマスロ北斗の拳,312,137,235,3,1,0,1/34.2,1/45.7,1/137.0,1/0.0
スマスロ北斗の拳,313,5043,584,57,19,0,1/66.4,1/88.5,1/265.4,1/0.0
スマスロ北斗の拳,315,452,-446,2,1,0,1/150.7,1/226.0,1/452.0,1/0.0
アイムジャグラーEX-TP,1,6195,292,25,19,0,1/140.8,1/247.8,1/326.1,1/0.0
アイムジャグラーEX-TP,2,3236,-1256,8,7,0,1/215.7,1/404.5,1/462.3,1/0.0
アイムジャグラーEX-TP,3,6898,1102,32,16,0,1/143.7,1/215.6,1/431.1,1/0.0
アイムジャグラーEX-TP,5,4805,-1533,15,9,0,1/200.2,1/320.3,1/533.9,1/0.0
アイムジャグラーEX-TP,6,3673,-84,13,10,0,1/159.7,1/282.5,1/367.3,1/0.0
