model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,3025,12,2,1/216.1,1/252.1,1/1512.5,0
アイムジャグラーEX-TP,804,3000,8,5,1/230.8,1/375.0,1/600.0,0
アイムジャグラーEX-TP,805,5274,12,15,1/195.3,1/439.5,1/351.6,0
アイムジャグラーEX-TP,881,2301,9,3,1/191.8,1/255.7,1/767.0,0
アイムジャグラーEX-TP,882,5986,23,16,1/153.5,1/260.3,1/374.1,0
アイムジャグラーEX-TP,883,2106,11,2,1/162.0,1/191.5,1/1053.0,0
アイムジャグラーEX-TP,884,6559,27,17,1/149.1,1/242.9,1/385.8,0
アイムジャグラーEX-TP,885,5861,26,12,1/154.2,1/225.4,1/488.4,0
アイムジャグラーEX-TP,886,2067,3,5,1/258.4,1/689.0,1/413.4,0
アイムジャグラーEX-TP,887,6176,19,16,1/176.5,1/325.1,1/386.0,0
アイムジャグラーEX-TP,888,2454,4,7,1/223.1,1/613.5,1/350.6,0
アイムジャグラーEX-TP,889,5064,21,15,1/140.7,1/241.1,1/337.6,0
アイムジャグラーEX-TP,890,1676,7,4,1/152.4,1/239.4,1/419.0,0
アイムジャグラーEX-TP,891,6899,39,10,1/140.8,1/176.9,1/689.9,0
アイムジャグラーEX-TP,892,2330,11,3,1/166.4,1/211.8,1/776.7,0
アイムジャグラーEX-TP,893,8111,31,30,1/133.0,1/261.6,1/270.4,0
アイムジャグラーEX-TP,958,2814,8,2,1/281.4,1/351.8,1/1407.0,0
アイムジャグラーEX-TP,959,5118,19,18,1/138.3,1/269.4,1/284.3,0
アイムジャグラーEX-TP,960,5308,25,9,1/156.1,1/212.3,1/589.8,0
アイムジャグラーEX-TP,961,2068,2,7,1/229.8,1/1034.0,1/295.4,0
アイムジャグラーEX-TP,962,3959,14,9,1/172.1,1/282.8,1/439.9,0
アイムジャグラーEX-TP,963,3546,10,10,1/177.3,1/354.6,1/354.6,0
アイムジャグラーEX-TP,964,4847,16,8,1/202.0,1/302.9,1/605.9,0
アイムジャグラーEX-TP,965,2971,7,9,1/185.7,1/424.4,1/330.1,0
アイムジャグラーEX-TP,966,5456,23,9,1/170.5,1/237.2,1/606.2,0
スマスロ北斗の拳,905,2638,22,9,1/85.1,1/119.9,1/293.1,0
スマスロ北斗の拳,906,4638,72,13,1/54.6,1/64.4,1/356.8,0
スマスロ北斗の拳,907,5495,76,20,1/57.2,1/72.3,1/274.8,0
スマスロ北斗の拳,908,6262,74,20,1/66.6,1/84.6,1/313.1,0
スマスロ北斗の拳,909,4450,92,17,1/40.8,1/48.4,1/261.8,0
スマスロ北斗の拳,910,3466,27,7,1/101.9,1/128.4,1/495.1,0
スマスロ北斗の拳,911,3964,36,11,1/84.3,1/110.1,1/360.4,0
スマスロ北斗の拳,912,3224,29,7,1/89.6,1/111.2,1/460.6,0
スマスロ北斗の拳,913,2370,27,3,1/79.0,1/87.8,1/790.0,0
スマスロ北斗の拳,914,3796,17,7,1/158.2,1/223.3,1/542.3,0
スマスロ北斗の拳,915,904,16,1,1/53.2,1/56.5,1/904.0,0
スマスロ北斗の拳,916,1403,5,4,1/155.9,1/280.6,1/350.8,0
スマスロ北斗の拳,935,3765,31,8,1/96.5,1/121.5,1/470.6,0
スマスロ北斗の拳,936,3243,27,9,1/90.1,1/120.1,1/360.3,0
スマスロ北斗の拳,937,1406,16,2,1/78.1,1/87.9,1/703.0,0
スマスロ北斗の拳,938,2941,27,5,1/91.9,1/108.9,1/588.2,0
スマスロ北斗の拳,939,1543,5,2,1/220.4,1/308.6,1/771.5,0
スマスロ北斗の拳,940,3342,20,8,1/119.4,1/167.1,1/417.8,0
スマスロ北斗の拳,941,4898,34,14,1/102.0,1/144.1,1/349.9,0
スマスロ北斗の拳,942,458,5,2,1/65.4,1/91.6,1/229.0,0
スマスロ北斗の拳,943,4818,59,16,1/64.2,1/81.7,1/301.1,0
スマスロ北斗の拳,944,1133,13,3,1/70.8,1/87.2,1/377.7,0
スマスロ北斗の拳,945,393,2,2,1/98.2,1/196.5,1/196.5,0
スマスロ北斗の拳,946,5837,33,12,1/129.7,1/176.9,1/486.4,0
マイジャグラーV,894,3996,9,8,1/235.1,1/444.0,1/499.5,0
マイジャグラーV,895,4026,12,12,1/167.8,1/335.5,1/335.5,0
マイジャグラーV,896,8831,30,23,1/166.6,1/294.4,1/384.0,0
マイジャグラーV,897,5235,24,8,1/163.6,1/218.1,1/654.4,0
マイジャグラーV,898,7351,30,24,1/136.1,1/245.0,1/306.3,0
マイジャグラーV,899,3735,11,11,1/169.8,1/339.5,1/339.5,0
マイジャグラーV,900,6163,25,16,1/150.3,1/246.5,1/385.2,0
マイジャグラーV,901,6753,27,26,1/127.4,1/250.1,1/259.7,0
マイジャグラーV,902,6203,22,16,1/163.2,1/282.0,1/387.7,0
マイジャグラーV,903,2507,5,1,1/417.8,1/501.4,1/2507.0,0
マイジャグラーV,904,7916,25,36,1/129.8,1/316.6,1/219.9,0
マイジャグラーV,947,7563,35,21,1/135.1,1/216.1,1/360.1,0
マイジャグラーV,948,7643,28,23,1/149.9,1/273.0,1/332.3,0
マイジャグラーV,949,5770,26,19,1/128.2,1/221.9,1/303.7,0
マイジャグラーV,950,4083,15,9,1/170.1,1/272.2,1/453.7,0
マイジャグラーV,951,4044,16,8,1/168.5,1/252.8,1/505.5,0
マイジャグラーV,952,6693,28,17,1/148.7,1/239.0,1/393.7,0
