model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,3598,22,9,1/116.1,1/163.5,1/399.8,0
アイムジャグラーEX-TP,804,4180,19,14,1/126.7,1/220.0,1/298.6,0
アイムジャグラーEX-TP,805,4423,24,14,1/116.4,1/184.3,1/315.9,0
アイムジャグラーEX-TP,881,3302,17,5,1/150.1,1/194.2,1/660.4,0
アイムジャグラーEX-TP,882,427,1,0,1/427.0,1/427.0,1/0.0,0
アイムジャグラーEX-TP,883,2565,8,5,1/197.3,1/320.6,1/513.0,0
アイムジャグラーEX-TP,884,1074,2,1,1/358.0,1/537.0,1/1074.0,0
アイムジャグラーEX-TP,885,1116,4,0,1/279.0,1/279.0,1/0.0,0
アイムジャグラーEX-TP,886,3221,7,10,1/189.5,1/460.1,1/322.1,0
アイムジャグラーEX-TP,887,1353,1,4,1/270.6,1/1353.0,1/338.2,0
アイムジャグラーEX-TP,888,2025,7,6,1/155.8,1/289.3,1/337.5,0
アイムジャグラーEX-TP,889,283,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,890,5878,28,19,1/125.1,1/209.9,1/309.4,0
アイムジャグラーEX-TP,891,1059,4,2,1/176.5,1/264.8,1/529.5,0
アイムジャグラーEX-TP,892,5560,22,18,1/139.0,1/252.7,1/308.9,0
アイムジャグラーEX-TP,893,729,0,1,1/729.0,1/0.0,1/729.0,0
アイムジャグラーEX-TP,958,410,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,959,4581,13,17,1/152.7,1/352.4,1/269.5,0
アイムジャグラーEX-TP,960,1127,3,2,1/225.4,1/375.7,1/563.5,0
アイムジャグラーEX-TP,961,2168,6,7,1/166.8,1/361.3,1/309.7,0
アイムジャグラーEX-TP,962,4414,18,15,1/133.8,1/245.2,1/294.3,0
アイムジャグラーEX-TP,963,372,1,0,1/372.0,1/372.0,1/0.0,0
アイムジャグラーEX-TP,964,7196,32,25,1/126.2,1/224.9,1/287.8,0
アイムジャグラーEX-TP,965,5019,26,16,1/119.5,1/193.0,1/313.7,0
アイムジャグラーEX-TP,966,3193,11,7,1/177.4,1/290.3,1/456.1,0
スマスロ北斗の拳,905,1205,16,3,1/63.4,1/75.3,1/401.7,0
スマスロ北斗の拳,906,1683,20,4,1/70.1,1/84.2,1/420.8,0
スマスロ北斗の拳,907,734,9,1,1/73.4,1/81.6,1/734.0,0
スマスロ北斗の拳,908,588,15,1,1/36.8,1/39.2,1/588.0,0
スマスロ北斗の拳,909,1184,11,3,1/84.6,1/107.6,1/394.7,0
スマスロ北斗の拳,910,199,2,1,1/66.3,1/99.5,1/199.0,0
スマスロ北斗の拳,911,3543,22,6,1/126.5,1/161.0,1/590.5,0
スマスロ北斗の拳,912,418,8,1,1/46.4,1/52.2,1/418.0,0
スマスロ北斗の拳,913,3278,39,8,1/69.7,1/84.1,1/409.8,0
スマスロ北斗の拳,914,143,5,2,1/20.4,1/28.6,1/71.5,0
スマスロ北斗の拳,915,86,2,1,1/28.7,1/43.0,1/86.0,0
スマスロ北斗の拳,916,835,8,2,1/83.5,1/104.4,1/417.5,0
スマスロ北斗の拳,935,4037,42,7,1/82.4,1/96.1,1/576.7,0
スマスロ北斗の拳,936,1680,14,3,1/98.8,1/120.0,1/560.0,0
スマスロ北斗の拳,937,2241,8,4,1/186.8,1/280.1,1/560.2,0
スマスロ北斗の拳,938,363,3,1,1/90.8,1/121.0,1/363.0,0
スマスロ北斗の拳,939,492,3,1,1/123.0,1/164.0,1/492.0,0
スマスロ北斗の拳,940,1786,11,5,1/111.6,1/162.4,1/357.2,0
スマスロ北斗の拳,941,3390,41,6,1/72.1,1/82.7,1/565.0,0
スマスロ北斗の拳,942,695,4,2,1/115.8,1/173.8,1/347.5,0
スマスロ北斗の拳,943,2295,17,5,1/104.3,1/135.0,1/459.0,0
スマスロ北斗の拳,944,495,5,2,1/70.7,1/99.0,1/247.5,0
スマスロ北斗の拳,945,3336,55,13,1/49.1,1/60.7,1/256.6,0
スマスロ北斗の拳,946,899,7,2,1/99.9,1/128.4,1/449.5,0
マイジャグラーV,894,6449,19,22,1/157.3,1/339.4,1/293.1,0
マイジャグラーV,895,720,1,0,1/720.0,1/720.0,1/0.0,0
マイジャグラーV,896,4916,24,13,1/132.9,1/204.8,1/378.2,0
マイジャグラーV,897,7613,32,22,1/141.0,1/237.9,1/346.0,0
マイジャグラーV,898,2004,7,4,1/182.2,1/286.3,1/501.0,0
マイジャグラーV,899,4519,13,5,1/251.1,1/347.6,1/903.8,0
マイジャグラーV,900,1161,5,1,1/193.5,1/232.2,1/1161.0,0
マイジャグラーV,901,7288,23,30,1/137.5,1/316.9,1/242.9,0
マイジャグラーV,902,6392,23,16,1/163.9,1/277.9,1/399.5,0
マイジャグラーV,903,1520,3,2,1/304.0,1/506.7,1/760.0,0
マイジャグラーV,904,4696,21,12,1/142.3,1/223.6,1/391.3,0
マイジャグラーV,947,3172,11,8,1/166.9,1/288.4,1/396.5,0
マイジャグラーV,948,5937,15,25,1/148.4,1/395.8,1/237.5,0
マイジャグラーV,949,3767,10,8,1/209.3,1/376.7,1/470.9,0
マイジャグラーV,950,1270,4,1,1/254.0,1/317.5,1/1270.0,0
マイジャグラーV,951,4061,15,13,1/145.0,1/270.7,1/312.4,0
マイジャグラーV,952,827,1,2,1/275.7,1/827.0,1/413.5,0
マイジャグラーV,953,6896,37,26,1/109.5,1/186.4,1/265.2,0
マイジャグラーV,954,1368,4,3,1/195.4,1/342.0,1/456.0,0
マイジャグラーV,955,5423,17,16,1/164.3,1/319.0,1/338.9,0
マイジャグラーV,956,7484,33,25,1/129.0,1/226.8,1/299.4,0
マイジャグラーV,957,7363,31,19,1/147.3,1/237.5,1/387.5,0
からくりサーカス,1017,1084,39,5,1/24.6,1/27.8,1/216.8,0
からくりサーカス,1018,2818,18,7,1/112.7,1/156.6,1/402.6,0
からくりサーカス,1019,4063,43,12,1/73.9,1/94.5,1/338.6,0
からくりサーカス,1020,281,0,1,1/281.0,1/0.0,1/281.0,0
からくりサーカス,1021,1156,13,3,1/72.2,1/88.9,1/385.3,0
からくりサーカス,1022,1898,39,7,1/41.3,1/48.7,1/271.1,0
からくりサーカス,1023,164,2,1,1/54.7,1/82.0,1/164.0,0
からくりサーカス,1024,1494,4,3,1/213.4,1/373.5,1/498.0,0
からくりサーカス,1025,152,2,1,1/50.7,1/76.0,1/152.0,0
からくりサーカス,1026,145,2,1,1/48.3,1/72.5,1/145.0,0
からくりサーカス,1027,774,0,1,1/774.0,1/0.0,1/774.0,0
からくりサーカス,1028,1975,17,8,1/79.0,1/116.2,1/246.9,0
モンキーターンV,706,2734,19,6,1/109.4,1/143.9,1/455.7,0
モンキーターンV,823,2773,21,9,1/92.4,1/132.0,1/308.1,0
モンキーターンV,824,768,6,2,1/96.0,1/128.0,1/384.0,0
モンキーターンV,825,1259,10,3,1/96.8,1/125.9,1/419.7,0
モンキーターンV,826,2144,39,14,1/40.5,1/55.0,1/153.1,0
モンキーターンV,827,750,4,2,1/125.0,1/187.5,1/375.0,0
モンキーターンV,828,1699,43,6,1/34.7,1/39.5,1/283.2,0
モンキーターンV,829,2714,35,11,1/59.0,1/77.5,1/246.7,0
モンキーターンV,830,2285,39,6,1/50.8,1/58.6,1/380.8,0
モンキーターンV,831,1401,23,5,1/50.0,1/60.9,1/280.2,0
モンキーターンV,832,2275,10,6,1/142.2,1/227.5,1/379.2,0
モンキーターンV,833,3167,25,9,1/93.1,1/126.7,1/351.9,0
ゴーゴージャグラー3,865,3791,6,12,1/210.6,1/631.8,1/315.9,0
ゴーゴージャグラー3,866,726,3,0,1/242.0,1/242.0,1/0.0,0
ゴーゴージャグラー3,867,4608,24,17,1/112.4,1/192.0,1/271.1,0
ゴーゴージャグラー3,868,2389,8,7,1/159.3,1/298.6,1/341.3,0
ゴーゴージャグラー3,869,3931,17,8,1/157.2,1/231.2,1/491.4,0
ゴーゴージャグラー3,870,5336,19,14,1/161.7,1/280.8,1/381.1,0
ゴーゴージャグラー3,871,2313,11,4,1/154.2,1/210.3,1/578.2,0
ゴーゴージャグラー3,872,2740,8,7,1/182.7,1/342.5,1/391.4,0
ゴーゴージャグラー3,873,1063,4,1,1/212.6,1/265.8,1/1063.0,0
ゴーゴージャグラー3,874,2660,9,7,1/166.2,1/295.6,1/380.0,0
ゴーゴージャグラー3,875,7054,34,26,1/117.6,1/207.5,1/271.3,0
ドラゴンハナハナ～閃光～‐30,1101,1049,5,1,1/174.8,1/209.8,1/1049.0,0
ドラゴンハナハナ～閃光～‐30,1102,181,0,0,1/0.0,1/0.0,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1103,242,0,0,1/0.0,1/0.0,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1104,2463,11,5,1/153.9,1/223.9,1/492.6,0
ドラゴンハナハナ～閃光～‐30,1105,422,0,1,1/422.0,1/0.0,1/422.0,0
ドラゴンハナハナ～閃光～‐30,1106,388,1,0,1/388.0,1/388.0,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1107,959,5,0,1/191.8,1/191.8,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1108,447,1,0,1/447.0,1/447.0,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1109,1365,5,2,1/195.0,1/273.0,1/682.5,0
ドラゴンハナハナ～閃光～‐30,1110,758,2,1,1/252.7,1/379.0,1/758.0,0
沖ドキ!GOLD‐30,1090,749,24,5,1/25.8,1/31.2,1/149.8,0
沖ドキ!GOLD‐30,1091,1235,24,3,1/45.7,1/51.5,1/411.7,0
