model_name,unit_no,game,medals,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
キングハナハナ-30,23,2626,-1110,6,6,0,1/218.8,1/437.7,1/437.7,1/0.0
キングハナハナ-30,25,1497,-623,5,1,0,1/249.5,1/299.4,1/1497.0,1/0.0
キングハナハナ-30,26,142,-188,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,27,8069,1419,35,19,0,1/149.4,1/230.5,1/424.7,1/0.0
キングハナハナ-30,28,421,-348,0,1,0,1/421.0,1/0.0,1/421.0,1/0.0
キングハナハナ-30,30,394,-265,1,0,0,1/394.0,1/394.0,1/0.0,1/0.0
キングハナハナ-30,31,415,-478,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,32,4922,380,18,14,0,1/153.8,1/273.4,1/351.6,1/0.0
キングハナハナ-30,33,682,-400,1,1,0,1/341.0,1/682.0,1/682.0,1/0.0
キングハナハナ-30,35,2186,-27,8,5,0,1/168.2,1/273.2,1/437.2,1/0.0
キングハナハナ-30,36,2127,-702,5,4,0,1/236.3,1/425.4,1/531.8,1/0.0
キングハナハナ-30,37,695,-317,2,0,0,1/347.5,1/347.5,1/0.0,1/0.0
キングハナハナ-30,38,2283,-164,10,1,0,1/207.5,1/228.3,1/2283.0,1/0.0
キングハナハナ-30,50,2143,-1027,5,5,0,1/214.3,1/428.6,1/428.6,1/0.0
キングハナハナ-30,51,429,-178,1,1,0,1/214.5,1/429.0,1/429.0,1/0.0
キングハナハナ-30,52,3782,1285,20,9,0,1/130.4,1/189.1,1/420.2,1/0.0
キングハナハナ-30,53,1156,-332,4,2,0,1/192.7,1/289.0,1/578.0,1/0.0
キングハナハナ-30,55,1972,-895,5,1,0,1/328.7,1/394.4,1/1972.0,1/0.0
マイジャグラーV,78,4651,328,16,17,0,1/140.9,1/290.7,1/273.6,1/0.0
マイジャグラーV,80,6898,4095,37,36,0,1/94.5,1/186.4,1/191.6,1/0.0
マイジャグラーV,81,3770,-814,10,10,0,1/188.5,1/377.0,1/377.0,1/0.0
マイジャグラーV,82,7307,938,32,21,0,1/137.9,1/228.3,1/348.0,1/0.0
マイジャグラーV,83,5668,472,24,19,0,1/131.8,1/236.2,1/298.3,1/0.0
マイジャグラーV,85,1912,-1709,1,4,0,1/382.4,1/1912.0,1/478.0,1/0.0
マイジャグラーV,86,5888,-605,19,17,0,1/163.6,1/309.9,1/346.4,1/0.0
マイジャグラーV,87,5512,421,20,24,0,1/125.3,1/275.6,1/229.7,1/0.0
マイジャグラーV,88,2641,-1366,5,6,0,1/240.1,1/528.2,1/440.2,1/0.0
マイジャグラーV,100,4543,-514,16,12,0,1/162.2,1/283.9,1/378.6,1/0.0
マイジャグラーV,101,3742,-22,16,5,0,1/178.2,1/233.9,1/748.4,1/0.0
マイジャグラーV,102,5305,766,24,13,0,1/143.4,1/221.0,1/408.1,1/0.0
マイジャグラーV,103,6611,1267,29,15,0,1/150.2,1/228.0,1/440.7,1/0.0
マイジャグラーV,105,1654,-1558,1,2,0,1/551.3,1/1654.0,1/827.0,1/0.0
マイジャグラーV,106,3997,-82,14,11,0,1/159.9,1/285.5,1/363.4,1/0.0
沖ドキ!GOLD‐30,56,334,2563,14,2,0,1/20.9,1/23.9,1/167.0,1/0.0
沖ドキ!GOLD‐30,57,850,-140,3,6,0,1/94.4,1/283.3,1/141.7,1/0.0
沖ドキ!GOLD‐30,58,1344,-1118,3,5,0,1/168.0,1/448.0,1/268.8,1/0.0
沖ドキ!GOLD‐30,60,475,1216,8,3,0,1/43.2,1/59.4,1/158.3,1/0.0
沖ドキ!GOLD‐30,61,4676,-2373,17,14,0,1/150.8,1/275.1,1/334.0,1/0.0
沖ドキ!GOLD‐30,62,167,-284,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,63,177,-240,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,65,2809,-3260,5,2,0,1/401.3,1/561.8,1/1404.5,1/0.0
沖ドキ!GOLD‐30,66,254,-387,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,67,1373,-1183,4,1,0,1/274.6,1/343.2,1/1373.0,1/0.0
沖ドキ!GOLD‐30,68,1122,398,10,1,0,1/102.0,1/112.2,1/1122.0,1/0.0
沖ドキ!GOLD‐30,70,230,-358,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,71,2357,-2015,7,4,0,1/214.3,1/336.7,1/589.2,1/0.0
沖ドキ!GOLD‐30,72,629,1657,10,6,0,1/39.3,1/62.9,1/104.8,1/0.0
スマスロ北斗の拳,236,356,149,5,1,0,1/59.3,1/71.2,1/356.0,1/0.0
スマスロ北斗の拳,237,1416,12,17,6,0,1/61.6,1/83.3,1/236.0,1/0.0
スマスロ北斗の拳,238,1166,-766,7,4,0,1/106.0,1/166.6,1/291.5,1/0.0
スマスロ北斗の拳,250,854,117,11,2,0,1/65.7,1/77.6,1/427.0,1/0.0
スマスロ北斗の拳,251,905,-585,5,1,0,1/150.8,1/181.0,1/905.0,1/0.0
スマスロ北斗の拳,252,891,-258,8,2,0,1/89.1,1/111.4,1/445.5,1/0.0
スマスロ北斗の拳,308,2318,-1516,12,5,0,1/136.4,1/193.2,1/463.6,1/0.0
スマスロ北斗の拳,310,438,-511,1,1,0,1/219.0,1/438.0,1/438.0,1/0.0
スマスロ北斗の拳,311,790,940,16,1,0,1/46.5,1/49.4,1/790.0,1/0.0
スマスロ北斗の拳,312,459,593,9,1,0,1/45.9,1/51.0,1/459.0,1/0.0
スマスロ北斗の拳,313,1003,-132,9,2,0,1/91.2,1/111.4,1/501.5,1/0.0
スマスロ北斗の拳,315,1928,-272,18,6,0,1/80.3,1/107.1,1/321.3,1/0.0
アイムジャグラーEX-TP,1,897,-734,1,0,0,1/897.0,1/897.0,1/0.0,1/0.0
アイムジャグラーEX-TP,2,3352,217,13,11,0,1/139.7,1/257.8,1/304.7,1/0.0
アイムジャグラーEX-TP,3,4984,1772,26,13,0,1/127.8,1/191.7,1/383.4,1/0.0
アイムジャグラーEX-TP,5,4440,1628,20,17,0,1/120.0,1/222.0,1/261.2,1/0.0
アイムジャグラーEX-TP,6,656,-393,1,2,0,1/218.7,1/656.0,1/328.0,1/0.0
アイムジャグラーEX-TP,7,5894,996,25,19,0,1/134.0,1/235.8,1/310.2,1/0.0
アイムジャグラーEX-TP,8,1981,-330,7,5,0,1/165.1,1/283.0,1/396.2,1/0.0
アイムジャグラーEX-TP,10,3156,606,14,11,0,1/126.2,1/225.4,1/286.9,1/0.0
アイムジャグラーEX-TP,107,5151,953,23,17,0,1/128.8,1/224.0,1/303.0,1/0.0
アイムジャグラーEX-TP,108,1067,-630,2,2,0,1/266.8,1/533.5,1/533.5,1/0.0
アイムジャグラーEX-TP,110,2029,-1180,3,4,0,1/289.9,1/676.3,1/507.2,1/0.0
ゴーゴージャグラー3,11,6162,-164,20,28,0,1/128.4,1/308.1,1/220.1,1/0.0
ゴーゴージャグラー3,12,2226,1455,13,11,0,1/92.8,1/171.2,1/202.4,1/0.0
ゴーゴージャグラー3,13,8468,3241,44,33,0,1/110.0,1/192.5,1/256.6,1/0.0
ゴーゴージャグラー3,15,1270,-134,6,2,0,1/158.8,1/211.7,1/635.0,1/0.0
ゴーゴージャグラー3,16,4013,780,19,10,0,1/138.4,1/211.2,1/401.3,1/0.0
ゴーゴージャグラー3,17,1957,-101,9,3,0,1/163.1,1/217.4,1/652.3,1/0.0
ゴーゴージャグラー3,18,4256,-500,13,16,0,1/146.8,1/327.4,1/266.0,1/0.0
ゴーゴージャグラー3,20,4717,412,16,24,0,1/117.9,1/294.8,1/196.5,1/0.0
ゴーゴージャグラー3,21,5574,1211,28,14,0,1/132.7,1/199.1,1/398.1,1/0.0
