model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,5523,31,17,1/115.1,1/178.2,1/324.9,0
アイムジャグラーEX-TP,804,1561,6,4,1/156.1,1/260.2,1/390.2,0
アイムジャグラーEX-TP,805,3700,12,8,1/185.0,1/308.3,1/462.5,0
アイムジャグラーEX-TP,881,1821,5,1,1/303.5,1/364.2,1/1821.0,0
アイムジャグラーEX-TP,882,3878,13,9,1/176.3,1/298.3,1/430.9,0
アイムジャグラーEX-TP,883,3701,16,10,1/142.3,1/231.3,1/370.1,0
アイムジャグラーEX-TP,884,5317,14,18,1/166.2,1/379.8,1/295.4,0
アイムジャグラーEX-TP,885,3858,10,7,1/226.9,1/385.8,1/551.1,0
アイムジャグラーEX-TP,886,4541,18,11,1/156.6,1/252.3,1/412.8,0
アイムジャグラーEX-TP,887,2861,10,6,1/178.8,1/286.1,1/476.8,0
アイムジャグラーEX-TP,888,1347,4,2,1/224.5,1/336.8,1/673.5,0
アイムジャグラーEX-TP,889,3663,18,6,1/152.6,1/203.5,1/610.5,0
アイムジャグラーEX-TP,890,3141,9,8,1/184.8,1/349.0,1/392.6,0
アイムジャグラーEX-TP,891,3102,10,11,1/147.7,1/310.2,1/282.0,0
アイムジャグラーEX-TP,892,2737,7,7,1/195.5,1/391.0,1/391.0,0
アイムジャグラーEX-TP,893,4117,15,9,1/171.5,1/274.5,1/457.4,0
アイムジャグラーEX-TP,958,4824,24,14,1/126.9,1/201.0,1/344.6,0
アイムジャグラーEX-TP,959,1985,4,4,1/248.1,1/496.2,1/496.2,0
アイムジャグラーEX-TP,960,4180,21,12,1/126.7,1/199.0,1/348.3,0
アイムジャグラーEX-TP,961,1013,1,2,1/337.7,1/1013.0,1/506.5,0
アイムジャグラーEX-TP,962,2462,6,7,1/189.4,1/410.3,1/351.7,0
アイムジャグラーEX-TP,963,8119,32,26,1/140.0,1/253.7,1/312.3,0
アイムジャグラーEX-TP,964,5119,24,15,1/131.3,1/213.3,1/341.3,0
アイムジャグラーEX-TP,965,1847,6,4,1/184.7,1/307.8,1/461.8,0
アイムジャグラーEX-TP,966,6314,22,21,1/146.8,1/287.0,1/300.7,0
スマスロ北斗の拳,905,3716,21,9,1/123.9,1/177.0,1/412.9,0
スマスロ北斗の拳,906,3871,36,11,1/82.4,1/107.5,1/351.9,0
スマスロ北斗の拳,907,6050,16,8,1/252.1,1/378.1,1/756.2,0
スマスロ北斗の拳,908,3536,30,9,1/90.7,1/117.9,1/392.9,0
スマスロ北斗の拳,909,2095,13,4,1/123.2,1/161.2,1/523.8,0
スマスロ北斗の拳,910,3317,32,10,1/79.0,1/103.7,1/331.7,0
スマスロ北斗の拳,911,562,2,1,1/187.3,1/281.0,1/562.0,0
スマスロ北斗の拳,912,4206,43,14,1/73.8,1/97.8,1/300.4,0
スマスロ北斗の拳,913,2918,31,9,1/73.0,1/94.1,1/324.2,0
スマスロ北斗の拳,914,6718,56,19,1/89.6,1/120.0,1/353.6,0
スマスロ北斗の拳,915,1957,17,3,1/97.8,1/115.1,1/652.3,0
スマスロ北斗の拳,916,1923,21,6,1/71.2,1/91.6,1/320.5,0
スマスロ北斗の拳,935,4643,43,15,1/80.1,1/108.0,1/309.5,0
スマスロ北斗の拳,936,1916,12,3,1/127.7,1/159.7,1/638.7,0
スマスロ北斗の拳,937,2142,25,5,1/71.4,1/85.7,1/428.4,0
スマスロ北斗の拳,938,3412,15,4,1/179.6,1/227.5,1/853.0,0
スマスロ北斗の拳,939,4021,23,8,1/129.7,1/174.8,1/502.6,0
スマスロ北斗の拳,940,1064,17,1,1/59.1,1/62.6,1/1064.0,0
スマスロ北斗の拳,941,2699,48,6,1/50.0,1/56.2,1/449.8,0
スマスロ北斗の拳,942,3377,38,8,1/73.4,1/88.9,1/422.1,0
スマスロ北斗の拳,943,3044,33,4,1/82.3,1/92.2,1/761.0,0
スマスロ北斗の拳,944,1328,15,5,1/66.4,1/88.5,1/265.6,0
スマスロ北斗の拳,945,2958,15,5,1/147.9,1/197.2,1/591.6,0
スマスロ北斗の拳,946,4782,21,11,1/149.4,1/227.7,1/434.7,0
マイジャグラーV,894,7597,32,19,1/149.0,1/237.4,1/399.8,0
マイジャグラーV,895,6272,30,16,1/136.3,1/209.1,1/392.0,0
マイジャグラーV,896,5077,17,10,1/188.0,1/298.6,1/507.7,0
マイジャグラーV,897,3219,7,4,1/292.6,1/459.9,1/804.8,0
マイジャグラーV,898,6949,19,23,1/165.5,1/365.7,1/302.1,0
マイジャグラーV,899,5002,19,15,1/147.1,1/263.3,1/333.5,0
マイジャグラーV,900,7938,34,29,1/126.0,1/233.5,1/273.7,0
マイジャグラーV,901,2550,9,4,1/196.2,1/283.3,1/637.5,0
マイジャグラーV,902,5350,18,17,1/152.9,1/297.2,1/314.7,0
マイジャグラーV,903,3883,12,10,1/176.5,1/323.6,1/388.3,0
マイジャグラーV,904,8768,40,25,1/134.9,1/219.2,1/350.7,0
マイジャグラーV,947,5033,17,8,1/201.3,1/296.1,1/629.1,0
マイジャグラーV,948,6762,30,20,1/135.2,1/225.4,1/338.1,0
マイジャグラーV,949,4877,17,9,1/187.6,1/286.9,1/541.9,0
マイジャグラーV,950,1451,2,1,1/483.7,1/725.5,1/1451.0,0
マイジャグラーV,951,7416,25,22,1/157.8,1/296.6,1/337.1,0
マイジャグラーV,952,4500,12,13,1/180.0,1/375.0,1/346.2,0
マイジャグラーV,953,7649,28,27,1/139.1,1/273.2,1/283.3,0
マイジャグラーV,954,4656,14,14,1/166.3,1/332.6,1/332.6,0
マイジャグラーV,955,4136,16,7,1/179.8,1/258.5,1/590.9,0
マイジャグラーV,956,6301,28,9,1/170.3,1/225.0,1/700.1,0
マイジャグラーV,957,3688,13,10,1/160.3,1/283.7,1/368.8,0
からくりサーカス,1017,987,9,4,1/75.9,1/109.7,1/246.8,0
からくりサーカス,1018,1666,20,5,1/66.6,1/83.3,1/333.2,0
からくりサーカス,1019,1598,27,7,1/47.0,1/59.2,1/228.3,0
からくりサーカス,1020,3194,31,9,1/79.8,1/103.0,1/354.9,0
からくりサーカス,1021,1931,9,5,1/137.9,1/214.6,1/386.2,0
からくりサーカス,1022,2355,30,8,1/62.0,1/78.5,1/294.4,0
からくりサーカス,1023,157,5,0,1/31.4,1/31.4,1/0.0,0
からくりサーカス,1024,2148,10,3,1/165.2,1/214.8,1/716.0,0
からくりサーカス,1025,1203,6,1,1/171.9,1/200.5,1/1203.0,0
からくりサーカス,1026,1256,9,5,1/89.7,1/139.6,1/251.2,0
からくりサーカス,1027,1888,54,8,1/30.5,1/35.0,1/236.0,0
からくりサーカス,1028,2252,21,6,1/83.4,1/107.2,1/375.3,0
モンキーターンV,706,5949,33,15,1/123.9,1/180.3,1/396.6,0
モンキーターンV,823,4995,25,12,1/135.0,1/199.8,1/416.2,0
モンキーターンV,824,2072,16,7,1/90.1,1/129.5,1/296.0,0
モンキーターンV,825,3369,26,12,1/88.7,1/129.6,1/280.8,0
モンキーターンV,826,3883,23,10,1/117.7,1/168.8,1/388.3,0
モンキーターンV,827,2606,44,9,1/49.2,1/59.2,1/289.6,0
モンキーターンV,828,1424,7,4,1/129.5,1/203.4,1/356.0,0
モンキーターンV,829,4450,46,17,1/70.6,1/96.7,1/261.8,0
モンキーターンV,830,1642,39,8,1/34.9,1/42.1,1/205.2,0
モンキーターンV,831,4174,29,17,1/90.7,1/143.9,1/245.5,0
モンキーターンV,832,3217,37,10,1/68.4,1/86.9,1/321.7,0
モンキーターンV,833,4498,50,15,1/69.2,1/90.0,1/299.9,0
ゴーゴージャグラー3,865,4802,11,11,1/218.3,1/436.5,1/436.5,0
ゴーゴージャグラー3,866,3045,12,7,1/160.3,1/253.8,1/435.0,0
ゴーゴージャグラー3,867,2670,8,6,1/190.7,1/333.8,1/445.0,0
ゴーゴージャグラー3,868,3556,11,4,1/237.1,1/323.3,1/889.0,0
ゴーゴージャグラー3,869,3694,11,8,1/194.4,1/335.8,1/461.8,0
ゴーゴージャグラー3,870,3815,9,9,1/211.9,1/423.9,1/423.9,0
ゴーゴージャグラー3,871,6181,23,26,1/126.1,1/268.7,1/237.7,0
ゴーゴージャグラー3,872,3651,14,7,1/173.9,1/260.8,1/521.6,0
ゴーゴージャグラー3,873,3448,9,11,1/172.4,1/383.1,1/313.5,0
ゴーゴージャグラー3,874,4996,16,14,1/166.5,1/312.2,1/356.9,0
ゴーゴージャグラー3,875,6582,37,14,1/129.1,1/177.9,1/470.1,0
ドラゴンハナハナ～閃光～‐30,1101,874,2,1,1/291.3,1/437.0,1/874.0,0
ドラゴンハナハナ～閃光～‐30,1102,3534,11,11,1/160.6,1/321.3,1/321.3,0
ドラゴンハナハナ～閃光～‐30,1103,6410,22,18,1/160.2,1/291.4,1/356.1,0
ドラゴンハナハナ～閃光～‐30,1104,1744,9,3,1/145.3,1/193.8,1/581.3,0
ドラゴンハナハナ～閃光～‐30,1105,4189,14,10,1/174.5,1/299.2,1/418.9,0
ドラゴンハナハナ～閃光～‐30,1106,2458,8,3,1/223.5,1/307.2,1/819.3,0
ドラゴンハナハナ～閃光～‐30,1107,1840,3,4,1/262.9,1/613.3,1/460.0,0
ドラゴンハナハナ～閃光～‐30,1108,2906,11,7,1/161.4,1/264.2,1/415.1,0
ドラゴンハナハナ～閃光～‐30,1109,1472,7,1,1/184.0,1/210.3,1/1472.0,0
ドラゴンハナハナ～閃光～‐30,1110,828,2,0,1/414.0,1/414.0,1/0.0,0
沖ドキ!GOLD‐30,1090,2487,14,3,1/146.3,1/177.6,1/829.0,0
沖ドキ!GOLD‐30,1091,925,24,10,1/27.2,1/38.5,1/92.5,0
沖ドキ!GOLD‐30,1092,2659,8,5,1/204.5,1/332.4,1/531.8,0
沖ドキ!GOLD‐30,1093,2127,6,2,1/265.9,1/354.5,1/1063.5,0
沖ドキ!GOLD‐30,1094,721,7,3,1/72.1,1/103.0,1/240.3,0
沖ドキ!GOLD‐30,1095,1754,7,0,1/250.6,1/250.6,1/0.0,0
沖ドキ!GOLD‐30,1096,3533,19,8,1/130.9,1/185.9,1/441.6,0
沖ドキ!GOLD‐30,1097,1582,3,0,1/527.3,1/527.3,1/0.0,0
沖ドキ!GOLD‐30,1098,185,0,0,1/0.0,1/0.0,1/0.0,0
沖ドキ!GOLD‐30,1099,4319,25,15,1/108.0,1/172.8,1/287.9,0
かぐや様は告らせたい,987,8403,24,13,1/227.1,1/350.1,1/646.4,0
かぐや様は告らせたい,988,5162,15,7,1/234.6,1/344.1,1/737.4,0
かぐや様は告らせたい,989,3972,14,4,1/220.7,1/283.7,1/993.0,0
かぐや様は告らせたい,990,3819,30,5,1/109.1,1/127.3,1/763.8,0
かぐや様は告らせたい,991,5393,25,9,1/158.6,1/215.7,1/599.2,0
かぐや様は告らせたい,992,5161,11,10,1/245.8,1/469.2,1/516.1,0
かぐや様は告らせたい,993,5192,57,8,1/79.9,1/91.1,1/649.0,0
かぐや様は告らせたい,994,5205,34,2,1/144.6,1/153.1,1/2602.5,0
ゴッドイーター リザレクション,849,3547,71,14,1/41.7,1/50.0,1/253.4,0
ゴッドイーター リザレクション,850,4526,61,17,1/58.0,1/74.2,1/266.2,0
ゴッドイーター リザレクション,851,3212,44,6,1/64.2,1/73.0,1/535.3,0
ゴッドイーター リザレクション,852,3687,39,10,1/75.2,1/94.5,1/368.7,0
ゴッドイーター リザレクション,853,4270,48,13,1/70.0,1/89.0,1/328.5,0
ゴッドイーター リザレクション,854,2850,45,10,1/51.8,1/63.3,1/285.0,0
ゴッドイーター リザレクション,855,3579,76,14,1/39.8,1/47.1,1/255.6,0
ゴッドイーター リザレクション,856,4442,49,14,1/70.5,1/90.7,1/317.3,0
モンスターハンターライズ,857,3409,22,11,1/103.3,1/155.0,1/309.9,0
モンスターハンターライズ,858,2263,11,7,1/125.7,1/205.7,1/323.3,0
モンスターハンターライズ,859,3478,43,15,1/60.0,1/80.9,1/231.9,0
モンスターハンターライズ,860,3298,41,10,1/64.7,1/80.4,1/329.8,0
モンスターハンターライズ,861,5387,46,19,1/82.9,1/117.1,1/283.5,0
モンスターハンターライズ,862,3579,10,7,1/210.5,1/357.9,1/511.3,0
モンスターハンターライズ,863,3758,43,13,1/67.1,1/87.4,1/289.1,0
モンスターハンターライズ,864,6107,53,19,1/84.8,1/115.2,1/321.4,0
革命機ヴァルヴレイヴ,1000,1225,85,1,1/14.2,1/14.4,1/1225.0,0
革命機ヴァルヴレイヴ,1001,567,1,0,1/567.0,1/567.0,1/0.0,0
革命機ヴァルヴレイヴ,1002,2033,14,2,1/127.1,1/145.2,1/1016.5,0
革命機ヴァルヴレイヴ,1003,1215,11,0,1/110.5,1/110.5,1/0.0,0
革命機ヴァルヴレイヴ,1004,648,2,1,1/216.0,1/324.0,1/648.0,0
