model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,4137,19,14,1/125.4,1/217.7,1/295.5,0
アイムジャグラーEX-TP,804,357,1,1,1/178.5,1/357.0,1/357.0,0
アイムジャグラーEX-TP,805,511,2,0,1/255.5,1/255.5,1/0.0,0
アイムジャグラーEX-TP,881,894,4,1,1/178.8,1/223.5,1/894.0,0
アイムジャグラーEX-TP,882,2844,7,10,1/167.3,1/406.3,1/284.4,0
アイムジャグラーEX-TP,883,405,0,1,1/405.0,1/0.0,1/405.0,0
アイムジャグラーEX-TP,884,3534,15,11,1/135.9,1/235.6,1/321.3,0
アイムジャグラーEX-TP,885,664,3,0,1/221.3,1/221.3,1/0.0,0
アイムジャグラーEX-TP,886,765,3,1,1/191.2,1/255.0,1/765.0,0
アイムジャグラーEX-TP,887,197,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,888,5364,24,19,1/124.7,1/223.5,1/282.3,0
アイムジャグラーEX-TP,889,239,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,890,2476,8,8,1/154.8,1/309.5,1/309.5,0
アイムジャグラーEX-TP,891,587,1,0,1/587.0,1/587.0,1/0.0,0
アイムジャグラーEX-TP,892,392,0,1,1/392.0,1/0.0,1/392.0,0
アイムジャグラーEX-TP,893,3363,19,7,1/129.3,1/177.0,1/480.4,0
アイムジャグラーEX-TP,958,422,0,1,1/422.0,1/0.0,1/422.0,0
アイムジャグラーEX-TP,959,2635,8,10,1/146.4,1/329.4,1/263.5,0
アイムジャグラーEX-TP,960,849,3,2,1/169.8,1/283.0,1/424.5,0
アイムジャグラーEX-TP,961,2452,11,5,1/153.2,1/222.9,1/490.4,0
アイムジャグラーEX-TP,962,1121,8,0,1/140.1,1/140.1,1/0.0,0
アイムジャグラーEX-TP,963,4581,20,11,1/147.8,1/229.1,1/416.5,0
アイムジャグラーEX-TP,964,214,1,0,1/214.0,1/214.0,1/0.0,0
アイムジャグラーEX-TP,965,590,3,1,1/147.5,1/196.7,1/590.0,0
アイムジャグラーEX-TP,966,4573,22,18,1/114.3,1/207.9,1/254.1,0
スマスロ北斗の拳,905,4151,9,6,1/276.7,1/461.2,1/691.8,0
スマスロ北斗の拳,906,929,5,2,1/132.7,1/185.8,1/464.5,0
スマスロ北斗の拳,907,557,4,1,1/111.4,1/139.2,1/557.0,0
スマスロ北斗の拳,908,619,5,2,1/88.4,1/123.8,1/309.5,0
スマスロ北斗の拳,909,758,9,2,1/68.9,1/84.2,1/379.0,0
スマスロ北斗の拳,910,827,4,3,1/118.1,1/206.8,1/275.7,0
スマスロ北斗の拳,911,343,10,1,1/31.2,1/34.3,1/343.0,0
スマスロ北斗の拳,912,1159,9,3,1/96.6,1/128.8,1/386.3,0
スマスロ北斗の拳,913,127,4,1,1/25.4,1/31.8,1/127.0,0
スマスロ北斗の拳,914,1317,32,2,1/38.7,1/41.2,1/658.5,0
スマスロ北斗の拳,915,1958,53,2,1/35.6,1/36.9,1/979.0,0
スマスロ北斗の拳,916,520,6,2,1/65.0,1/86.7,1/260.0,0
スマスロ北斗の拳,935,505,5,1,1/84.2,1/101.0,1/505.0,0
スマスロ北斗の拳,936,1270,10,3,1/97.7,1/127.0,1/423.3,0
スマスロ北斗の拳,937,617,5,2,1/88.1,1/123.4,1/308.5,0
スマスロ北斗の拳,938,726,10,3,1/55.8,1/72.6,1/242.0,0
スマスロ北斗の拳,939,152,3,1,1/38.0,1/50.7,1/152.0,0
スマスロ北斗の拳,940,4567,36,14,1/91.3,1/126.9,1/326.2,0
スマスロ北斗の拳,941,130,2,1,1/43.3,1/65.0,1/130.0,0
スマスロ北斗の拳,942,57,2,1,1/19.0,1/28.5,1/57.0,0
スマスロ北斗の拳,943,377,2,1,1/125.7,1/188.5,1/377.0,0
スマスロ北斗の拳,944,4999,76,18,1/53.2,1/65.8,1/277.7,0
スマスロ北斗の拳,945,596,4,3,1/85.1,1/149.0,1/198.7,0
スマスロ北斗の拳,946,619,3,2,1/123.8,1/206.3,1/309.5,0
マイジャグラーV,894,2250,10,3,1/173.1,1/225.0,1/750.0,0
マイジャグラーV,895,6082,23,14,1/164.4,1/264.4,1/434.4,0
マイジャグラーV,896,2940,11,7,1/163.3,1/267.3,1/420.0,0
マイジャグラーV,897,7251,28,25,1/136.8,1/259.0,1/290.0,0
マイジャグラーV,898,2593,8,7,1/172.9,1/324.1,1/370.4,0
マイジャグラーV,899,1122,2,1,1/374.0,1/561.0,1/1122.0,0
マイジャグラーV,900,3284,12,8,1/164.2,1/273.7,1/410.5,0
マイジャグラーV,901,3946,17,9,1/151.8,1/232.1,1/438.4,0
マイジャグラーV,902,3296,15,2,1/193.9,1/219.7,1/1648.0,0
マイジャグラーV,903,784,2,0,1/392.0,1/392.0,1/0.0,0
マイジャグラーV,904,5504,17,15,1/172.0,1/323.8,1/366.9,0
マイジャグラーV,947,1434,3,4,1/204.9,1/478.0,1/358.5,0
マイジャグラーV,948,4284,16,18,1/126.0,1/267.8,1/238.0,0
マイジャグラーV,949,890,1,2,1/296.7,1/890.0,1/445.0,0
マイジャグラーV,950,4746,18,14,1/148.3,1/263.7,1/339.0,0
マイジャグラーV,951,1341,4,2,1/223.5,1/335.2,1/670.5,0
マイジャグラーV,952,4779,23,14,1/129.2,1/207.8,1/341.4,0
マイジャグラーV,953,1748,3,7,1/174.8,1/582.7,1/249.7,0
マイジャグラーV,954,1027,2,2,1/256.8,1/513.5,1/513.5,0
マイジャグラーV,955,2602,12,7,1/136.9,1/216.8,1/371.7,0
マイジャグラーV,956,3922,20,8,1/140.1,1/196.1,1/490.2,0
マイジャグラーV,957,7201,33,19,1/138.5,1/218.2,1/379.0,0
甲鉄城のカバネリ,741,476,10,3,1/36.6,1/47.6,1/158.7,0
甲鉄城のカバネリ,742,346,7,2,1/38.4,1/49.4,1/173.0,0
甲鉄城のカバネリ,743,356,13,2,1/23.7,1/27.4,1/178.0,0
甲鉄城のカバネリ,744,669,5,2,1/95.6,1/133.8,1/334.5,0
甲鉄城のカバネリ,745,643,3,4,1/91.9,1/214.3,1/160.8,0
甲鉄城のカバネリ,746,1076,31,7,1/28.3,1/34.7,1/153.7,0
甲鉄城のカバネリ,747,932,2,4,1/155.3,1/466.0,1/233.0,0
甲鉄城のカバネリ,748,437,13,2,1/29.1,1/33.6,1/218.5,0
甲鉄城のカバネリ,749,650,8,5,1/50.0,1/81.2,1/130.0,0
甲鉄城のカバネリ,750,830,19,3,1/37.7,1/43.7,1/276.7,0
甲鉄城のカバネリ,751,786,7,5,1/65.5,1/112.3,1/157.2,0
甲鉄城のカバネリ,752,555,4,1,1/111.0,1/138.8,1/555.0,0
甲鉄城のカバネリ,753,0,0,0,1/0.0,1/0.0,1/0.0,0
甲鉄城のカバネリ,754,1376,6,6,1/114.7,1/229.3,1/229.3,0
甲鉄城のカバネリ,755,911,9,2,1/82.8,1/101.2,1/455.5,0
からくりサーカス,1017,528,12,3,1/35.2,1/44.0,1/176.0,0
からくりサーカス,1018,347,2,1,1/115.7,1/173.5,1/347.0,0
からくりサーカス,1019,3122,42,13,1/56.8,1/74.3,1/240.2,0
からくりサーカス,1020,89,0,0,1/0.0,1/0.0,1/0.0,0
からくりサーカス,1021,89,0,0,1/0.0,1/0.0,1/0.0,0
からくりサーカス,1022,958,2,3,1/191.6,1/479.0,1/319.3,0
からくりサーカス,1023,2035,18,6,1/84.8,1/113.1,1/339.2,0
からくりサーカス,1024,69,0,0,1/0.0,1/0.0,1/0.0,0
からくりサーカス,1025,2366,20,10,1/78.9,1/118.3,1/236.6,0
からくりサーカス,1026,64,0,0,1/0.0,1/0.0,1/0.0,0
からくりサーカス,1027,93,0,0,1/0.0,1/0.0,1/0.0,0
からくりサーカス,1028,4055,39,15,1/75.1,1/104.0,1/270.3,0
ゴーゴージャグラー3,865,3580,19,9,1/127.9,1/188.4,1/397.8,0
ゴーゴージャグラー3,866,741,0,1,1/741.0,1/0.0,1/741.0,0
ゴーゴージャグラー3,867,3831,11,10,1/182.4,1/348.3,1/383.1,0
ゴーゴージャグラー3,868,1050,5,2,1/150.0,1/210.0,1/525.0,0
ゴーゴージャグラー3,869,3477,8,10,1/193.2,1/434.6,1/347.7,0
ゴーゴージャグラー3,870,3527,18,8,1/135.7,1/195.9,1/440.9,0
ゴーゴージャグラー3,871,1210,8,3,1/110.0,1/151.2,1/403.3,0
ゴーゴージャグラー3,872,4437,21,11,1/138.7,1/211.3,1/403.4,0
ゴーゴージャグラー3,873,1293,6,4,1/129.3,1/215.5,1/323.2,0
ゴーゴージャグラー3,874,3622,15,10,1/144.9,1/241.5,1/362.2,0
ゴーゴージャグラー3,875,1296,2,2,1/324.0,1/648.0,1/648.0,0
ドラゴンハナハナ～閃光～‐30,1101,2146,7,5,1/178.8,1/306.6,1/429.2,0
ドラゴンハナハナ～閃光～‐30,1102,1027,2,1,1/342.3,1/513.5,1/1027.0,0
ドラゴンハナハナ～閃光～‐30,1103,263,0,0,1/0.0,1/0.0,1/0.0,0
