model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,4031,13,6,1/212.2,1/310.1,1/671.8,0
アイムジャグラーEX-TP,804,2047,7,4,1/186.1,1/292.4,1/511.8,0
アイムジャグラーEX-TP,805,6575,28,24,1/126.4,1/234.8,1/274.0,0
アイムジャグラーEX-TP,881,6481,26,12,1/170.6,1/249.3,1/540.1,0
アイムジャグラーEX-TP,882,4749,19,18,1/128.4,1/249.9,1/263.8,0
アイムジャグラーEX-TP,883,2047,7,4,1/186.1,1/292.4,1/511.8,0
アイムジャグラーEX-TP,884,4629,18,18,1/128.6,1/257.2,1/257.2,0
アイムジャグラーEX-TP,885,3058,17,8,1/122.3,1/179.9,1/382.2,0
アイムジャグラーEX-TP,886,6565,29,19,1/136.8,1/226.4,1/345.5,0
アイムジャグラーEX-TP,887,2003,9,4,1/154.1,1/222.6,1/500.8,0
アイムジャグラーEX-TP,888,2307,4,3,1/329.6,1/576.8,1/769.0,0
アイムジャグラーEX-TP,889,2756,9,6,1/183.7,1/306.2,1/459.3,0
アイムジャグラーEX-TP,890,2202,5,5,1/220.2,1/440.4,1/440.4,0
アイムジャグラーEX-TP,891,4919,20,17,1/132.9,1/245.9,1/289.4,0
アイムジャグラーEX-TP,892,5547,24,15,1/142.2,1/231.1,1/369.8,0
アイムジャグラーEX-TP,893,1411,4,3,1/201.6,1/352.8,1/470.3,0
アイムジャグラーEX-TP,958,5859,24,18,1/139.5,1/244.1,1/325.5,0
アイムジャグラーEX-TP,959,799,2,0,1/399.5,1/399.5,1/0.0,0
アイムジャグラーEX-TP,960,2937,10,10,1/146.8,1/293.7,1/293.7,0
アイムジャグラーEX-TP,961,2460,8,6,1/175.7,1/307.5,1/410.0,0
アイムジャグラーEX-TP,962,1713,6,2,1/214.1,1/285.5,1/856.5,0
アイムジャグラーEX-TP,963,6315,27,20,1/134.4,1/233.9,1/315.8,0
アイムジャグラーEX-TP,964,2157,10,9,1/113.5,1/215.7,1/239.7,0
アイムジャグラーEX-TP,965,4545,17,7,1/189.4,1/267.4,1/649.3,0
アイムジャグラーEX-TP,966,2676,8,4,1/223.0,1/334.5,1/669.0,0
スマスロ北斗の拳,905,5278,49,14,1/83.8,1/107.7,1/377.0,0
スマスロ北斗の拳,906,4620,39,12,1/90.6,1/118.5,1/385.0,0
スマスロ北斗の拳,907,2320,59,8,1/34.6,1/39.3,1/290.0,0
スマスロ北斗の拳,908,6840,81,24,1/65.1,1/84.4,1/285.0,0
スマスロ北斗の拳,909,6163,89,15,1/59.3,1/69.2,1/410.9,0
スマスロ北斗の拳,910,7220,67,24,1/79.3,1/107.8,1/300.8,0
スマスロ北斗の拳,911,6065,79,25,1/58.3,1/76.8,1/242.6,0
スマスロ北斗の拳,912,4260,59,8,1/63.6,1/72.2,1/532.5,0
スマスロ北斗の拳,913,2900,34,5,1/74.4,1/85.3,1/580.0,0
スマスロ北斗の拳,914,2264,34,4,1/59.6,1/66.6,1/566.0,0
スマスロ北斗の拳,915,3272,32,8,1/81.8,1/102.2,1/409.0,0
スマスロ北斗の拳,916,3139,22,5,1/116.3,1/142.7,1/627.8,0
スマスロ北斗の拳,935,2441,42,6,1/50.9,1/58.1,1/406.8,0
スマスロ北斗の拳,936,3720,31,10,1/90.7,1/120.0,1/372.0,0
スマスロ北斗の拳,937,2213,15,4,1/116.5,1/147.5,1/553.2,0
スマスロ北斗の拳,938,0,0,0,1/0.0,1/0.0,1/0.0,0
スマスロ北斗の拳,939,2395,39,8,1/51.0,1/61.4,1/299.4,0
スマスロ北斗の拳,940,1556,11,3,1/111.1,1/141.5,1/518.7,0
スマスロ北斗の拳,941,1834,15,4,1/96.5,1/122.3,1/458.5,0
スマスロ北斗の拳,942,5495,56,20,1/72.3,1/98.1,1/274.8,0
スマスロ北斗の拳,943,3074,22,8,1/102.5,1/139.7,1/384.2,0
スマスロ北斗の拳,944,3669,13,4,1/215.8,1/282.2,1/917.2,0
スマスロ北斗の拳,945,2382,19,4,1/103.6,1/125.4,1/595.5,0
スマスロ北斗の拳,946,3650,24,7,1/117.7,1/152.1,1/521.4,0
マイジャグラーV,894,1408,2,2,1/352.0,1/704.0,1/704.0,0
マイジャグラーV,895,2596,9,5,1/185.4,1/288.4,1/519.2,0
マイジャグラーV,896,5171,16,15,1/166.8,1/323.2,1/344.7,0
マイジャグラーV,897,2745,7,8,1/183.0,1/392.1,1/343.1,0
マイジャグラーV,898,2472,6,3,1/274.7,1/412.0,1/824.0,0
マイジャグラーV,899,4038,20,7,1/149.6,1/201.9,1/576.9,0
マイジャグラーV,900,1750,3,1,1/437.5,1/583.3,1/1750.0,0
マイジャグラーV,901,4600,18,11,1/158.6,1/255.6,1/418.2,0
マイジャグラーV,902,1227,6,0,1/204.5,1/204.5,1/0.0,0
マイジャグラーV,903,4926,23,7,1/164.2,1/214.2,1/703.7,0
マイジャグラーV,904,3636,13,8,1/173.1,1/279.7,1/454.5,0
マイジャグラーV,947,7413,34,17,1/145.4,1/218.0,1/436.1,0
マイジャグラーV,948,2506,7,7,1/179.0,1/358.0,1/358.0,0
マイジャグラーV,949,7848,42,17,1/133.0,1/186.9,1/461.6,0
マイジャグラーV,950,2899,11,4,1/193.3,1/263.5,1/724.8,0
マイジャグラーV,951,5035,16,18,1/148.1,1/314.7,1/279.7,0
マイジャグラーV,952,738,3,0,1/246.0,1/246.0,1/0.0,0
マイジャグラーV,953,4861,21,15,1/135.0,1/231.5,1/324.1,0
マイジャグラーV,954,4371,13,11,1/182.1,1/336.2,1/397.4,0
マイジャグラーV,955,3733,11,10,1/177.8,1/339.4,1/373.3,0
マイジャグラーV,956,2869,6,9,1/191.3,1/478.2,1/318.8,0
マイジャグラーV,957,4336,21,8,1/149.5,1/206.5,1/542.0,0
甲鉄城のカバネリ,741,1876,13,7,1/93.8,1/144.3,1/268.0,0
甲鉄城のカバネリ,742,738,12,6,1/41.0,1/61.5,1/123.0,0
甲鉄城のカバネリ,743,1870,45,10,1/34.0,1/41.6,1/187.0,0
甲鉄城のカバネリ,744,301,3,2,1/60.2,1/100.3,1/150.5,0
甲鉄城のカバネリ,745,262,2,1,1/87.3,1/131.0,1/262.0,0
甲鉄城のカバネリ,746,2373,39,12,1/46.5,1/60.8,1/197.8,0
甲鉄城のカバネリ,747,118,0,0,1/0.0,1/0.0,1/0.0,0
甲鉄城のカバネリ,748,962,12,7,1/50.6,1/80.2,1/137.4,0
甲鉄城のカバネリ,749,538,3,2,1/107.6,1/179.3,1/269.0,0
甲鉄城のカバネリ,750,1177,13,5,1/65.4,1/90.5,1/235.4,0
甲鉄城のカバネリ,751,560,6,2,1/70.0,1/93.3,1/280.0,0
甲鉄城のカバネリ,752,605,6,3,1/67.2,1/100.8,1/201.7,0
甲鉄城のカバネリ,753,1066,11,7,1/59.2,1/96.9,1/152.3,0
甲鉄城のカバネリ,754,556,2,3,1/111.2,1/278.0,1/185.3,0
甲鉄城のカバネリ,755,1446,22,5,1/53.6,1/65.7,1/289.2,0
からくりサーカス,1017,2170,62,12,1/29.3,1/35.0,1/180.8,0
からくりサーカス,1018,4841,64,14,1/62.1,1/75.6,1/345.8,0
からくりサーカス,1019,4296,43,9,1/82.6,1/99.9,1/477.3,0
からくりサーカス,1020,3914,20,15,1/111.8,1/195.7,1/260.9,0
からくりサーカス,1021,4885,35,11,1/106.2,1/139.6,1/444.1,0
からくりサーカス,1022,5926,70,21,1/65.1,1/84.7,1/282.2,0
からくりサーカス,1023,2312,15,5,1/115.6,1/154.1,1/462.4,0
からくりサーカス,1024,4164,32,11,1/96.8,1/130.1,1/378.5,0
からくりサーカス,1025,4311,57,15,1/59.9,1/75.6,1/287.4,0
からくりサーカス,1026,1084,5,2,1/154.9,1/216.8,1/542.0,0
