model_name,unit_no,game,medals,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
キングハナハナ-30,23,4742,-1051,16,6,0,1/215.5,1/296.4,1/790.3,1/0.0
キングハナハナ-30,25,2844,-744,6,8,0,1/203.1,1/474.0,1/355.5,1/0.0
キングハナハナ-30,26,4658,28,20,7,0,1/172.5,1/232.9,1/665.4,1/0.0
キングハナハナ-30,27,1939,-853,5,3,0,1/242.4,1/387.8,1/646.3,1/0.0
キングハナハナ-30,28,4143,1748,24,4,0,1/148.0,1/172.6,1/1035.8,1/0.0
キングハナハナ-30,30,1328,955,9,1,0,1/132.8,1/147.6,1/1328.0,1/0.0
キングハナハナ-30,31,5432,1194,27,10,0,1/146.8,1/201.2,1/543.2,1/0.0
キングハナハナ-30,32,3668,-669,10,8,0,1/203.8,1/366.8,1/458.5,1/0.0
キングハナハナ-30,33,2849,13,13,3,0,1/178.1,1/219.2,1/949.7,1/0.0
キングハナハナ-30,35,3506,-442,10,7,0,1/206.2,1/350.6,1/500.9,1/0.0
キングハナハナ-30,36,1617,-1393,2,1,0,1/539.0,1/808.5,1/1617.0,1/0.0
キングハナハナ-30,37,6361,-57,23,16,0,1/163.1,1/276.6,1/397.6,1/0.0
キングハナハナ-30,38,4535,956,21,9,0,1/151.2,1/216.0,1/503.9,1/0.0
キングハナハナ-30,50,3886,845,20,6,0,1/149.5,1/194.3,1/647.7,1/0.0
キングハナハナ-30,51,1390,-628,3,0,0,1/463.3,1/463.3,1/0.0,1/0.0
キングハナハナ-30,52,6913,547,27,15,0,1/164.6,1/256.0,1/460.9,1/0.0
キングハナハナ-30,53,1072,-543,2,1,0,1/357.3,1/536.0,1/1072.0,1/0.0
キングハナハナ-30,55,6055,363,26,9,0,1/173.0,1/232.9,1/672.8,1/0.0
マイジャグラーV,78,5893,944,27,15,0,1/140.3,1/218.3,1/392.9,1/0.0
マイジャグラーV,80,7589,545,29,25,0,1/140.5,1/261.7,1/303.6,1/0.0
マイジャグラーV,81,1743,-1054,2,5,0,1/249.0,1/871.5,1/348.6,1/0.0
マイジャグラーV,82,6932,3361,34,33,0,1/103.5,1/203.9,1/210.1,1/0.0
マイジャグラーV,83,3299,-1346,7,8,0,1/219.9,1/471.3,1/412.4,1/0.0
マイジャグラーV,85,4228,-688,14,12,0,1/162.6,1/302.0,1/352.3,1/0.0
マイジャグラーV,86,6272,-1599,15,24,0,1/160.8,1/418.1,1/261.3,1/0.0
マイジャグラーV,87,4430,-702,13,12,0,1/177.2,1/340.8,1/369.2,1/0.0
マイジャグラーV,88,4220,996,20,13,0,1/127.9,1/211.0,1/324.6,1/0.0
マイジャグラーV,100,3071,-1752,6,8,0,1/219.4,1/511.8,1/383.9,1/0.0
マイジャグラーV,101,5342,-85,18,16,0,1/157.1,1/296.8,1/333.9,1/0.0
マイジャグラーV,102,5042,-39,19,15,0,1/148.3,1/265.4,1/336.1,1/0.0
マイジャグラーV,103,4528,-818,14,12,0,1/174.2,1/323.4,1/377.3,1/0.0
マイジャグラーV,105,5431,1268,28,12,0,1/135.8,1/194.0,1/452.6,1/0.0
マイジャグラーV,106,1781,-829,4,3,0,1/254.4,1/445.2,1/593.7,1/0.0
沖ドキ!GOLD‐30,56,1829,-386,10,3,0,1/140.7,1/182.9,1/609.7,1/0.0
沖ドキ!GOLD‐30,57,4140,418,25,17,0,1/98.6,1/165.6,1/243.5,1/0.0
沖ドキ!GOLD‐30,58,1815,39,12,2,0,1/129.6,1/151.2,1/907.5,1/0.0
沖ドキ!GOLD‐30,60,268,-420,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,61,2271,2582,26,8,0,1/66.8,1/87.3,1/283.9,1/0.0
沖ドキ!GOLD‐30,62,1429,310,11,2,0,1/109.9,1/129.9,1/714.5,1/0.0
沖ドキ!GOLD‐30,63,2651,-589,15,6,0,1/126.2,1/176.7,1/441.8,1/0.0
沖ドキ!GOLD‐30,65,692,702,7,2,0,1/76.9,1/98.9,1/346.0,1/0.0
沖ドキ!GOLD‐30,66,2737,-2244,7,7,0,1/195.5,1/391.0,1/391.0,1/0.0
沖ドキ!GOLD‐30,67,1065,2818,17,7,0,1/44.4,1/62.6,1/152.1,1/0.0
沖ドキ!GOLD‐30,68,5115,-2886,19,11,0,1/170.5,1/269.2,1/465.0,1/0.0
沖ドキ!GOLD‐30,70,1756,-606,8,5,0,1/135.1,1/219.5,1/351.2,1/0.0
沖ドキ!GOLD‐30,71,4875,-3030,16,13,0,1/168.1,1/304.7,1/375.0,1/0.0
沖ドキ!GOLD‐30,72,3417,-1954,14,6,0,1/170.8,1/244.1,1/569.5,1/0.0
スマスロ北斗の拳,236,3421,497,39,12,0,1/67.1,1/87.7,1/285.1,1/0.0
スマスロ北斗の拳,237,498,-244,4,1,0,1/99.6,1/124.5,1/498.0,1/0.0
スマスロ北斗の拳,238,1033,1020,20,4,0,1/43.0,1/51.6,1/258.2,1/0.0
スマスロ北斗の拳,250,447,759,10,2,0,1/37.2,1/44.7,1/223.5,1/0.0
スマスロ北斗の拳,251,1495,-284,14,5,0,1/78.7,1/106.8,1/299.0,1/0.0
スマスロ北斗の拳,252,1390,-1189,6,3,0,1/154.4,1/231.7,1/463.3,1/0.0
スマスロ北斗の拳,308,2332,276,30,5,0,1/66.6,1/77.7,1/466.4,1/0.0
スマスロ北斗の拳,310,1908,315,22,4,0,1/73.4,1/86.7,1/477.0,1/0.0
スマスロ北斗の拳,311,629,707,11,3,0,1/44.9,1/57.2,1/209.7,1/0.0
スマスロ北斗の拳,312,907,-859,3,2,0,1/181.4,1/302.3,1/453.5,1/0.0
スマスロ北斗の拳,313,981,-146,9,1,0,1/98.1,1/109.0,1/981.0,1/0.0
スマスロ北斗の拳,315,1025,-1293,1,1,0,1/512.5,1/1025.0,1/1025.0,1/0.0
アイムジャグラーEX-TP,1,2437,-102,10,4,0,1/174.1,1/243.7,1/609.2,1/0.0
アイムジャグラーEX-TP,2,2305,232,10,4,0,1/164.6,1/230.5,1/576.2,1/0.0
アイムジャグラーEX-TP,3,4448,-922,12,15,0,1/164.7,1/370.7,1/296.5,1/0.0
アイムジャグラーEX-TP,5,6786,-945,23,14,0,1/183.4,1/295.0,1/484.7,1/0.0
アイムジャグラーEX-TP,6,4928,509,21,13,0,1/144.9,1/234.7,1/379.1,1/0.0
アイムジャグラーEX-TP,7,5344,-614,16,17,0,1/161.9,1/334.0,1/314.4,1/0.0
