model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,2488,7,4,1/226.2,1/355.4,1/622.0,0
アイムジャグラーEX-TP,804,1337,3,2,1/267.4,1/445.7,1/668.5,0
アイムジャグラーEX-TP,805,2024,12,1,1/155.7,1/168.7,1/2024.0,0
アイムジャグラーEX-TP,881,1786,6,4,1/178.6,1/297.7,1/446.5,0
アイムジャグラーEX-TP,882,1621,4,2,1/270.2,1/405.2,1/810.5,0
アイムジャグラーEX-TP,883,3046,15,2,1/179.2,1/203.1,1/1523.0,0
アイムジャグラーEX-TP,884,2270,7,4,1/206.4,1/324.3,1/567.5,0
アイムジャグラーEX-TP,885,2348,8,5,1/180.6,1/293.5,1/469.6,0
アイムジャグラーEX-TP,886,2938,14,6,1/146.9,1/209.9,1/489.7,0
アイムジャグラーEX-TP,887,2578,9,7,1/161.1,1/286.4,1/368.3,0
アイムジャグラーEX-TP,888,2705,12,7,1/142.4,1/225.4,1/386.4,0
アイムジャグラーEX-TP,889,2697,10,4,1/192.6,1/269.7,1/674.2,0
アイムジャグラーEX-TP,890,772,1,2,1/257.3,1/772.0,1/386.0,0
アイムジャグラーEX-TP,891,6016,25,15,1/150.4,1/240.6,1/401.1,0
アイムジャグラーEX-TP,892,272,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,893,2036,3,4,1/290.9,1/678.7,1/509.0,0
アイムジャグラーEX-TP,958,3143,11,7,1/174.6,1/285.7,1/449.0,0
アイムジャグラーEX-TP,959,1957,8,2,1/195.7,1/244.6,1/978.5,0
アイムジャグラーEX-TP,960,3171,9,11,1/158.6,1/352.3,1/288.3,0
アイムジャグラーEX-TP,961,1745,8,3,1/158.6,1/218.1,1/581.7,0
アイムジャグラーEX-TP,962,1622,7,2,1/180.2,1/231.7,1/811.0,0
アイムジャグラーEX-TP,963,1134,4,2,1/189.0,1/283.5,1/567.0,0
アイムジャグラーEX-TP,964,5013,28,14,1/119.4,1/179.0,1/358.1,0
アイムジャグラーEX-TP,965,270,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,966,3204,15,8,1/139.3,1/213.6,1/400.5,0
スマスロ北斗の拳,905,2787,38,5,1/64.8,1/73.3,1/557.4,0
スマスロ北斗の拳,906,515,5,1,1/85.8,1/103.0,1/515.0,0
スマスロ北斗の拳,907,598,5,2,1/85.4,1/119.6,1/299.0,0
スマスロ北斗の拳,908,1310,29,3,1/40.9,1/45.2,1/436.7,0
スマスロ北斗の拳,909,1441,7,2,1/160.1,1/205.9,1/720.5,0
スマスロ北斗の拳,910,667,5,1,1/111.2,1/133.4,1/667.0,0
スマスロ北斗の拳,911,5253,62,23,1/61.8,1/84.7,1/228.4,0
スマスロ北斗の拳,912,731,7,4,1/66.5,1/104.4,1/182.8,0
スマスロ北斗の拳,913,1100,4,3,1/157.1,1/275.0,1/366.7,0
スマスロ北斗の拳,914,1751,15,3,1/97.3,1/116.7,1/583.7,0
スマスロ北斗の拳,915,1151,16,3,1/60.6,1/71.9,1/383.7,0
スマスロ北斗の拳,916,332,2,1,1/110.7,1/166.0,1/332.0,0
スマスロ北斗の拳,935,1393,56,1,1/24.4,1/24.9,1/1393.0,0
スマスロ北斗の拳,936,95,1,1,1/47.5,1/95.0,1/95.0,0
スマスロ北斗の拳,937,3427,52,11,1/54.4,1/65.9,1/311.5,0
スマスロ北斗の拳,938,881,19,2,1/42.0,1/46.4,1/440.5,0
スマスロ北斗の拳,939,925,8,2,1/92.5,1/115.6,1/462.5,0
スマスロ北斗の拳,940,2044,25,4,1/70.5,1/81.8,1/511.0,0
スマスロ北斗の拳,941,3405,27,7,1/100.1,1/126.1,1/486.4,0
スマスロ北斗の拳,942,2611,40,3,1/60.7,1/65.3,1/870.3,0
スマスロ北斗の拳,943,554,26,2,1/19.8,1/21.3,1/277.0,0
スマスロ北斗の拳,944,2046,11,4,1/136.4,1/186.0,1/511.5,0
スマスロ北斗の拳,945,2505,16,5,1/119.3,1/156.6,1/501.0,0
スマスロ北斗の拳,946,1614,6,3,1/179.3,1/269.0,1/538.0,0
マイジャグラーV,894,1734,4,1,1/346.8,1/433.5,1/1734.0,0
マイジャグラーV,895,6571,28,14,1/156.5,1/234.7,1/469.4,0
マイジャグラーV,896,1546,4,5,1/171.8,1/386.5,1/309.2,0
マイジャグラーV,897,5291,17,17,1/155.6,1/311.2,1/311.2,0
マイジャグラーV,898,1626,6,2,1/203.2,1/271.0,1/813.0,0
マイジャグラーV,899,6049,15,13,1/216.0,1/403.3,1/465.3,0
マイジャグラーV,900,1092,4,0,1/273.0,1/273.0,1/0.0,0
マイジャグラーV,901,1743,4,1,1/348.6,1/435.8,1/1743.0,0
マイジャグラーV,902,6509,22,20,1/155.0,1/295.9,1/325.4,0
マイジャグラーV,903,4909,20,18,1/129.2,1/245.4,1/272.7,0
マイジャグラーV,904,4000,14,12,1/153.8,1/285.7,1/333.3,0
マイジャグラーV,947,3402,13,5,1/189.0,1/261.7,1/680.4,0
マイジャグラーV,948,3412,14,10,1/142.2,1/243.7,1/341.2,0
マイジャグラーV,949,6888,25,20,1/153.1,1/275.5,1/344.4,0
マイジャグラーV,950,771,1,1,1/385.5,1/771.0,1/771.0,0
マイジャグラーV,951,6368,25,19,1/144.7,1/254.7,1/335.2,0
マイジャグラーV,952,1470,4,2,1/245.0,1/367.5,1/735.0,0
マイジャグラーV,953,5909,16,25,1/144.1,1/369.3,1/236.4,0
マイジャグラーV,954,2253,8,5,1/173.3,1/281.6,1/450.6,0
マイジャグラーV,955,6644,10,27,1/179.6,1/664.4,1/246.1,0
マイジャグラーV,956,2602,13,4,1/153.1,1/200.2,1/650.5,0
マイジャグラーV,957,4888,22,12,1/143.8,1/222.2,1/407.3,0
甲鉄城のカバネリ,741,1325,18,6,1/55.2,1/73.6,1/220.8,0
甲鉄城のカバネリ,742,486,2,2,1/121.5,1/243.0,1/243.0,0
甲鉄城のカバネリ,743,1757,21,8,1/60.6,1/83.7,1/219.6,0
甲鉄城のカバネリ,744,682,7,3,1/68.2,1/97.4,1/227.3,0
甲鉄城のカバネリ,745,1657,21,6,1/61.4,1/78.9,1/276.2,0
甲鉄城のカバネリ,746,473,9,1,1/47.3,1/52.6,1/473.0,0
甲鉄城のカバネリ,747,591,10,2,1/49.2,1/59.1,1/295.5,0
甲鉄城のカバネリ,748,1297,11,9,1/64.8,1/117.9,1/144.1,0
甲鉄城のカバネリ,749,1433,12,6,1/79.6,1/119.4,1/238.8,0
甲鉄城のカバネリ,750,309,1,2,1/103.0,1/309.0,1/154.5,0
甲鉄城のカバネリ,751,266,9,2,1/24.2,1/29.6,1/133.0,0
