model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,2320,9,3,1/193.3,1/257.8,1/773.3,0
アイムジャグラーEX-TP,804,1233,5,3,1/154.1,1/246.6,1/411.0,0
アイムジャグラーEX-TP,805,418,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,881,173,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,882,916,0,2,1/458.0,1/0.0,1/458.0,0
アイムジャグラーEX-TP,883,253,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,884,6671,33,13,1/145.0,1/202.2,1/513.2,0
アイムジャグラーEX-TP,885,5420,18,11,1/186.9,1/301.1,1/492.7,0
アイムジャグラーEX-TP,886,935,5,0,1/187.0,1/187.0,1/0.0,0
アイムジャグラーEX-TP,887,2110,9,6,1/140.7,1/234.4,1/351.7,0
アイムジャグラーEX-TP,888,2333,9,5,1/166.6,1/259.2,1/466.6,0
アイムジャグラーEX-TP,889,2591,6,8,1/185.1,1/431.8,1/323.9,0
アイムジャグラーEX-TP,890,1373,4,1,1/274.6,1/343.2,1/1373.0,0
アイムジャグラーEX-TP,891,1014,3,2,1/202.8,1/338.0,1/507.0,0
アイムジャグラーEX-TP,892,2587,9,5,1/184.8,1/287.4,1/517.4,0
アイムジャグラーEX-TP,893,1150,4,2,1/191.7,1/287.5,1/575.0,0
アイムジャグラーEX-TP,958,1804,8,0,1/225.5,1/225.5,1/0.0,0
アイムジャグラーEX-TP,959,1850,7,6,1/142.3,1/264.3,1/308.3,0
アイムジャグラーEX-TP,960,442,1,0,1/442.0,1/442.0,1/0.0,0
アイムジャグラーEX-TP,961,3225,17,6,1/140.2,1/189.7,1/537.5,0
アイムジャグラーEX-TP,962,2871,14,7,1/136.7,1/205.1,1/410.1,0
アイムジャグラーEX-TP,963,2312,7,7,1/165.1,1/330.3,1/330.3,0
アイムジャグラーEX-TP,964,3727,11,12,1/162.0,1/338.8,1/310.6,0
アイムジャグラーEX-TP,965,2387,6,5,1/217.0,1/397.8,1/477.4,0
アイムジャグラーEX-TP,966,1413,1,2,1/471.0,1/1413.0,1/706.5,0
スマスロ北斗の拳,905,2166,12,3,1/144.4,1/180.5,1/722.0,0
スマスロ北斗の拳,906,360,2,1,1/120.0,1/180.0,1/360.0,0
