model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,6833,34,15,1/139.4,1/201.0,1/455.5,0
アイムジャグラーEX-TP,804,6086,22,19,1/148.4,1/276.6,1/320.3,0
アイムジャグラーEX-TP,805,6025,25,16,1/147.0,1/241.0,1/376.6,0
アイムジャグラーEX-TP,881,5191,23,13,1/144.2,1/225.7,1/399.3,0
アイムジャグラーEX-TP,882,6155,24,17,1/150.1,1/256.5,1/362.1,0
アイムジャグラーEX-TP,883,5436,19,22,1/132.6,1/286.1,1/247.1,0
アイムジャグラーEX-TP,884,4833,15,6,1/230.1,1/322.2,1/805.5,0
アイムジャグラーEX-TP,885,6351,31,12,1/147.7,1/204.9,1/529.2,0
アイムジャグラーEX-TP,886,5678,16,14,1/189.3,1/354.9,1/405.6,0
アイムジャグラーEX-TP,887,3843,12,10,1/174.7,1/320.2,1/384.3,0
アイムジャグラーEX-TP,888,4114,15,4,1/216.5,1/274.3,1/1028.5,0
アイムジャグラーEX-TP,889,7201,35,15,1/144.0,1/205.7,1/480.1,0
アイムジャグラーEX-TP,890,6777,26,27,1/127.9,1/260.7,1/251.0,0
アイムジャグラーEX-TP,891,6178,20,19,1/158.4,1/308.9,1/325.2,0
アイムジャグラーEX-TP,892,8515,37,26,1/135.2,1/230.1,1/327.5,0
アイムジャグラーEX-TP,893,5541,22,13,1/158.3,1/251.9,1/426.2,0
アイムジャグラーEX-TP,958,5854,21,10,1/188.8,1/278.8,1/585.4,0
アイムジャグラーEX-TP,959,6931,29,22,1/135.9,1/239.0,1/315.0,0
アイムジャグラーEX-TP,960,5213,22,17,1/133.7,1/237.0,1/306.6,0
アイムジャグラーEX-TP,961,4962,18,14,1/155.1,1/275.7,1/354.4,0
アイムジャグラーEX-TP,962,3530,9,8,1/207.6,1/392.2,1/441.2,0
アイムジャグラーEX-TP,963,6835,28,20,1/142.4,1/244.1,1/341.8,0
アイムジャグラーEX-TP,964,5131,17,14,1/165.5,1/301.8,1/366.5,0
アイムジャグラーEX-TP,965,3555,7,9,1/222.2,1/507.9,1/395.0,0
アイムジャグラーEX-TP,966,6060,22,16,1/159.5,1/275.5,1/378.8,0
スマスロ北斗の拳,905,4067,44,7,1/79.7,1/92.4,1/581.0,0
スマスロ北斗の拳,906,3576,47,7,1/66.2,1/76.1,1/510.9,0
スマスロ北斗の拳,907,5745,52,17,1/83.3,1/110.5,1/337.9,0
スマスロ北斗の拳,908,5130,75,10,1/60.4,1/68.4,1/513.0,0
スマスロ北斗の拳,909,4835,97,15,1/43.2,1/49.8,1/322.3,0
スマスロ北斗の拳,910,3878,55,11,1/58.8,1/70.5,1/352.5,0
スマスロ北斗の拳,911,4353,40,10,1/87.1,1/108.8,1/435.3,0
スマスロ北斗の拳,912,2777,72,3,1/37.0,1/38.6,1/925.7,0
スマスロ北斗の拳,913,6842,77,19,1/71.3,1/88.9,1/360.1,0
スマスロ北斗の拳,914,3320,38,7,1/73.8,1/87.4,1/474.3,0
スマスロ北斗の拳,915,4951,28,13,1/120.8,1/176.8,1/380.8,0
スマスロ北斗の拳,916,4161,29,8,1/112.5,1/143.5,1/520.1,0
スマスロ北斗の拳,935,5331,63,12,1/71.1,1/84.6,1/444.2,0
スマスロ北斗の拳,936,4569,58,10,1/67.2,1/78.8,1/456.9,0
スマスロ北斗の拳,937,3317,33,6,1/85.1,1/100.5,1/552.8,0
スマスロ北斗の拳,938,3422,65,8,1/46.9,1/52.6,1/427.8,0
スマスロ北斗の拳,939,342,5,2,1/48.9,1/68.4,1/171.0,0
スマスロ北斗の拳,940,5061,29,13,1/120.5,1/174.5,1/389.3,0
スマスロ北斗の拳,941,6311,76,16,1/68.6,1/83.0,1/394.4,0
スマスロ北斗の拳,942,6083,82,23,1/57.9,1/74.2,1/264.5,0
スマスロ北斗の拳,943,6601,116,27,1/46.2,1/56.9,1/244.5,0
スマスロ北斗の拳,944,5980,94,23,1/51.1,1/63.6,1/260.0,0
スマスロ北斗の拳,945,7478,83,27,1/68.0,1/90.1,1/277.0,0
スマスロ北斗の拳,946,7210,84,21,1/68.7,1/85.8,1/343.3,0
マイジャグラーV,894,5388,22,5,1/199.6,1/244.9,1/1077.6,0
マイジャグラーV,895,7364,35,24,1/124.8,1/210.4,1/306.8,0
