model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,1258,4,2,1/209.7,1/314.5,1/629.0,0
アイムジャグラーEX-TP,804,1460,3,5,1/182.5,1/486.7,1/292.0,0
アイムジャグラーEX-TP,805,1188,5,0,1/237.6,1/237.6,1/0.0,0
アイムジャグラーEX-TP,806,284,0,1,1/284.0,1/0.0,1/284.0,0
アイムジャグラーEX-TP,807,5594,23,24,1/119.0,1/243.2,1/233.1,0
アイムジャグラーEX-TP,808,413,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,809,1596,4,3,1/228.0,1/399.0,1/532.0,0
アイムジャグラーEX-TP,810,238,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,881,3515,17,9,1/135.2,1/206.8,1/390.6,0
アイムジャグラーEX-TP,882,491,1,1,1/245.5,1/491.0,1/491.0,0
アイムジャグラーEX-TP,883,515,1,0,1/515.0,1/515.0,1/0.0,0
アイムジャグラーEX-TP,884,1772,8,5,1/136.3,1/221.5,1/354.4,0
アイムジャグラーEX-TP,885,511,1,0,1/511.0,1/511.0,1/0.0,0
アイムジャグラーEX-TP,886,4471,21,7,1/159.7,1/212.9,1/638.7,0
アイムジャグラーEX-TP,887,3815,13,12,1/152.6,1/293.5,1/317.9,0
アイムジャグラーEX-TP,888,1093,3,2,1/218.6,1/364.3,1/546.5,0
アイムジャグラーEX-TP,889,586,2,1,1/195.3,1/293.0,1/586.0,0
アイムジャグラーEX-TP,890,1656,7,3,1/165.6,1/236.6,1/552.0,0
アイムジャグラーEX-TP,891,6171,29,24,1/116.4,1/212.8,1/257.1,0
アイムジャグラーEX-TP,892,2054,9,5,1/146.7,1/228.2,1/410.8,0
アイムジャグラーEX-TP,893,1485,6,3,1/165.0,1/247.5,1/495.0,0
アイムジャグラーEX-TP,958,285,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,959,3056,19,4,1/132.9,1/160.8,1/764.0,0
アイムジャグラーEX-TP,960,1561,5,3,1/195.1,1/312.2,1/520.3,0
アイムジャグラーEX-TP,961,942,1,2,1/314.0,1/942.0,1/471.0,0
アイムジャグラーEX-TP,962,1360,3,4,1/194.3,1/453.3,1/340.0,0
アイムジャグラーEX-TP,963,1489,5,0,1/297.8,1/297.8,1/0.0,0
アイムジャグラーEX-TP,964,518,1,0,1/518.0,1/518.0,1/0.0,0
アイムジャグラーEX-TP,965,1525,0,2,1/762.5,1/0.0,1/762.5,0
アイムジャグラーEX-TP,966,611,1,1,1/305.5,1/611.0,1/611.0,0
スマスロ北斗の拳,905,3047,36,9,1/67.7,1/84.6,1/338.6,0
スマスロ北斗の拳,906,497,4,1,1/99.4,1/124.2,1/497.0,0
スマスロ北斗の拳,907,1947,16,5,1/92.7,1/121.7,1/389.4,0
スマスロ北斗の拳,908,1689,12,2,1/120.6,1/140.8,1/844.5,0
スマスロ北斗の拳,909,1553,16,3,1/81.7,1/97.1,1/517.7,0
スマスロ北斗の拳,910,1267,15,4,1/66.7,1/84.5,1/316.8,0
スマスロ北斗の拳,911,1139,17,2,1/59.9,1/67.0,1/569.5,0
スマスロ北斗の拳,912,1252,5,3,1/156.5,1/250.4,1/417.3,0
スマスロ北斗の拳,913,885,3,2,1/177.0,1/295.0,1/442.5,0
スマスロ北斗の拳,914,2115,9,5,1/151.1,1/235.0,1/423.0,0
スマスロ北斗の拳,915,1973,32,5,1/53.3,1/61.7,1/394.6,0
スマスロ北斗の拳,916,736,11,1,1/61.3,1/66.9,1/736.0,0
スマスロ北斗の拳,917,912,1,1,1/456.0,1/912.0,1/912.0,0
スマスロ北斗の拳,918,1010,21,4,1/40.4,1/48.1,1/252.5,0
スマスロ北斗の拳,919,1235,12,4,1/77.2,1/102.9,1/308.8,0
スマスロ北斗の拳,934,2526,17,6,1/109.8,1/148.6,1/421.0,0
スマスロ北斗の拳,935,232,11,2,1/17.8,1/21.1,1/116.0,0
スマスロ北斗の拳,936,904,51,3,1/16.7,1/17.7,1/301.3,0
スマスロ北斗の拳,937,839,7,2,1/93.2,1/119.9,1/419.5,0
スマスロ北斗の拳,938,467,7,2,1/51.9,1/66.7,1/233.5,0
スマスロ北斗の拳,939,3040,15,8,1/132.2,1/202.7,1/380.0,0
スマスロ北斗の拳,940,2692,29,9,1/70.8,1/92.8,1/299.1,0
スマスロ北斗の拳,941,509,2,1,1/169.7,1/254.5,1/509.0,0
スマスロ北斗の拳,942,4714,38,14,1/90.7,1/124.1,1/336.7,0
スマスロ北斗の拳,943,749,4,2,1/124.8,1/187.2,1/374.5,0
スマスロ北斗の拳,944,507,3,1,1/126.8,1/169.0,1/507.0,0
スマスロ北斗の拳,945,2665,99,7,1/25.1,1/26.9,1/380.7,0
スマスロ北斗の拳,946,983,3,2,1/196.6,1/327.7,1/491.5,0
マイジャグラーV,894,1466,7,1,1/183.2,1/209.4,1/1466.0,0
マイジャグラーV,895,4727,12,16,1/168.8,1/393.9,1/295.4,0
マイジャグラーV,896,748,2,1,1/249.3,1/374.0,1/748.0,0
マイジャグラーV,897,3452,5,9,1/246.6,1/690.4,1/383.6,0
マイジャグラーV,898,605,0,1,1/605.0,1/0.0,1/605.0,0
マイジャグラーV,899,4925,14,17,1/158.9,1/351.8,1/289.7,0
マイジャグラーV,900,2459,8,6,1/175.6,1/307.4,1/409.8,0
マイジャグラーV,901,3561,12,10,1/161.9,1/296.8,1/356.1,0
マイジャグラーV,902,1791,5,5,1/179.1,1/358.2,1/358.2,0
マイジャグラーV,903,6732,29,22,1/132.0,1/232.1,1/306.0,0
マイジャグラーV,904,2023,3,5,1/252.9,1/674.3,1/404.6,0
マイジャグラーV,947,1026,1,2,1/342.0,1/1026.0,1/513.0,0
