model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,1862,3,6,1/206.9,1/620.7,1/310.3,0
アイムジャグラーEX-TP,804,1480,6,2,1/185.0,1/246.7,1/740.0,0
アイムジャグラーEX-TP,805,2879,8,11,1/151.5,1/359.9,1/261.7,0
アイムジャグラーEX-TP,881,210,0,0,1/0.0,1/0.0,1/0.0,0
アイムジャグラーEX-TP,882,5774,25,16,1/140.8,1/231.0,1/360.9,0
アイムジャグラーEX-TP,883,2259,15,5,1/113.0,1/150.6,1/451.8,0
アイムジャグラーEX-TP,884,2020,6,6,1/168.3,1/336.7,1/336.7,0
アイムジャグラーEX-TP,885,5091,25,11,1/141.4,1/203.6,1/462.8,0
アイムジャグラーEX-TP,886,413,1,0,1/413.0,1/413.0,1/0.0,0
アイムジャグラーEX-TP,887,6294,28,22,1/125.9,1/224.8,1/286.1,0
アイムジャグラーEX-TP,888,1170,3,2,1/234.0,1/390.0,1/585.0,0
アイムジャグラーEX-TP,889,426,1,0,1/426.0,1/426.0,1/0.0,0
アイムジャグラーEX-TP,890,5105,17,21,1/134.3,1/300.3,1/243.1,0
アイムジャグラーEX-TP,891,2963,12,5,1/174.3,1/246.9,1/592.6,0
アイムジャグラーEX-TP,892,2509,12,7,1/132.1,1/209.1,1/358.4,0
アイムジャグラーEX-TP,893,1313,3,3,1/218.8,1/437.7,1/437.7,0
アイムジャグラーEX-TP,958,3161,11,9,1/158.1,1/287.4,1/351.2,0
アイムジャグラーEX-TP,959,2458,8,6,1/175.6,1/307.2,1/409.7,0
アイムジャグラーEX-TP,960,2579,12,12,1/107.5,1/214.9,1/214.9,0
アイムジャグラーEX-TP,961,5198,24,9,1/157.5,1/216.6,1/577.6,0
アイムジャグラーEX-TP,962,680,1,2,1/226.7,1/680.0,1/340.0,0
アイムジャグラーEX-TP,963,1184,3,1,1/296.0,1/394.7,1/1184.0,0
アイムジャグラーEX-TP,964,1336,2,4,1/222.7,1/668.0,1/334.0,0
アイムジャグラーEX-TP,965,5464,19,15,1/160.7,1/287.6,1/364.3,0
