model_name,unit_no,game,medals,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
キングハナハナ-30,23,5442,992,20,22,0,1/129.6,1/272.1,1/247.4,1/0.0
キングハナハナ-30,25,944,-583,1,3,0,1/236.0,1/944.0,1/314.7,1/0.0
キングハナハナ-30,26,8183,1898,36,21,0,1/143.6,1/227.3,1/389.7,1/0.0
キングハナハナ-30,27,616,-684,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,28,4579,351,20,4,0,1/190.8,1/228.9,1/1144.8,1/0.0
キングハナハナ-30,30,5253,1517,24,17,0,1/128.1,1/218.9,1/309.0,1/0.0
キングハナハナ-30,31,846,-608,2,0,0,1/423.0,1/423.0,1/0.0,1/0.0
キングハナハナ-30,32,2038,-1189,2,6,0,1/254.8,1/1019.0,1/339.7,1/0.0
キングハナハナ-30,33,4017,862,16,9,0,1/160.7,1/251.1,1/446.3,1/0.0
キングハナハナ-30,35,1603,7,6,3,0,1/178.1,1/267.2,1/534.3,1/0.0
キングハナハナ-30,36,8654,2918,44,21,0,1/133.1,1/196.7,1/412.1,1/0.0
キングハナハナ-30,37,828,-552,1,1,0,1/414.0,1/828.0,1/828.0,1/0.0
キングハナハナ-30,38,1382,-1153,2,0,0,1/691.0,1/691.0,1/0.0,1/0.0
キングハナハナ-30,50,1062,-591,3,1,0,1/265.5,1/354.0,1/1062.0,1/0.0
キングハナハナ-30,51,304,-415,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,52,7180,-752,25,13,0,1/188.9,1/287.2,1/552.3,1/0.0
キングハナハナ-30,53,8894,372,35,18,0,1/167.8,1/254.1,1/494.1,1/0.0
キングハナハナ-30,55,5168,441,19,15,0,1/152.0,1/272.0,1/344.5,1/0.0
マイジャグラーV,78,5986,-214,22,12,0,1/176.1,1/272.1,1/498.8,1/0.0
マイジャグラーV,80,3997,-807,13,11,0,1/166.5,1/307.5,1/363.4,1/0.0
マイジャグラーV,81,4813,691,22,11,0,1/145.8,1/218.8,1/437.5,1/0.0
マイジャグラーV,82,5118,-1028,18,9,0,1/189.6,1/284.3,1/568.7,1/0.0
マイジャグラーV,83,5205,-506,16,14,0,1/173.5,1/325.3,1/371.8,1/0.0
マイジャグラーV,85,6477,-61,24,18,0,1/154.2,1/269.9,1/359.8,1/0.0
マイジャグラーV,86,5032,937,22,14,0,1/139.8,1/228.7,1/359.4,1/0.0
マイジャグラーV,87,6571,386,22,23,0,1/146.0,1/298.7,1/285.7,1/0.0
マイジャグラーV,88,4272,-135,13,18,0,1/137.8,1/328.6,1/237.3,1/0.0
マイジャグラーV,100,7820,-750,25,24,0,1/159.6,1/312.8,1/325.8,1/0.0
マイジャグラーV,101,3436,-356,11,10,0,1/163.6,1/312.4,1/343.6,1/0.0
マイジャグラーV,102,6894,581,27,23,0,1/137.9,1/255.3,1/299.7,1/0.0
マイジャグラーV,103,3794,807,18,9,0,1/140.5,1/210.8,1/421.6,1/0.0
マイジャグラーV,105,6219,1251,27,19,0,1/135.2,1/230.3,1/327.3,1/0.0
マイジャグラーV,106,6263,-56,25,17,0,1/149.1,1/250.5,1/368.4,1/0.0
沖ドキ!GOLD‐30,56,694,1838,12,4,0,1/43.4,1/57.8,1/173.5,1/0.0
沖ドキ!GOLD‐30,57,2708,-3750,1,4,0,1/541.6,1/2708.0,1/677.0,1/0.0
沖ドキ!GOLD‐30,58,5280,-4389,14,10,0,1/220.0,1/377.1,1/528.0,1/0.0
沖ドキ!GOLD‐30,60,2049,-401,10,6,0,1/128.1,1/204.9,1/341.5,1/0.0
沖ドキ!GOLD‐30,61,995,3559,22,4,0,1/38.3,1/45.2,1/248.8,1/0.0
沖ドキ!GOLD‐30,62,1127,663,9,6,0,1/75.1,1/125.2,1/187.8,1/0.0
沖ドキ!GOLD‐30,63,2354,-1295,10,4,0,1/168.1,1/235.4,1/588.5,1/0.0
沖ドキ!GOLD‐30,65,364,2374,12,4,0,1/22.8,1/30.3,1/91.0,1/0.0
沖ドキ!GOLD‐30,66,888,1899,11,11,0,1/40.4,1/80.7,1/80.7,1/0.0
沖ドキ!GOLD‐30,67,1458,-764,6,4,0,1/145.8,1/243.0,1/364.5,1/0.0
沖ドキ!GOLD‐30,68,1380,949,13,4,0,1/81.2,1/106.2,1/345.0,1/0.0
沖ドキ!GOLD‐30,70,1419,1942,18,4,0,1/64.5,1/78.8,1/354.8,1/0.0
沖ドキ!GOLD‐30,71,1655,-637,7,4,0,1/150.5,1/236.4,1/413.8,1/0.0
沖ドキ!GOLD‐30,72,2092,450,18,0,0,1/116.2,1/116.2,1/0.0,1/0.0
スマスロ北斗の拳,236,376,1123,14,1,0,1/25.1,1/26.9,1/376.0,1/0.0
スマスロ北斗の拳,237,139,1009,9,1,0,1/13.9,1/15.4,1/139.0,1/0.0
スマスロ北斗の拳,238,445,-11,4,1,0,1/89.0,1/111.2,1/445.0,1/0.0
スマスロ北斗の拳,250,644,-448,4,3,0,1/92.0,1/161.0,1/214.7,1/0.0
スマスロ北斗の拳,251,1843,-1357,9,2,0,1/167.5,1/204.8,1/921.5,1/0.0
スマスロ北斗の拳,252,131,824,7,1,0,1/16.4,1/18.7,1/131.0,1/0.0
スマスロ北斗の拳,308,528,1107,15,2,0,1/31.1,1/35.2,1/264.0,1/0.0
スマスロ北斗の拳,310,518,394,7,2,0,1/57.6,1/74.0,1/259.0,1/0.0
スマスロ北斗の拳,311,2925,-168,30,7,0,1/79.1,1/97.5,1/417.9,1/0.0
スマスロ北斗の拳,312,963,-739,4,1,0,1/192.6,1/240.8,1/963.0,1/0.0
スマスロ北斗の拳,313,1245,1347,29,1,0,1/41.5,1/42.9,1/1245.0,1/0.0
スマスロ北斗の拳,315,636,-560,3,1,0,1/159.0,1/212.0,1/636.0,1/0.0
アイムジャグラーEX-TP,1,7489,310,27,26,0,1/141.3,1/277.4,1/288.0,1/0.0
アイムジャグラーEX-TP,2,1954,-452,7,1,0,1/244.2,1/279.1,1/1954.0,1/0.0
アイムジャグラーEX-TP,3,2705,-1057,6,9,0,1/180.3,1/450.8,1/300.6,1/0.0
アイムジャグラーEX-TP,5,2919,-472,10,7,0,1/171.7,1/291.9,1/417.0,1/0.0
アイムジャグラーEX-TP,6,3041,-1347,8,4,0,1/253.4,1/380.1,1/760.2,1/0.0
アイムジャグラーEX-TP,7,5038,1298,25,13,0,1/132.6,1/201.5,1/387.5,1/0.0
アイムジャグラーEX-TP,8,2929,-1053,7,9,0,1/183.1,1/418.4,1/325.4,1/0.0
アイムジャグラーEX-TP,10,5604,-135,21,8,0,1/193.2,1/266.9,1/700.5,1/0.0
アイムジャグラーEX-TP,107,1728,-513,5,4,0,1/192.0,1/345.6,1/432.0,1/0.0
アイムジャグラーEX-TP,108,2817,-13,10,9,0,1/148.3,1/281.7,1/313.0,1/0.0
アイムジャグラーEX-TP,110,6704,1167,29,20,0,1/136.8,1/231.2,1/335.2,1/0.0
ゴーゴージャグラー3,11,6324,1957,32,22,0,1/117.1,1/197.6,1/287.5,1/0.0
ゴーゴージャグラー3,12,3429,1036,18,8,0,1/131.9,1/190.5,1/428.6,1/0.0
ゴーゴージャグラー3,13,1308,-980,3,1,0,1/327.0,1/436.0,1/1308.0,1/0.0
ゴーゴージャグラー3,15,5516,1060,27,15,0,1/131.3,1/204.3,1/367.7,1/0.0
ゴーゴージャグラー3,16,3258,928,15,14,0,1/112.3,1/217.2,1/232.7,1/0.0
ゴーゴージャグラー3,17,6519,2467,37,19,0,1/116.4,1/176.2,1/343.1,1/0.0
ゴーゴージャグラー3,18,1729,-596,5,2,0,1/247.0,1/345.8,1/864.5,1/0.0
ゴーゴージャグラー3,20,1203,-671,4,0,0,1/300.8,1/300.8,1/0.0,1/0.0
ゴーゴージャグラー3,21,5249,-448,20,14,0,1/154.4,1/262.4,1/374.9,1/0.0
ゴーゴージャグラー3,22,4141,1463,20,19,0,1/106.2,1/207.1,1/217.9,1/0.0
からくりサーカス,155,1570,-1967,6,2,0,1/196.2,1/261.7,1/785.0,1/0.0
からくりサーカス,156,2780,-1933,19,7,0,1/106.9,1/146.3,1/397.1,1/0.0
からくりサーカス,157,2168,5865,51,11,0,1/35.0,1/42.5,1/197.1,1/0.0
からくりサーカス,158,90,-131,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
からくりサーカス,160,3668,-4115,16,12,0,1/131.0,1/229.2,1/305.7,1/0.0
からくりサーカス,161,88,-137,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
からくりサーカス,162,138,628,5,1,0,1/23.0,1/27.6,1/138.0,1/0.0
からくりサーカス,163,2367,-2222,16,7,0,1/102.9,1/147.9,1/338.1,1/0.0
