model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,4850,19,8,1/179.6,1/255.3,1/606.2,0
アイムジャグラーEX-TP,804,4645,19,7,1/178.7,1/244.5,1/663.6,0
アイムジャグラーEX-TP,805,5930,31,18,1/121.0,1/191.3,1/329.4,0
アイムジャグラーEX-TP,881,5992,30,16,1/130.3,1/199.7,1/374.5,0
アイムジャグラーEX-TP,882,3147,10,8,1/174.8,1/314.7,1/393.4,0
アイムジャグラーEX-TP,883,2186,6,5,1/198.7,1/364.3,1/437.2,0
アイムジャグラーEX-TP,884,3500,12,8,1/175.0,1/291.7,1/437.5,0
アイムジャグラーEX-TP,885,5687,21,17,1/149.7,1/270.8,1/334.5,0
アイムジャグラーEX-TP,886,4530,19,9,1/161.8,1/238.4,1/503.3,0
アイムジャグラーEX-TP,887,7106,33,18,1/139.3,1/215.3,1/394.8,0
アイムジャグラーEX-TP,888,2985,12,6,1/165.8,1/248.8,1/497.5,0
アイムジャグラーEX-TP,889,3742,12,10,1/170.1,1/311.8,1/374.2,0
アイムジャグラーEX-TP,890,1317,6,1,1/188.1,1/219.5,1/1317.0,0
アイムジャグラーEX-TP,891,5997,13,22,1/171.3,1/461.3,1/272.6,0
アイムジャグラーEX-TP,892,3443,13,6,1/181.2,1/264.8,1/573.8,0
アイムジャグラーEX-TP,893,5192,20,12,1/162.2,1/259.6,1/432.7,0
アイムジャグラーEX-TP,958,3672,11,11,1/166.9,1/333.8,1/333.8,0
アイムジャグラーEX-TP,959,4666,20,14,1/137.2,1/233.3,1/333.3,0
アイムジャグラーEX-TP,960,4412,19,12,1/142.3,1/232.2,1/367.7,0
アイムジャグラーEX-TP,961,2987,8,4,1/248.9,1/373.4,1/746.8,0
アイムジャグラーEX-TP,962,1993,7,1,1/249.1,1/284.7,1/1993.0,0
アイムジャグラーEX-TP,963,1257,4,2,1/209.5,1/314.2,1/628.5,0
アイムジャグラーEX-TP,964,7411,35,17,1/142.5,1/211.7,1/435.9,0
アイムジャグラーEX-TP,965,964,1,0,1/964.0,1/964.0,1/0.0,0
アイムジャグラーEX-TP,966,3926,15,4,1/206.6,1/261.7,1/981.5,0
スマスロ北斗の拳,905,2907,16,4,1/145.3,1/181.7,1/726.8,0
スマスロ北斗の拳,906,2925,23,6,1/100.9,1/127.2,1/487.5,0
スマスロ北斗の拳,907,1625,16,2,1/90.3,1/101.6,1/812.5,0
スマスロ北斗の拳,908,1329,7,4,1/120.8,1/189.9,1/332.2,0
スマスロ北斗の拳,909,1685,27,4,1/54.4,1/62.4,1/421.2,0
スマスロ北斗の拳,910,1591,8,4,1/132.6,1/198.9,1/397.8,0
スマスロ北斗の拳,911,2346,15,5,1/117.3,1/156.4,1/469.2,0
スマスロ北斗の拳,912,4794,39,12,1/94.0,1/122.9,1/399.5,0
スマスロ北斗の拳,913,510,2,1,1/170.0,1/255.0,1/510.0,0
スマスロ北斗の拳,914,2775,35,8,1/64.5,1/79.3,1/346.9,0
スマスロ北斗の拳,915,920,6,1,1/131.4,1/153.3,1/920.0,0
スマスロ北斗の拳,916,494,13,2,1/32.9,1/38.0,1/247.0,0
スマスロ北斗の拳,935,3874,28,11,1/99.3,1/138.4,1/352.2,0
スマスロ北斗の拳,936,1584,36,2,1/41.7,1/44.0,1/792.0,0
スマスロ北斗の拳,937,797,10,2,1/66.4,1/79.7,1/398.5,0
スマスロ北斗の拳,938,633,3,2,1/126.6,1/211.0,1/316.5,0
スマスロ北斗の拳,939,1152,12,4,1/72.0,1/96.0,1/288.0,0
スマスロ北斗の拳,940,3893,35,8,1/90.5,1/111.2,1/486.6,0
