model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,7235,29,24,1/136.5,1/249.5,1/301.5,0
アイムジャグラーEX-TP,804,2794,11,8,1/147.1,1/254.0,1/349.2,0
アイムジャグラーEX-TP,805,6226,28,17,1/138.4,1/222.4,1/366.2,0
アイムジャグラーEX-TP,881,4591,16,11,1/170.0,1/286.9,1/417.4,0
アイムジャグラーEX-TP,882,4301,5,10,1/286.7,1/860.2,1/430.1,0
アイムジャグラーEX-TP,883,3251,8,2,1/325.1,1/406.4,1/1625.5,0
アイムジャグラーEX-TP,884,5436,20,16,1/151.0,1/271.8,1/339.8,0
アイムジャグラーEX-TP,885,5183,17,14,1/167.2,1/304.9,1/370.2,0
アイムジャグラーEX-TP,886,6975,28,21,1/142.3,1/249.1,1/332.1,0
アイムジャグラーEX-TP,887,4654,16,13,1/160.5,1/290.9,1/358.0,0
アイムジャグラーEX-TP,888,2676,7,7,1/191.1,1/382.3,1/382.3,0
アイムジャグラーEX-TP,889,4844,14,9,1/210.6,1/346.0,1/538.2,0
アイムジャグラーEX-TP,890,4451,13,14,1/164.9,1/342.4,1/317.9,0
アイムジャグラーEX-TP,891,4958,9,15,1/206.6,1/550.9,1/330.5,0
アイムジャグラーEX-TP,892,4204,18,3,1/200.2,1/233.6,1/1401.3,0
アイムジャグラーEX-TP,893,4837,19,13,1/151.2,1/254.6,1/372.1,0
アイムジャグラーEX-TP,958,6563,19,17,1/182.3,1/345.4,1/386.1,0
アイムジャグラーEX-TP,959,3934,10,12,1/178.8,1/393.4,1/327.8,0
アイムジャグラーEX-TP,960,6008,22,19,1/146.5,1/273.1,1/316.2,0
アイムジャグラーEX-TP,961,4993,16,10,1/192.0,1/312.1,1/499.3,0
アイムジャグラーEX-TP,962,8240,36,22,1/142.1,1/228.9,1/374.5,0
アイムジャグラーEX-TP,963,5317,18,20,1/139.9,1/295.4,1/265.9,0
アイムジャグラーEX-TP,964,5776,22,18,1/144.4,1/262.5,1/320.9,0
アイムジャグラーEX-TP,965,4551,14,11,1/182.0,1/325.1,1/413.7,0
アイムジャグラーEX-TP,966,6012,19,12,1/193.9,1/316.4,1/501.0,0
スマスロ北斗の拳,905,5172,39,11,1/103.4,1/132.6,1/470.2,0
スマスロ北斗の拳,906,4510,34,11,1/100.2,1/132.6,1/410.0,0
スマスロ北斗の拳,907,5896,65,10,1/78.6,1/90.7,1/589.6,0
スマスロ北斗の拳,908,5052,50,13,1/80.2,1/101.0,1/388.6,0
スマスロ北斗の拳,909,3548,28,9,1/95.9,1/126.7,1/394.2,0
スマスロ北斗の拳,910,2625,45,5,1/52.5,1/58.3,1/525.0,0
スマスロ北斗の拳,911,4158,34,12,1/90.4,1/122.3,1/346.5,0
スマスロ北斗の拳,912,4900,40,10,1/98.0,1/122.5,1/490.0,0
スマスロ北斗の拳,913,3451,103,5,1/32.0,1/33.5,1/690.2,0
スマスロ北斗の拳,914,3560,31,7,1/93.7,1/114.8,1/508.6,0
スマスロ北斗の拳,915,3483,150,5,1/22.5,1/23.2,1/696.6,0
スマスロ北斗の拳,916,2896,29,5,1/85.2,1/99.9,1/579.2,0
スマスロ北斗の拳,935,3700,33,11,1/84.1,1/112.1,1/336.4,0
スマスロ北斗の拳,936,5848,60,12,1/81.2,1/97.5,1/487.3,0
スマスロ北斗の拳,937,7066,87,27,1/62.0,1/81.2,1/261.7,0
スマスロ北斗の拳,938,6752,92,25,1/57.7,1/73.4,1/270.1,0
スマスロ北斗の拳,939,5567,75,17,1/60.5,1/74.2,1/327.5,0
スマスロ北斗の拳,940,7443,76,17,1/80.0,1/97.9,1/437.8,0
スマスロ北斗の拳,941,6924,79,23,1/67.9,1/87.6,1/301.0,0
スマスロ北斗の拳,942,5676,85,16,1/56.2,1/66.8,1/354.8,0
スマスロ北斗の拳,943,1678,38,5,1/39.0,1/44.2,1/335.6,0
スマスロ北斗の拳,944,4990,49,15,1/78.0,1/101.8,1/332.7,0
スマスロ北斗の拳,945,5918,51,14,1/91.0,1/116.0,1/422.7,0
スマスロ北斗の拳,946,6841,44,15,1/115.9,1/155.5,1/456.1,0
マイジャグラーV,894,5371,18,11,1/185.2,1/298.4,1/488.3,0
マイジャグラーV,895,6344,27,15,1/151.0,1/235.0,1/422.9,0
マイジャグラーV,896,8356,27,20,1/177.8,1/309.5,1/417.8,0
マイジャグラーV,897,8078,30,35,1/124.3,1/269.3,1/230.8,0
マイジャグラーV,898,7379,27,25,1/141.9,1/273.3,1/295.2,0
マイジャグラーV,899,7959,32,25,1/139.6,1/248.7,1/318.4,0
マイジャグラーV,900,7969,30,24,1/147.6,1/265.6,1/332.0,0
マイジャグラーV,901,7663,28,24,1/147.4,1/273.7,1/319.3,0
マイジャグラーV,902,5189,9,8,1/305.2,1/576.6,1/648.6,0
マイジャグラーV,903,6741,20,17,1/182.2,1/337.1,1/396.5,0
マイジャグラーV,904,5676,19,11,1/189.2,1/298.7,1/516.0,0
マイジャグラーV,947,9243,43,39,1/112.7,1/215.0,1/237.0,0
マイジャグラーV,948,6098,20,26,1/132.6,1/304.9,1/234.5,0
マイジャグラーV,949,8206,36,23,1/139.1,1/227.9,1/356.8,0
マイジャグラーV,950,8430,37,36,1/115.5,1/227.8,1/234.2,0
マイジャグラーV,951,7964,33,25,1/137.3,1/241.3,1/318.6,0
マイジャグラーV,952,6866,29,19,1/143.0,1/236.8,1/361.4,0
マイジャグラーV,953,6316,22,14,1/175.4,1/287.1,1/451.1,0
マイジャグラーV,954,7924,27,26,1/149.5,1/293.5,1/304.8,0
マイジャグラーV,955,7224,27,17,1/164.2,1/267.6,1/424.9,0
マイジャグラーV,956,6013,15,15,1/200.4,1/400.9,1/400.9,0
マイジャグラーV,957,8464,45,20,1/130.2,1/188.1,1/423.2,0
甲鉄城のカバネリ,741,3226,27,11,1/84.9,1/119.5,1/293.3,0
甲鉄城のカバネリ,742,4345,59,20,1/55.0,1/73.6,1/217.2,0
甲鉄城のカバネリ,743,2294,14,8,1/104.3,1/163.9,1/286.8,0
甲鉄城のカバネリ,744,3254,23,16,1/83.4,1/141.5,1/203.4,0
甲鉄城のカバネリ,745,1966,28,9,1/53.1,1/70.2,1/218.4,0
甲鉄城のカバネリ,746,4041,58,26,1/48.1,1/69.7,1/155.4,0
甲鉄城のカバネリ,747,2634,25,11,1/73.2,1/105.4,1/239.5,0
甲鉄城のカバネリ,748,3234,24,11,1/92.4,1/134.8,1/294.0,0
甲鉄城のカバネリ,749,3640,52,20,1/50.6,1/70.0,1/182.0,0
甲鉄城のカバネリ,750,4296,48,19,1/64.1,1/89.5,1/226.1,0
甲鉄城のカバネリ,751,4088,39,21,1/68.1,1/104.8,1/194.7,0
甲鉄城のカバネリ,752,4984,34,21,1/90.6,1/146.6,1/237.3,0
甲鉄城のカバネリ,753,4179,41,16,1/73.3,1/101.9,1/261.2,0
甲鉄城のカバネリ,754,1918,13,7,1/95.9,1/147.5,1/274.0,0
甲鉄城のカバネリ,755,2085,38,8,1/45.3,1/54.9,1/260.6,0
からくりサーカス,1017,3911,35,11,1/85.0,1/111.7,1/355.5,0
からくりサーカス,1018,5765,63,12,1/76.9,1/91.5,1/480.4,0
からくりサーカス,1019,5492,94,19,1/48.6,1/58.4,1/289.1,0
からくりサーカス,1020,5233,68,20,1/59.5,1/77.0,1/261.6,0
からくりサーカス,1021,1644,42,12,1/30.4,1/39.1,1/137.0,0
からくりサーカス,1022,4439,26,10,1/123.3,1/170.7,1/443.9,0
からくりサーカス,1023,6258,73,19,1/68.0,1/85.7,1/329.4,0
からくりサーカス,1024,4991,94,16,1/45.4,1/53.1,1/311.9,0
からくりサーカス,1025,6457,62,21,1/77.8,1/104.1,1/307.5,0
