model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,5417,26,15,1/132.1,1/208.3,1/361.1,0
アイムジャグラーEX-TP,804,4597,16,16,1/143.7,1/287.3,1/287.3,0
アイムジャグラーEX-TP,805,1024,3,1,1/256.0,1/341.3,1/1024.0,0
アイムジャグラーEX-TP,881,1570,1,4,1/314.0,1/1570.0,1/392.5,0
アイムジャグラーEX-TP,882,880,2,3,1/176.0,1/440.0,1/293.3,0
アイムジャグラーEX-TP,883,4606,16,13,1/158.8,1/287.9,1/354.3,0
アイムジャグラーEX-TP,884,905,2,1,1/301.7,1/452.5,1/905.0,0
アイムジャグラーEX-TP,885,5289,12,22,1/155.6,1/440.8,1/240.4,0
アイムジャグラーEX-TP,886,2385,10,7,1/140.3,1/238.5,1/340.7,0
アイムジャグラーEX-TP,887,2497,7,5,1/208.1,1/356.7,1/499.4,0
アイムジャグラーEX-TP,888,1923,8,1,1/213.7,1/240.4,1/1923.0,0
アイムジャグラーEX-TP,889,4345,15,9,1/181.0,1/289.7,1/482.8,0
アイムジャグラーEX-TP,890,1465,3,3,1/244.2,1/488.3,1/488.3,0
アイムジャグラーEX-TP,891,3046,6,6,1/253.8,1/507.7,1/507.7,0
アイムジャグラーEX-TP,892,3292,11,8,1/173.3,1/299.3,1/411.5,0
アイムジャグラーEX-TP,893,1997,9,5,1/142.6,1/221.9,1/399.4,0
アイムジャグラーEX-TP,958,1760,5,6,1/160.0,1/352.0,1/293.3,0
アイムジャグラーEX-TP,959,7628,25,25,1/152.6,1/305.1,1/305.1,0
アイムジャグラーEX-TP,960,1310,3,2,1/262.0,1/436.7,1/655.0,0
アイムジャグラーEX-TP,961,6512,21,24,1/144.7,1/310.1,1/271.3,0
アイムジャグラーEX-TP,962,1619,4,2,1/269.8,1/404.8,1/809.5,0
アイムジャグラーEX-TP,963,2752,10,9,1/144.8,1/275.2,1/305.8,0
アイムジャグラーEX-TP,964,2334,7,5,1/194.5,1/333.4,1/466.8,0
アイムジャグラーEX-TP,965,7470,32,30,1/120.5,1/233.4,1/249.0,0
アイムジャグラーEX-TP,966,2257,6,3,1/250.8,1/376.2,1/752.3,0
スマスロ北斗の拳,905,1057,9,2,1/96.1,1/117.4,1/528.5,0
スマスロ北斗の拳,906,1577,18,4,1/71.7,1/87.6,1/394.2,0
スマスロ北斗の拳,907,1357,19,4,1/59.0,1/71.4,1/339.2,0
スマスロ北斗の拳,908,3685,42,8,1/73.7,1/87.7,1/460.6,0
スマスロ北斗の拳,909,2759,21,8,1/95.1,1/131.4,1/344.9,0
スマスロ北斗の拳,910,593,2,2,1/148.2,1/296.5,1/296.5,0
スマスロ北斗の拳,911,3901,46,14,1/65.0,1/84.8,1/278.6,0
スマスロ北斗の拳,912,509,2,2,1/127.2,1/254.5,1/254.5,0
スマスロ北斗の拳,913,1420,13,3,1/88.8,1/109.2,1/473.3,0
スマスロ北斗の拳,914,502,8,1,1/55.8,1/62.8,1/502.0,0
スマスロ北斗の拳,915,2584,29,8,1/69.8,1/89.1,1/323.0,0
スマスロ北斗の拳,916,373,6,1,1/53.3,1/62.2,1/373.0,0
スマスロ北斗の拳,935,2355,44,6,1/47.1,1/53.5,1/392.5,0
スマスロ北斗の拳,936,937,7,1,1/117.1,1/133.9,1/937.0,0
スマスロ北斗の拳,937,3464,18,5,1/150.6,1/192.4,1/692.8,0
スマスロ北斗の拳,938,1469,30,2,1/45.9,1/49.0,1/734.5,0
スマスロ北斗の拳,939,1514,20,2,1/68.8,1/75.7,1/757.0,0
スマスロ北斗の拳,940,2056,24,5,1/70.9,1/85.7,1/411.2,0
スマスロ北斗の拳,941,1891,18,6,1/78.8,1/105.1,1/315.2,0
スマスロ北斗の拳,942,170,1,1,1/85.0,1/170.0,1/170.0,0
スマスロ北斗の拳,943,733,13,3,1/45.8,1/56.4,1/244.3,0
スマスロ北斗の拳,944,1895,9,4,1/145.8,1/210.6,1/473.8,0
スマスロ北斗の拳,945,1338,11,3,1/95.6,1/121.6,1/446.0,0
スマスロ北斗の拳,946,530,3,2,1/106.0,1/176.7,1/265.0,0
マイジャグラーV,894,5268,16,14,1/175.6,1/329.2,1/376.3,0
マイジャグラーV,895,2993,12,6,1/166.3,1/249.4,1/498.8,0
マイジャグラーV,896,3103,19,8,1/114.9,1/163.3,1/387.9,0
マイジャグラーV,897,7301,34,21,1/132.7,1/214.7,1/347.7,0
マイジャグラーV,898,2627,8,9,1/154.5,1/328.4,1/291.9,0
マイジャグラーV,899,6026,20,18,1/158.6,1/301.3,1/334.8,0
マイジャグラーV,900,9427,44,32,1/124.0,1/214.2,1/294.6,0
マイジャグラーV,901,3444,12,9,1/164.0,1/287.0,1/382.7,0
マイジャグラーV,902,5866,25,28,1/110.7,1/234.6,1/209.5,0
マイジャグラーV,903,6153,24,17,1/150.1,1/256.4,1/361.9,0
マイジャグラーV,904,7637,34,16,1/152.7,1/224.6,1/477.3,0
マイジャグラーV,947,8423,36,21,1/147.8,1/234.0,1/401.1,0
マイジャグラーV,948,5389,26,20,1/117.2,1/207.3,1/269.4,0
マイジャグラーV,949,1562,1,2,1/520.7,1/1562.0,1/781.0,0
マイジャグラーV,950,6078,22,19,1/148.2,1/276.3,1/319.9,0
マイジャグラーV,951,3617,14,8,1/164.4,1/258.4,1/452.1,0
マイジャグラーV,952,8634,35,26,1/141.5,1/246.7,1/332.1,0
マイジャグラーV,953,870,2,1,1/290.0,1/435.0,1/870.0,0
マイジャグラーV,954,2500,7,10,1/147.1,1/357.1,1/250.0,0
マイジャグラーV,955,5978,29,17,1/130.0,1/206.1,1/351.6,0
マイジャグラーV,956,3663,16,10,1/140.9,1/228.9,1/366.3,0
マイジャグラーV,957,2045,7,3,1/204.5,1/292.1,1/681.7,0
からくりサーカス,1017,1127,22,5,1/41.7,1/51.2,1/225.4,0
からくりサーカス,1018,684,0,1,1/684.0,1/0.0,1/684.0,0
からくりサーカス,1019,184,2,1,1/61.3,1/92.0,1/184.0,0
からくりサーカス,1020,2103,36,7,1/48.9,1/58.4,1/300.4,0
からくりサーカス,1021,93,0,0,1/0.0,1/0.0,1/0.0,0
からくりサーカス,1022,2184,8,5,1/168.0,1/273.0,1/436.8,0
からくりサーカス,1023,1751,9,4,1/134.7,1/194.6,1/437.8,0
からくりサーカス,1024,510,2,1,1/170.0,1/255.0,1/510.0,0
からくりサーカス,1025,893,10,2,1/74.4,1/89.3,1/446.5,0
からくりサーカス,1026,3322,30,15,1/73.8,1/110.7,1/221.5,0
からくりサーカス,1027,86,0,0,1/0.0,1/0.0,1/0.0,0
からくりサーカス,1028,1330,7,2,1/147.8,1/190.0,1/665.0,0
モンキーターンV,706,3423,38,13,1/67.1,1/90.1,1/263.3,0
モンキーターンV,823,2884,22,8,1/96.1,1/131.1,1/360.5,0
モンキーターンV,824,1494,9,5,1/106.7,1/166.0,1/298.8,0
モンキーターンV,825,1784,15,6,1/85.0,1/118.9,1/297.3,0
モンキーターンV,826,1798,31,6,1/48.6,1/58.0,1/299.7,0
モンキーターンV,827,3445,41,15,1/61.5,1/84.0,1/229.7,0
モンキーターンV,828,1799,19,8,1/66.6,1/94.7,1/224.9,0
モンキーターンV,829,2172,10,4,1/155.1,1/217.2,1/543.0,0
モンキーターンV,830,3010,16,6,1/136.8,1/188.1,1/501.7,0
モンキーターンV,831,492,3,2,1/98.4,1/164.0,1/246.0,0
モンキーターンV,832,5592,44,20,1/87.4,1/127.1,1/279.6,0
モンキーターンV,833,1933,19,7,1/74.3,1/101.7,1/276.1,0
ゴーゴージャグラー3,865,4804,18,15,1/145.6,1/266.9,1/320.3,0
ゴーゴージャグラー3,866,4288,15,13,1/153.1,1/285.9,1/329.8,0
ゴーゴージャグラー3,867,1708,3,4,1/244.0,1/569.3,1/427.0,0
ゴーゴージャグラー3,868,2188,9,2,1/198.9,1/243.1,1/1094.0,0
ゴーゴージャグラー3,869,2881,13,11,1/120.0,1/221.6,1/261.9,0
ゴーゴージャグラー3,870,3425,13,10,1/148.9,1/263.5,1/342.5,0
ゴーゴージャグラー3,871,1695,5,3,1/211.9,1/339.0,1/565.0,0
ゴーゴージャグラー3,872,2462,5,9,1/175.9,1/492.4,1/273.6,0
ゴーゴージャグラー3,873,1512,2,4,1/252.0,1/756.0,1/378.0,0
ゴーゴージャグラー3,874,1905,6,5,1/173.2,1/317.5,1/381.0,0
ゴーゴージャグラー3,875,6547,30,15,1/145.5,1/218.2,1/436.5,0
