model_name,unit_no,game,medals,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
キングハナハナ-30,23,3528,-846,10,10,0,1/176.4,1/352.8,1/352.8,1/0.0
キングハナハナ-30,25,2030,-625,6,3,0,1/225.6,1/338.3,1/676.7,1/0.0
キングハナハナ-30,26,1528,331,7,3,0,1/152.8,1/218.3,1/509.3,1/0.0
キングハナハナ-30,27,603,178,4,0,0,1/150.8,1/150.8,1/0.0,1/0.0
キングハナハナ-30,28,4841,-983,14,11,0,1/193.6,1/345.8,1/440.1,1/0.0
キングハナハナ-30,30,2461,54,10,6,0,1/153.8,1/246.1,1/410.2,1/0.0
キングハナハナ-30,31,1672,-467,5,4,0,1/185.8,1/334.4,1/418.0,1/0.0
キングハナハナ-30,32,4171,2528,22,16,0,1/109.8,1/189.6,1/260.7,1/0.0
キングハナハナ-30,33,981,224,4,3,0,1/140.1,1/245.2,1/327.0,1/0.0
キングハナハナ-30,35,241,-330,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,36,7497,1287,29,21,0,1/149.9,1/258.5,1/357.0,1/0.0
キングハナハナ-30,37,1528,-646,3,4,0,1/218.3,1/509.3,1/382.0,1/0.0
キングハナハナ-30,38,672,-177,2,1,0,1/224.0,1/336.0,1/672.0,1/0.0
キングハナハナ-30,50,1075,-547,2,3,0,1/215.0,1/537.5,1/358.3,1/0.0
キングハナハナ-30,51,5381,-211,19,14,0,1/163.1,1/283.2,1/384.4,1/0.0
キングハナハナ-30,52,324,-343,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,53,1976,-1281,2,4,0,1/329.3,1/988.0,1/494.0,1/0.0
キングハナハナ-30,55,726,-416,2,0,0,1/363.0,1/363.0,1/0.0,1/0.0
マイジャグラーV,78,6360,-307,22,19,0,1/155.1,1/289.1,1/334.7,1/0.0
マイジャグラーV,80,2580,-854,6,6,0,1/215.0,1/430.0,1/430.0,1/0.0
マイジャグラーV,81,5247,-1395,14,16,0,1/174.9,1/374.8,1/327.9,1/0.0
マイジャグラーV,82,2540,-704,8,2,0,1/254.0,1/317.5,1/1270.0,1/0.0
マイジャグラーV,83,1364,-483,4,1,0,1/272.8,1/341.0,1/1364.0,1/0.0
マイジャグラーV,85,3024,541,15,3,0,1/168.0,1/201.6,1/1008.0,1/0.0
マイジャグラーV,86,4425,931,22,12,0,1/130.1,1/201.1,1/368.8,1/0.0
マイジャグラーV,87,3849,-352,14,8,0,1/175.0,1/274.9,1/481.1,1/0.0
マイジャグラーV,88,2178,-532,7,2,0,1/242.0,1/311.1,1/1089.0,1/0.0
マイジャグラーV,100,4631,-1385,12,13,0,1/185.2,1/385.9,1/356.2,1/0.0
マイジャグラーV,101,2384,-348,9,5,0,1/170.3,1/264.9,1/476.8,1/0.0
マイジャグラーV,102,5784,-536,19,15,0,1/170.1,1/304.4,1/385.6,1/0.0
マイジャグラーV,103,1719,-350,5,5,0,1/171.9,1/343.8,1/343.8,1/0.0
マイジャグラーV,105,7317,1697,34,20,0,1/135.5,1/215.2,1/365.9,1/0.0
マイジャグラーV,106,3057,338,14,6,0,1/152.8,1/218.4,1/509.5,1/0.0
沖ドキ!GOLD‐30,56,2147,-615,11,7,0,1/119.3,1/195.2,1/306.7,1/0.0
沖ドキ!GOLD‐30,57,815,1882,13,5,0,1/45.3,1/62.7,1/163.0,1/0.0
沖ドキ!GOLD‐30,58,3324,517,23,12,0,1/95.0,1/144.5,1/277.0,1/0.0
沖ドキ!GOLD‐30,60,245,-378,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,61,1433,1310,12,12,0,1/59.7,1/119.4,1/119.4,1/0.0
