model_name,unit_no,game,medals,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
キングハナハナ-30,23,183,20,1,0,0,1/183.0,1/183.0,1/0.0,1/0.0
キングハナハナ-30,25,59,-71,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,26,476,-221,1,1,0,1/238.0,1/476.0,1/476.0,1/0.0
キングハナハナ-30,27,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,28,16,-23,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,30,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,31,474,390,4,0,0,1/118.5,1/118.5,1/0.0,1/0.0
キングハナハナ-30,32,457,438,3,2,0,1/91.4,1/152.3,1/228.5,1/0.0
キングハナハナ-30,33,40,-67,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,35,37,-45,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,36,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,37,213,64,1,1,0,1/106.5,1/213.0,1/213.0,1/0.0
キングハナハナ-30,38,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,50,50,-43,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,51,459,397,3,2,0,1/91.8,1/153.0,1/229.5,1/0.0
キングハナハナ-30,52,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,53,602,481,4,0,0,1/150.5,1/150.5,1/0.0,1/0.0
キングハナハナ-30,55,331,-23,1,1,0,1/165.5,1/331.0,1/331.0,1/0.0
マイジャグラーV,78,556,-222,1,1,0,1/278.0,1/556.0,1/556.0,1/0.0
マイジャグラーV,80,44,31,0,1,0,1/44.0,1/0.0,1/44.0,1/0.0
マイジャグラーV,81,30,-43,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
マイジャグラーV,82,565,-250,1,3,0,1/141.2,1/565.0,1/188.3,1/0.0
マイジャグラーV,83,399,309,3,0,0,1/133.0,1/133.0,1/0.0,1/0.0
マイジャグラーV,85,424,26,2,0,0,1/212.0,1/212.0,1/0.0,1/0.0
マイジャグラーV,86,133,-135,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
マイジャグラーV,87,132,16,1,0,0,1/132.0,1/132.0,1/0.0,1/0.0
マイジャグラーV,88,96,-132,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
マイジャグラーV,100,196,-248,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
マイジャグラーV,101,357,-181,1,0,0,1/357.0,1/357.0,1/0.0,1/0.0
マイジャグラーV,102,262,210,2,0,0,1/131.0,1/131.0,1/0.0,1/0.0
マイジャグラーV,103,125,-183,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
マイジャグラーV,105,167,-27,0,2,0,1/83.5,1/0.0,1/83.5,1/0.0
マイジャグラーV,106,54,-23,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,56,104,-179,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
