model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,845,2,0,1/422.5,1/422.5,1/0.0,0
アイムジャグラーEX-TP,804,1062,3,2,1/212.4,1/354.0,1/531.0,0
アイムジャグラーEX-TP,805,4619,19,15,1/135.9,1/243.1,1/307.9,0
アイムジャグラーEX-TP,881,762,5,0,1/152.4,1/152.4,1/0.0,0
アイムジャグラーEX-TP,882,5338,16,28,1/121.3,1/333.6,1/190.6,0
アイムジャグラーEX-TP,883,912,2,2,1/228.0,1/456.0,1/456.0,0
アイムジャグラーEX-TP,884,1474,4,0,1/368.5,1/368.5,1/0.0,0
アイムジャグラーEX-TP,885,5122,21,13,1/150.6,1/243.9,1/394.0,0
アイムジャグラーEX-TP,886,504,2,0,1/252.0,1/252.0,1/0.0,0
アイムジャグラーEX-TP,887,2749,9,8,1/161.7,1/305.4,1/343.6,0
アイムジャグラーEX-TP,888,2925,9,8,1/172.1,1/325.0,1/365.6,0
アイムジャグラーEX-TP,889,1461,3,4,1/208.7,1/487.0,1/365.2,0
アイムジャグラーEX-TP,890,2996,11,6,1/176.2,1/272.4,1/499.3,0
アイムジャグラーEX-TP,891,1363,7,2,1/151.4,1/194.7,1/681.5,0
アイムジャグラーEX-TP,892,1606,6,4,1/160.6,1/267.7,1/401.5,0
アイムジャグラーEX-TP,893,2050,6,2,1/256.2,1/341.7,1/1025.0,0
アイムジャグラーEX-TP,958,1533,7,2,1/170.3,1/219.0,1/766.5,0
アイムジャグラーEX-TP,959,4755,18,18,1/132.1,1/264.2,1/264.2,0
アイムジャグラーEX-TP,960,4004,11,10,1/190.7,1/364.0,1/400.4,0
アイムジャグラーEX-TP,961,1763,6,5,1/160.3,1/293.8,1/352.6,0
アイムジャグラーEX-TP,962,4346,13,12,1/173.8,1/334.3,1/362.2,0
アイムジャグラーEX-TP,963,4917,22,12,1/144.6,1/223.5,1/409.8,0
アイムジャグラーEX-TP,964,2337,5,9,1/166.9,1/467.4,1/259.7,0
アイムジャグラーEX-TP,965,2025,4,7,1/184.1,1/506.2,1/289.3,0
アイムジャグラーEX-TP,966,6401,32,24,1/114.3,1/200.0,1/266.7,0
スマスロ北斗の拳,905,6704,69,13,1/81.8,1/97.2,1/515.7,0
スマスロ北斗の拳,906,1494,8,3,1/135.8,1/186.8,1/498.0,0
スマスロ北斗の拳,907,1861,14,4,1/103.4,1/132.9,1/465.2,0
スマスロ北斗の拳,908,2610,21,7,1/93.2,1/124.3,1/372.9,0
スマスロ北斗の拳,909,3410,22,9,1/110.0,1/155.0,1/378.9,0
スマスロ北斗の拳,910,1919,18,4,1/87.2,1/106.6,1/479.8,0
スマスロ北斗の拳,911,316,5,1,1/52.7,1/63.2,1/316.0,0
スマスロ北斗の拳,912,2021,21,3,1/84.2,1/96.2,1/673.7,0
スマスロ北斗の拳,913,2455,33,4,1/66.4,1/74.4,1/613.8,0
スマスロ北斗の拳,914,4478,74,11,1/52.7,1/60.5,1/407.1,0
スマスロ北斗の拳,915,1980,4,3,1/282.9,1/495.0,1/660.0,0
スマスロ北斗の拳,916,1020,5,2,1/145.7,1/204.0,1/510.0,0
スマスロ北斗の拳,935,1735,18,2,1/86.8,1/96.4,1/867.5,0
スマスロ北斗の拳,936,3571,17,8,1/142.8,1/210.1,1/446.4,0
スマスロ北斗の拳,937,2915,11,4,1/194.3,1/265.0,1/728.8,0
スマスロ北斗の拳,938,1713,16,5,1/81.6,1/107.1,1/342.6,0
スマスロ北斗の拳,939,0,0,0,1/0.0,1/0.0,1/0.0,0
スマスロ北斗の拳,940,6351,90,22,1/56.7,1/70.6,1/288.7,0
スマスロ北斗の拳,941,2130,23,5,1/76.1,1/92.6,1/426.0,0
スマスロ北斗の拳,942,2751,18,5,1/119.6,1/152.8,1/550.2,0
スマスロ北斗の拳,943,1710,22,3,1/68.4,1/77.7,1/570.0,0
スマスロ北斗の拳,944,1303,11,4,1/86.9,1/118.5,1/325.8,0
スマスロ北斗の拳,945,239,3,2,1/47.8,1/79.7,1/119.5,0
スマスロ北斗の拳,946,6742,107,24,1/51.5,1/63.0,1/280.9,0
マイジャグラーV,894,3181,12,10,1/144.6,1/265.1,1/318.1,0
マイジャグラーV,895,4254,13,13,1/163.6,1/327.2,1/327.2,0
マイジャグラーV,896,6477,20,26,1/140.8,1/323.9,1/249.1,0
マイジャグラーV,897,1704,1,1,1/852.0,1/1704.0,1/1704.0,0
マイジャグラーV,898,1932,5,4,1/214.7,1/386.4,1/483.0,0
マイジャグラーV,899,6701,28,21,1/136.8,1/239.3,1/319.1,0
マイジャグラーV,900,1315,4,3,1/187.9,1/328.8,1/438.3,0
マイジャグラーV,901,3146,12,6,1/174.8,1/262.2,1/524.3,0
マイジャグラーV,902,5978,19,20,1/153.3,1/314.6,1/298.9,0
マイジャグラーV,903,6074,26,23,1/124.0,1/233.6,1/264.1,0
マイジャグラーV,904,5234,30,10,1/130.8,1/174.5,1/523.4,0
マイジャグラーV,947,2944,8,6,1/210.3,1/368.0,1/490.7,0
マイジャグラーV,948,2113,14,3,1/124.3,1/150.9,1/704.3,0
マイジャグラーV,949,4836,19,5,1/201.5,1/254.5,1/967.2,0
マイジャグラーV,950,2864,6,6,1/238.7,1/477.3,1/477.3,0
マイジャグラーV,951,2798,11,5,1/174.9,1/254.4,1/559.6,0
マイジャグラーV,952,3609,11,11,1/164.0,1/328.1,1/328.1,0
マイジャグラーV,953,3591,9,11,1/179.6,1/399.0,1/326.5,0
マイジャグラーV,954,2583,11,6,1/151.9,1/234.8,1/430.5,0
マイジャグラーV,955,3249,12,4,1/203.1,1/270.8,1/812.2,0
マイジャグラーV,956,1588,4,4,1/198.5,1/397.0,1/397.0,0
マイジャグラーV,957,5192,22,15,1/140.3,1/236.0,1/346.1,0
甲鉄城のカバネリ,741,3601,38,21,1/61.0,1/94.8,1/171.5,0
甲鉄城のカバネリ,742,1845,28,8,1/51.2,1/65.9,1/230.6,0
甲鉄城のカバネリ,743,1317,18,9,1/48.8,1/73.2,1/146.3,0
甲鉄城のカバネリ,744,287,12,3,1/19.1,1/23.9,1/95.7,0
甲鉄城のカバネリ,745,891,6,3,1/99.0,1/148.5,1/297.0,0
甲鉄城のカバネリ,746,1213,5,5,1/121.3,1/242.6,1/242.6,0
甲鉄城のカバネリ,747,903,25,5,1/30.1,1/36.1,1/180.6,0
甲鉄城のカバネリ,748,159,0,1,1/159.0,1/0.0,1/159.0,0
甲鉄城のカバネリ,749,703,5,4,1/78.1,1/140.6,1/175.8,0
甲鉄城のカバネリ,750,1623,24,4,1/58.0,1/67.6,1/405.8,0
甲鉄城のカバネリ,751,284,3,1,1/71.0,1/94.7,1/284.0,0
甲鉄城のカバネリ,752,446,3,3,1/74.3,1/148.7,1/148.7,0
甲鉄城のカバネリ,753,710,6,2,1/88.8,1/118.3,1/355.0,0
甲鉄城のカバネリ,754,671,2,1,1/223.7,1/335.5,1/671.0,0
甲鉄城のカバネリ,755,208,3,1,1/52.0,1/69.3,1/208.0,0
からくりサーカス,1017,3929,60,11,1/55.3,1/65.5,1/357.2,0
からくりサーカス,1018,4836,16,11,1/179.1,1/302.2,1/439.6,0
からくりサーカス,1019,725,7,1,1/90.6,1/103.6,1/725.0,0
からくりサーカス,1020,2184,7,4,1/198.5,1/312.0,1/546.0,0
からくりサーカス,1021,2646,21,5,1/101.8,1/126.0,1/529.2,0
からくりサーカス,1022,3082,8,9,1/181.3,1/385.2,1/342.4,0
からくりサーカス,1023,935,3,4,1/133.6,1/311.7,1/233.8,0
からくりサーカス,1024,1912,28,5,1/57.9,1/68.3,1/382.4,0
からくりサーカス,1025,269,0,1,1/269.0,1/0.0,1/269.0,0
からくりサーカス,1026,1150,28,5,1/34.8,1/41.1,1/230.0,0
からくりサーカス,1027,714,2,1,1/238.0,1/357.0,1/714.0,0
からくりサーカス,1028,756,0,1,1/756.0,1/0.0,1/756.0,0
ゴーゴージャグラー3,865,1954,7,4,1/177.6,1/279.1,1/488.5,0
ゴーゴージャグラー3,866,2023,8,1,1/224.8,1/252.9,1/2023.0,0
ゴーゴージャグラー3,867,644,2,2,1/161.0,1/322.0,1/322.0,0
ゴーゴージャグラー3,868,6922,23,29,1/133.1,1/301.0,1/238.7,0
ゴーゴージャグラー3,869,362,0,1,1/362.0,1/0.0,1/362.0,0
ゴーゴージャグラー3,870,1247,4,1,1/249.4,1/311.8,1/1247.0,0
ゴーゴージャグラー3,871,1003,3,1,1/250.8,1/334.3,1/1003.0,0
ゴーゴージャグラー3,872,308,0,1,1/308.0,1/0.0,1/308.0,0
ゴーゴージャグラー3,873,6344,27,22,1/129.5,1/235.0,1/288.4,0
ゴーゴージャグラー3,874,1,0,0,1/0.0,1/0.0,1/0.0,0
ゴーゴージャグラー3,875,5541,30,19,1/113.1,1/184.7,1/291.6,0
モンキーターンV,823,3523,20,11,1/113.6,1/176.2,1/320.3,0
モンキーターンV,824,525,3,2,1/105.0,1/175.0,1/262.5,0
モンキーターンV,825,750,3,2,1/150.0,1/250.0,1/375.0,0
モンキーターンV,826,3179,26,11,1/85.9,1/122.3,1/289.0,0
モンキーターンV,827,1682,27,6,1/51.0,1/62.3,1/280.3,0
モンキーターンV,828,1263,7,4,1/114.8,1/180.4,1/315.8,0
モンキーターンV,829,2812,34,9,1/65.4,1/82.7,1/312.4,0
モンキーターンV,830,455,1,1,1/227.5,1/455.0,1/455.0,0
モンキーターンV,831,1453,7,4,1/132.1,1/207.6,1/363.2,0
モンキーターンV,832,3924,61,21,1/47.9,1/64.3,1/186.9,0
モンキーターンV,833,602,8,3,1/54.7,1/75.2,1/200.7,0
ドラゴンハナハナ～閃光～‐30,1101,776,1,1,1/388.0,1/776.0,1/776.0,0
ドラゴンハナハナ～閃光～‐30,1102,1948,10,2,1/162.3,1/194.8,1/974.0,0
ドラゴンハナハナ～閃光～‐30,1103,538,2,0,1/269.0,1/269.0,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1104,526,1,1,1/263.0,1/526.0,1/526.0,0
ドラゴンハナハナ～閃光～‐30,1105,5160,30,11,1/125.9,1/172.0,1/469.1,0
ドラゴンハナハナ～閃光～‐30,1106,646,1,0,1/646.0,1/646.0,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1107,672,1,0,1/672.0,1/672.0,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1108,1204,6,1,1/172.0,1/200.7,1/1204.0,0
ドラゴンハナハナ～閃光～‐30,1109,667,0,0,1/0.0,1/0.0,1/0.0,0
ドラゴンハナハナ～閃光～‐30,1110,1177,4,2,1/196.2,1/294.2,1/588.5,0
沖ドキ!GOLD‐30,1090,4148,25,9,1/122.0,1/165.9,1/460.9,0
沖ドキ!GOLD‐30,1091,339,7,2,1/37.7,1/48.4,1/169.5,0
沖ドキ!GOLD‐30,1092,2373,5,7,1/197.8,1/474.6,1/339.0,0
沖ドキ!GOLD‐30,1093,3275,9,6,1/218.3,1/363.9,1/545.8,0
沖ドキ!GOLD‐30,1094,2410,9,2,1/219.1,1/267.8,1/1205.0,0
沖ドキ!GOLD‐30,1095,761,5,0,1/152.2,1/152.2,1/0.0,0
沖ドキ!GOLD‐30,1096,734,3,0,1/244.7,1/244.7,1/0.0,0
沖ドキ!GOLD‐30,1097,1127,6,9,1/75.1,1/187.8,1/125.2,0
沖ドキ!GOLD‐30,1098,1135,4,5,1/126.1,1/283.8,1/227.0,0
沖ドキ!GOLD‐30,1099,272,5,0,1/54.4,1/54.4,1/0.0,0
革命機ヴァルヴレイヴ,1008,2072,9,3,1/172.7,1/230.2,1/690.7,0
革命機ヴァルヴレイヴ,1009,1831,5,1,1/305.2,1/366.2,1/1831.0,0
革命機ヴァルヴレイヴ,1010,0,0,0,1/0.0,1/0.0,1/0.0,0
革命機ヴァルヴレイヴ,1011,389,1,1,1/194.5,1/389.0,1/389.0,0
革命機ヴァルヴレイヴ,1012,0,0,0,1/0.0,1/0.0,1/0.0,0
革命機ヴァルヴレイヴ,1013,4965,42,3,1/110.3,1/118.2,1/1655.0,0
革命機ヴァルヴレイヴ,1014,0,0,0,1/0.0,1/0.0,1/0.0,0
革命機ヴァルヴレイヴ,1015,1648,46,1,1/35.1,1/35.8,1/1648.0,0
革命機ヴァルヴレイヴ,1016,2092,9,1,1/209.2,1/232.4,1/2092.0,0
ゴッドイーター リザレクション,849,3178,33,7,1/79.5,1/96.3,1/454.0,0
ゴッドイーター リザレクション,850,1161,12,4,1/72.6,1/96.8,1/290.2,0
ゴッドイーター リザレクション,851,1105,15,2,1/65.0,1/73.7,1/552.5,0
ゴッドイーター リザレクション,852,2419,20,7,1/89.6,1/121.0,1/345.6,0
ゴッドイーター リザレクション,853,2526,9,6,1/168.4,1/280.7,1/421.0,0
ゴッドイーター リザレクション,854,1930,14,7,1/91.9,1/137.9,1/275.7,0
ゴッドイーター リザレクション,855,1946,10,4,1/139.0,1/194.6,1/486.5,0
ゴッドイーター リザレクション,856,2486,31,7,1/65.4,1/80.2,1/355.1,0
モンスターハンターライズ,857,1574,15,5,1/78.7,1/104.9,1/314.8,0
モンスターハンターライズ,858,505,3,2,1/101.0,1/168.3,1/252.5,0
モンスターハンターライズ,859,1510,5,2,1/215.7,1/302.0,1/755.0,0
モンスターハンターライズ,860,713,2,1,1/237.7,1/356.5,1/713.0,0
モンスターハンターライズ,861,2750,73,14,1/31.6,1/37.7,1/196.4,0
モンスターハンターライズ,862,3172,48,13,1/52.0,1/66.1,1/244.0,0
モンスターハンターライズ,863,3442,20,11,1/111.0,1/172.1,1/312.9,0
モンスターハンターライズ,864,1593,9,5,1/113.8,1/177.0,1/318.6,0
かぐや様は告らせたい,987,955,1,2,1/318.3,1/955.0,1/477.5,0
かぐや様は告らせたい,988,1662,6,0,1/277.0,1/277.0,1/0.0,0
かぐや様は告らせたい,989,831,2,2,1/207.8,1/415.5,1/415.5,0
かぐや様は告らせたい,990,4057,11,7,1/225.4,1/368.8,1/579.6,0
かぐや様は告らせたい,991,3640,21,5,1/140.0,1/173.3,1/728.0,0
