model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,2450,5,4,1/272.2,1/490.0,1/612.5,0
アイムジャグラーEX-TP,804,7046,37,17,1/130.5,1/190.4,1/414.5,0
アイムジャグラーEX-TP,805,5448,28,15,1/126.7,1/194.6,1/363.2,0
アイムジャグラーEX-TP,881,1840,1,5,1/306.7,1/1840.0,1/368.0,0
アイムジャグラーEX-TP,882,2120,4,5,1/235.6,1/530.0,1/424.0,0
アイムジャグラーEX-TP,883,4436,22,11,1/134.4,1/201.6,1/403.3,0
アイムジャグラーEX-TP,884,5825,26,26,1/112.0,1/224.0,1/224.0,0
アイムジャグラーEX-TP,885,5384,24,12,1/149.6,1/224.3,1/448.7,0
アイムジャグラーEX-TP,886,1644,2,4,1/274.0,1/822.0,1/411.0,0
アイムジャグラーEX-TP,887,3499,9,9,1/194.4,1/388.8,1/388.8,0
アイムジャグラーEX-TP,888,4191,10,9,1/220.6,1/419.1,1/465.7,0
アイムジャグラーEX-TP,889,2171,7,3,1/217.1,1/310.1,1/723.7,0
アイムジャグラーEX-TP,890,4735,14,14,1/169.1,1/338.2,1/338.2,0
アイムジャグラーEX-TP,891,1613,3,5,1/201.6,1/537.7,1/322.6,0
アイムジャグラーEX-TP,892,5181,18,18,1/143.9,1/287.8,1/287.8,0
アイムジャグラーEX-TP,893,5329,18,17,1/152.3,1/296.1,1/313.5,0
アイムジャグラーEX-TP,958,2576,9,7,1/161.0,1/286.2,1/368.0,0
アイムジャグラーEX-TP,959,2695,7,7,1/192.5,1/385.0,1/385.0,0
アイムジャグラーEX-TP,960,4031,23,12,1/115.2,1/175.3,1/335.9,0
アイムジャグラーEX-TP,961,3088,8,6,1/220.6,1/386.0,1/514.7,0
アイムジャグラーEX-TP,962,4207,14,10,1/175.3,1/300.5,1/420.7,0
アイムジャグラーEX-TP,963,2848,11,7,1/158.2,1/258.9,1/406.9,0
アイムジャグラーEX-TP,964,2634,6,8,1/188.1,1/439.0,1/329.2,0
アイムジャグラーEX-TP,965,3207,11,10,1/152.7,1/291.5,1/320.7,0
アイムジャグラーEX-TP,966,4948,37,8,1/110.0,1/133.7,1/618.5,0
スマスロ北斗の拳,905,1454,10,2,1/121.2,1/145.4,1/727.0,0
スマスロ北斗の拳,906,2112,29,5,1/62.1,1/72.8,1/422.4,0
スマスロ北斗の拳,907,758,5,2,1/108.3,1/151.6,1/379.0,0
スマスロ北斗の拳,908,4179,19,8,1/154.8,1/219.9,1/522.4,0
スマスロ北斗の拳,909,1654,13,3,1/103.4,1/127.2,1/551.3,0
スマスロ北斗の拳,910,1256,7,3,1/125.6,1/179.4,1/418.7,0
スマスロ北斗の拳,911,2176,70,5,1/29.0,1/31.1,1/435.2,0
スマスロ北斗の拳,912,2512,35,6,1/61.3,1/71.8,1/418.7,0
スマスロ北斗の拳,913,981,12,1,1/75.5,1/81.8,1/981.0,0
スマスロ北斗の拳,914,2427,15,4,1/127.7,1/161.8,1/606.8,0
スマスロ北斗の拳,915,1618,31,4,1/46.2,1/52.2,1/404.5,0
スマスロ北斗の拳,916,1445,18,3,1/68.8,1/80.3,1/481.7,0
スマスロ北斗の拳,935,2459,23,9,1/76.8,1/106.9,1/273.2,0
スマスロ北斗の拳,936,4279,40,15,1/77.8,1/107.0,1/285.3,0
スマスロ北斗の拳,937,2002,21,4,1/80.1,1/95.3,1/500.5,0
スマスロ北斗の拳,938,1838,26,8,1/54.1,1/70.7,1/229.8,0
スマスロ北斗の拳,939,839,6,2,1/104.9,1/139.8,1/419.5,0
スマスロ北斗の拳,940,1288,8,2,1/128.8,1/161.0,1/644.0,0
スマスロ北斗の拳,941,1696,12,4,1/106.0,1/141.3,1/424.0,0
スマスロ北斗の拳,942,716,4,1,1/143.2,1/179.0,1/716.0,0
スマスロ北斗の拳,943,1168,13,4,1/68.7,1/89.8,1/292.0,0
スマスロ北斗の拳,944,4085,25,8,1/123.8,1/163.4,1/510.6,0
スマスロ北斗の拳,945,4783,46,10,1/85.4,1/104.0,1/478.3,0
スマスロ北斗の拳,946,4594,43,13,1/82.0,1/106.8,1/353.4,0
マイジャグラーV,894,3757,16,5,1/178.9,1/234.8,1/751.4,0
マイジャグラーV,895,4380,20,6,1/168.5,1/219.0,1/730.0,0
マイジャグラーV,896,1125,2,3,1/225.0,1/562.5,1/375.0,0
マイジャグラーV,897,6714,29,18,1/142.9,1/231.5,1/373.0,0
マイジャグラーV,898,6221,22,13,1/177.7,1/282.8,1/478.5,0
マイジャグラーV,899,2315,7,1,1/289.4,1/330.7,1/2315.0,0
マイジャグラーV,900,3800,12,9,1/181.0,1/316.7,1/422.2,0
