model_name,unit_no,game,medals,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
沖ドキ!GOLD‐30,65,1406,869,12,7,0,1/74.0,1/117.2,1/200.9,1/0.0
沖ドキ!GOLD‐30,66,2580,-2626,4,5,0,1/286.7,1/645.0,1/516.0,1/0.0
沖ドキ!GOLD‐30,67,220,-350,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,68,2171,-828,10,4,0,1/155.1,1/217.1,1/542.8,1/0.0
沖ドキ!GOLD‐30,70,1066,939,11,3,0,1/76.1,1/96.9,1/355.3,1/0.0
沖ドキ!GOLD‐30,71,2156,-3039,1,2,0,1/718.7,1/2156.0,1/1078.0,1/0.0
沖ドキ!GOLD‐30,72,361,849,5,3,0,1/45.1,1/72.2,1/120.3,1/0.0
スマスロ北斗の拳,236,544,-384,3,1,0,1/136.0,1/181.3,1/544.0,1/0.0
スマスロ北斗の拳,237,980,26,11,4,0,1/65.3,1/89.1,1/245.0,1/0.0
スマスロ北斗の拳,238,926,-747,5,2,0,1/132.3,1/185.2,1/463.0,1/0.0
スマスロ北斗の拳,250,431,-316,2,1,0,1/143.7,1/215.5,1/431.0,1/0.0
スマスロ北斗の拳,251,579,-534,2,1,0,1/193.0,1/289.5,1/579.0,1/0.0
スマスロ北斗の拳,252,995,-762,4,1,0,1/199.0,1/248.8,1/995.0,1/0.0
スマスロ北斗の拳,308,523,720,10,2,0,1/43.6,1/52.3,1/261.5,1/0.0
スマスロ北斗の拳,310,400,121,6,2,0,1/50.0,1/66.7,1/200.0,1/0.0
スマスロ北斗の拳,311,733,-750,3,1,0,1/183.2,1/244.3,1/733.0,1/0.0
スマスロ北斗の拳,312,458,636,11,2,0,1/35.2,1/41.6,1/229.0,1/0.0
スマスロ北斗の拳,313,336,485,7,2,0,1/37.3,1/48.0,1/168.0,1/0.0
スマスロ北斗の拳,315,1044,-1086,4,1,0,1/208.8,1/261.0,1/1044.0,1/0.0
アイムジャグラーEX-TP,1,5899,453,24,15,0,1/151.3,1/245.8,1/393.3,1/0.0
アイムジャグラーEX-TP,2,1082,196,5,2,0,1/154.6,1/216.4,1/541.0,1/0.0
アイムジャグラーEX-TP,3,3588,305,16,7,0,1/156.0,1/224.2,1/512.6,1/0.0
アイムジャグラーEX-TP,5,3304,-1718,5,12,0,1/194.4,1/660.8,1/275.3,1/0.0
アイムジャグラーEX-TP,6,421,-272,1,0,0,1/421.0,1/421.0,1/0.0,1/0.0
アイムジャグラーEX-TP,7,2055,31,7,6,0,1/158.1,1/293.6,1/342.5,1/0.0
アイムジャグラーEX-TP,8,1513,-983,2,6,0,1/189.1,1/756.5,1/252.2,1/0.0
アイムジャグラーEX-TP,10,1280,-594,4,1,0,1/256.0,1/320.0,1/1280.0,1/0.0
アイムジャグラーEX-TP,107,1900,10,7,6,0,1/146.2,1/271.4,1/316.7,1/0.0
アイムジャグラーEX-TP,108,249,-328,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,110,4636,-208,20,10,0,1/154.5,1/231.8,1/463.6,1/0.0
ゴーゴージャグラー3,11,3671,1020,19,7,0,1/141.2,1/193.2,1/524.4,1/0.0
ゴーゴージャグラー3,12,1503,-379,4,5,0,1/167.0,1/375.8,1/300.6,1/0.0
ゴーゴージャグラー3,13,1311,-156,4,4,0,1/163.9,1/327.8,1/327.8,1/0.0
ゴーゴージャグラー3,15,6157,-526,22,24,0,1/133.8,1/279.9,1/256.5,1/0.0
ゴーゴージャグラー3,16,1166,-65,5,2,0,1/166.6,1/233.2,1/583.0,1/0.0
ゴーゴージャグラー3,17,3146,-1059,10,8,0,1/174.8,1/314.6,1/393.2,1/0.0
ゴーゴージャグラー3,18,1012,-857,1,2,0,1/337.3,1/1012.0,1/506.0,1/0.0
ゴーゴージャグラー3,20,5566,1601,29,15,0,1/126.5,1/191.9,1/371.1,1/0.0
ゴーゴージャグラー3,21,1911,-1031,4,4,0,1/238.9,1/477.8,1/477.8,1/0.0
ゴーゴージャグラー3,22,3409,44,13,10,0,1/148.2,1/262.2,1/340.9,1/0.0
からくりサーカス,155,1587,-658,20,5,0,1/63.5,1/79.3,1/317.4,1/0.0
からくりサーカス,156,2238,-2627,9,6,0,1/149.2,1/248.7,1/373.0,1/0.0
からくりサーカス,157,2833,316,33,8,0,1/69.1,1/85.8,1/354.1,1/0.0
からくりサーカス,158,95,-150,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
からくりサーカス,160,743,2297,15,3,0,1/41.3,1/49.5,1/247.7,1/0.0
からくりサーカス,161,3658,-4031,18,8,0,1/140.7,1/203.2,1/457.2,1/0.0
からくりサーカス,162,1810,-233,20,6,0,1/69.6,1/90.5,1/301.7,1/0.0
からくりサーカス,163,2114,-2216,11,3,0,1/151.0,1/192.2,1/704.7,1/0.0
からくりサーカス,165,5800,-4216,43,17,0,1/96.7,1/134.9,1/341.2,1/0.0
革命機ヴァルヴレイヴ,166,474,436,7,0,0,1/67.7,1/67.7,1/0.0,1/0.0
革命機ヴァルヴレイヴ,167,1180,-1724,3,1,0,1/295.0,1/393.3,1/1180.0,1/0.0
革命機ヴァルヴレイヴ,168,1331,-1066,9,3,0,1/110.9,1/147.9,1/443.7,1/0.0
革命機ヴァルヴレイヴ,170,1014,9417,68,0,0,1/14.9,1/14.9,1/0.0,1/0.0
革命機ヴァルヴレイヴ,171,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,172,8,-11,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,173,1879,3667,45,1,0,1/40.8,1/41.8,1/1879.0,1/0.0
革命機ヴァルヴレイヴ,175,412,-648,1,0,0,1/412.0,1/412.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,176,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
モンキーターンV,253,7153,2480,0,13,48,1/117.3,1/0.0,1/550.2,1/149.0
モンキーターンV,255,1464,-422,0,3,8,1/133.1,1/0.0,1/488.0,1/183.0
モンキーターンV,256,594,-548,0,1,2,1/198.0,1/0.0,1/594.0,1/297.0
モンキーターンV,257,8645,4629,0,22,63,1/101.7,1/0.0,1/393.0,1/137.2
モンキーターンV,258,753,-528,0,1,4,1/150.6,1/0.0,1/753.0,1/188.2
押忍！番長4,320,2453,2688,0,3,15,1/136.3,1/0.0,1/817.7,1/163.5
押忍！番長4,321,562,-821,0,0,1,1/562.0,1/0.0,1/0.0,1/562.0
押忍！番長4,322,105,-139,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,323,141,-166,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,325,156,-252,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ炎炎ノ消防隊,226,2849,1317,0,6,21,1/105.5,1/0.0,1/474.8,1/135.7
スマスロ炎炎ノ消防隊,227,1364,-567,0,3,5,1/170.5,1/0.0,1/454.7,1/272.8
スマスロ炎炎ノ消防隊,228,122,-147,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ炎炎ノ消防隊,230,1689,-683,0,5,5,1/168.9,1/0.0,1/337.8,1/337.8
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,221,3557,2927,30,0,48,1/45.6,1/118.6,1/0.0,1/74.1
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,222,84,-138,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,223,255,-397,1,0,0,1/255.0,1/255.0,1/0.0,1/0.0
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,225,2288,-75,19,0,18,1/61.8,1/120.4,1/0.0,1/127.1
ハッピージャグラーVIII,121,5104,783,21,16,0,1/137.9,1/243.0,1/319.0,1/0.0
ハッピージャグラーVIII,122,200,-265,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハッピージャグラーVIII,123,265,-120,1,0,0,1/265.0,1/265.0,1/0.0,1/0.0
ハッピージャグラーVIII,125,4166,776,19,12,0,1/134.4,1/219.3,1/347.2,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,300,2492,-2514,5,0,2,1/356.0,1/498.4,1/0.0,1/1246.0
戦国乙女4 戦乱に閃く炯眼の軍師,301,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,302,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,303,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!BLACK,73,1433,1756,15,11,0,1/55.1,1/95.5,1/130.3,1/0.0
沖ドキ!BLACK,75,1503,673,10,10,0,1/75.2,1/150.3,1/150.3,1/0.0
沖ドキ!BLACK,76,5891,-901,30,20,0,1/117.8,1/196.4,1/294.6,1/0.0
沖ドキ!BLACK,77,2106,-772,11,3,0,1/150.4,1/191.5,1/702.0,1/0.0
ありふれた職業で世界最強,177,1017,-660,0,3,4,1/145.3,1/0.0,1/339.0,1/254.2
ありふれた職業で世界最強,178,3826,2371,0,11,21,1/119.6,1/0.0,1/347.8,1/182.2
ありふれた職業で世界最強,180,123,-204,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ウルトラミラクルジャグラー,126,638,-301,1,3,0,1/159.5,1/638.0,1/212.7,1/0.0
ウルトラミラクルジャグラー,127,2959,1340,16,10,0,1/113.8,1/184.9,1/295.9,1/0.0
ウルトラミラクルジャグラー,128,927,-570,2,2,0,1/231.8,1/463.5,1/463.5,1/0.0
ガールズ&パンツァー 最終章,261,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ガールズ&パンツァー 最終章,262,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ガールズ&パンツァー 最終章,263,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
かぐや様は告らせたい,185,5764,-1966,22,8,25,1/104.8,1/262.0,1/720.5,1/230.6
かぐや様は告らせたい,186,6555,5252,47,7,28,1/79.9,1/139.5,1/936.4,1/234.1
かぐや様は告らせたい,187,3523,-2842,9,6,15,1/117.4,1/391.4,1/587.2,1/234.9
キン肉マン～7人の悪魔超人編～,270,1,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
キン肉マン～7人の悪魔超人編～,271,570,197,2,2,0,1/142.5,1/285.0,1/285.0,1/0.0
キン肉マン～7人の悪魔超人編～,272,349,-434,1,1,0,1/174.5,1/349.0,1/349.0,1/0.0
ゴジラ対エヴァンゲリオン,278,202,-322,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴジラ対エヴァンゲリオン,280,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴジラ対エヴァンゲリオン,281,1982,104,10,0,11,1/94.4,1/198.2,1/0.0,1/180.2
スーパーブラックジャック,316,3288,1975,0,1,42,1/76.5,1/0.0,1/3288.0,1/78.3
スーパーブラックジャック,317,3593,-2375,0,4,20,1/149.7,1/0.0,1/898.2,1/179.7
スーパーブラックジャック,318,4584,1144,0,2,35,1/123.9,1/0.0,1/2292.0,1/131.0
チバリヨ2,133,1028,-1028,4,1,0,1/205.6,1/257.0,1/1028.0,1/0.0
チバリヨ2,135,719,5394,23,12,0,1/20.5,1/31.3,1/59.9,1/0.0
チバリヨ2,136,502,4985,21,8,0,1/17.3,1/23.9,1/62.8,1/0.0
ミスタージャグラー,130,3293,2190,19,14,0,1/99.8,1/173.3,1/235.2,1/0.0
ミスタージャグラー,131,1028,-76,4,3,0,1/146.9,1/257.0,1/342.7,1/0.0
ミスタージャグラー,132,5620,987,21,31,0,1/108.1,1/267.6,1/181.3,1/0.0
モンスターハンターライズ,305,6259,-1415,0,20,44,1/97.8,1/0.0,1/312.9,1/142.2
モンスターハンターライズ,306,6518,3259,0,14,62,1/85.8,1/0.0,1/465.6,1/105.1
モンスターハンターライズ,307,5149,-1944,0,10,32,1/122.6,1/0.0,1/514.9,1/160.9
主役は銭形4,286,145,-220,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
主役は銭形4,287,1746,673,0,3,12,1/116.4,1/0.0,1/582.0,1/145.5
主役は銭形4,288,234,-141,0,1,1,1/117.0,1/0.0,1/234.0,1/234.0
回胴黙示録カイジ 狂宴,232,2250,3437,22,3,0,1/90.0,1/102.3,1/750.0,1/0.0
回胴黙示録カイジ 狂宴,233,1811,426,12,3,0,1/120.7,1/150.9,1/603.7,1/0.0
回胴黙示録カイジ 狂宴,235,1483,-923,7,3,0,1/148.3,1/211.9,1/494.3,1/0.0
戦姫絶唱シンフォギア 正義の歌,181,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,182,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,183,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
聖闘士星矢 海皇覚醒 CUSTOM EDITION,282,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
聖闘士星矢 海皇覚醒 CUSTOM EDITION,283,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
聖闘士星矢 海皇覚醒 CUSTOM EDITION,285,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
転生したらスライムだった件,327,956,-380,0,1,5,1/159.3,1/0.0,1/956.0,1/191.2
転生したらスライムだった件,328,150,-231,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
転生したらスライムだった件,330,765,130,0,3,5,1/95.6,1/0.0,1/255.0,1/153.0
L南国育ち,137,215,-255,0,1,0,1/215.0,1/0.0,1/215.0,1/0.0
L南国育ち,138,1269,-510,5,4,0,1/141.0,1/253.8,1/317.2,1/0.0
Re:ゼロから始める異世界生活 season2,152,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,153,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴッドイーター リザレクション,273,7177,6037,0,9,74,1/86.5,1/0.0,1/797.4,1/97.0
ゴッドイーター リザレクション,275,877,-757,0,2,4,1/146.2,1/0.0,1/438.5,1/219.2
ゴブリンスレイヤー,150,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴブリンスレイヤー,151,188,-271,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ジャグラーガールズ,116,838,-77,3,2,0,1/167.6,1/279.3,1/419.0,1/0.0
ジャグラーガールズ,117,5079,1566,27,14,0,1/123.9,1/188.1,1/362.8,1/0.0
バンドリ！,265,1445,-1321,0,4,5,1/160.6,1/0.0,1/361.2,1/289.0
バンドリ！,266,1182,847,0,3,11,1/84.4,1/0.0,1/394.0,1/107.5
ファンキージャグラー2,118,790,-223,3,1,0,1/197.5,1/263.3,1/790.0,1/0.0
ファンキージャグラー2,120,4819,1697,21,22,0,1/112.1,1/229.5,1/219.0,1/0.0
ルパン三世 大航海者の秘宝,267,2532,-2596,0,5,6,1/230.2,1/0.0,1/506.4,1/422.0
ルパン三世 大航海者の秘宝,268,962,-1105,0,2,3,1/192.4,1/0.0,1/481.0,1/320.7
七つの魔剣が支配する,276,2469,42,0,7,21,1/88.2,1/0.0,1/352.7,1/117.6
七つの魔剣が支配する,277,2747,-897,0,6,15,1/130.8,1/0.0,1/457.8,1/183.1
ディスクアップ2,111,3071,656,10,6,0,1/191.9,1/307.1,1/511.8,1/0.0
ハイパーラッシュ,112,2692,1077,13,5,0,1/149.6,1/207.1,1/538.4,1/0.0
バーサスリヴァイズ,113,4534,961,20,14,0,1/133.4,1/226.7,1/323.9,1/0.0
新ハナビ,115,2519,870,14,6,0,1/126.0,1/179.9,1/419.8,1/0.0
東京喰種,188,5316,467,0,16,33,1/108.5,1/0.0,1/332.2,1/161.1
にゃんこ大戦争 超神速,200,1542,-1245,0,0,7,1/220.3,1/0.0,1/0.0,1/220.3
ToLOVEるダークネス,201,1409,-742,9,0,4,1/108.4,1/156.6,1/0.0,1/352.2
HEY！エリートサラリーマン鏡,202,2159,-586,0,4,11,1/143.9,1/0.0,1/539.8,1/196.3
ラブ嬢3～Wご指名はいかがですか?～,203,841,-481,0,1,4,1/168.2,1/0.0,1/841.0,1/210.2
ゾンビランドサガ,205,438,-321,2,0,0,1/219.0,1/219.0,1/0.0,1/0.0
バイオハザード5,206,4547,-2974,0,10,14,1/189.5,1/0.0,1/454.7,1/324.8
今日から俺は!! パチスロ編,207,1700,-1011,3,2,0,1/340.0,1/566.7,1/850.0,1/0.0
聖戦士ダンバイン,208,44,-72,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
真・一騎当千,210,652,-823,0,2,2,1/163.0,1/0.0,1/326.0,1/326.0
ゴールデンカムイ,211,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
閃乱カグラ2 SHINOVI MASTER,212,37,-47,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
マジカルハロウィン8,213,12,-8,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
頭文字D 2nd,215,3223,1264,0,6,35,1/78.6,1/0.0,1/537.2,1/92.1
L サラリーマン金太郎,216,601,-317,0,1,3,1/150.2,1/0.0,1/601.0,1/200.3
バキ 強くなりたくば喰らえ!!!,217,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
とある魔術の禁書目録,218,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
コードギアス 反逆のルルーシュ/復活のルルーシュ,220,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
