model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,2662,7,8,1/177.5,1/380.3,1/332.8,0
アイムジャグラーEX-TP,804,4680,16,14,1/156.0,1/292.5,1/334.3,0
アイムジャグラーEX-TP,805,2412,9,4,1/185.5,1/268.0,1/603.0,0
アイムジャグラーEX-TP,881,628,0,2,1/314.0,1/0.0,1/314.0,0
アイムジャグラーEX-TP,882,4671,21,10,1/150.7,1/222.4,1/467.1,0
アイムジャグラーEX-TP,883,7414,28,20,1/154.5,1/264.8,1/370.7,0
アイムジャグラーEX-TP,884,3648,18,4,1/165.8,1/202.7,1/912.0,0
アイムジャグラーEX-TP,885,5680,21,11,1/177.5,1/270.5,1/516.4,0
アイムジャグラーEX-TP,886,3994,14,13,1/147.9,1/285.3,1/307.2,0
アイムジャグラーEX-TP,887,6468,21,26,1/137.6,1/308.0,1/248.8,0
アイムジャグラーEX-TP,888,1843,8,3,1/167.5,1/230.4,1/614.3,0
アイムジャグラーEX-TP,889,3039,6,10,1/189.9,1/506.5,1/303.9,0
アイムジャグラーEX-TP,890,6078,24,19,1/141.3,1/253.2,1/319.9,0
アイムジャグラーEX-TP,891,6547,25,26,1/128.4,1/261.9,1/251.8,0
アイムジャグラーEX-TP,892,783,3,1,1/195.8,1/261.0,1/783.0,0
アイムジャグラーEX-TP,893,4154,22,10,1/129.8,1/188.8,1/415.4,0
アイムジャグラーEX-TP,958,2461,10,3,1/189.3,1/246.1,1/820.3,0
アイムジャグラーEX-TP,959,453,0,1,1/453.0,1/0.0,1/453.0,0
アイムジャグラーEX-TP,960,3163,13,7,1/158.2,1/243.3,1/451.9,0
アイムジャグラーEX-TP,961,948,2,1,1/316.0,1/474.0,1/948.0,0
アイムジャグラーEX-TP,962,4443,22,8,1/148.1,1/202.0,1/555.4,0
アイムジャグラーEX-TP,963,1856,5,3,1/232.0,1/371.2,1/618.7,0
アイムジャグラーEX-TP,964,5588,22,11,1/169.3,1/254.0,1/508.0,0
アイムジャグラーEX-TP,965,1711,6,2,1/213.9,1/285.2,1/855.5,0
アイムジャグラーEX-TP,966,3852,18,6,1/160.5,1/214.0,1/642.0,0
スマスロ北斗の拳,905,2212,14,3,1/130.1,1/158.0,1/737.3,0
スマスロ北斗の拳,906,2837,21,6,1/105.1,1/135.1,1/472.8,0
スマスロ北斗の拳,907,1093,17,2,1/57.5,1/64.3,1/546.5,0
スマスロ北斗の拳,908,2772,35,8,1/64.5,1/79.2,1/346.5,0
スマスロ北斗の拳,909,2812,34,8,1/67.0,1/82.7,1/351.5,0
スマスロ北斗の拳,910,1384,48,1,1/28.2,1/28.8,1/1384.0,0
スマスロ北斗の拳,911,3587,20,7,1/132.9,1/179.3,1/512.4,0
スマスロ北斗の拳,912,2314,24,5,1/79.8,1/96.4,1/462.8,0
スマスロ北斗の拳,913,1749,22,3,1/70.0,1/79.5,1/583.0,0
スマスロ北斗の拳,914,4901,37,12,1/100.0,1/132.5,1/408.4,0
スマスロ北斗の拳,915,2021,10,4,1/144.4,1/202.1,1/505.2,0
スマスロ北斗の拳,916,6088,82,19,1/60.3,1/74.2,1/320.4,0
スマスロ北斗の拳,935,5014,56,15,1/70.6,1/89.5,1/334.3,0
スマスロ北斗の拳,936,2437,23,3,1/93.7,1/106.0,1/812.3,0
スマスロ北斗の拳,937,2397,37,6,1/55.7,1/64.8,1/399.5,0
スマスロ北斗の拳,938,1356,32,1,1/41.1,1/42.4,1/1356.0,0
スマスロ北斗の拳,939,2225,20,3,1/96.7,1/111.2,1/741.7,0
スマスロ北斗の拳,940,576,8,2,1/57.6,1/72.0,1/288.0,0
スマスロ北斗の拳,941,3314,31,6,1/89.6,1/106.9,1/552.3,0
スマスロ北斗の拳,942,6642,29,14,1/154.5,1/229.0,1/474.4,0
スマスロ北斗の拳,943,2547,19,8,1/94.3,1/134.1,1/318.4,0
スマスロ北斗の拳,944,957,7,1,1/119.6,1/136.7,1/957.0,0
スマスロ北斗の拳,945,4826,47,14,1/79.1,1/102.7,1/344.7,0
スマスロ北斗の拳,946,3467,26,11,1/93.7,1/133.3,1/315.2,0
マイジャグラーV,894,7162,26,21,1/152.4,1/275.5,1/341.0,0
マイジャグラーV,895,8004,30,27,1/140.4,1/266.8,1/296.4,0
マイジャグラーV,896,6414,26,24,1/128.3,1/246.7,1/267.2,0
マイジャグラーV,897,4480,15,9,1/186.7,1/298.7,1/497.8,0
マイジャグラーV,898,5964,19,18,1/161.2,1/313.9,1/331.3,0
マイジャグラーV,899,4346,12,15,1/161.0,1/362.2,1/289.7,0
マイジャグラーV,900,6649,21,19,1/166.2,1/316.6,1/349.9,0
マイジャグラーV,901,7526,30,25,1/136.8,1/250.9,1/301.0,0
マイジャグラーV,902,3810,15,9,1/158.8,1/254.0,1/423.3,0
マイジャグラーV,903,2818,12,8,1/140.9,1/234.8,1/352.2,0
マイジャグラーV,904,6499,24,21,1/144.4,1/270.8,1/309.5,0
マイジャグラーV,947,4663,11,13,1/194.3,1/423.9,1/358.7,0
マイジャグラーV,948,8620,33,34,1/128.7,1/261.2,1/253.5,0
マイジャグラーV,949,6930,26,21,1/147.4,1/266.5,1/330.0,0
マイジャグラーV,950,5538,16,28,1/125.9,1/346.1,1/197.8,0
マイジャグラーV,951,5400,17,20,1/145.9,1/317.6,1/270.0,0
マイジャグラーV,952,4271,22,14,1/118.6,1/194.1,1/305.1,0
マイジャグラーV,953,5769,14,19,1/174.8,1/412.1,1/303.6,0
マイジャグラーV,954,4827,24,9,1/146.3,1/201.1,1/536.3,0
マイジャグラーV,955,4965,16,14,1/165.5,1/310.3,1/354.6,0
マイジャグラーV,956,6179,24,16,1/154.5,1/257.5,1/386.2,0
