model_name,unit_no,game,medals,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
キングハナハナ-30,23,5701,-510,21,10,0,1/183.9,1/271.5,1/570.1,1/0.0
キングハナハナ-30,25,6762,-569,23,16,0,1/173.4,1/294.0,1/422.6,1/0.0
キングハナハナ-30,26,6800,-249,23,17,0,1/170.0,1/295.7,1/400.0,1/0.0
キングハナハナ-30,27,4476,-514,13,12,0,1/179.0,1/344.3,1/373.0,1/0.0
キングハナハナ-30,28,6812,-3065,14,13,0,1/252.3,1/486.6,1/524.0,1/0.0
キングハナハナ-30,30,3350,-759,10,6,0,1/209.4,1/335.0,1/558.3,1/0.0
キングハナハナ-30,31,3799,-1068,11,4,0,1/253.3,1/345.4,1/949.8,1/0.0
キングハナハナ-30,32,7289,1276,31,18,0,1/148.8,1/235.1,1/404.9,1/0.0
キングハナハナ-30,33,3711,-360,13,6,0,1/195.3,1/285.5,1/618.5,1/0.0
キングハナハナ-30,35,2873,-1724,7,2,0,1/319.2,1/410.4,1/1436.5,1/0.0
キングハナハナ-30,36,2078,-1098,4,3,0,1/296.9,1/519.5,1/692.7,1/0.0
キングハナハナ-30,37,8483,2747,41,21,0,1/136.8,1/206.9,1/404.0,1/0.0
キングハナハナ-30,38,7672,-642,26,18,0,1/174.4,1/295.1,1/426.2,1/0.0
キングハナハナ-30,50,8919,3623,43,26,0,1/129.3,1/207.4,1/343.0,1/0.0
キングハナハナ-30,51,5922,517,23,14,0,1/160.1,1/257.5,1/423.0,1/0.0
キングハナハナ-30,52,7436,2620,35,22,0,1/130.5,1/212.5,1/338.0,1/0.0
キングハナハナ-30,53,7343,-545,26,11,0,1/198.5,1/282.4,1/667.5,1/0.0
キングハナハナ-30,55,4219,-340,14,8,0,1/191.8,1/301.4,1/527.4,1/0.0
マイジャグラーV,78,8707,1043,28,45,0,1/119.3,1/311.0,1/193.5,1/0.0
マイジャグラーV,80,5711,-1045,18,14,0,1/178.5,1/317.3,1/407.9,1/0.0
マイジャグラーV,81,6571,-41,24,20,0,1/149.3,1/273.8,1/328.6,1/0.0
マイジャグラーV,82,2286,-938,6,4,0,1/228.6,1/381.0,1/571.5,1/0.0
マイジャグラーV,83,8764,1432,36,28,0,1/136.9,1/243.4,1/313.0,1/0.0
マイジャグラーV,85,8013,2716,35,39,0,1/108.3,1/228.9,1/205.5,1/0.0
マイジャグラーV,86,2314,-1067,5,5,0,1/231.4,1/462.8,1/462.8,1/0.0
マイジャグラーV,87,5573,-283,21,11,0,1/174.2,1/265.4,1/506.6,1/0.0
マイジャグラーV,88,8723,2623,42,28,0,1/124.6,1/207.7,1/311.5,1/0.0
マイジャグラーV,100,7168,921,31,17,0,1/149.3,1/231.2,1/421.6,1/0.0
マイジャグラーV,101,4872,-1190,13,14,0,1/180.4,1/374.8,1/348.0,1/0.0
マイジャグラーV,102,5516,-1020,16,14,0,1/183.9,1/344.8,1/394.0,1/0.0
マイジャグラーV,103,7030,537,25,32,0,1/123.3,1/281.2,1/219.7,1/0.0
マイジャグラーV,105,4792,-1810,10,16,0,1/184.3,1/479.2,1/299.5,1/0.0
マイジャグラーV,106,4673,-1868,11,11,0,1/212.4,1/424.8,1/424.8,1/0.0
沖ドキ!GOLD‐30,56,4092,835,28,15,0,1/95.2,1/146.1,1/272.8,1/0.0
沖ドキ!GOLD‐30,57,1118,276,8,4,0,1/93.2,1/139.8,1/279.5,1/0.0
沖ドキ!GOLD‐30,58,3060,-2499,8,8,0,1/191.2,1/382.5,1/382.5,1/0.0
沖ドキ!GOLD‐30,60,955,2536,17,4,0,1/45.5,1/56.2,1/238.8,1/0.0
沖ドキ!GOLD‐30,61,3075,-1586,13,5,0,1/170.8,1/236.5,1/615.0,1/0.0
沖ドキ!GOLD‐30,62,3622,1407,29,11,0,1/90.5,1/124.9,1/329.3,1/0.0
沖ドキ!GOLD‐30,63,566,4822,25,4,0,1/19.5,1/22.6,1/141.5,1/0.0
沖ドキ!GOLD‐30,65,2879,-532,15,9,0,1/120.0,1/191.9,1/319.9,1/0.0
沖ドキ!GOLD‐30,66,1907,-610,9,5,0,1/136.2,1/211.9,1/381.4,1/0.0
沖ドキ!GOLD‐30,67,1767,-1048,8,1,0,1/196.3,1/220.9,1/1767.0,1/0.0
沖ドキ!GOLD‐30,68,2152,-1490,7,4,0,1/195.6,1/307.4,1/538.0,1/0.0
沖ドキ!GOLD‐30,70,4769,-3684,13,13,0,1/183.4,1/366.8,1/366.8,1/0.0
