model_name,unit_no,game,BB,RB,合成確率,BB確率,RB確率,medals
アイムジャグラーEX-TP,803,7063,26,22,1/147.1,1/271.7,1/321.0,0
アイムジャグラーEX-TP,804,1188,3,1,1/297.0,1/396.0,1/1188.0,0
アイムジャグラーEX-TP,805,5836,23,16,1/149.6,1/253.7,1/364.8,0
アイムジャグラーEX-TP,881,5199,20,15,1/148.5,1/259.9,1/346.6,0
アイムジャグラーEX-TP,882,3655,8,14,1/166.1,1/456.9,1/261.1,0
アイムジャグラーEX-TP,883,5555,20,15,1/158.7,1/277.8,1/370.3,0
アイムジャグラーEX-TP,884,2457,6,4,1/245.7,1/409.5,1/614.2,0
アイムジャグラーEX-TP,885,5752,25,17,1/137.0,1/230.1,1/338.4,0
アイムジャグラーEX-TP,886,813,2,1,1/271.0,1/406.5,1/813.0,0
アイムジャグラーEX-TP,887,2691,12,6,1/149.5,1/224.2,1/448.5,0
アイムジャグラーEX-TP,888,6859,26,22,1/142.9,1/263.8,1/311.8,0
アイムジャグラーEX-TP,889,4020,13,8,1/191.4,1/309.2,1/502.5,0
アイムジャグラーEX-TP,890,3606,10,17,1/133.6,1/360.6,1/212.1,0
アイムジャグラーEX-TP,891,4551,15,14,1/156.9,1/303.4,1/325.1,0
アイムジャグラーEX-TP,892,3899,12,10,1/177.2,1/324.9,1/389.9,0
アイムジャグラーEX-TP,893,3014,7,9,1/188.4,1/430.6,1/334.9,0
アイムジャグラーEX-TP,958,1606,5,4,1/178.4,1/321.2,1/401.5,0
アイムジャグラーEX-TP,959,3316,18,7,1/132.6,1/184.2,1/473.7,0
アイムジャグラーEX-TP,960,1170,3,3,1/195.0,1/390.0,1/390.0,0
アイムジャグラーEX-TP,961,4441,19,9,1/158.6,1/233.7,1/493.4,0
アイムジャグラーEX-TP,962,3701,19,5,1/154.2,1/194.8,1/740.2,0
アイムジャグラーEX-TP,963,1322,4,1,1/264.4,1/330.5,1/1322.0,0
アイムジャグラーEX-TP,964,2671,7,8,1/178.1,1/381.6,1/333.9,0
アイムジャグラーEX-TP,965,4186,13,12,1/167.4,1/322.0,1/348.8,0
アイムジャグラーEX-TP,966,2268,6,4,1/226.8,1/378.0,1/567.0,0
スマスロ北斗の拳,905,4918,43,8,1/96.4,1/114.4,1/614.8,0
スマスロ北斗の拳,906,3148,85,9,1/33.5,1/37.0,1/349.8,0
スマスロ北斗の拳,907,1670,20,4,1/69.6,1/83.5,1/417.5,0
スマスロ北斗の拳,908,6041,37,13,1/120.8,1/163.3,1/464.7,0
スマスロ北斗の拳,909,765,31,1,1/23.9,1/24.7,1/765.0,0
スマスロ北斗の拳,910,4783,59,13,1/66.4,1/81.1,1/367.9,0
スマスロ北斗の拳,911,2510,22,4,1/96.5,1/114.1,1/627.5,0
スマスロ北斗の拳,912,3241,33,10,1/75.4,1/98.2,1/324.1,0
スマスロ北斗の拳,913,2769,45,7,1/53.2,1/61.5,1/395.6,0
スマスロ北斗の拳,914,4455,52,7,1/75.5,1/85.7,1/636.4,0
スマスロ北斗の拳,915,3981,29,6,1/113.7,1/137.3,1/663.5,0
スマスロ北斗の拳,916,4957,81,21,1/48.6,1/61.2,1/236.0,0
