台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率,date,hall_name,machine_name
1022,"5,379","-2,003",14,13.0,1/199.2,1/384.2,1/413.8,2024-08-08,EXA_FIRST,マイジャグラーV
1023,"2,593",-888,6,7.0,1/199.5,1/432.2,1/370.4,2024-08-08,EXA_FIRST,マイジャグラーV
1024,"7,832","+2,938",32,44.0,1/103.1,1/244.8,1/178.0,2024-08-08,EXA_FIRST,マイジャグラーV
1025,"8,559","+3,635",40,41.0,1/105.7,1/214.0,1/208.8,2024-08-08,EXA_FIRST,マイジャグラーV
1026,"6,506",+535,26,15.0,1/158.7,1/250.2,1/433.7,2024-08-08,EXA_FIRST,マイジャグラーV
1027,"8,250","+2,409",39,31.0,1/117.9,1/211.5,1/266.1,2024-08-08,EXA_FIRST,マイジャグラーV
1028,"5,407",-426,21,9.0,1/180.2,1/257.5,1/600.8,2024-08-08,EXA_FIRST,マイジャグラーV
1029,"3,580",-474,14,6.0,1/179.0,1/255.7,1/596.7,2024-08-08,EXA_FIRST,マイジャグラーV
1030,"9,131","+3,838",42,41.0,1/110.0,1/217.4,1/222.7,2024-08-08,EXA_FIRST,マイジャグラーV
1031,"3,320",+115,14,9.0,1/144.3,1/237.1,1/368.9,2024-08-08,EXA_FIRST,マイジャグラーV
1032,"8,465","+2,338",40,25.0,1/130.2,1/211.6,1/338.6,2024-08-08,EXA_FIRST,マイジャグラーV
1033,"7,486","+2,038",35,24.0,1/126.9,1/213.9,1/311.9,2024-08-08,EXA_FIRST,マイジャグラーV
1034,"5,555","-1,300",16,14.0,1/185.2,1/347.2,1/396.8,2024-08-08,EXA_FIRST,マイジャグラーV
1035,"8,977","+3,515",42,39.0,1/110.8,1/213.7,1/230.2,2024-08-08,EXA_FIRST,マイジャグラーV
1036,"7,542",-991,23,25.0,1/157.1,1/327.9,1/301.7,2024-08-08,EXA_FIRST,マイジャグラーV
1037,"8,061","+2,268",34,34.0,1/118.5,1/237.1,1/237.1,2024-08-08,EXA_FIRST,マイジャグラーV
1038,"8,666","+2,426",42,26.0,1/127.4,1/206.3,1/333.3,2024-08-08,EXA_FIRST,マイジャグラーV
1039,"7,911","+1,103",33,21.0,1/146.5,1/239.7,1/376.7,2024-08-08,EXA_FIRST,マイジャグラーV
1040,"5,108","-1,029",17,10.0,1/189.2,1/300.5,1/510.8,2024-08-08,EXA_FIRST,マイジャグラーV
1041,"8,276","+2,215",37,33.0,1/118.2,1/223.7,1/250.8,2024-08-08,EXA_FIRST,マイジャグラーV
1042,"2,782",-732,9,3.0,1/231.8,1/309.1,1/927.3,2024-08-08,EXA_FIRST,マイジャグラーV
1043,"9,421",+876,33,38.0,1/132.7,1/285.5,1/247.9,2024-08-08,EXA_FIRST,マイジャグラーV
1044,"3,490",-697,11,8.0,1/183.7,1/317.3,1/436.2,2024-08-08,EXA_FIRST,マイジャグラーV
1045,"7,989","+2,638",38,30.0,1/117.5,1/210.2,1/266.3,2024-08-08,EXA_FIRST,マイジャグラーV
1046,"5,032","-1,582",13,16.0,1/173.5,1/387.1,1/314.5,2024-08-08,EXA_FIRST,マイジャグラーV
1047,"4,926","-1,582",14,10.0,1/205.2,1/351.9,1/492.6,2024-08-08,EXA_FIRST,マイジャグラーV
1048,"8,162","+3,706",42,34.0,1/107.4,1/194.3,1/240.1,2024-08-08,EXA_FIRST,マイジャグラーV
1049,"4,195",+876,18,16.0,1/123.4,1/233.1,1/262.2,2024-08-08,EXA_FIRST,マイジャグラーV
1050,"6,670",+535,32,12.0,1/151.6,1/208.4,1/555.8,2024-08-08,EXA_FIRST,マイジャグラーV
1069,"8,155","+2,426",41,21.0,1/131.5,1/198.9,1/388.3,2024-08-08,EXA_FIRST,マイジャグラーV
1070,"4,624","-1,100",12,10.0,1/210.2,1/385.3,1/462.4,2024-08-08,EXA_FIRST,マイジャグラーV
1071,"2,752","-1,441",5,6.0,1/250.2,1/550.4,1/458.7,2024-08-08,EXA_FIRST,マイジャグラーV
1072,"5,721","+2,462",29,21.0,1/114.4,1/197.3,1/272.4,2024-08-08,EXA_FIRST,マイジャグラーV
1073,"7,484",+865,28,27.0,1/136.1,1/267.3,1/277.2,2024-08-08,EXA_FIRST,マイジャグラーV
1074,"7,572","+1,347",34,22.0,1/135.2,1/222.7,1/344.2,2024-08-08,EXA_FIRST,マイジャグラーV
1075,"6,927",+132,28,22.0,1/138.5,1/247.4,1/314.9,2024-08-08,EXA_FIRST,マイジャグラーV
1076,"4,643",-962,15,10.0,1/185.7,1/309.5,1/464.3,2024-08-08,EXA_FIRST,マイジャグラーV
1077,"8,909","+2,656",36,40.0,1/117.2,1/247.5,1/222.7,2024-08-08,EXA_FIRST,マイジャグラーV
1078,"5,826",-515,18,18.0,1/161.8,1/323.7,1/323.7,2024-08-08,EXA_FIRST,マイジャグラーV
1079,"7,657","+4,309",44,26.0,1/109.4,1/174.0,1/294.5,2024-08-08,EXA_FIRST,マイジャグラーV
1080,"5,193",+68,23,9.0,1/162.3,1/225.8,1/577.0,2024-08-08,EXA_FIRST,マイジャグラーV
1081,"7,754","+1,135",34,19.0,1/146.3,1/228.1,1/408.1,2024-08-08,EXA_FIRST,マイジャグラーV
1082,"5,821","+1,350",28,12.0,1/145.5,1/207.9,1/485.1,2024-08-08,EXA_FIRST,マイジャグラーV
1083,"7,853",-182,27,29.0,1/140.2,1/290.9,1/270.8,2024-08-08,EXA_FIRST,マイジャグラーV
1084,"7,469",+382,29,28.0,1/131.0,1/257.6,1/266.8,2024-08-08,EXA_FIRST,マイジャグラーV
1085,"8,005",+794,31,30.0,1/131.2,1/258.2,1/266.8,2024-08-08,EXA_FIRST,マイジャグラーV
1086,"7,093",+38,28,15.0,1/165.0,1/253.3,1/472.9,2024-08-08,EXA_FIRST,マイジャグラーV
1087,"4,364","-1,053",11,14.0,1/174.6,1/396.7,1/311.7,2024-08-08,EXA_FIRST,マイジャグラーV
1088,"6,962","-1,865",17,22.0,1/178.5,1/409.5,1/316.5,2024-08-08,EXA_FIRST,マイジャグラーV
1089,"5,745","-1,253",15,17.0,1/179.5,1/383.0,1/337.9,2024-08-08,EXA_FIRST,マイジャグラーV
1090,"4,149","-1,829",7,15.0,1/188.6,1/592.7,1/276.6,2024-08-08,EXA_FIRST,マイジャグラーV
1091,"9,428","+4,162",44,46.0,1/104.8,1/214.3,1/205.0,2024-08-08,EXA_FIRST,マイジャグラーV
1092,"6,256",-662,23,17.0,1/156.4,1/272.0,1/368.0,2024-08-08,EXA_FIRST,マイジャグラーV
1093,"8,539","+2,497",39,31.0,1/122.0,1/218.9,1/275.5,2024-08-08,EXA_FIRST,マイジャグラーV
1094,"1,904",-921,6,1.0,1/272.0,1/317.3,1/1904.0,2024-08-08,EXA_FIRST,マイジャグラーV
1095,"5,122",+488,22,9.0,1/165.2,1/232.8,1/569.1,2024-08-08,EXA_FIRST,マイジャグラーV
1096,"6,939",+959,29,21.0,1/138.8,1/239.3,1/330.4,2024-08-08,EXA_FIRST,マイジャグラーV
1097,"5,262",-676,18,11.0,1/181.4,1/292.3,1/478.4,2024-08-08,EXA_FIRST,マイジャグラーV
1098,"7,116",+724,29,20.0,1/145.2,1/245.4,1/355.8,2024-08-08,EXA_FIRST,マイジャグラーV
1099,"4,286",-853,15,7.0,1/194.8,1/285.7,1/612.3,2024-08-08,EXA_FIRST,マイジャグラーV
1001,"6,481",+103,27,15.0,1/154.3,1/240.0,1/432.1,2024-08-09,EXA_FIRST,マイジャグラーV
1002,"5,589","+1,018",24,18.0,1/133.1,1/232.9,1/310.5,2024-08-09,EXA_FIRST,マイジャグラーV
1003,"1,335",-568,4,1.0,1/267.0,1/333.8,1/1335.0,2024-08-09,EXA_FIRST,マイジャグラーV
1004,"2,723","+1,300",15,9.0,1/113.5,1/181.5,1/302.6,2024-08-09,EXA_FIRST,マイジャグラーV
1005,"4,033",-132,14,13.0,1/149.4,1/288.1,1/310.2,2024-08-09,EXA_FIRST,マイジャグラーV
1006,645,-203,2,1.0,1/215.0,1/322.5,1/645.0,2024-08-09,EXA_FIRST,マイジャグラーV
1007,"4,169",+356,17,16.0,1/126.3,1/245.2,1/260.6,2024-08-09,EXA_FIRST,マイジャグラーV
1008,"1,667",-303,6,1.0,1/238.1,1/277.8,1/1667.0,2024-08-09,EXA_FIRST,マイジャグラーV
1009,"2,645",-950,6,8.0,1/188.9,1/440.8,1/330.6,2024-08-09,EXA_FIRST,マイジャグラーV
1010,"6,130","-1,124",17,21.0,1/161.3,1/360.6,1/291.9,2024-08-09,EXA_FIRST,マイジャグラーV
1011,"2,878",+168,13,8.0,1/137.0,1/221.4,1/359.8,2024-08-09,EXA_FIRST,マイジャグラーV
1012,"6,995","+1,606",33,25.0,1/120.6,1/212.0,1/279.8,2024-08-09,EXA_FIRST,マイジャグラーV
1013,903,-674,1,2.0,1/301.0,1/903.0,1/451.5,2024-08-09,EXA_FIRST,マイジャグラーV
1014,"5,016",+897,23,14.0,1/135.6,1/218.1,1/358.3,2024-08-09,EXA_FIRST,マイジャグラーV
1015,"4,603",+15,19,10.0,1/158.7,1/242.3,1/460.3,2024-08-09,EXA_FIRST,マイジャグラーV
1016,"6,654","+1,968",33,24.0,1/116.7,1/201.6,1/277.2,2024-08-09,EXA_FIRST,マイジャグラーV
1017,"5,999",+876,24,19.0,1/139.5,1/250.0,1/315.7,2024-08-09,EXA_FIRST,マイジャグラーV
1018,"2,144",-632,6,6.0,1/178.7,1/357.3,1/357.3,2024-08-09,EXA_FIRST,マイジャグラーV
1019,"3,414",-50,15,5.0,1/170.7,1/227.6,1/682.8,2024-08-09,EXA_FIRST,マイジャグラーV
1020,"4,770","-2,321",9,13.0,1/216.8,1/530.0,1/366.9,2024-08-09,EXA_FIRST,マイジャグラーV
1021,"2,471",+468,10,7.0,1/145.4,1/247.1,1/353.0,2024-08-09,EXA_FIRST,マイジャグラーV
1022,"7,427",+256,23,28.0,1/145.6,1/322.9,1/265.2,2024-08-09,EXA_FIRST,マイジャグラーV
1023,"6,416",+653,24,21.0,1/142.6,1/267.3,1/305.5,2024-08-09,EXA_FIRST,マイジャグラーV
1024,"8,251","+1,085",35,22.0,1/144.8,1/235.7,1/375.0,2024-08-09,EXA_FIRST,マイジャグラーV
1025,"1,766",+126,8,2.0,1/176.6,1/220.8,1/883.0,2024-08-09,EXA_FIRST,マイジャグラーV
1026,"6,697","+1,065",31,17.0,1/139.5,1/216.0,1/393.9,2024-08-09,EXA_FIRST,マイジャグラーV
1027,"7,651",-206,28,20.0,1/159.4,1/273.2,1/382.6,2024-08-09,EXA_FIRST,マイジャグラーV
1028,"1,228","-1,147",1,0.0,1/1228.0,1/1228.0,1/0.0,2024-08-09,EXA_FIRST,マイジャグラーV
1029,"5,162",+479,18,22.0,1/129.1,1/286.8,1/234.6,2024-08-09,EXA_FIRST,マイジャグラーV
1030,"4,932",+368,20,15.0,1/140.9,1/246.6,1/328.8,2024-08-09,EXA_FIRST,マイジャグラーV
1031,"1,313",-156,6,2.0,1/164.1,1/218.8,1/656.5,2024-08-09,EXA_FIRST,マイジャグラーV
1032,"3,890",-391,16,6.0,1/176.8,1/243.1,1/648.3,2024-08-09,EXA_FIRST,マイジャグラーV
1033,"7,264",+750,30,21.0,1/142.4,1/242.1,1/345.9,2024-08-09,EXA_FIRST,マイジャグラーV
1034,"1,434",-338,3,6.0,1/159.3,1/478.0,1/239.0,2024-08-09,EXA_FIRST,マイジャグラーV
1035,"2,664",+162,11,6.0,1/156.7,1/242.2,1/444.0,2024-08-09,EXA_FIRST,マイジャグラーV
1036,"8,107",+147,29,27.0,1/144.8,1/279.6,1/300.3,2024-08-09,EXA_FIRST,マイジャグラーV
1037,"6,846",+438,26,22.0,1/142.6,1/263.3,1/311.2,2024-08-09,EXA_FIRST,マイジャグラーV
1038,"1,747",-109,6,3.0,1/194.1,1/291.2,1/582.3,2024-08-09,EXA_FIRST,マイジャグラーV
1039,"4,831",-485,17,15.0,1/151.0,1/284.2,1/322.1,2024-08-09,EXA_FIRST,マイジャグラーV
1040,"2,789","-1,029",7,9.0,1/174.3,1/398.4,1/309.9,2024-08-09,EXA_FIRST,マイジャグラーV
1041,"1,796",-832,5,1.0,1/299.3,1/359.2,1/1796.0,2024-08-09,EXA_FIRST,マイジャグラーV
1042,"6,066",+112,25,15.0,1/151.7,1/242.6,1/404.4,2024-08-09,EXA_FIRST,マイジャグラーV
1043,"3,969",+3,17,7.0,1/165.4,1/233.5,1/567.0,2024-08-09,EXA_FIRST,マイジャグラーV
1044,"2,613",-632,6,7.0,1/201.0,1/435.5,1/373.3,2024-08-09,EXA_FIRST,マイジャグラーV
1045,"3,523",-632,12,6.0,1/195.7,1/293.6,1/587.2,2024-08-09,EXA_FIRST,マイジャグラーV
1046,"5,039","+1,650",24,19.0,1/117.2,1/210.0,1/265.2,2024-08-09,EXA_FIRST,マイジャグラーV
1047,"1,581",-876,3,3.0,1/263.5,1/527.0,1/527.0,2024-08-09,EXA_FIRST,マイジャグラーV
1048,"1,695",-250,5,4.0,1/188.3,1/339.0,1/423.8,2024-08-09,EXA_FIRST,マイジャグラーV
1049,"3,676",-126,13,10.0,1/159.8,1/282.8,1/367.6,2024-08-09,EXA_FIRST,マイジャグラーV
1050,"6,498","+1,606",28,24.0,1/125.0,1/232.1,1/270.8,2024-08-09,EXA_FIRST,マイジャグラーV
1069,"2,895",-544,7,11.0,1/160.8,1/413.6,1/263.2,2024-08-09,EXA_FIRST,マイジャグラーV
1070,"6,120","+2,709",33,21.0,1/113.3,1/185.5,1/291.4,2024-08-09,EXA_FIRST,マイジャグラーV
1071,"2,645",-462,8,7.0,1/176.3,1/330.6,1/377.9,2024-08-09,EXA_FIRST,マイジャグラーV
1072,"5,791","-1,241",18,15.0,1/175.5,1/321.7,1/386.1,2024-08-09,EXA_FIRST,マイジャグラーV
1073,"1,865",-597,5,2.0,1/266.4,1/373.0,1/932.5,2024-08-09,EXA_FIRST,マイジャグラーV
1074,"1,841",-162,7,3.0,1/184.1,1/263.0,1/613.7,2024-08-09,EXA_FIRST,マイジャグラーV
1075,"1,607",-191,5,5.0,1/160.7,1/321.4,1/321.4,2024-08-09,EXA_FIRST,マイジャグラーV
1076,"7,117","+2,126",39,16.0,1/129.4,1/182.5,1/444.8,2024-08-09,EXA_FIRST,マイジャグラーV
1077,"1,988",-785,5,4.0,1/220.9,1/397.6,1/497.0,2024-08-09,EXA_FIRST,マイジャグラーV
1078,"4,880",-50,19,13.0,1/152.5,1/256.8,1/375.4,2024-08-09,EXA_FIRST,マイジャグラーV
1079,676,-562,1,1.0,1/338.0,1/676.0,1/676.0,2024-08-09,EXA_FIRST,マイジャグラーV
1080,"2,952",-803,9,6.0,1/196.8,1/328.0,1/492.0,2024-08-09,EXA_FIRST,マイジャグラーV
1081,"4,564",+253,18,13.0,1/147.2,1/253.6,1/351.1,2024-08-09,EXA_FIRST,マイジャグラーV
1082,534,-338,1,1.0,1/267.0,1/534.0,1/534.0,2024-08-09,EXA_FIRST,マイジャグラーV
1083,"6,703",-38,24,21.0,1/149.0,1/279.3,1/319.2,2024-08-09,EXA_FIRST,マイジャグラーV
1084,"1,225",-144,5,1.0,1/204.2,1/245.0,1/1225.0,2024-08-09,EXA_FIRST,マイジャグラーV
1085,"5,031",-803,16,12.0,1/179.7,1/314.4,1/419.2,2024-08-09,EXA_FIRST,マイジャグラーV
1086,"7,802",+382,27,28.0,1/141.9,1/289.0,1/278.6,2024-08-09,EXA_FIRST,マイジャグラーV
1087,"2,003",-915,4,6.0,1/200.3,1/500.8,1/333.8,2024-08-09,EXA_FIRST,マイジャグラーV
1088,"6,017",-888,18,20.0,1/158.3,1/334.3,1/300.9,2024-08-09,EXA_FIRST,マイジャグラーV
1089,"7,871","+2,144",35,35.0,1/112.4,1/224.9,1/224.9,2024-08-09,EXA_FIRST,マイジャグラーV
1090,"2,165","-1,076",4,3.0,1/309.3,1/541.2,1/721.7,2024-08-09,EXA_FIRST,マイジャグラーV
1091,"1,796",-709,4,4.0,1/224.5,1/449.0,1/449.0,2024-08-09,EXA_FIRST,マイジャグラーV
1092,"4,549","-1,276",13,11.0,1/189.5,1/349.9,1/413.5,2024-08-09,EXA_FIRST,マイジャグラーV
1093,954,-426,3,1.0,1/238.5,1/318.0,1/954.0,2024-08-09,EXA_FIRST,マイジャグラーV
1094,"8,631","+4,515",43,43.0,1/100.4,1/200.7,1/200.7,2024-08-09,EXA_FIRST,マイジャグラーV
1095,287,-209,0,1.0,1/287.0,1/0.0,1/287.0,2024-08-09,EXA_FIRST,マイジャグラーV
1096,"4,657",+88,21,6.0,1/172.5,1/221.8,1/776.2,2024-08-09,EXA_FIRST,マイジャグラーV
1097,"1,237",-732,2,2.0,1/309.2,1/618.5,1/618.5,2024-08-09,EXA_FIRST,マイジャグラーV
1098,"2,843",-150,10,8.0,1/157.9,1/284.3,1/355.4,2024-08-09,EXA_FIRST,マイジャグラーV
1099,"4,818",-888,16,10.0,1/185.3,1/301.1,1/481.8,2024-08-09,EXA_FIRST,マイジャグラーV
1001,"6,779",+18,25,20.0,1/150.6,1/271.2,1/338.9,2024-08-10,EXA_FIRST,マイジャグラーV
1002,"4,766","-1,394",11,15.0,1/183.3,1/433.3,1/317.7,2024-08-10,EXA_FIRST,マイジャグラーV
1003,"8,258",+209,25,37.0,1/133.2,1/330.3,1/223.2,2024-08-10,EXA_FIRST,マイジャグラーV
1004,"4,808",-274,18,12.0,1/160.3,1/267.1,1/400.7,2024-08-10,EXA_FIRST,マイジャグラーV
1005,"9,106","+2,532",37,46.0,1/109.7,1/246.1,1/198.0,2024-08-10,EXA_FIRST,マイジャグラーV
1006,483,-468,0,1.0,1/483.0,1/0.0,1/483.0,2024-08-10,EXA_FIRST,マイジャグラーV
1007,"1,118",-391,3,2.0,1/223.6,1/372.7,1/559.0,2024-08-10,EXA_FIRST,マイジャグラーV
1008,"8,065","+1,041",31,33.0,1/126.0,1/260.2,1/244.4,2024-08-10,EXA_FIRST,マイジャグラーV
1009,"4,736",+735,23,9.0,1/148.0,1/205.9,1/526.2,2024-08-10,EXA_FIRST,マイジャグラーV
1010,"7,417",+197,27,24.0,1/145.4,1/274.7,1/309.0,2024-08-10,EXA_FIRST,マイジャグラーV
1011,"6,548",+15,21,23.0,1/148.8,1/311.8,1/284.7,2024-08-10,EXA_FIRST,マイジャグラーV
1012,"1,513",-732,4,2.0,1/252.2,1/378.2,1/756.5,2024-08-10,EXA_FIRST,マイジャグラーV
1013,"4,208",-326,14,13.0,1/155.9,1/300.6,1/323.7,2024-08-10,EXA_FIRST,マイジャグラーV
1014,"5,142",+782,22,15.0,1/139.0,1/233.7,1/342.8,2024-08-10,EXA_FIRST,マイジャグラーV
1015,"8,101",+206,30,27.0,1/142.1,1/270.0,1/300.0,2024-08-10,EXA_FIRST,マイジャグラーV
1016,"1,149",-691,3,1.0,1/287.2,1/383.0,1/1149.0,2024-08-10,EXA_FIRST,マイジャグラーV
1017,"2,813",-185,11,5.0,1/175.8,1/255.7,1/562.6,2024-08-10,EXA_FIRST,マイジャグラーV
1018,"6,113","+1,841",30,18.0,1/127.4,1/203.8,1/339.6,2024-08-10,EXA_FIRST,マイジャグラーV
1019,"4,410","-1,218",11,14.0,1/176.4,1/400.9,1/315.0,2024-08-10,EXA_FIRST,マイジャグラーV
1020,"5,613",-291,21,15.0,1/155.9,1/267.3,1/374.2,2024-08-10,EXA_FIRST,マイジャグラーV
1021,"6,363",+124,24,20.0,1/144.6,1/265.1,1/318.1,2024-08-10,EXA_FIRST,マイジャグラーV
1022,"7,957","+2,356",38,26.0,1/124.3,1/209.4,1/306.0,2024-08-10,EXA_FIRST,マイジャグラーV
1023,725,-450,1,0.0,1/725.0,1/725.0,1/0.0,2024-08-10,EXA_FIRST,マイジャグラーV
1024,"6,016","+1,806",30,19.0,1/122.8,1/200.5,1/316.6,2024-08-10,EXA_FIRST,マイジャグラーV
1025,"2,278",-818,6,3.0,1/253.1,1/379.7,1/759.3,2024-08-10,EXA_FIRST,マイジャグラーV
1026,"4,391",-441,14,15.0,1/151.4,1/313.6,1/292.7,2024-08-10,EXA_FIRST,マイジャグラーV
1027,765,-915,0,1.0,1/765.0,1/0.0,1/765.0,2024-08-10,EXA_FIRST,マイジャグラーV
1028,"6,437",+347,25,20.0,1/143.0,1/257.5,1/321.9,2024-08-10,EXA_FIRST,マイジャグラーV
1029,"3,084","-1,982",3,10.0,1/237.2,1/1028.0,1/308.4,2024-08-10,EXA_FIRST,マイジャグラーV
1030,"2,204",+456,10,7.0,1/129.6,1/220.4,1/314.9,2024-08-10,EXA_FIRST,マイジャグラーV
1031,"7,758","+1,018",30,27.0,1/136.1,1/258.6,1/287.3,2024-08-10,EXA_FIRST,マイジャグラーV
1032,"2,129",-79,8,5.0,1/163.8,1/266.1,1/425.8,2024-08-10,EXA_FIRST,マイジャグラーV
1033,"3,086",+544,16,6.0,1/140.3,1/192.9,1/514.3,2024-08-10,EXA_FIRST,マイジャグラーV
1034,"8,813","+1,756",36,34.0,1/125.9,1/244.8,1/259.2,2024-08-10,EXA_FIRST,マイジャグラーV
1035,"4,236",+274,19,8.0,1/156.9,1/222.9,1/529.5,2024-08-10,EXA_FIRST,マイジャグラーV
1036,"8,631",-374,28,30.0,1/148.8,1/308.2,1/287.7,2024-08-10,EXA_FIRST,マイジャグラーV
1037,"2,336","-1,006",3,9.0,1/194.7,1/778.7,1/259.6,2024-08-10,EXA_FIRST,マイジャグラーV
1038,"1,276",-932,1,3.0,1/319.0,1/1276.0,1/425.3,2024-08-10,EXA_FIRST,マイジャグラーV
1039,"4,994",-885,14,15.0,1/172.2,1/356.7,1/332.9,2024-08-10,EXA_FIRST,マイジャグラーV
1040,"8,952","+1,724",38,30.0,1/131.6,1/235.6,1/298.4,2024-08-10,EXA_FIRST,マイジャグラーV
1041,"5,489","+1,135",27,11.0,1/144.4,1/203.3,1/499.0,2024-08-10,EXA_FIRST,マイジャグラーV
1042,"5,869",+279,25,13.0,1/154.4,1/234.8,1/451.5,2024-08-10,EXA_FIRST,マイジャグラーV
1043,"2,093",-215,6,8.0,1/149.5,1/348.8,1/261.6,2024-08-10,EXA_FIRST,マイジャグラーV
1044,"8,962","+3,965",38,53.0,1/98.5,1/235.8,1/169.1,2024-08-10,EXA_FIRST,マイジャグラーV
1045,523,-362,1,0.0,1/523.0,1/523.0,1/0.0,2024-08-10,EXA_FIRST,マイジャグラーV
1046,"4,170",-291,14,11.0,1/166.8,1/297.9,1/379.1,2024-08-10,EXA_FIRST,マイジャグラーV
1047,"7,697","+2,885",38,27.0,1/118.4,1/202.6,1/285.1,2024-08-10,EXA_FIRST,マイジャグラーV
1048,"2,778",-315,10,7.0,1/163.4,1/277.8,1/396.9,2024-08-10,EXA_FIRST,マイジャグラーV
1049,"8,371",-85,29,33.0,1/135.0,1/288.7,1/253.7,2024-08-10,EXA_FIRST,マイジャグラーV
1050,"1,563","-1,029",3,1.0,1/390.8,1/521.0,1/1563.0,2024-08-10,EXA_FIRST,マイジャグラーV
1069,"2,215","-1,359",4,2.0,1/369.2,1/553.8,1/1107.5,2024-08-10,EXA_FIRST,マイジャグラーV
1070,"4,771",-885,15,9.0,1/198.8,1/318.1,1/530.1,2024-08-10,EXA_FIRST,マイジャグラーV
1071,"3,832",-535,11,13.0,1/159.7,1/348.4,1/294.8,2024-08-10,EXA_FIRST,マイジャグラーV
1072,"4,933",-844,16,14.0,1/164.4,1/308.3,1/352.4,2024-08-10,EXA_FIRST,マイジャグラーV
1073,"6,303",-526,21,22.0,1/146.6,1/300.1,1/286.5,2024-08-10,EXA_FIRST,マイジャグラーV
1074,"7,103","+1,053",30,20.0,1/142.1,1/236.8,1/355.1,2024-08-10,EXA_FIRST,マイジャグラーV
1075,"1,340",-568,3,2.0,1/268.0,1/446.7,1/670.0,2024-08-10,EXA_FIRST,マイジャグラーV
1076,"3,113",-338,11,8.0,1/163.8,1/283.0,1/389.1,2024-08-10,EXA_FIRST,マイジャグラーV
1077,"3,171",+15,12,6.0,1/176.2,1/264.2,1/528.5,2024-08-10,EXA_FIRST,マイジャグラーV
1078,"8,633","+2,215",40,28.0,1/127.0,1/215.8,1/308.3,2024-08-10,EXA_FIRST,マイジャグラーV
1079,"3,130",-338,10,9.0,1/164.7,1/313.0,1/347.8,2024-08-10,EXA_FIRST,マイジャグラーV
1080,"2,303","-1,300",5,3.0,1/287.9,1/460.6,1/767.7,2024-08-10,EXA_FIRST,マイジャグラーV
1081,"6,708",+803,29,20.0,1/136.9,1/231.3,1/335.4,2024-08-10,EXA_FIRST,マイジャグラーV
1082,"3,417",-932,8,14.0,1/155.3,1/427.1,1/244.1,2024-08-10,EXA_FIRST,マイジャグラーV
1083,"8,946","+4,721",45,38.0,1/107.8,1/198.8,1/235.4,2024-08-10,EXA_FIRST,マイジャグラーV
1084,"6,184",+747,25,21.0,1/134.4,1/247.4,1/294.5,2024-08-10,EXA_FIRST,マイジャグラーV
1085,"7,022","+1,474",33,20.0,1/132.5,1/212.8,1/351.1,2024-08-10,EXA_FIRST,マイジャグラーV
1086,587,-515,1,0.0,1/587.0,1/587.0,1/0.0,2024-08-10,EXA_FIRST,マイジャグラーV
1087,"4,120",-132,17,6.0,1/179.1,1/242.4,1/686.7,2024-08-10,EXA_FIRST,マイジャグラーV
1088,"7,938","+1,597",34,25.0,1/134.5,1/233.5,1/317.5,2024-08-10,EXA_FIRST,マイジャグラーV
1089,"1,146","-1,171",1,0.0,1/1146.0,1/1146.0,1/0.0,2024-08-10,EXA_FIRST,マイジャグラーV
1090,"2,313",-891,6,5.0,1/210.3,1/385.5,1/462.6,2024-08-10,EXA_FIRST,マイジャグラーV
1091,"1,663",-656,4,2.0,1/277.2,1/415.8,1/831.5,2024-08-10,EXA_FIRST,マイジャグラーV
1092,"2,669","-1,006",8,3.0,1/242.6,1/333.6,1/889.7,2024-08-10,EXA_FIRST,マイジャグラーV
1093,"2,907",-338,10,6.0,1/181.7,1/290.7,1/484.5,2024-08-10,EXA_FIRST,マイジャグラーV
1094,"3,480",+456,14,12.0,1/133.8,1/248.6,1/290.0,2024-08-10,EXA_FIRST,マイジャグラーV
1095,"4,309","-1,547",11,9.0,1/215.4,1/391.7,1/478.8,2024-08-10,EXA_FIRST,マイジャグラーV
1096,"8,001",+594,31,23.0,1/148.2,1/258.1,1/347.9,2024-08-10,EXA_FIRST,マイジャグラーV
1097,730,-526,1,1.0,1/365.0,1/730.0,1/730.0,2024-08-10,EXA_FIRST,マイジャグラーV
1098,"5,120",+397,21,13.0,1/150.6,1/243.8,1/393.8,2024-08-10,EXA_FIRST,マイジャグラーV
1099,"3,149",-879,10,1.0,1/286.3,1/314.9,1/3149.0,2024-08-10,EXA_FIRST,マイジャグラーV
1001,"5,101",-703,16,16.0,1/159.4,1/318.8,1/318.8,2024-08-11,EXA_FIRST,マイジャグラーV
1002,"7,137",-168,29,17.0,1/155.2,1/246.1,1/419.8,2024-08-11,EXA_FIRST,マイジャグラーV
1003,"8,266",-476,28,23.0,1/162.1,1/295.2,1/359.4,2024-08-11,EXA_FIRST,マイジャグラーV
1004,"8,402","+1,076",29,40.0,1/121.8,1/289.7,1/210.1,2024-08-11,EXA_FIRST,マイジャグラーV
1005,"7,994",+888,32,25.0,1/140.2,1/249.8,1/319.8,2024-08-11,EXA_FIRST,マイジャグラーV
1006,"8,795",+53,32,31.0,1/139.6,1/274.8,1/283.7,2024-08-11,EXA_FIRST,マイジャグラーV
1007,"8,174",+476,29,29.0,1/140.9,1/281.9,1/281.9,2024-08-11,EXA_FIRST,マイジャグラーV
1008,"7,148",-85,23,26.0,1/145.9,1/310.8,1/274.9,2024-08-11,EXA_FIRST,マイジャグラーV
