台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率,date,hall_name,machine_name
1001,"8,472","+2,268",37,35.0,1/117.7,1/229.0,1/242.1,2024-05-01,EXA_FIRST,マイジャグラーV
1002,"5,860",-768,22,10.0,1/183.1,1/266.4,1/586.0,2024-05-01,EXA_FIRST,マイジャグラーV
1003,"8,275","+2,718",34,40.0,1/111.8,1/243.4,1/206.9,2024-05-01,EXA_FIRST,マイジャグラーV
1004,"6,090",-759,22,17.0,1/156.2,1/276.8,1/358.2,2024-05-01,EXA_FIRST,マイジャグラーV
1005,"6,024",+303,23,19.0,1/143.4,1/261.9,1/317.1,2024-05-01,EXA_FIRST,マイジャグラーV
1006,"7,630",-112,27,24.0,1/149.6,1/282.6,1/317.9,2024-05-01,EXA_FIRST,マイジャグラーV
1007,"6,385",+124,26,15.0,1/155.7,1/245.6,1/425.7,2024-05-01,EXA_FIRST,マイジャグラーV
1008,"8,383","+4,397",42,38.0,1/104.8,1/199.6,1/220.6,2024-05-01,EXA_FIRST,マイジャグラーV
1009,"6,068",+356,26,13.0,1/155.6,1/233.4,1/466.8,2024-05-01,EXA_FIRST,マイジャグラーV
1010,"6,221",+585,24,19.0,1/144.7,1/259.2,1/327.4,2024-05-01,EXA_FIRST,マイジャグラーV
1011,"7,962",+497,35,19.0,1/147.4,1/227.5,1/419.1,2024-05-01,EXA_FIRST,マイジャグラーV
1012,"4,247","-1,876",10,10.0,1/212.3,1/424.7,1/424.7,2024-05-01,EXA_FIRST,マイジャグラーV
1013,"6,394","-1,124",20,20.0,1/159.8,1/319.7,1/319.7,2024-05-01,EXA_FIRST,マイジャグラーV
1014,"4,034","-2,162",9,5.0,1/288.1,1/448.2,1/806.8,2024-05-01,EXA_FIRST,マイジャグラーV
1015,"3,190","-1,606",7,8.0,1/212.7,1/455.7,1/398.8,2024-05-01,EXA_FIRST,マイジャグラーV
1016,"8,183","+2,003",33,40.0,1/112.1,1/248.0,1/204.6,2024-05-01,EXA_FIRST,マイジャグラーV
1017,"5,834","-1,300",20,8.0,1/208.4,1/291.7,1/729.2,2024-05-01,EXA_FIRST,マイジャグラーV
1018,"4,505",-32,18,8.0,1/173.3,1/250.3,1/563.1,2024-05-01,EXA_FIRST,マイジャグラーV
1019,"6,158",+444,26,18.0,1/140.0,1/236.8,1/342.1,2024-05-01,EXA_FIRST,マイジャグラーV
1020,"6,909",+403,27,14.0,1/168.5,1/255.9,1/493.5,2024-05-01,EXA_FIRST,マイジャグラーV
1021,"8,168","+1,844",39,21.0,1/136.1,1/209.4,1/389.0,2024-05-01,EXA_FIRST,マイジャグラーV
1022,"8,736","+2,444",36,37.0,1/119.7,1/242.7,1/236.1,2024-05-01,EXA_FIRST,マイジャグラーV
1023,"6,567","+2,835",34,21.0,1/119.4,1/193.1,1/312.7,2024-05-01,EXA_FIRST,マイジャグラーV
1024,"5,669",-203,22,15.0,1/153.2,1/257.7,1/377.9,2024-05-01,EXA_FIRST,マイジャグラーV
1025,"6,213","-1,171",18,17.0,1/177.5,1/345.2,1/365.5,2024-05-01,EXA_FIRST,マイジャグラーV
1026,"8,056","+1,371",30,34.0,1/125.9,1/268.5,1/236.9,2024-05-01,EXA_FIRST,マイジャグラーV
1027,"4,405","-1,512",13,5.0,1/244.7,1/338.8,1/881.0,2024-05-01,EXA_FIRST,マイジャグラーV
1028,"6,318",-771,22,16.0,1/166.3,1/287.2,1/394.9,2024-05-01,EXA_FIRST,マイジャグラーV
1029,"8,952","+2,412",35,46.0,1/110.5,1/255.8,1/194.6,2024-05-01,EXA_FIRST,マイジャグラーV
1030,"8,719","+1,453",35,30.0,1/134.1,1/249.1,1/290.6,2024-05-01,EXA_FIRST,マイジャグラーV
1031,"8,050","+2,144",32,38.0,1/115.0,1/251.6,1/211.8,2024-05-01,EXA_FIRST,マイジャグラーV
1032,"5,930",-559,20,16.0,1/164.7,1/296.5,1/370.6,2024-05-01,EXA_FIRST,マイジャグラーV
1033,"7,715",+759,31,22.0,1/145.6,1/248.9,1/350.7,2024-05-01,EXA_FIRST,マイジャグラーV
1034,"6,392",+162,26,18.0,1/145.3,1/245.8,1/355.1,2024-05-01,EXA_FIRST,マイジャグラーV
1035,"7,014",+418,27,20.0,1/149.2,1/259.8,1/350.7,2024-05-01,EXA_FIRST,マイジャグラーV
1036,"8,670","+2,497",37,32.0,1/125.7,1/234.3,1/270.9,2024-05-01,EXA_FIRST,マイジャグラーV
1037,"8,739","+8,444",58,40.0,1/89.2,1/150.7,1/218.5,2024-05-01,EXA_FIRST,マイジャグラーV
1038,"7,128","+4,691",43,33.0,1/93.8,1/165.8,1/216.0,2024-05-01,EXA_FIRST,マイジャグラーV
1039,"6,746","-1,288",19,20.0,1/173.0,1/355.1,1/337.3,2024-05-01,EXA_FIRST,マイジャグラーV
1040,"6,093","-1,371",20,13.0,1/184.6,1/304.6,1/468.7,2024-05-01,EXA_FIRST,マイジャグラーV
1041,"7,332",-676,25,16.0,1/178.8,1/293.3,1/458.2,2024-05-01,EXA_FIRST,マイジャグラーV
1042,"5,705",-391,21,12.0,1/172.9,1/271.7,1/475.4,2024-05-01,EXA_FIRST,マイジャグラーV
1043,"8,126",+785,31,24.0,1/147.7,1/262.1,1/338.6,2024-05-01,EXA_FIRST,マイジャグラーV
1044,"8,981","+2,709",41,29.0,1/128.3,1/219.0,1/309.7,2024-05-01,EXA_FIRST,マイジャグラーV
1045,"6,149",-232,21,19.0,1/153.7,1/292.8,1/323.6,2024-05-01,EXA_FIRST,マイジャグラーV
1046,"4,670",-674,16,10.0,1/179.6,1/291.9,1/467.0,2024-05-01,EXA_FIRST,マイジャグラーV
1047,"6,613",+356,25,19.0,1/150.3,1/264.5,1/348.1,2024-05-01,EXA_FIRST,マイジャグラーV
1048,"7,179",+182,29,19.0,1/149.6,1/247.6,1/377.8,2024-05-01,EXA_FIRST,マイジャグラーV
1049,"7,023","+1,041",31,21.0,1/135.1,1/226.5,1/334.4,2024-05-01,EXA_FIRST,マイジャグラーV
1050,"5,566",-935,18,13.0,1/179.5,1/309.2,1/428.2,2024-05-01,EXA_FIRST,マイジャグラーV
1069,"4,000","-1,076",14,5.0,1/210.5,1/285.7,1/800.0,2024-05-01,EXA_FIRST,マイジャグラーV
1070,"7,615","+1,806",33,34.0,1/113.7,1/230.8,1/224.0,2024-05-01,EXA_FIRST,マイジャグラーV
1071,"3,233",-826,11,4.0,1/215.5,1/293.9,1/808.2,2024-05-01,EXA_FIRST,マイジャグラーV
1072,"8,582","+2,765",41,30.0,1/120.9,1/209.3,1/286.1,2024-05-01,EXA_FIRST,マイジャグラーV
1073,"8,066","+1,265",37,24.0,1/132.2,1/218.0,1/336.1,2024-05-01,EXA_FIRST,マイジャグラーV
1074,"4,294","-1,276",11,10.0,1/204.5,1/390.4,1/429.4,2024-05-01,EXA_FIRST,マイジャグラーV
1075,"5,633","-1,218",20,7.0,1/208.6,1/281.6,1/804.7,2024-05-01,EXA_FIRST,マイジャグラーV
1076,"8,898","+3,518",42,35.0,1/115.6,1/211.9,1/254.2,2024-05-01,EXA_FIRST,マイジャグラーV
1077,"6,027",-806,22,10.0,1/188.3,1/274.0,1/602.7,2024-05-01,EXA_FIRST,マイジャグラーV
1078,"6,487","-2,074",18,16.0,1/190.8,1/360.4,1/405.4,2024-05-01,EXA_FIRST,マイジャグラーV
1079,"4,145","-1,171",10,13.0,1/180.2,1/414.5,1/318.8,2024-05-01,EXA_FIRST,マイジャグラーV
1080,"8,937","-1,312",25,26.0,1/175.2,1/357.5,1/343.7,2024-05-01,EXA_FIRST,マイジャグラーV
1081,"8,157",-700,25,28.0,1/153.9,1/326.3,1/291.3,2024-05-01,EXA_FIRST,マイジャグラーV
1082,"6,404",-709,24,11.0,1/183.0,1/266.8,1/582.2,2024-05-01,EXA_FIRST,マイジャグラーV
1083,"5,847",-971,20,14.0,1/172.0,1/292.4,1/417.6,2024-05-01,EXA_FIRST,マイジャグラーV
1084,"5,902",+579,29,6.0,1/168.6,1/203.5,1/983.7,2024-05-01,EXA_FIRST,マイジャグラーV
1085,"7,065",-126,29,15.0,1/160.6,1/243.6,1/471.0,2024-05-01,EXA_FIRST,マイジャグラーV
1086,"8,257","+1,826",36,30.0,1/125.1,1/229.4,1/275.2,2024-05-01,EXA_FIRST,マイジャグラーV
1087,"8,626","+3,635",41,37.0,1/110.6,1/210.4,1/233.1,2024-05-01,EXA_FIRST,マイジャグラーV
1088,"3,257","-1,547",7,7.0,1/232.6,1/465.3,1/465.3,2024-05-01,EXA_FIRST,マイジャグラーV
1089,"8,126","+3,165",46,19.0,1/125.0,1/176.7,1/427.7,2024-05-01,EXA_FIRST,マイジャグラーV
1090,"4,396",-971,13,10.0,1/191.1,1/338.2,1/439.6,2024-05-01,EXA_FIRST,マイジャグラーV
1091,"7,830",+594,28,30.0,1/135.0,1/279.6,1/261.0,2024-05-01,EXA_FIRST,マイジャグラーV
1092,"7,955","+1,182",29,40.0,1/115.3,1/274.3,1/198.9,2024-05-01,EXA_FIRST,マイジャグラーV
1093,"8,577","+1,429",36,32.0,1/126.1,1/238.2,1/268.0,2024-05-01,EXA_FIRST,マイジャグラーV
1094,"8,631",+115,36,23.0,1/146.3,1/239.8,1/375.3,2024-05-01,EXA_FIRST,マイジャグラーV
1095,"4,961","-1,335",14,12.0,1/190.8,1/354.4,1/413.4,2024-05-01,EXA_FIRST,マイジャグラーV
1096,"7,905",+206,32,21.0,1/149.2,1/247.0,1/376.4,2024-05-01,EXA_FIRST,マイジャグラーV
1097,"6,574","+3,400",34,27.0,1/107.8,1/193.4,1/243.5,2024-05-01,EXA_FIRST,マイジャグラーV
1098,"7,252","+2,091",33,26.0,1/122.9,1/219.8,1/278.9,2024-05-01,EXA_FIRST,マイジャグラーV
1099,"5,249",-6,21,10.0,1/169.3,1/250.0,1/524.9,2024-05-01,EXA_FIRST,マイジャグラーV
1001,"8,280",+926,34,23.0,1/145.3,1/243.5,1/360.0,2024-05-02,EXA_FIRST,マイジャグラーV
1002,"6,882","+1,968",35,19.0,1/127.4,1/196.6,1/362.2,2024-05-02,EXA_FIRST,マイジャグラーV
1003,"8,160","+1,968",36,34.0,1/116.6,1/226.7,1/240.0,2024-05-02,EXA_FIRST,マイジャグラーV
1004,"2,007","-1,076",4,4.0,1/250.9,1/501.8,1/501.8,2024-05-02,EXA_FIRST,マイジャグラーV
1005,"4,374","-1,124",12,11.0,1/190.2,1/364.5,1/397.6,2024-05-02,EXA_FIRST,マイジャグラーV
1006,"6,866",+335,31,16.0,1/146.1,1/221.5,1/429.1,2024-05-02,EXA_FIRST,マイジャグラーV
1007,"5,978",+150,22,17.0,1/153.3,1/271.7,1/351.6,2024-05-02,EXA_FIRST,マイジャグラーV
1008,"8,462","+5,594",50,35.0,1/99.6,1/169.2,1/241.8,2024-05-02,EXA_FIRST,マイジャグラーV
1009,"2,265",-974,6,3.0,1/251.7,1/377.5,1/755.0,2024-05-02,EXA_FIRST,マイジャグラーV
1010,"7,913",+285,30,28.0,1/136.4,1/263.8,1/282.6,2024-05-02,EXA_FIRST,マイジャグラーV
1011,"6,250",-468,23,14.0,1/168.9,1/271.7,1/446.4,2024-05-02,EXA_FIRST,マイジャグラーV
1012,"8,093",+538,29,27.0,1/144.5,1/279.1,1/299.7,2024-05-02,EXA_FIRST,マイジャグラーV
1013,"6,291",-162,23,21.0,1/143.0,1/273.5,1/299.6,2024-05-02,EXA_FIRST,マイジャグラーV
1014,"4,723","-1,606",10,17.0,1/174.9,1/472.3,1/277.8,2024-05-02,EXA_FIRST,マイジャグラーV
1015,"6,811",+444,25,23.0,1/141.9,1/272.4,1/296.1,2024-05-02,EXA_FIRST,マイジャグラーV
1016,"8,531",+88,28,31.0,1/144.6,1/304.7,1/275.2,2024-05-02,EXA_FIRST,マイジャグラーV
1017,"8,135",+829,34,23.0,1/142.7,1/239.3,1/353.7,2024-05-02,EXA_FIRST,マイジャグラーV
1018,"9,777",+476,32,39.0,1/137.7,1/305.5,1/250.7,2024-05-02,EXA_FIRST,マイジャグラーV
1019,"2,732",-744,8,6.0,1/195.1,1/341.5,1/455.3,2024-05-02,EXA_FIRST,マイジャグラーV
1020,"7,286","+2,726",38,16.0,1/134.9,1/191.7,1/455.4,2024-05-02,EXA_FIRST,マイジャグラーV
1021,"5,912","+1,418",31,15.0,1/128.5,1/190.7,1/394.1,2024-05-02,EXA_FIRST,マイジャグラーV
1022,"6,697",-88,24,21.0,1/148.8,1/279.0,1/318.9,2024-05-02,EXA_FIRST,マイジャグラーV
1023,"7,355","+3,424",39,25.0,1/114.9,1/188.6,1/294.2,2024-05-02,EXA_FIRST,マイジャグラーV
1024,"7,692","+1,703",38,23.0,1/126.1,1/202.4,1/334.4,2024-05-02,EXA_FIRST,マイジャグラーV
1025,"9,169","+1,438",39,29.0,1/134.8,1/235.1,1/316.2,2024-05-02,EXA_FIRST,マイジャグラーV
1026,"6,212",-935,19,15.0,1/182.7,1/326.9,1/414.1,2024-05-02,EXA_FIRST,マイジャグラーV
1027,"7,686",+15,24,31.0,1/139.7,1/320.2,1/247.9,2024-05-02,EXA_FIRST,マイジャグラーV
1028,"6,694","+1,988",34,18.0,1/128.7,1/196.9,1/371.9,2024-05-02,EXA_FIRST,マイジャグラーV
1029,"3,516",+68,14,8.0,1/159.8,1/251.1,1/439.5,2024-05-02,EXA_FIRST,マイジャグラーV
1030,"6,375",+782,27,17.0,1/144.9,1/236.1,1/375.0,2024-05-02,EXA_FIRST,マイジャグラーV
1031,"4,391",-618,15,12.0,1/162.6,1/292.7,1/365.9,2024-05-02,EXA_FIRST,マイジャグラーV
1032,"5,438",-385,19,11.0,1/181.3,1/286.2,1/494.4,2024-05-02,EXA_FIRST,マイジャグラーV
1033,"6,312",-276,22,18.0,1/157.8,1/286.9,1/350.7,2024-05-02,EXA_FIRST,マイジャグラーV
1034,"2,922","-1,641",6,6.0,1/243.5,1/487.0,1/487.0,2024-05-02,EXA_FIRST,マイジャグラーV
1035,"7,454",+574,26,32.0,1/128.5,1/286.7,1/232.9,2024-05-02,EXA_FIRST,マイジャグラーV
1036,"8,686","+1,229",34,29.0,1/137.9,1/255.5,1/299.5,2024-05-02,EXA_FIRST,マイジャグラーV
1037,"3,693",-844,13,5.0,1/205.2,1/284.1,1/738.6,2024-05-02,EXA_FIRST,マイジャグラーV
1038,"9,032","+3,847",44,37.0,1/111.5,1/205.3,1/244.1,2024-05-02,EXA_FIRST,マイジャグラーV
1039,"8,842",+741,33,32.0,1/136.0,1/267.9,1/276.3,2024-05-02,EXA_FIRST,マイジャグラーV
1040,"5,181",-126,20,13.0,1/157.0,1/259.1,1/398.5,2024-05-02,EXA_FIRST,マイジャグラーV
1041,"6,783",+571,25,28.0,1/128.0,1/271.3,1/242.2,2024-05-02,EXA_FIRST,マイジャグラーV
1042,"8,636",+244,33,27.0,1/143.9,1/261.7,1/319.9,2024-05-02,EXA_FIRST,マイジャグラーV
1043,"7,666",-665,30,15.0,1/170.4,1/255.5,1/511.1,2024-05-02,EXA_FIRST,マイジャグラーV
1044,"7,308",-250,25,23.0,1/152.2,1/292.3,1/317.7,2024-05-02,EXA_FIRST,マイジャグラーV
1045,"7,137",-465,27,16.0,1/166.0,1/264.3,1/446.1,2024-05-02,EXA_FIRST,マイジャグラーV
1046,"7,481",-524,25,25.0,1/149.6,1/299.2,1/299.2,2024-05-02,EXA_FIRST,マイジャグラーV
1047,"3,941","-1,606",9,9.0,1/218.9,1/437.9,1/437.9,2024-05-02,EXA_FIRST,マイジャグラーV
1048,"8,382",+582,34,26.0,1/139.7,1/246.5,1/322.4,2024-05-02,EXA_FIRST,マイジャグラーV
1049,"4,574","-1,218",13,9.0,1/207.9,1/351.8,1/508.2,2024-05-02,EXA_FIRST,マイジャグラーV
1050,"7,505",-115,26,29.0,1/136.5,1/288.7,1/258.8,2024-05-02,EXA_FIRST,マイジャグラーV
1069,"5,430",-38,19,16.0,1/155.1,1/285.8,1/339.4,2024-05-02,EXA_FIRST,マイジャグラーV
1070,"6,085",-321,22,15.0,1/164.5,1/276.6,1/405.7,2024-05-02,EXA_FIRST,マイジャグラーV
1071,"5,649",-947,20,11.0,1/182.2,1/282.4,1/513.5,2024-05-02,EXA_FIRST,マイジャグラーV
1072,"5,600",-821,21,8.0,1/193.1,1/266.7,1/700.0,2024-05-02,EXA_FIRST,マイジャグラーV
1073,"7,216","-1,347",23,20.0,1/167.8,1/313.7,1/360.8,2024-05-02,EXA_FIRST,マイジャグラーV
1074,"8,278","+3,000",36,36.0,1/115.0,1/229.9,1/229.9,2024-05-02,EXA_FIRST,マイジャグラーV
1075,"8,941","+1,288",37,28.0,1/137.6,1/241.6,1/319.3,2024-05-02,EXA_FIRST,マイジャグラーV
1076,"5,363",+468,22,15.0,1/144.9,1/243.8,1/357.5,2024-05-02,EXA_FIRST,マイジャグラーV
1077,"7,286",+638,32,18.0,1/145.7,1/227.7,1/404.8,2024-05-02,EXA_FIRST,マイジャグラーV
1078,"7,563",+338,25,29.0,1/140.1,1/302.5,1/260.8,2024-05-02,EXA_FIRST,マイジャグラーV
1079,"8,137","+1,791",33,27.0,1/135.6,1/246.6,1/301.4,2024-05-02,EXA_FIRST,マイジャグラーV
1080,"4,852",-574,19,7.0,1/186.6,1/255.4,1/693.1,2024-05-02,EXA_FIRST,マイジャグラーV
1081,"7,753",+900,34,22.0,1/138.4,1/228.0,1/352.4,2024-05-02,EXA_FIRST,マイジャグラーV
1082,"5,882","-1,241",15,18.0,1/178.2,1/392.1,1/326.8,2024-05-02,EXA_FIRST,マイジャグラーV
1083,"5,678","-1,241",17,19.0,1/157.7,1/334.0,1/298.8,2024-05-02,EXA_FIRST,マイジャグラーV
1084,"5,527","-1,579",15,15.0,1/184.2,1/368.5,1/368.5,2024-05-02,EXA_FIRST,マイジャグラーV
1085,"6,042",-335,21,20.0,1/147.4,1/287.7,1/302.1,2024-05-02,EXA_FIRST,マイジャグラーV
1086,"9,071","+2,638",40,39.0,1/114.8,1/226.8,1/232.6,2024-05-02,EXA_FIRST,マイジャグラーV
1087,"7,975","-1,171",17,38.0,1/145.0,1/469.1,1/209.9,2024-05-02,EXA_FIRST,マイジャグラーV
1088,"8,760","+1,315",34,31.0,1/134.8,1/257.6,1/282.6,2024-05-02,EXA_FIRST,マイジャグラーV
1089,"5,449",-603,18,20.0,1/143.4,1/302.7,1/272.4,2024-05-02,EXA_FIRST,マイジャグラーV
1090,"7,493",-262,27,23.0,1/149.9,1/277.5,1/325.8,2024-05-02,EXA_FIRST,マイジャグラーV
1091,"4,451",-609,18,8.0,1/171.2,1/247.3,1/556.4,2024-05-02,EXA_FIRST,マイジャグラーV
1092,"7,950",+512,31,23.0,1/147.2,1/256.5,1/345.7,2024-05-02,EXA_FIRST,マイジャグラーV
1093,"4,803","-1,065",15,12.0,1/177.9,1/320.2,1/400.2,2024-05-02,EXA_FIRST,マイジャグラーV
1094,"6,734",+150,28,17.0,1/149.6,1/240.5,1/396.1,2024-05-02,EXA_FIRST,マイジャグラーV
1095,"5,747","-1,194",17,15.0,1/179.6,1/338.1,1/383.1,2024-05-02,EXA_FIRST,マイジャグラーV
1096,"7,005","+2,550",30,30.0,1/116.8,1/233.5,1/233.5,2024-05-02,EXA_FIRST,マイジャグラーV
1097,"6,427",+547,28,16.0,1/146.1,1/229.5,1/401.7,2024-05-02,EXA_FIRST,マイジャグラーV
1098,"7,063","+1,018",33,17.0,1/141.3,1/214.0,1/415.5,2024-05-02,EXA_FIRST,マイジャグラーV
1099,"6,156","-1,782",19,11.0,1/205.2,1/324.0,1/559.6,2024-05-02,EXA_FIRST,マイジャグラーV
1001,"5,811",+150,22,19.0,1/141.7,1/264.1,1/305.8,2024-05-03,EXA_FIRST,マイジャグラーV
1002,"9,127","+1,703",41,29.0,1/130.4,1/222.6,1/314.7,2024-05-03,EXA_FIRST,マイジャグラーV
1003,"5,133",-403,17,15.0,1/160.4,1/301.9,1/342.2,2024-05-03,EXA_FIRST,マイジャグラーV
1004,"7,624","+3,259",37,34.0,1/107.4,1/206.1,1/224.2,2024-05-03,EXA_FIRST,マイジャグラーV
1005,"7,463","+1,253",29,31.0,1/124.4,1/257.3,1/240.7,2024-05-03,EXA_FIRST,マイジャグラーV
1006,"4,879","-2,479",8,13.0,1/232.3,1/609.9,1/375.3,2024-05-03,EXA_FIRST,マイジャグラーV
1007,"6,344","+1,226",32,13.0,1/141.0,1/198.2,1/488.0,2024-05-03,EXA_FIRST,マイジャグラーV
1008,"2,609",-356,9,6.0,1/173.9,1/289.9,1/434.8,2024-05-03,EXA_FIRST,マイジャグラーV
1009,"5,178",-841,16,11.0,1/191.8,1/323.6,1/470.7,2024-05-03,EXA_FIRST,マイジャグラーV
1010,"6,051","+1,229",30,11.0,1/147.6,1/201.7,1/550.1,2024-05-03,EXA_FIRST,マイジャグラーV
1011,"6,156",-826,23,12.0,1/175.9,1/267.7,1/513.0,2024-05-03,EXA_FIRST,マイジャグラーV
1012,"5,887","+1,959",29,19.0,1/122.6,1/203.0,1/309.8,2024-05-03,EXA_FIRST,マイジャグラーV
1013,"6,806",-915,26,11.0,1/183.9,1/261.8,1/618.7,2024-05-03,EXA_FIRST,マイジャグラーV
1014,"8,792","+1,332",33,38.0,1/123.8,1/266.4,1/231.4,2024-05-03,EXA_FIRST,マイジャグラーV
1015,"7,258",-226,24,24.0,1/151.2,1/302.4,1/302.4,2024-05-03,EXA_FIRST,マイジャグラーV
1016,"3,015",-779,8,8.0,1/188.4,1/376.9,1/376.9,2024-05-03,EXA_FIRST,マイジャグラーV
1017,"8,354",-53,32,26.0,1/144.0,1/261.1,1/321.3,2024-05-03,EXA_FIRST,マイジャグラーV
1018,"9,152","+6,609",53,41.0,1/97.4,1/172.7,1/223.2,2024-05-03,EXA_FIRST,マイジャグラーV
1019,"8,306",+359,30,28.0,1/143.2,1/276.9,1/296.6,2024-05-03,EXA_FIRST,マイジャグラーV
1020,"5,686",-653,22,8.0,1/189.5,1/258.5,1/710.8,2024-05-03,EXA_FIRST,マイジャグラーV
1021,"7,189",+3,29,21.0,1/143.8,1/247.9,1/342.3,2024-05-03,EXA_FIRST,マイジャグラーV
1022,"7,571","-1,500",20,25.0,1/168.2,1/378.6,1/302.8,2024-05-03,EXA_FIRST,マイジャグラーV
1023,"3,609",-912,10,10.0,1/180.4,1/360.9,1/360.9,2024-05-03,EXA_FIRST,マイジャグラーV
1024,"8,304","+1,774",36,26.0,1/133.9,1/230.7,1/319.4,2024-05-03,EXA_FIRST,マイジャグラーV
1025,"6,695",-26,27,17.0,1/152.2,1/248.0,1/393.8,2024-05-03,EXA_FIRST,マイジャグラーV
1026,"6,187",-865,19,17.0,1/171.9,1/325.6,1/363.9,2024-05-03,EXA_FIRST,マイジャグラーV
1027,"6,906",-121,24,20.0,1/157.0,1/287.8,1/345.3,2024-05-03,EXA_FIRST,マイジャグラーV
1028,"2,641",+144,12,4.0,1/165.1,1/220.1,1/660.2,2024-05-03,EXA_FIRST,マイジャグラーV
1029,"8,023",-582,29,24.0,1/151.4,1/276.7,1/334.3,2024-05-03,EXA_FIRST,マイジャグラーV
1030,"2,845",-126,12,5.0,1/167.4,1/237.1,1/569.0,2024-05-03,EXA_FIRST,マイジャグラーV
1031,"7,310",-3,26,22.0,1/152.3,1/281.2,1/332.3,2024-05-03,EXA_FIRST,マイジャグラーV
1032,"3,807",-700,14,8.0,1/173.0,1/271.9,1/475.9,2024-05-03,EXA_FIRST,マイジャグラーV
1033,"5,501",-421,21,10.0,1/177.5,1/262.0,1/550.1,2024-05-03,EXA_FIRST,マイジャグラーV
1034,"8,079",+821,31,26.0,1/141.7,1/260.6,1/310.7,2024-05-03,EXA_FIRST,マイジャグラーV
1035,"8,548",+18,30,26.0,1/152.6,1/284.9,1/328.8,2024-05-03,EXA_FIRST,マイジャグラーV
1036,"5,191",-156,18,15.0,1/157.3,1/288.4,1/346.1,2024-05-03,EXA_FIRST,マイジャグラーV
1037,"5,771",+218,22,15.0,1/156.0,1/262.3,1/384.7,2024-05-03,EXA_FIRST,マイジャグラーV
1038,"1,970",-926,5,1.0,1/328.3,1/394.0,1/1970.0,2024-05-03,EXA_FIRST,マイジャグラーV
1039,"8,260","+3,824",39,36.0,1/110.1,1/211.8,1/229.4,2024-05-03,EXA_FIRST,マイジャグラーV
1040,"5,840",-912,17,20.0,1/157.8,1/343.5,1/292.0,2024-05-03,EXA_FIRST,マイジャグラーV
1041,"7,989","-1,703",22,25.0,1/170.0,1/363.1,1/319.6,2024-05-03,EXA_FIRST,マイジャグラーV
1042,"7,348","+2,374",39,19.0,1/126.7,1/188.4,1/386.7,2024-05-03,EXA_FIRST,マイジャグラーV
1043,"7,836",+747,29,28.0,1/137.5,1/270.2,1/279.9,2024-05-03,EXA_FIRST,マイジャグラーV
1044,"6,760","+2,444",33,26.0,1/114.6,1/204.8,1/260.0,2024-05-03,EXA_FIRST,マイジャグラーV
1045,"5,455","-2,038",15,6.0,1/259.8,1/363.7,1/909.2,2024-05-03,EXA_FIRST,マイジャグラーV
1046,"7,186",+156,28,20.0,1/149.7,1/256.6,1/359.3,2024-05-03,EXA_FIRST,マイジャグラーV
1047,"7,967","+4,959",42,38.0,1/99.6,1/189.7,1/209.7,2024-05-03,EXA_FIRST,マイジャグラーV
1048,"3,504",-888,11,8.0,1/184.4,1/318.5,1/438.0,2024-05-03,EXA_FIRST,マイジャグラーV
1049,"6,359","+1,182",29,14.0,1/147.9,1/219.3,1/454.2,2024-05-03,EXA_FIRST,マイジャグラーV
1050,"7,681",-550,25,28.0,1/144.9,1/307.2,1/274.3,2024-05-03,EXA_FIRST,マイジャグラーV
1069,"5,615","-1,088",11,29.0,1/140.4,1/510.5,1/193.6,2024-05-03,EXA_FIRST,マイジャグラーV
1070,"3,942",-335,17,4.0,1/187.7,1/231.9,1/985.5,2024-05-03,EXA_FIRST,マイジャグラーV
1071,"9,199","+2,497",39,39.0,1/117.9,1/235.9,1/235.9,2024-05-03,EXA_FIRST,マイジャグラーV
1072,"6,560","+1,300",30,17.0,1/139.6,1/218.7,1/385.9,2024-05-03,EXA_FIRST,マイジャグラーV
1073,"5,804",-332,23,14.0,1/156.9,1/252.3,1/414.6,2024-05-03,EXA_FIRST,マイジャグラーV
1074,"8,200","+2,568",40,24.0,1/128.1,1/205.0,1/341.7,2024-05-03,EXA_FIRST,マイジャグラーV
1075,"4,055",-994,12,10.0,1/184.3,1/337.9,1/405.5,2024-05-03,EXA_FIRST,マイジャグラーV
1076,"5,141",-485,18,14.0,1/160.7,1/285.6,1/367.2,2024-05-03,EXA_FIRST,マイジャグラーV
1077,"4,143","-1,476",10,10.0,1/207.2,1/414.3,1/414.3,2024-05-03,EXA_FIRST,マイジャグラーV
1078,"5,245",+121,21,12.0,1/158.9,1/249.8,1/437.1,2024-05-03,EXA_FIRST,マイジャグラーV
1079,"9,238","+2,674",39,41.0,1/115.5,1/236.9,1/225.3,2024-05-03,EXA_FIRST,マイジャグラーV
1080,"8,895","+2,882",42,30.0,1/123.5,1/211.8,1/296.5,2024-05-03,EXA_FIRST,マイジャグラーV
1081,"6,097",-62,24,17.0,1/148.7,1/254.0,1/358.6,2024-05-03,EXA_FIRST,マイジャグラーV
1082,"8,682","+3,306",41,36.0,1/112.8,1/211.8,1/241.2,2024-05-03,EXA_FIRST,マイジャグラーV
1083,"4,887",+162,19,11.0,1/162.9,1/257.2,1/444.3,2024-05-03,EXA_FIRST,マイジャグラーV
1084,"5,083","-1,500",13,16.0,1/175.3,1/391.0,1/317.7,2024-05-03,EXA_FIRST,マイジャグラーV
1085,"5,773",-826,19,17.0,1/160.4,1/303.8,1/339.6,2024-05-03,EXA_FIRST,マイジャグラーV
