,,,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE
,,,34770.0,4790.0,151.0,97.0,358.5,140.2,53816.0,-1449.0,203.0,130.0,414.0,161.6,27506.0,-3320.0,98.0,65.0,423.2,168.7,45427.0,-2111.0,163.0,123.0,369.3,158.8,35761.0,-3785.0,117.0,113.0,316.5,155.5,47517.0,194.0,184.0,127.0,374.1,152.8,57264.0,5435.0,230.0,174.0,329.1,141.7,54898.0,3787.0,217.0,163.0,336.8,144.5,27511.0,-1900.0,94.0,87.0,316.2,152.0,26263.0,-736.0,92.0,76.0,345.6,156.3,32885.0,4414.0,141.0,97.0,339.0,138.2,37785.0,-3992.0,123.0,118.0,320.2,156.8,50802.0,-244.0,186.0,164.0,309.8,145.1,42013.0,3067.0,172.0,119.0,353.1,144.4,34838.0,-1068.0,126.0,104.0,335.0,151.5,47702.0,-6524.0,147.0,159.0,300.0,155.9,32137.0,-3370.0,112.0,84.0,382.6,164.0,43515.0,-4167.0,142.0,124.0,350.9,163.6,40100.0,-789.0,157.0,101.0,397.0,155.4,29850.0,812.0,118.0,78.0,382.7,152.3,30400.0,-1429.0,109.0,90.0,337.8,152.8,48268.0,3921.0,190.0,153.0,315.5,140.7,27227.0,1307.0,107.0,77.0,353.6,148.0,30300.0,5241.0,137.0,84.0,360.7,137.1,27495.0,-2597.0,91.0,83.0,331.3,158.0,34015.0,3800.0,137.0,112.0,303.7,136.6,36689.0,1574.0,147.0,95.0,386.2,151.6,54422.0,-5755.0,184.0,152.0,358.0,162.0,31722.0,2391.0,130.0,97.0,327.0,139.7,36673.0,797.0,132.0,121.0,303.1,145.0
,,,29835.0,3526.0,129.0,80.0,372.9,142.8,49413.0,806.0,177.0,161.0,306.9,146.2,24106.0,-2411.0,83.0,61.0,395.2,167.4,33849.0,-1489.0,129.0,79.0,428.5,162.7,22225.0,-223.0,83.0,66.0,336.7,149.2,42154.0,2218.0,167.0,116.0,363.4,149.0,55970.0,6229.0,224.0,183.0,305.8,137.5,41726.0,906.0,154.0,127.0,328.6,148.5,24860.0,-3130.0,77.0,71.0,350.1,168.0,40893.0,4315.0,169.0,129.0,317.0,137.2,22968.0,1708.0,99.0,54.0,425.3,150.1,38986.0,-1880.0,140.0,109.0,357.7,156.6,36390.0,-317.0,130.0,103.0,353.3,156.2,35560.0,-7716.0,106.0,92.0,386.5,179.6,23799.0,-164.0,95.0,61.0,390.1,152.6,34143.0,-571.0,127.0,93.0,367.1,155.2,33041.0,1108.0,123.0,109.0,303.1,142.4,48550.0,5447.0,192.0,162.0,299.7,137.1,33102.0,-1827.0,113.0,94.0,352.1,159.9,19583.0,-4550.0,65.0,37.0,529.3,192.0,29206.0,4532.0,132.0,79.0,369.7,138.4,41932.0,2374.0,162.0,133.0,315.3,142.1,23244.0,1137.0,95.0,55.0,422.6,155.0,24664.0,-344.0,91.0,73.0,337.9,150.4,24794.0,4002.0,103.0,78.0,317.9,137.0,26439.0,-3229.0,93.0,68.0,388.8,164.2,25125.0,-2646.0,89.0,65.0,386.5,163.1,49879.0,-1556.0,188.0,135.0,369.5,154.4,20258.0,-3142.0,72.0,42.0,482.3,177.7,23785.0,302.0,97.0,55.0,432.5,156.5
,,,24949.0,-617.0,97.0,81.0,308.0,140.2,70009.0,7807.0,294.0,256.0,273.5,127.3,33186.0,-3228.0,120.0,105.0,316.1,147.5,40900.0,-2935.0,155.0,124.0,329.8,146.6,26047.0,-378.0,101.0,80.0,325.6,143.9,47923.0,-2580.0,183.0,135.0,355.0,150.7,70801.0,8537.0,303.0,247.0,286.6,128.7,41566.0,-2138.0,150.0,136.0,305.6,145.3,31586.0,3822.0,146.0,85.0,371.6,136.7,25082.0,-874.0,91.0,80.0,313.5,146.7,24722.0,1338.0,105.0,71.0,348.2,140.5,36817.0,-4662.0,128.0,108.0,340.9,156.0,44582.0,-1142.0,182.0,117.0,381.0,149.1,41251.0,-3138.0,156.0,110.0,375.0,155.1,28831.0,-743.0,114.0,90.0,320.3,141.3,36824.0,407.0,149.0,112.0,328.8,141.1,33076.0,-2194.0,121.0,96.0,344.5,152.4,63492.0,36.0,257.0,199.0,319.1,139.2,39174.0,-3562.0,137.0,123.0,318.5,150.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
,,,31661.0,-665.0,116.0,110.0,287.8,140.1,62526.0,-2092.0,227.0,218.0,286.8,140.5,36318.0,-1508.0,136.0,119.0,305.2,142.4,39798.0,-691.0,161.0,107.0,371.9,148.5,31294.0,-1685.0,111.0,109.0,287.1,142.2,44581.0,-6013.0,154.0,123.0,362.4,160.9,77918.0,8627.0,316.0,287.0,271.5,129.2,47422.0,-2341.0,172.0,152.0,312.0,146.4,35044.0,150.0,139.0,109.0,321.5,141.3,17502.0,-649.0,70.0,45.0,388.9,152.2,25024.0,-4492.0,83.0,73.0,342.8,160.4,51685.0,-1993.0,187.0,177.0,292.0,142.0,38466.0,-3336.0,141.0,113.0,340.4,151.4,44292.0,-4335.0,161.0,133.0,333.0,150.7,36136.0,-4545.0,128.0,106.0,340.9,154.4,44198.0,840.0,171.0,149.0,296.6,138.1,35975.0,-6486.0,113.0,118.0,304.9,155.7,62386.0,-913.0,229.0,219.0,284.9,139.3,51165.0,679.0,194.0,178.0,287.4,137.5,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,22163.0,2300.0,108.0,51.0,434.6,139.4,21620.0,-1329.0,84.0,60.0,360.3,150.1,36979.0,1206.0,145.0,132.0,280.1,133.5,20247.0,2474.0,86.0,73.0,277.4,127.3,19521.0,-747.0,71.0,61.0,320.0,147.9,19553.0,-419.0,74.0,57.0,343.0,149.3,36149.0,1998.0,143.0,133.0,271.8,131.0,23921.0,-1521.0,92.0,62.0,385.8,155.3,43610.0,-4750.0,155.0,120.0,363.4,158.6,20481.0,-1583.0,78.0,61.0,335.8,147.3,19961.0,-2635.0,72.0,51.0,391.4,162.3
,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,22848.0,3179.0,109.0,61.0,374.6,134.4,30003.0,2636.0,130.0,97.0,309.3,132.2,36438.0,-1905.0,132.0,124.0,293.9,142.3,25947.0,4825.0,115.0,95.0,273.1,123.6,15335.0,-795.0,56.0,46.0,333.4,150.3,12114.0,-3114.0,36.0,33.0,367.1,175.6,23166.0,-1094.0,89.0,69.0,335.7,146.6,33136.0,1676.0,134.0,108.0,306.8,136.9,45262.0,-112.0,174.0,169.0,267.8,132.0,21690.0,-1791.0,80.0,68.0,319.0,146.6,21400.0,-3675.0,70.0,67.0,319.4,156.2
,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,27572.0,-1791.0,104.0,77.0,358.1,152.3,24847.0,818.0,102.0,75.0,331.3,140.4,44361.0,6262.0,190.0,155.0,286.2,128.6,18711.0,-796.0,72.0,54.0,346.5,148.5,19436.0,-2156.0,70.0,58.0,335.1,151.8,15370.0,-2423.0,55.0,49.0,313.7,147.8,20228.0,-3265.0,69.0,60.0,337.1,156.8,27355.0,3109.0,114.0,99.0,276.3,128.4,47507.0,2691.0,193.0,160.0,296.9,134.6,18184.0,-238.0,71.0,57.0,319.0,142.1,23745.0,741.0,97.0,79.0,300.6,134.9
,,,23930.0,3794.0,103.0,65.0,368.2,142.4,37101.0,-1400.0,132.0,103.0,360.2,157.9,22082.0,-2296.0,72.0,66.0,334.6,160.0,23368.0,3688.0,105.0,54.0,432.7,147.0,23490.0,-2268.0,83.0,54.0,435.0,171.5,35475.0,-2208.0,135.0,73.0,486.0,170.6,48936.0,3290.0,193.0,149.0,328.4,143.1,35559.0,2979.0,148.0,98.0,362.8,144.5,19609.0,-2791.0,65.0,55.0,356.5,163.4,7620.0,-2709.0,20.0,14.0,544.3,224.1,19002.0,307.0,72.0,48.0,395.9,158.4,29223.0,-933.0,109.0,79.0,369.9,155.4,22294.0,2331.0,95.0,60.0,371.6,143.8,16673.0,-1933.0,61.0,34.0,490.4,175.5,27671.0,773.0,109.0,65.0,425.7,159.0,18089.0,-2486.0,62.0,45.0,402.0,169.1,22976.0,102.0,91.0,57.0,403.1,155.2,31521.0,3047.0,121.0,105.0,300.2,139.5,28746.0,254.0,109.0,78.0,368.5,153.7,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
,,,15611.0,1095.0,66.0,45.0,346.9,140.6,48310.0,931.0,178.0,149.0,324.2,147.7,22942.0,2132.0,98.0,57.0,402.5,148.0,27617.0,-1481.0,93.0,83.0,332.7,156.9,20392.0,1981.0,85.0,49.0,416.2,152.2,33646.0,-3012.0,124.0,66.0,509.8,177.1,50971.0,2236.0,193.0,164.0,310.8,142.8,36626.0,3380.0,146.0,117.0,313.0,139.3,18832.0,1182.0,78.0,50.0,376.6,147.1,13128.0,-139.0,45.0,46.0,285.4,144.3,15192.0,-130.0,51.0,48.0,316.5,153.5,37258.0,1904.0,135.0,146.0,255.2,132.6,15868.0,-738.0,56.0,48.0,330.6,152.6,13596.0,-159.0,55.0,25.0,543.8,170.0,8805.0,-2106.0,29.0,18.0,489.2,187.3,11930.0,982.0,51.0,33.0,361.5,142.0,16696.0,2994.0,67.0,63.0,265.0,128.4,20843.0,-1095.0,76.0,50.0,416.9,165.4,28047.0,1967.0,105.0,98.0,286.2,138.2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
,,,11486.0,-4838.0,27.0,25.0,459.4,220.9,38293.0,3963.0,161.0,95.0,403.1,149.6,24563.0,3564.0,109.0,65.0,377.9,141.2,22935.0,-1688.0,82.0,53.0,432.7,169.9,18027.0,291.0,71.0,50.0,360.5,149.0,36864.0,904.0,146.0,91.0,405.1,155.5,40530.0,-1663.0,142.0,115.0,352.4,157.7,36693.0,3612.0,140.0,129.0,284.4,136.4,15312.0,-1967.0,55.0,31.0,493.9,178.0,17416.0,27.0,65.0,48.0,362.8,154.1,23910.0,3041.0,98.0,79.0,302.7,135.1,32921.0,3397.0,127.0,113.0,291.3,137.2,22988.0,-2780.0,76.0,62.0,370.8,166.6,22077.0,1326.0,85.0,75.0,294.4,138.0,18191.0,-4349.0,55.0,47.0,387.0,178.3,18428.0,2697.0,82.0,47.0,392.1,142.9,29995.0,929.0,112.0,105.0,285.7,138.2,34119.0,-4282.0,115.0,84.0,406.2,171.5,37072.0,-3435.0,124.0,116.0,319.6,154.5,25879.0,-3681.0,92.0,59.0,438.6,171.4,23954.0,-2870.0,77.0,82.0,292.1,150.7,39764.0,-1315.0,148.0,106.0,375.1,156.6,18001.0,200.0,68.0,57.0,315.8,144.0,17750.0,-451.0,66.0,47.0,377.7,157.1,19146.0,-1129.0,64.0,68.0,281.6,145.0,27641.0,-2636.0,98.0,70.0,394.9,164.5,19821.0,-6193.0,56.0,40.0,495.5,206.5,37896.0,-2601.0,141.0,82.0,462.1,169.9,18299.0,412.0,67.0,57.0,321.0,147.6,19599.0,-1171.0,67.0,52.0,376.9,164.7
,,,10907.0,-677.0,43.0,19.0,574.1,175.9,21639.0,-2586.0,80.0,44.0,491.8,174.5,12919.0,126.0,50.0,33.0,391.5,155.7,23833.0,5165.0,108.0,72.0,331.0,132.4,18640.0,718.0,72.0,45.0,414.2,159.3,24678.0,-5476.0,77.0,56.0,440.7,185.5,34716.0,5964.0,141.0,119.0,291.7,133.5,31162.0,2648.0,119.0,110.0,283.3,136.1,7817.0,-3782.0,18.0,12.0,651.4,260.6,8761.0,-2294.0,28.0,19.0,461.1,186.4,17377.0,312.0,63.0,56.0,310.3,146.0,20859.0,-777.0,77.0,57.0,365.9,155.7,19196.0,2039.0,82.0,47.0,408.4,148.8,15483.0,-388.0,60.0,39.0,397.0,156.4,7693.0,-2632.0,22.0,14.0,549.5,213.7,15815.0,1113.0,64.0,46.0,343.8,143.8,12034.0,-2841.0,36.0,28.0,429.8,188.0,21490.0,-1226.0,78.0,63.0,341.1,152.4,27602.0,2991.0,119.0,69.0,400.0,146.8,20211.0,185.0,79.0,55.0,367.5,150.8,15468.0,3283.0,66.0,62.0,249.5,120.8,25401.0,3535.0,104.0,82.0,309.8,136.6,12029.0,122.0,49.0,33.0,364.5,146.7,14123.0,382.0,51.0,45.0,313.8,147.1,13949.0,1346.0,56.0,47.0,296.8,135.4,16974.0,-548.0,60.0,51.0,332.8,152.9,14209.0,-21.0,58.0,31.0,458.4,159.7,32633.0,1975.0,130.0,97.0,336.4,143.8,9796.0,-3071.0,27.0,23.0,425.9,195.9,20283.0,-1562.0,68.0,58.0,349.7,161.0
,,,13217.0,-1385.0,47.0,33.0,400.5,165.2,26864.0,-2197.0,94.0,72.0,373.1,161.8,21220.0,2606.0,97.0,49.0,433.1,145.3,26383.0,1800.0,104.0,77.0,342.6,145.8,13055.0,340.0,49.0,37.0,352.8,151.8,29657.0,3351.0,136.0,60.0,494.3,151.3,33655.0,-3240.0,119.0,92.0,365.8,159.5,25089.0,47.0,94.0,73.0,343.7,150.2,17343.0,-2462.0,61.0,36.0,481.8,178.8,12768.0,2929.0,56.0,44.0,290.2,127.7,13317.0,-2667.0,39.0,37.0,359.9,175.2,21000.0,-5321.0,61.0,54.0,388.9,182.6,17935.0,-2364.0,62.0,40.0,448.4,175.8,25381.0,681.0,100.0,71.0,357.5,148.4,12575.0,-1062.0,54.0,20.0,628.8,169.9,22290.0,494.0,82.0,72.0,309.6,144.7,21492.0,-3135.0,72.0,52.0,413.3,173.3,38985.0,1109.0,152.0,104.0,374.9,152.3,21804.0,-2421.0,77.0,52.0,419.3,169.0,14146.0,-3020.0,43.0,42.0,336.8,166.4,13512.0,-5330.0,33.0,29.0,465.9,217.9,27430.0,2976.0,121.0,71.0,386.3,142.9,16934.0,-762.0,63.0,44.0,384.9,158.3,22552.0,5290.0,109.0,61.0,369.7,132.7,7890.0,-1608.0,27.0,13.0,606.9,197.2,18342.0,1545.0,74.0,51.0,359.6,146.7,17876.0,988.0,75.0,47.0,380.3,146.5,27366.0,-4404.0,83.0,81.0,337.9,166.9,15760.0,-244.0,59.0,45.0,350.2,151.5,13442.0,3989.0,68.0,38.0,353.7,126.8
,,,13765.0,-3738.0,39.0,29.0,474.7,202.4,27192.0,-1002.0,105.0,73.0,372.5,152.8,14949.0,1496.0,65.0,41.0,364.6,141.0,22109.0,-2675.0,83.0,44.0,502.5,174.1,14069.0,-2832.0,45.0,33.0,426.3,180.4,27507.0,-1653.0,103.0,66.0,416.8,162.8,32787.0,-3665.0,117.0,81.0,404.8,165.6,28214.0,-180.0,110.0,74.0,381.3,153.3,13066.0,-2348.0,44.0,26.0,502.5,186.7,7874.0,-129.0,35.0,12.0,656.2,167.5,13848.0,373.0,58.0,29.0,477.5,159.2,22989.0,-935.0,89.0,53.0,433.8,161.9,18458.0,-1591.0,66.0,40.0,461.4,174.1,18901.0,718.0,82.0,39.0,484.6,156.2,19677.0,-233.0,76.0,56.0,351.4,149.1,20679.0,-3115.0,70.0,48.0,430.8,175.2,13587.0,-717.0,53.0,30.0,452.9,163.7,25443.0,-1732.0,89.0,78.0,326.2,152.4,22515.0,783.0,88.0,60.0,375.2,152.1,12715.0,-817.0,50.0,24.0,529.8,171.8,19296.0,-10.0,76.0,54.0,357.3,148.4,18430.0,-3732.0,57.0,48.0,384.0,175.5,13027.0,-836.0,46.0,32.0,407.1,167.0,12407.0,1173.0,57.0,30.0,413.6,142.6,16236.0,4753.0,83.0,43.0,377.6,128.9,13781.0,-332.0,55.0,33.0,417.6,156.6,20696.0,-773.0,84.0,43.0,481.3,163.0,37390.0,8933.0,179.0,106.0,352.7,131.2,21715.0,-967.0,81.0,58.0,374.4,156.2,11684.0,-1866.0,37.0,28.0,417.3,179.8
,,,15647.0,-2962.0,49.0,43.0,363.9,170.1,39580.0,-11.0,159.0,94.0,421.1,156.4,23069.0,-3684.0,80.0,44.0,524.3,186.0,28120.0,-1816.0,100.0,73.0,385.2,162.5,17437.0,-381.0,73.0,41.0,425.3,153.0,36447.0,-6699.0,117.0,91.0,400.5,175.2,53845.0,4423.0,214.0,163.0,330.3,142.8,35672.0,2832.0,147.0,103.0,346.3,142.7,27734.0,-3556.0,98.0,59.0,470.1,176.6,19085.0,663.0,79.0,48.0,397.6,150.3,25164.0,-2994.0,83.0,67.0,375.6,167.8,39663.0,-4644.0,138.0,97.0,408.9,168.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,31233.0,1527.0,128.0,95.0,328.8,140.1,31883.0,2921.0,134.0,93.0,342.8,140.5,22348.0,-6091.0,59.0,70.0,319.3,173.2,26039.0,785.0,104.0,77.0,338.2,143.9,20909.0,-2223.0,71.0,61.0,342.8,158.4,47137.0,3178.0,188.0,142.0,332.0,142.8,33726.0,1936.0,142.0,93.0,362.6,143.5,16370.0,-4685.0,46.0,34.0,481.5,204.6,26036.0,-1970.0,88.0,81.0,321.4,154.1,38834.0,4253.0,161.0,123.0,315.7,136.7,20310.0,776.0,82.0,51.0,398.2,152.7,17088.0,-3362.0,56.0,42.0,406.9,174.4,20984.0,877.0,83.0,61.0,344.0,145.7,22685.0,-597.0,83.0,62.0,365.9,156.4,27265.0,-1815.0,101.0,72.0,378.7,157.6,46213.0,-244.0,169.0,136.0,339.8,151.5,21201.0,-2206.0,74.0,50.0,424.0,171.0,23587.0,-1868.0,85.0,72.0,327.6,150.2
,,,21009.0,-2675.0,74.0,50.0,420.2,169.4,41244.0,-1425.0,154.0,114.0,361.8,153.9,25574.0,-897.0,93.0,80.0,319.7,147.8,27834.0,677.0,110.0,80.0,347.9,146.5,22686.0,953.0,95.0,65.0,349.0,141.8,40144.0,156.0,147.0,131.0,306.4,144.4,45471.0,7845.0,201.0,138.0,329.5,134.1,29384.0,2340.0,121.0,81.0,362.8,145.5,19722.0,-2203.0,71.0,48.0,410.9,165.7,19253.0,1576.0,75.0,67.0,287.4,135.6,14999.0,-348.0,59.0,39.0,384.6,153.1,36536.0,2283.0,151.0,103.0,354.7,143.8,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
,,,13018.0,465.0,53.0,36.0,361.6,146.3,45816.0,-2864.0,165.0,125.0,366.5,158.0,23164.0,-2932.0,81.0,58.0,399.4,166.6,28588.0,-3922.0,104.0,65.0,439.8,169.2,28169.0,1147.0,112.0,79.0,356.6,147.5,35006.0,-1262.0,138.0,78.0,448.8,162.1,51857.0,3768.0,213.0,150.0,345.7,142.9,35354.0,527.0,145.0,90.0,392.8,150.4,20845.0,-760.0,79.0,53.0,393.3,157.9,22534.0,282.0,87.0,66.0,341.4,147.3,26077.0,407.0,106.0,70.0,372.5,148.2,41008.0,4182.0,177.0,106.0,386.9,144.9,32417.0,4058.0,149.0,84.0,385.9,139.1,28843.0,-3920.0,104.0,59.0,488.9,177.0,15737.0,-2012.0,54.0,44.0,357.7,160.6,26776.0,50.0,106.0,69.0,388.1,153.0,22368.0,-891.0,89.0,56.0,399.4,154.3,37087.0,-1112.0,144.0,95.0,390.4,155.2,28259.0,-5369.0,89.0,71.0,398.0,176.6,20676.0,-3164.0,71.0,48.0,430.8,173.7,25547.0,-4749.0,86.0,52.0,491.3,185.1,44533.0,1724.0,181.0,114.0,390.6,151.0,18175.0,-163.0,71.0,47.0,386.7,154.0,13267.0,-2236.0,49.0,28.0,473.8,172.3,11756.0,-2642.0,38.0,27.0,435.4,180.9,25368.0,-1007.0,99.0,65.0,390.3,154.7,32586.0,-531.0,125.0,89.0,366.1,152.3,46192.0,-6609.0,158.0,113.0,408.8,170.5,28885.0,2924.0,122.0,80.0,361.1,143.0,16773.0,-1438.0,61.0,40.0,419.3,166.1
,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,36114.0,3601.0,148.0,109.0,331.3,140.5,24012.0,-3906.0,79.0,62.0,387.3,170.3,31434.0,4567.0,137.0,84.0,374.2,142.2,27326.0,-529.0,99.0,83.0,329.2,150.1,27540.0,-1232.0,101.0,77.0,357.7,154.7,41008.0,-88.0,161.0,107.0,383.3,153.0,51931.0,7231.0,214.0,160.0,324.6,138.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
