,,,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE
,,,21664.0,-5082.0,62.0,57.0,380.1,182.1,45864.0,10401.0,198.0,159.0,288.5,128.5,28927.0,-3489.0,94.0,84.0,344.4,162.5,32614.0,-451.0,121.0,77.0,423.6,164.7,26266.0,-2888.0,94.0,58.0,452.9,172.8,32204.0,-4953.0,103.0,86.0,374.5,170.4,45272.0,-6374.0,148.0,116.0,390.3,171.5,33037.0,-2662.0,115.0,79.0,418.2,170.3,16816.0,-264.0,67.0,44.0,382.2,151.5,16704.0,2286.0,76.0,38.0,439.6,146.5,19000.0,502.0,73.0,47.0,404.3,158.3,28816.0,1415.0,116.0,70.0,411.7,154.9,27195.0,-2281.0,92.0,78.0,348.7,160.0,27969.0,-2577.0,98.0,68.0,411.3,168.5,23440.0,1637.0,92.0,68.0,344.7,146.5,22420.0,820.0,92.0,59.0,380.0,148.5,28432.0,815.0,106.0,85.0,334.5,148.9,38629.0,-253.0,132.0,136.0,284.0,144.1,33281.0,6161.0,138.0,117.0,284.5,130.5,17428.0,-2029.0,60.0,37.0,471.0,179.7,17014.0,-2503.0,55.0,48.0,354.5,165.2,36550.0,5355.0,156.0,109.0,335.3,137.9,17619.0,-2441.0,58.0,44.0,400.4,172.7,20318.0,-18.0,79.0,52.0,390.7,155.1,16615.0,-2550.0,56.0,41.0,405.2,171.3,24227.0,3048.0,97.0,80.0,302.8,136.9,23260.0,-2092.0,77.0,62.0,375.2,167.3,40068.0,1561.0,160.0,109.0,367.6,149.0,24311.0,1248.0,96.0,65.0,374.0,151.0,24658.0,-2570.0,84.0,58.0,425.1,173.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,d,1027,3666.0,-838.0,12.0,7.0,523.7,192.9,7885.0,-135.0,27.0,25.0,315.4,151.6,4564.0,-124.0,18.0,11.0,414.9,157.4,6049.0,876.0,26.0,19.0,318.4,134.4,9327.0,-956.0,33.0,21.0,444.1,172.7,6663.0,1029.0,28.0,20.0,333.2,138.8,6720.0,-665.0,24.0,18.0,373.3,160.0,6107.0,-132.0,24.0,12.0,508.9,169.6,6321.0,-621.0,21.0,17.0,371.8,166.3,2497.0,-1453.0,5.0,4.0,624.2,277.4,1889.0,-368.0,6.0,5.0,377.8,171.7,7781.0,1029.0,32.0,28.0,277.9,129.7,7373.0,1350.0,35.0,20.0,368.6,134.1,3282.0,-1371.0,10.0,6.0,547.0,205.1,6094.0,665.0,27.0,14.0,435.3,148.6,1290.0,-738.0,2.0,2.0,645.0,322.5,4201.0,97.0,18.0,7.0,600.1,168.0,7879.0,2091.0,34.0,30.0,262.6,123.1,6031.0,-450.0,21.0,15.0,402.1,167.5,863.0,-597.0,1.0,1.0,863.0,431.5,5148.0,171.0,20.0,14.0,367.7,151.4,7551.0,2056.0,36.0,22.0,343.2,130.2,7226.0,-171.0,27.0,21.0,344.1,150.5,3049.0,-1665.0,6.0,7.0,435.6,234.5,5233.0,-1229.0,13.0,15.0,348.9,186.9,2342.0,-309.0,9.0,4.0,585.5,180.2,5032.0,-526.0,17.0,12.0,419.3,173.5,8156.0,1253.0,33.0,31.0,263.1,127.4,6048.0,-109.0,20.0,27.0,224.0,128.7,2135.0,-468.0,8.0,3.0,711.7,194.1
マイジャグラーV,d,1028,2975.0,-997.0,8.0,6.0,495.8,212.5,7705.0,-1076.0,23.0,25.0,308.2,160.5,1157.0,-409.0,3.0,2.0,578.5,231.4,7416.0,194.0,29.0,25.0,296.6,137.3,948.0,-403.0,3.0,1.0,948.0,237.0,5852.0,288.0,22.0,19.0,308.0,142.7,6435.0,-385.0,23.0,19.0,338.7,153.2,2734.0,-1076.0,6.0,7.0,390.6,210.3,5153.0,1915.0,28.0,16.0,322.1,117.1,4329.0,-782.0,13.0,13.0,333.0,166.5,7609.0,1065.0,29.0,32.0,237.8,124.7,3704.0,-679.0,12.0,11.0,336.7,161.0,2578.0,-756.0,7.0,8.0,322.2,171.9,3974.0,-735.0,12.0,13.0,305.7,159.0,2565.0,-909.0,5.0,8.0,320.6,197.3,7707.0,-712.0,24.0,28.0,275.2,148.2,2267.0,-697.0,5.0,8.0,283.4,174.4,5529.0,-315.0,19.0,17.0,325.2,153.6,1027.0,-774.0,1.0,2.0,513.5,342.3,7691.0,76.0,28.0,23.0,334.4,150.8,1674.0,-615.0,5.0,3.0,558.0,209.2,7146.0,-359.0,23.0,26.0,274.8,145.8,730.0,3.0,3.0,2.0,365.0,146.0,1070.0,-603.0,2.0,1.0,1070.0,356.7,3390.0,15.0,13.0,11.0,308.2,141.2,755.0,-650.0,0.0,2.0,377.5,377.5,1281.0,-479.0,4.0,2.0,640.5,213.5,8546.0,3729.0,44.0,30.0,284.9,115.5,4684.0,556.0,20.0,12.0,390.3,146.4,7855.0,785.0,32.0,23.0,341.5,142.8
マイジャグラーV,d,1029,1488.0,-485.0,4.0,3.0,496.0,212.6,7149.0,509.0,28.0,25.0,286.0,134.9,7899.0,1312.0,34.0,22.0,359.0,141.1,5069.0,-1453.0,10.0,19.0,266.8,174.8,2709.0,238.0,12.0,6.0,451.5,150.5,7139.0,641.0,31.0,15.0,475.9,155.2,7610.0,1029.0,32.0,26.0,292.7,131.2,2217.0,-1006.0,6.0,3.0,739.0,246.3,2618.0,-215.0,10.0,5.0,523.6,174.5,3759.0,-656.0,12.0,9.0,417.7,179.0,259.0,-321.0,0.0,0.0,0.0,0.0,3497.0,971.0,17.0,7.0,499.6,145.7,2933.0,-679.0,10.0,6.0,488.8,183.3,7045.0,1465.0,33.0,20.0,352.2,132.9,4587.0,309.0,19.0,15.0,305.8,134.9,2800.0,-274.0,11.0,3.0,933.3,200.0,5607.0,-497.0,19.0,13.0,431.3,175.2,7865.0,-1641.0,22.0,26.0,302.5,163.9,1781.0,-1312.0,4.0,0.0,0.0,445.2,2400.0,-1547.0,4.0,4.0,600.0,300.0,3278.0,-924.0,9.0,9.0,364.2,182.1,3646.0,-1371.0,10.0,10.0,364.6,182.3,4052.0,1206.0,18.0,12.0,337.7,135.1,5189.0,1147.0,22.0,18.0,288.3,129.7,3706.0,121.0,14.0,12.0,308.8,142.5,1570.0,-285.0,5.0,3.0,523.3,196.2,874.0,-556.0,2.0,0.0,0.0,437.0,6971.0,1124.0,30.0,19.0,366.9,142.3,1228.0,-91.0,5.0,1.0,1228.0,204.7,5646.0,1029.0,27.0,15.0,376.4,134.4
マイジャグラーV,d,1030,3851.0,38.0,15.0,8.0,481.4,167.4,6130.0,-479.0,22.0,16.0,383.1,161.3,3956.0,1182.0,20.0,14.0,282.6,116.4,2899.0,-1041.0,9.0,5.0,579.8,207.1,3348.0,68.0,14.0,7.0,478.3,159.4,8617.0,2638.0,41.0,31.0,278.0,119.7,9691.0,782.0,34.0,37.0,261.9,136.5,2269.0,-474.0,8.0,3.0,756.3,206.3,3569.0,144.0,15.0,8.0,446.1,155.2,3122.0,-121.0,13.0,5.0,624.4,173.4,3258.0,597.0,14.0,10.0,325.8,135.8,8357.0,-1829.0,24.0,28.0,298.5,160.7,4147.0,562.0,18.0,10.0,414.7,148.1,6664.0,538.0,23.0,24.0,277.7,141.8,921.0,-344.0,2.0,3.0,307.0,184.2,6604.0,103.0,24.0,22.0,300.2,143.6,1498.0,-379.0,5.0,2.0,749.0,214.0,4813.0,-1406.0,14.0,12.0,401.1,185.1,6787.0,-974.0,22.0,15.0,452.5,183.4,5650.0,547.0,24.0,16.0,353.1,141.2,7486.0,1182.0,29.0,26.0,287.9,136.1,3506.0,-1147.0,10.0,6.0,584.3,219.1,951.0,-279.0,2.0,3.0,317.0,190.2,752.0,121.0,4.0,1.0,752.0,150.4,3440.0,368.0,15.0,9.0,382.2,143.3,3561.0,444.0,16.0,10.0,356.1,137.0,3967.0,-1159.0,8.0,13.0,305.2,188.9,6712.0,197.0,26.0,18.0,372.9,152.5,1315.0,-9.0,5.0,2.0,657.5,187.9,680.0,-691.0,0.0,2.0,340.0,340.0
マイジャグラーV,d,1031,2708.0,-856.0,8.0,4.0,677.0,225.7,6794.0,938.0,32.0,14.0,485.3,147.7,1269.0,-591.0,3.0,2.0,634.5,253.8,4546.0,-1324.0,11.0,14.0,324.7,181.8,4214.0,-1065.0,13.0,7.0,602.0,210.7,6901.0,1041.0,28.0,25.0,276.0,130.2,7083.0,1276.0,33.0,18.0,393.5,138.9,7005.0,2744.0,38.0,16.0,437.8,129.7,2483.0,-485.0,8.0,5.0,496.6,191.0,5600.0,606.0,25.0,12.0,466.7,151.4,520.0,-279.0,1.0,1.0,520.0,260.0,6708.0,2550.0,33.0,27.0,248.4,111.8,3354.0,-1147.0,10.0,3.0,1118.0,258.0,2902.0,-1653.0,5.0,5.0,580.4,290.2,8558.0,-279.0,26.0,32.0,267.4,147.6,2097.0,-703.0,6.0,3.0,699.0,233.0,4582.0,726.0,21.0,11.0,416.5,143.2,7078.0,274.0,29.0,19.0,372.5,147.5,1199.0,-1029.0,1.0,2.0,599.5,399.7,1409.0,-26.0,6.0,2.0,704.5,176.1,1162.0,-991.0,1.0,2.0,581.0,387.3,8473.0,1182.0,33.0,38.0,223.0,119.3,4146.0,-1429.0,8.0,17.0,243.9,165.8,5030.0,253.0,18.0,18.0,279.4,139.7,986.0,-462.0,2.0,3.0,328.7,197.2,8975.0,644.0,30.0,39.0,230.1,130.1,7010.0,-1394.0,20.0,22.0,318.6,166.9,6337.0,-2215.0,14.0,17.0,372.8,204.4,3838.0,-1547.0,7.0,14.0,274.1,182.8,8719.0,679.0,37.0,22.0,396.3,147.8
マイジャグラーV,d,1032,5745.0,876.0,26.0,13.0,441.9,147.3,8194.0,2179.0,29.0,45.0,182.1,110.7,6437.0,-315.0,25.0,18.0,357.6,149.7,5601.0,218.0,23.0,13.0,430.8,155.6,5397.0,-500.0,21.0,14.0,385.5,154.2,7658.0,-1229.0,22.0,29.0,264.1,150.2,8669.0,-926.0,30.0,27.0,321.1,152.1,3078.0,-406.0,13.0,4.0,769.5,181.1,2690.0,-479.0,10.0,6.0,448.3,168.1,3850.0,-821.0,11.0,9.0,427.8,192.5,6230.0,2929.0,37.0,14.0,445.0,122.2,5387.0,-1724.0,13.0,17.0,316.9,179.6,5535.0,-1324.0,17.0,12.0,461.2,190.9,5809.0,-688.0,18.0,17.0,341.7,166.0,5199.0,2462.0,25.0,27.0,192.6,100.0,3445.0,712.0,17.0,11.0,313.2,123.0,7861.0,2321.0,42.0,17.0,462.4,133.2,5350.0,-1476.0,15.0,16.0,334.4,172.6,7110.0,2868.0,40.0,18.0,395.0,122.6,2556.0,-26.0,9.0,8.0,319.5,150.4,7443.0,794.0,28.0,26.0,286.3,137.8,7819.0,1676.0,31.0,32.0,244.3,124.1,4167.0,88.0,19.0,9.0,463.0,148.8,3198.0,232.0,15.0,6.0,533.0,152.3,5256.0,-68.0,19.0,18.0,292.0,142.1,5140.0,312.0,18.0,20.0,257.0,135.3,5396.0,688.0,25.0,11.0,490.5,149.9,6085.0,1888.0,31.0,17.0,357.9,126.8,4293.0,-326.0,15.0,8.0,536.6,186.7,6156.0,206.0,26.0,15.0,410.4,150.1
,,,20433.0,-2262.0,73.0,41.0,498.4,179.2,43857.0,1936.0,161.0,150.0,292.4,141.0,25282.0,1055.0,103.0,69.0,366.4,147.0,31580.0,-2530.0,108.0,95.0,332.4,155.6,25943.0,-2618.0,96.0,56.0,463.3,170.7,42830.0,4408.0,172.0,139.0,308.1,137.7,46208.0,1111.0,176.0,145.0,318.7,144.0,23410.0,-350.0,95.0,45.0,520.2,167.2,22834.0,259.0,92.0,57.0,400.6,153.2,23157.0,-3227.0,79.0,52.0,445.3,176.8,19765.0,3623.0,87.0,62.0,318.8,132.7,35434.0,318.0,131.0,118.0,300.3,142.3,25920.0,-1994.0,97.0,59.0,439.3,166.2,29676.0,-2444.0,101.0,85.0,349.1,159.5,27924.0,1904.0,104.0,99.0,282.1,137.6,23943.0,-1612.0,84.0,69.0,347.0,156.5,26016.0,1571.0,110.0,58.0,448.6,154.9,38514.0,-2473.0,133.0,120.0,321.0,152.2,23935.0,-1671.0,89.0,52.0,460.3,169.8,20569.0,-1573.0,72.0,54.0,380.9,163.2,26191.0,-383.0,92.0,80.0,327.4,152.3,38141.0,2037.0,143.0,134.0,284.6,137.7,21272.0,-582.0,77.0,64.0,332.4,150.9,18288.0,-515.0,67.0,51.0,358.6,155.0,22011.0,-1255.0,76.0,68.0,323.7,152.9,22343.0,156.0,78.0,78.0,286.4,143.2,23560.0,-3426.0,76.0,60.0,392.7,173.2,42807.0,5976.0,178.0,132.0,324.3,138.1,21406.0,-1526.0,72.0,64.0,334.5,157.4,31191.0,1540.0,130.0,80.0,389.9,148.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,e,1033,6396.0,-500.0,21.0,17.0,376.2,168.3,5538.0,-126.0,21.0,11.0,503.5,173.1,1779.0,-762.0,6.0,0.0,0.0,296.5,7425.0,959.0,30.0,23.0,322.8,140.1,6859.0,762.0,25.0,25.0,274.4,137.2,7790.0,1218.0,36.0,20.0,389.5,139.1,8069.0,-2356.0,18.0,27.0,298.9,179.3,5006.0,-1756.0,14.0,10.0,500.6,208.6,6644.0,-421.0,25.0,17.0,390.8,158.2,192.0,-250.0,0.0,0.0,0.0,0.0,3778.0,465.0,16.0,11.0,343.5,139.9,7305.0,-1076.0,23.0,19.0,384.5,173.9,4222.0,924.0,22.0,8.0,527.8,140.7,4467.0,606.0,19.0,13.0,343.6,139.6,2568.0,-879.0,6.0,6.0,428.0,214.0,7220.0,53.0,25.0,24.0,300.8,147.3,4681.0,-1103.0,14.0,13.0,360.1,173.4,6390.0,818.0,29.0,14.0,456.4,148.6,8462.0,1065.0,37.0,20.0,423.1,148.5,5808.0,406.0,24.0,15.0,387.2,148.9,3047.0,-1229.0,8.0,7.0,435.3,203.1,6406.0,382.0,28.0,14.0,457.6,152.5,2474.0,926.0,14.0,6.0,412.3,123.7,3837.0,-371.0,13.0,10.0,383.7,166.8,3193.0,85.0,15.0,5.0,638.6,159.6,2274.0,-844.0,7.0,1.0,2274.0,284.2,5267.0,579.0,23.0,12.0,438.9,150.5,9067.0,2550.0,39.0,37.0,245.1,119.3,2812.0,-1182.0,8.0,3.0,937.3,255.6,2105.0,-721.0,5.0,4.0,526.2,233.9
マイジャグラーV,e,1034,1242.0,-497.0,3.0,4.0,310.5,177.4,8945.0,3024.0,38.0,40.0,223.6,114.7,5312.0,-1347.0,15.0,11.0,482.9,204.3,3015.0,-126.0,12.0,4.0,753.8,188.4,1942.0,-832.0,5.0,2.0,971.0,277.4,6765.0,-700.0,25.0,14.0,483.2,173.5,6727.0,-750.0,23.0,17.0,395.7,168.2,3903.0,-132.0,15.0,10.0,390.3,156.1,6983.0,2021.0,35.0,22.0,317.4,122.5,7205.0,2709.0,38.0,20.0,360.2,124.2,4589.0,-147.0,16.0,14.0,327.8,153.0,3306.0,-21.0,14.0,8.0,413.2,150.3,2578.0,68.0,11.0,5.0,515.6,161.1,6858.0,959.0,31.0,16.0,428.6,145.9,6398.0,-335.0,24.0,11.0,581.6,182.8,4214.0,-1618.0,8.0,14.0,301.0,191.5,7840.0,618.0,32.0,25.0,313.6,137.5,9123.0,-262.0,29.0,33.0,276.5,147.1,4436.0,-409.0,18.0,9.0,492.9,164.3,7136.0,391.0,25.0,28.0,254.9,134.6,6600.0,-832.0,22.0,16.0,412.5,173.7,5526.0,-850.0,16.0,15.0,368.4,178.3,4623.0,-274.0,15.0,14.0,330.2,159.4,775.0,-179.0,3.0,1.0,775.0,193.8,1722.0,-1229.0,1.0,5.0,344.4,287.0,4066.0,-585.0,12.0,12.0,338.8,169.4,3586.0,68.0,15.0,8.0,448.2,155.9,8414.0,2109.0,36.0,38.0,221.4,113.7,6931.0,856.0,26.0,25.0,277.2,135.9,6682.0,618.0,31.0,15.0,445.5,145.3
マイジャグラーV,e,1035,7465.0,568.0,30.0,26.0,287.1,133.3,5064.0,-1465.0,15.0,8.0,633.0,220.2,625.0,-268.0,2.0,0.0,0.0,312.5,9243.0,1844.0,38.0,35.0,264.1,126.6,1602.0,-691.0,5.0,0.0,0.0,320.4,6188.0,-453.0,20.0,17.0,364.0,167.2,7912.0,-456.0,29.0,24.0,329.7,149.3,5988.0,-1135.0,16.0,19.0,315.2,171.1,873.0,-62.0,4.0,0.0,0.0,218.2,1350.0,-103.0,5.0,4.0,337.5,150.0,1299.0,703.0,8.0,3.0,433.0,118.1,8693.0,1879.0,33.0,40.0,217.3,119.1,4794.0,335.0,22.0,13.0,368.8,137.0,4798.0,574.0,22.0,12.0,399.8,141.1,6209.0,1421.0,27.0,19.0,326.8,135.0,3080.0,-774.0,10.0,5.0,616.0,205.3,2884.0,9.0,11.0,7.0,412.0,160.2,6547.0,-597.0,21.0,17.0,385.1,172.3,2635.0,-832.0,7.0,7.0,376.4,188.2,2653.0,-497.0,9.0,7.0,379.0,165.8,1311.0,-438.0,4.0,1.0,1311.0,262.2,7038.0,1253.0,32.0,20.0,351.9,135.3,2183.0,391.0,9.0,8.0,272.9,128.4,4643.0,-403.0,14.0,16.0,290.2,154.8,1890.0,-826.0,5.0,2.0,945.0,270.0,1568.0,-885.0,3.0,3.0,522.7,261.3,3706.0,874.0,18.0,10.0,370.6,132.4,7926.0,2144.0,35.0,30.0,264.2,121.9,5325.0,591.0,22.0,13.0,409.6,152.1,3633.0,50.0,15.0,10.0,363.3,145.3
マイジャグラーV,e,1036,563.0,-132.0,2.0,0.0,0.0,281.5,5477.0,-2426.0,13.0,11.0,497.9,228.2,7412.0,2162.0,34.0,33.0,224.6,110.6,2738.0,-503.0,9.0,6.0,456.3,182.5,550.0,-362.0,1.0,1.0,550.0,275.0,8424.0,3024.0,43.0,26.0,324.0,122.1,8059.0,-1429.0,23.0,32.0,251.8,146.5,4085.0,-1041.0,11.0,9.0,453.9,204.2,1798.0,-232.0,7.0,3.0,599.3,179.8,881.0,-74.0,3.0,3.0,293.7,146.8,475.0,-244.0,1.0,0.0,0.0,475.0,6245.0,947.0,28.0,14.0,446.1,148.7,6702.0,-609.0,21.0,22.0,304.6,155.9,3363.0,-994.0,10.0,3.0,1121.0,258.7,713.0,-168.0,3.0,0.0,0.0,237.7,6164.0,2038.0,33.0,11.0,560.4,140.1,4421.0,1747.0,23.0,14.0,315.8,119.5,8636.0,1453.0,37.0,30.0,287.9,128.9,2621.0,968.0,13.0,10.0,262.1,114.0,1245.0,-744.0,3.0,1.0,1245.0,311.2,4241.0,244.0,19.0,11.0,385.5,141.4,6797.0,-241.0,25.0,17.0,399.8,161.8,1475.0,-474.0,5.0,1.0,1475.0,245.8,1085.0,-826.0,2.0,0.0,0.0,542.5,2717.0,-956.0,8.0,8.0,339.6,169.8,1820.0,-650.0,4.0,5.0,364.0,202.2,6916.0,1174.0,30.0,17.0,406.8,147.1,9079.0,2179.0,40.0,27.0,336.3,135.5,2050.0,144.0,7.0,8.0,256.2,136.7,3187.0,-221.0,10.0,10.0,318.7,159.4
マイジャグラーV,e,1037,6442.0,335.0,25.0,21.0,306.8,140.0,7899.0,-374.0,26.0,26.0,303.8,151.9,5584.0,-841.0,15.0,25.0,223.4,139.6,4264.0,232.0,19.0,7.0,609.1,164.0,8852.0,2303.0,37.0,33.0,268.2,126.5,3794.0,-1524.0,9.0,7.0,542.0,237.1,7776.0,-524.0,26.0,25.0,311.0,152.5,7415.0,285.0,29.0,20.0,370.8,151.3,7194.0,-1406.0,24.0,16.0,449.6,179.8,5771.0,888.0,23.0,18.0,320.6,140.8,1386.0,-250.0,5.0,2.0,693.0,198.0,5251.0,597.0,24.0,13.0,403.9,141.9,4999.0,79.0,20.0,12.0,416.6,156.2,5471.0,1053.0,24.0,14.0,390.8,144.0,5763.0,-2656.0,9.0,19.0,303.3,205.8,7221.0,1288.0,32.0,22.0,328.2,133.7,4300.0,-532.0,16.0,7.0,614.3,187.0,6855.0,-1182.0,17.0,26.0,263.7,159.4,1305.0,-650.0,4.0,0.0,0.0,326.2,5634.0,924.0,22.0,17.0,331.4,144.5,6693.0,1912.0,33.0,19.0,352.3,128.7,3080.0,-512.0,10.0,7.0,440.0,181.2,2017.0,-562.0,7.0,3.0,672.3,201.7,3257.0,841.0,16.0,7.0,465.3,141.6,1396.0,-397.0,5.0,1.0,1396.0,232.7,2577.0,-1912.0,2.0,7.0,368.1,286.3,2714.0,429.0,11.0,11.0,246.7,123.4,8226.0,309.0,33.0,25.0,329.0,141.8,3789.0,-1100.0,9.0,13.0,291.5,172.2,1737.0,185.0,8.0,3.0,579.0,157.9
マイジャグラーV,e,1038,1062.0,-179.0,4.0,1.0,1062.0,212.4,7498.0,1829.0,33.0,24.0,312.4,131.5,1610.0,191.0,8.0,0.0,0.0,201.2,5346.0,-156.0,21.0,11.0,486.0,167.1,4070.0,-1159.0,11.0,12.0,339.2,177.0,5028.0,-1982.0,11.0,11.0,457.1,228.5,6892.0,1512.0,31.0,20.0,344.6,135.1,8365.0,1324.0,34.0,24.0,348.5,144.2,1109.0,-626.0,1.0,3.0,369.7,277.2,2638.0,138.0,10.0,9.0,293.1,138.8,3082.0,-715.0,9.0,6.0,513.7,205.5,7213.0,1865.0,36.0,18.0,400.7,133.6,3881.0,-268.0,14.0,9.0,431.2,168.7,6821.0,1297.0,35.0,12.0,568.4,145.1,3488.0,-403.0,14.0,9.0,387.6,151.7,4887.0,-650.0,16.0,17.0,287.5,148.1,5403.0,1312.0,27.0,14.0,385.9,131.8,5695.0,285.0,25.0,16.0,355.9,138.9,7479.0,-724.0,27.0,20.0,374.0,159.1,1007.0,-303.0,3.0,2.0,503.5,201.4,4216.0,1206.0,20.0,12.0,351.3,131.8,3788.0,279.0,17.0,6.0,631.3,164.7,1358.0,-109.0,5.0,3.0,452.7,169.8,7108.0,853.0,26.0,27.0,263.3,134.1,9426.0,1100.0,37.0,36.0,261.8,129.1,6026.0,-803.0,20.0,17.0,354.5,162.9,7212.0,-815.0,20.0,26.0,277.4,156.8,8689.0,-206.0,32.0,22.0,395.0,160.9,6515.0,-1347.0,20.0,18.0,361.9,171.4,926.0,-644.0,1.0,2.0,463.0,308.7
マイジャグラーV,e,1039,1297.0,-232.0,5.0,1.0,1297.0,216.2,6298.0,1985.0,36.0,13.0,484.5,128.5,6151.0,-265.0,24.0,11.0,559.2,175.7,5695.0,418.0,23.0,16.0,355.9,146.0,5546.0,-1100.0,16.0,16.0,346.6,173.3,5136.0,-159.0,19.0,14.0,366.9,155.6,7947.0,512.0,29.0,24.0,331.1,149.9,4549.0,-1650.0,11.0,11.0,413.5,206.8,5075.0,-938.0,19.0,7.0,725.0,195.2,1790.0,-338.0,6.0,4.0,447.5,179.0,3462.0,-209.0,11.0,16.0,216.4,128.2,3149.0,-826.0,10.0,4.0,787.2,224.9,5809.0,-715.0,19.0,14.0,414.9,176.0,8376.0,1818.0,38.0,26.0,322.2,130.9,3481.0,-1253.0,7.0,10.0,348.1,204.8,2380.0,-1147.0,5.0,4.0,595.0,264.4,963.0,-144.0,4.0,1.0,963.0,192.6,4571.0,-1100.0,15.0,7.0,653.0,207.8,3961.0,-285.0,16.0,7.0,565.9,172.2,5109.0,274.0,21.0,13.0,393.0,150.3,5696.0,1897.0,27.0,19.0,299.8,123.8,8116.0,1112.0,37.0,19.0,427.2,144.9,4383.0,994.0,19.0,17.0,257.8,121.8,3987.0,-809.0,11.0,13.0,306.7,166.1,690.0,-391.0,1.0,2.0,345.0,230.0,1991.0,-268.0,7.0,4.0,497.8,181.0,3038.0,774.0,15.0,8.0,379.8,132.1,8643.0,-559.0,26.0,35.0,246.9,141.7,4376.0,1138.0,23.0,8.0,547.0,141.2,6678.0,2038.0,31.0,25.0,267.1,119.2
