,,,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE,GAME,MEDALS,BB,RB,RB_RATE,TOTAL_RATE
マイジャグラーV,e,1040,7101.0,2338.0,36.0,18.0,394.5,131.5,4011.0,-1829.0,9.0,8.0,501.4,235.9,2161.0,-1065.0,5.0,4.0,540.2,240.1,7650.0,691.0,32.0,18.0,425.0,153.0,4740.0,-947.0,15.0,8.0,592.5,206.1,6247.0,-1924.0,17.0,17.0,367.5,183.7,8453.0,-632.0,29.0,23.0,367.5,162.6,6786.0,-300.0,21.0,19.0,357.2,169.6,1707.0,-509.0,4.0,5.0,341.4,189.7,7072.0,368.0,27.0,26.0,272.0,133.4,924.0,-150.0,3.0,2.0,462.0,184.8,7357.0,-641.0,24.0,21.0,350.3,163.5,4419.0,-1806.0,9.0,14.0,315.6,192.1,2412.0,-591.0,6.0,8.0,301.5,172.3,4518.0,-132.0,17.0,11.0,410.7,161.4,2517.0,-74.0,10.0,7.0,359.6,148.1,6137.0,547.0,29.0,12.0,511.4,149.7,6152.0,909.0,26.0,18.0,341.8,139.8,2971.0,-1147.0,7.0,6.0,495.2,228.5,8924.0,2038.0,36.0,38.0,234.8,120.6,1456.0,-450.0,5.0,1.0,1456.0,242.7,2258.0,-121.0,10.0,1.0,2258.0,205.3,606.0,21.0,3.0,0.0,0.0,202.0,911.0,-538.0,2.0,2.0,455.5,227.8,1258.0,-450.0,4.0,0.0,0.0,314.5,4478.0,-982.0,16.0,7.0,639.7,194.7,7123.0,-921.0,20.0,26.0,274.0,154.8,9112.0,4074.0,50.0,28.0,325.4,116.8,1965.0,-685.0,5.0,4.0,491.2,218.3,3373.0,-74.0,12.0,11.0,306.6,146.7
マイジャグラーV,e,1041,7716.0,1418.0,31.0,29.0,266.1,128.6,7395.0,1182.0,31.0,27.0,273.9,127.5,6713.0,1844.0,34.0,17.0,394.9,131.6,4286.0,-538.0,15.0,8.0,535.8,186.3,2745.0,-874.0,8.0,4.0,686.2,228.8,7002.0,438.0,31.0,12.0,583.5,162.8,7645.0,1862.0,38.0,14.0,546.1,147.0,5861.0,-2374.0,14.0,16.0,366.3,195.4,4380.0,-362.0,16.0,12.0,365.0,156.4,2351.0,-279.0,8.0,6.0,391.8,167.9,5862.0,-103.0,23.0,13.0,450.9,162.8,2955.0,-379.0,12.0,6.0,492.5,164.2,5693.0,2885.0,35.0,8.0,711.6,132.4,7029.0,535.0,31.0,17.0,413.5,146.4,3018.0,-1159.0,6.0,9.0,335.3,201.2,8522.0,524.0,36.0,20.0,426.1,152.2,6596.0,735.0,24.0,28.0,235.6,126.8,7119.0,-132.0,24.0,20.0,356.0,161.8,5779.0,-791.0,17.0,13.0,444.5,192.6,3418.0,-1347.0,8.0,11.0,310.7,179.9,5002.0,-1950.0,11.0,16.0,312.6,185.3,8108.0,1641.0,38.0,21.0,386.1,137.4,6735.0,2603.0,40.0,15.0,449.0,122.5,4448.0,-2215.0,9.0,11.0,404.4,222.4,3015.0,-944.0,11.0,2.0,1507.5,231.9,1991.0,-674.0,5.0,5.0,398.2,199.1,2246.0,-656.0,6.0,3.0,748.7,249.6,8816.0,676.0,31.0,34.0,259.3,135.6,6354.0,-403.0,23.0,16.0,397.1,162.9,7357.0,4426.0,41.0,35.0,210.2,96.8
,,,39284.0,3119.0,157.0,117.0,335.8,143.4,58125.0,1800.0,222.0,168.0,346.0,149.0,37347.0,-351.0,143.0,101.0,369.8,153.1,49662.0,2821.0,199.0,128.0,388.0,151.9,36906.0,-2900.0,123.0,101.0,365.4,164.8,56374.0,-2062.0,211.0,138.0,408.5,161.5,69480.0,-2261.0,246.0,206.0,337.3,153.7,51958.0,-6779.0,165.0,138.0,376.5,171.5,35763.0,-2535.0,135.0,85.0,420.7,162.6,29250.0,3059.0,120.0,90.0,325.0,139.3,24857.0,-650.0,92.0,67.0,371.0,156.3,51474.0,2345.0,204.0,143.0,360.0,148.3,43097.0,893.0,173.0,105.0,410.4,155.0,49595.0,5257.0,216.0,121.0,409.9,147.2,36156.0,-5564.0,113.0,94.0,384.6,174.7,46205.0,-360.0,175.0,124.0,372.6,154.5,43225.0,3189.0,180.0,121.0,357.2,143.6,61088.0,192.0,223.0,181.0,337.5,151.2,39649.0,-2805.0,146.0,92.0,431.0,166.6,40934.0,1142.0,151.0,132.0,310.1,144.6,38262.0,360.0,149.0,102.0,375.1,152.4,51117.0,2943.0,213.0,120.0,426.0,153.5,25854.0,3516.0,117.0,67.0,385.9,140.5,30051.0,-3647.0,96.0,87.0,345.4,164.2,25307.0,-4008.0,87.0,61.0,414.9,171.0,26791.0,-7603.0,76.0,61.0,439.2,195.6,41808.0,1506.0,158.0,121.0,345.5,149.8,77972.0,13276.0,322.0,276.0,282.5,130.4,40117.0,-1988.0,143.0,108.0,371.5,159.8,35678.0,5657.0,154.0,115.0,310.2,132.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,f,1042,6452.0,1571.0,29.0,24.0,268.8,121.7,8256.0,-606.0,29.0,26.0,317.5,150.1,2283.0,-921.0,5.0,5.0,456.6,228.3,7488.0,794.0,32.0,20.0,374.4,144.0,6084.0,297.0,23.0,20.0,304.2,141.5,8061.0,-697.0,29.0,20.0,403.0,164.5,8849.0,-1597.0,24.0,32.0,276.5,158.0,5663.0,-562.0,20.0,14.0,404.5,166.6,4833.0,359.0,22.0,9.0,537.0,155.9,5239.0,-2003.0,12.0,16.0,327.4,187.1,1975.0,-891.0,4.0,3.0,658.3,282.1,8021.0,1826.0,39.0,21.0,382.0,133.7,4862.0,-1171.0,14.0,15.0,324.1,167.7,7128.0,182.0,25.0,21.0,339.4,155.0,7953.0,2412.0,40.0,20.0,397.6,132.6,5332.0,-2391.0,11.0,12.0,444.3,231.8,2634.0,-300.0,11.0,4.0,658.5,175.6,6459.0,-3.0,25.0,20.0,323.0,143.5,7089.0,-62.0,24.0,29.0,244.4,133.8,3945.0,-291.0,15.0,10.0,394.5,157.8,5420.0,-1579.0,14.0,18.0,301.1,169.4,3949.0,-1844.0,8.0,10.0,394.9,219.4,6173.0,1524.0,32.0,18.0,342.9,123.5,1766.0,-338.0,5.0,5.0,353.2,176.6,3465.0,-1206.0,9.0,10.0,346.5,182.4,5751.0,1476.0,26.0,21.0,273.9,122.4,5134.0,221.0,23.0,12.0,427.8,146.7,6613.0,418.0,26.0,17.0,389.0,153.8,2045.0,-1253.0,3.0,3.0,681.7,340.8,8754.0,1347.0,33.0,38.0,230.4,123.3
マイジャグラーV,f,1043,1149.0,-97.0,5.0,0.0,0.0,229.8,6088.0,-700.0,19.0,19.0,320.4,160.2,6589.0,-1594.0,20.0,12.0,549.1,205.9,5026.0,429.0,21.0,13.0,386.6,147.8,3333.0,221.0,14.0,8.0,416.6,151.5,5837.0,-982.0,21.0,11.0,530.6,182.4,5993.0,1206.0,29.0,14.0,428.1,139.4,6580.0,665.0,28.0,17.0,387.1,146.2,433.0,-226.0,1.0,0.0,0.0,433.0,2413.0,-385.0,9.0,3.0,804.3,201.1,5187.0,-862.0,16.0,17.0,305.1,157.2,4009.0,-44.0,14.0,13.0,308.4,148.5,6532.0,1006.0,25.0,24.0,272.2,133.3,5164.0,-1006.0,16.0,14.0,368.9,172.1,3902.0,-1265.0,8.0,12.0,325.2,195.1,2144.0,-1112.0,3.0,8.0,268.0,194.9,2640.0,-156.0,11.0,5.0,528.0,165.0,3013.0,-971.0,8.0,7.0,430.4,200.9,7856.0,-1629.0,23.0,21.0,374.1,178.5,1110.0,-885.0,2.0,1.0,1110.0,370.0,5270.0,2321.0,30.0,16.0,329.4,114.6,8164.0,1524.0,36.0,24.0,340.2,136.1,5479.0,479.0,21.0,18.0,304.4,140.5,1784.0,-1229.0,3.0,4.0,446.0,254.9,5323.0,74.0,20.0,19.0,280.2,136.5,895.0,-562.0,2.0,1.0,895.0,298.3,3000.0,-15.0,11.0,7.0,428.6,166.7,6828.0,321.0,27.0,22.0,310.4,139.3,5031.0,-429.0,17.0,15.0,335.4,157.2,462.0,-309.0,1.0,1.0,462.0,231.0
マイジャグラーV,f,1044,5820.0,497.0,23.0,19.0,306.3,138.6,6360.0,-944.0,18.0,23.0,276.5,155.1,2769.0,68.0,10.0,8.0,346.1,153.8,7314.0,1253.0,31.0,23.0,318.0,135.4,4085.0,-1312.0,10.0,9.0,453.9,215.0,6064.0,-732.0,22.0,13.0,466.5,173.3,6722.0,-1629.0,18.0,19.0,353.8,181.7,7857.0,1041.0,33.0,24.0,327.4,137.8,7154.0,-559.0,25.0,24.0,298.1,146.0,1337.0,-638.0,3.0,1.0,1337.0,334.2,832.0,-415.0,2.0,0.0,0.0,416.0,5220.0,-994.0,16.0,13.0,401.5,180.0,5771.0,665.0,26.0,15.0,384.7,140.8,4269.0,97.0,19.0,6.0,711.5,170.8,1943.0,-421.0,7.0,3.0,647.7,194.3,5724.0,-526.0,20.0,17.0,336.7,154.7,6326.0,606.0,28.0,13.0,486.6,154.3,8831.0,-347.0,30.0,26.0,339.7,157.7,1599.0,-832.0,4.0,2.0,799.5,266.5,6370.0,2338.0,33.0,19.0,335.3,122.5,7571.0,2250.0,34.0,25.0,302.8,128.3,3180.0,-1747.0,8.0,5.0,636.0,244.6,1445.0,-350.0,5.0,2.0,722.5,206.4,1712.0,-585.0,6.0,1.0,1712.0,244.6,5364.0,-1559.0,12.0,16.0,335.2,191.6,3331.0,-1324.0,7.0,13.0,256.2,166.6,4890.0,-18.0,19.0,12.0,407.5,157.7,6720.0,-638.0,22.0,20.0,336.0,160.0,1444.0,-221.0,6.0,1.0,1444.0,206.3,5284.0,-321.0,17.0,20.0,264.2,142.8
マイジャグラーV,f,1045,4668.0,97.0,18.0,14.0,333.4,145.9,8148.0,2726.0,39.0,31.0,262.8,116.4,1973.0,-374.0,6.0,4.0,493.2,197.3,4722.0,-1312.0,14.0,9.0,524.7,205.3,7118.0,1547.0,30.0,31.0,229.6,116.7,7484.0,309.0,30.0,22.0,340.2,143.9,6677.0,679.0,26.0,23.0,290.3,136.3,6605.0,-368.0,22.0,20.0,330.2,157.3,955.0,-509.0,2.0,1.0,955.0,318.3,1453.0,-338.0,4.0,3.0,484.3,207.6,4811.0,-1124.0,15.0,11.0,437.4,185.0,1225.0,-521.0,4.0,0.0,0.0,306.2,4429.0,-821.0,13.0,10.0,442.9,192.6,6217.0,2285.0,33.0,21.0,296.0,115.1,527.0,-450.0,1.0,0.0,0.0,527.0,5206.0,65.0,21.0,12.0,433.8,157.8,3413.0,276.0,14.0,9.0,379.2,148.4,7990.0,2247.0,39.0,24.0,332.9,126.8,4054.0,-1500.0,11.0,9.0,450.4,202.7,5081.0,218.0,19.0,17.0,298.9,141.1,1406.0,-456.0,3.0,5.0,281.2,175.8,7408.0,544.0,27.0,25.0,296.3,142.5,2886.0,-526.0,11.0,4.0,721.5,192.4,891.0,-32.0,4.0,1.0,891.0,178.2,3999.0,-56.0,17.0,5.0,799.8,181.8,2374.0,-126.0,8.0,7.0,339.1,158.3,1812.0,-891.0,4.0,2.0,906.0,302.0,4711.0,-747.0,16.0,11.0,428.3,174.5,3556.0,585.0,13.0,16.0,222.2,122.6,2739.0,285.0,11.0,7.0,391.3,152.2
マイジャグラーV,f,1046,572.0,-179.0,2.0,0.0,0.0,286.0,8883.0,2638.0,41.0,32.0,277.6,121.7,3728.0,-591.0,12.0,8.0,466.0,186.4,6140.0,-2462.0,12.0,17.0,361.2,211.7,337.0,-209.0,1.0,0.0,0.0,337.0,7157.0,2462.0,35.0,24.0,298.2,121.3,7845.0,1888.0,37.0,26.0,301.7,124.5,7635.0,1829.0,32.0,25.0,305.4,133.9,3809.0,-1076.0,9.0,10.0,380.9,200.5,3332.0,-1347.0,6.0,12.0,277.7,185.1,5616.0,-1206.0,16.0,14.0,401.1,187.2,7424.0,-1571.0,17.0,26.0,285.5,172.7,2249.0,-344.0,9.0,2.0,1124.5,204.5,4327.0,-644.0,14.0,15.0,288.5,149.2,7760.0,2056.0,34.0,29.0,267.6,123.2,8215.0,688.0,30.0,34.0,241.6,128.4,2827.0,-674.0,9.0,6.0,471.2,188.5,3615.0,-921.0,11.0,7.0,516.4,200.8,1929.0,-579.0,6.0,3.0,643.0,214.3,1509.0,-679.0,4.0,2.0,754.5,251.5,1458.0,-668.0,3.0,4.0,364.5,208.3,2975.0,-568.0,10.0,6.0,495.8,185.9,1508.0,-191.0,6.0,3.0,502.7,167.6,7315.0,2126.0,36.0,19.0,385.0,133.0,2678.0,74.0,10.0,11.0,243.5,127.5,8211.0,-521.0,27.0,25.0,328.4,157.9,8161.0,1288.0,34.0,31.0,263.3,125.6,4767.0,-1476.0,12.0,13.0,366.7,190.7,2116.0,-297.0,6.0,7.0,302.3,162.8,3723.0,-938.0,11.0,9.0,413.7,186.2
マイジャグラーV,f,1047,5102.0,868.0,26.0,11.0,463.8,137.9,7853.0,174.0,31.0,22.0,357.0,148.2,3015.0,-362.0,10.0,8.0,376.9,167.5,3101.0,-1253.0,8.0,5.0,620.2,238.5,5838.0,2356.0,31.0,17.0,343.4,121.6,6581.0,2321.0,33.0,22.0,299.1,119.7,8848.0,1359.0,40.0,23.0,384.7,140.4,3356.0,-982.0,10.0,5.0,671.2,223.7,701.0,-897.0,0.0,1.0,701.0,701.0,181.0,-256.0,0.0,0.0,0.0,0.0,726.0,-444.0,1.0,2.0,363.0,242.0,3758.0,-256.0,12.0,12.0,313.2,156.6,4594.0,-324.0,15.0,12.0,382.8,170.1,8330.0,2176.0,35.0,32.0,260.3,124.3,1371.0,-644.0,3.0,4.0,342.8,195.9,1273.0,-491.0,3.0,1.0,1273.0,318.2,7170.0,900.0,29.0,24.0,298.8,135.3,5560.0,-879.0,16.0,18.0,308.9,163.5,6412.0,429.0,19.0,34.0,188.6,121.0,2222.0,-915.0,5.0,7.0,317.4,185.2,4866.0,-526.0,19.0,10.0,486.6,167.8,7219.0,1350.0,31.0,25.0,288.8,128.9,4680.0,-324.0,16.0,13.0,360.0,161.4,1388.0,-574.0,3.0,4.0,347.0,198.3,3442.0,721.0,15.0,11.0,312.9,132.4,1449.0,-921.0,2.0,5.0,289.8,207.0,5694.0,406.0,24.0,17.0,334.9,138.9,8519.0,1747.0,34.0,37.0,230.2,120.0,2165.0,-456.0,6.0,7.0,309.3,166.5,2393.0,21.0,7.0,11.0,217.5,132.9
マイジャグラーV,f,1048,1138.0,-109.0,4.0,3.0,379.3,162.6,7680.0,853.0,37.0,17.0,451.8,142.2,6822.0,485.0,27.0,17.0,401.3,155.0,7444.0,3729.0,42.0,25.0,297.8,111.1,1235.0,-909.0,1.0,2.0,617.5,411.7,4853.0,-88.0,17.0,14.0,346.6,156.5,8594.0,2388.0,41.0,26.0,330.5,128.3,7786.0,-359.0,26.0,26.0,299.5,149.7,6396.0,959.0,26.0,25.0,255.8,125.4,6861.0,359.0,27.0,22.0,311.9,140.0,7569.0,512.0,27.0,27.0,280.3,140.2,7333.0,1006.0,30.0,22.0,333.3,141.0,6510.0,-1597.0,16.0,23.0,283.0,166.9,6039.0,476.0,23.0,18.0,335.5,147.3,1395.0,-868.0,3.0,2.0,697.5,279.0,7257.0,-679.0,28.0,16.0,453.6,164.9,4126.0,-1500.0,6.0,17.0,242.7,179.4,7992.0,782.0,34.0,21.0,380.6,145.3,3020.0,109.0,13.0,7.0,431.4,151.0,1635.0,-721.0,4.0,3.0,545.0,233.6,5862.0,-312.0,19.0,19.0,308.5,154.3,6207.0,-574.0,22.0,15.0,413.8,167.8,1377.0,-585.0,4.0,1.0,1377.0,275.4,1068.0,-362.0,4.0,0.0,0.0,267.0,5895.0,1347.0,28.0,19.0,310.3,125.4,8410.0,3047.0,36.0,42.0,200.2,107.8,7885.0,-818.0,23.0,30.0,262.8,148.8,5601.0,-1065.0,17.0,16.0,350.1,169.7,4846.0,-1088.0,16.0,12.0,403.8,173.1,3970.0,-1041.0,11.0,11.0,360.9,180.5
マイジャグラーV,f,1049,3267.0,-585.0,10.0,10.0,326.7,163.4,8332.0,1029.0,38.0,17.0,490.1,151.5,4400.0,312.0,20.0,8.0,550.0,157.1,6280.0,512.0,27.0,17.0,369.4,142.7,1160.0,-279.0,4.0,1.0,1160.0,232.0,5175.0,-44.0,22.0,9.0,575.0,166.9,7170.0,1950.0,34.0,22.0,325.9,128.0,6041.0,1191.0,27.0,16.0,377.6,140.5,3582.0,-1206.0,11.0,7.0,511.7,199.0,1533.0,-138.0,5.0,3.0,511.0,191.6,1201.0,-32.0,5.0,2.0,600.5,171.6,2650.0,-985.0,8.0,3.0,883.3,240.9,1056.0,-368.0,4.0,0.0,0.0,264.0,5875.0,732.0,25.0,14.0,419.6,150.6,4688.0,735.0,20.0,13.0,360.6,142.1,1153.0,-315.0,4.0,0.0,0.0,288.2,7624.0,171.0,27.0,21.0,363.0,158.8,5763.0,-615.0,21.0,11.0,523.9,180.1,2363.0,-150.0,10.0,3.0,787.7,181.8,7148.0,-571.0,26.0,17.0,420.5,166.2,8192.0,-782.0,22.0,27.0,303.4,167.2,3803.0,-782.0,13.0,10.0,380.3,165.3,3325.0,244.0,13.0,13.0,255.8,127.9,3367.0,274.0,14.0,7.0,481.0,160.3,6959.0,288.0,27.0,19.0,366.3,151.3,1364.0,-162.0,6.0,0.0,0.0,227.3,2425.0,-359.0,8.0,9.0,269.4,142.6,5797.0,-665.0,18.0,18.0,322.1,161.0,2400.0,-132.0,8.0,6.0,400.0,171.4,3245.0,-582.0,11.0,6.0,540.8,190.9
マイジャグラーV,f,1050,2653.0,-538.0,8.0,5.0,530.6,204.1,7621.0,2338.0,38.0,22.0,346.4,127.0,6007.0,441.0,20.0,27.0,222.5,127.8,3376.0,-1029.0,11.0,4.0,844.0,225.1,6041.0,500.0,24.0,15.0,402.7,154.9,6545.0,112.0,25.0,23.0,284.6,136.4,8529.0,924.0,34.0,28.0,304.6,137.6,6182.0,-679.0,21.0,16.0,386.4,167.1,1984.0,-1112.0,5.0,3.0,661.3,248.0,2867.0,782.0,14.0,6.0,477.8,143.4,7357.0,456.0,31.0,19.0,387.2,147.1,3825.0,-1100.0,12.0,7.0,546.4,201.3,7657.0,1594.0,38.0,22.0,348.0,127.6,6250.0,-1041.0,17.0,22.0,284.1,160.3,4547.0,697.0,22.0,8.0,568.4,151.6,4104.0,-556.0,14.0,6.0,684.0,205.2,3092.0,-1288.0,7.0,7.0,441.7,220.9,8220.0,2338.0,39.0,32.0,256.9,115.8,8567.0,615.0,31.0,25.0,342.7,153.0,5559.0,-974.0,18.0,15.0,370.6,168.5,4694.0,-935.0,13.0,15.0,312.9,167.6,5777.0,-1006.0,17.0,16.0,361.1,175.1,3807.0,-556.0,13.0,7.0,543.9,190.4,4908.0,-806.0,14.0,15.0,327.2,169.2,1656.0,-232.0,5.0,6.0,276.0,150.5,7331.0,124.0,28.0,20.0,366.6,152.7,5090.0,935.0,25.0,10.0,509.0,145.4,7582.0,521.0,32.0,18.0,421.2,151.6,3770.0,594.0,20.0,7.0,538.6,139.6,5215.0,241.0,21.0,12.0,434.6,158.0
,,,30821.0,1525.0,125.0,86.0,358.4,146.1,69221.0,7508.0,290.0,209.0,331.2,138.7,37586.0,-2536.0,130.0,97.0,387.5,165.6,50891.0,661.0,198.0,133.0,382.6,153.7,35231.0,2212.0,138.0,103.0,342.0,146.2,57757.0,2661.0,234.0,158.0,365.6,147.3,69227.0,7168.0,283.0,213.0,325.0,139.6,57705.0,1776.0,219.0,163.0,354.0,151.1,29847.0,-4267.0,101.0,80.0,373.1,164.9,25216.0,-3964.0,80.0,66.0,382.1,172.7,35274.0,-4006.0,117.0,95.0,371.3,166.4,43465.0,-2639.0,152.0,117.0,371.5,161.6,43660.0,-1360.0,160.0,123.0,355.0,154.3,53599.0,3257.0,207.0,163.0,328.8,144.9,34086.0,2252.0,138.0,91.0,374.6,148.8,40408.0,-5317.0,134.0,106.0,381.2,168.4,39852.0,-1965.0,142.0,106.0,376.0,160.7,57443.0,1631.0,223.0,166.0,346.0,147.7,42889.0,-3599.0,141.0,133.0,322.5,156.5,34579.0,-2480.0,126.0,91.0,380.0,159.4,44739.0,-687.0,157.0,139.0,321.9,151.1,48682.0,-3103.0,172.0,136.0,358.0,158.1,30680.0,-285.0,121.0,79.0,388.4,153.4,24199.0,-1526.0,89.0,56.0,432.1,166.9,38781.0,-549.0,143.0,116.0,334.3,149.7,39116.0,1031.0,142.0,134.0,291.9,141.7,44091.0,749.0,171.0,130.0,339.2,146.5,57138.0,-1584.0,204.0,172.0,332.2,152.0,27373.0,-2697.0,95.0,74.0,369.9,162.0,35785.0,-1297.0,123.0,115.0,311.2,150.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,j,1069,6994.0,550.0,29.0,18.0,388.6,148.8,6420.0,-829.0,19.0,22.0,291.8,156.6,5839.0,1879.0,30.0,17.0,343.5,124.2,4772.0,-1124.0,15.0,11.0,433.8,183.5,3308.0,-274.0,11.0,11.0,300.7,150.4,6402.0,-256.0,24.0,18.0,355.7,152.4,7455.0,500.0,28.0,26.0,286.7,138.1,7034.0,844.0,28.0,26.0,270.5,130.3,5320.0,1794.0,32.0,6.0,886.7,140.0,4448.0,-162.0,17.0,13.0,342.2,148.3,2244.0,321.0,11.0,3.0,748.0,160.3,2159.0,-915.0,6.0,2.0,1079.5,269.9,6422.0,876.0,31.0,11.0,583.8,152.9,7269.0,2338.0,34.0,31.0,234.5,111.8,5646.0,-685.0,19.0,17.0,332.1,156.8,5032.0,-1206.0,17.0,9.0,559.1,193.5,4708.0,-371.0,18.0,8.0,588.5,181.1,7865.0,1932.0,31.0,31.0,253.7,126.9,6827.0,-603.0,27.0,13.0,525.2,170.7,2353.0,-315.0,10.0,5.0,470.6,156.9,3550.0,-356.0,14.0,6.0,591.7,177.5,4004.0,-2515.0,8.0,3.0,1334.7,364.0,1834.0,-315.0,7.0,1.0,1834.0,229.2,4952.0,1394.0,24.0,15.0,330.1,127.0,4654.0,-197.0,16.0,16.0,290.9,145.4,1838.0,-444.0,6.0,4.0,459.5,183.8,1965.0,-803.0,5.0,3.0,655.0,245.6,7708.0,650.0,29.0,25.0,308.3,142.7,4906.0,244.0,21.0,9.0,545.1,163.5,3514.0,32.0,15.0,6.0,585.7,167.3
マイジャグラーV,j,1070,1347.0,-279.0,5.0,3.0,449.0,168.4,9152.0,1844.0,44.0,25.0,366.1,132.6,5450.0,2021.0,33.0,5.0,1090.0,143.4,4470.0,-744.0,13.0,13.0,343.8,171.9,6135.0,-1935.0,14.0,18.0,340.8,191.7,7398.0,4074.0,39.0,36.0,205.5,98.6,7143.0,-644.0,24.0,22.0,324.7,155.3,6948.0,-794.0,21.0,23.0,302.1,157.9,3869.0,-791.0,12.0,9.0,429.9,184.2,2072.0,179.0,10.0,3.0,690.7,159.4,4609.0,1182.0,22.0,14.0,329.2,128.0,3149.0,-1841.0,7.0,4.0,787.2,286.3,3175.0,-303.0,12.0,6.0,529.2,176.4,4232.0,1041.0,22.0,8.0,529.0,141.1,1821.0,132.0,9.0,3.0,607.0,151.8,1785.0,62.0,8.0,4.0,446.2,148.8,3368.0,526.0,14.0,11.0,306.2,134.7,5329.0,-1488.0,16.0,10.0,532.9,205.0,6674.0,994.0,27.0,22.0,303.4,136.2,5586.0,268.0,22.0,17.0,328.6,143.2,6373.0,700.0,25.0,19.0,335.4,144.8,4678.0,-1300.0,12.0,12.0,389.8,194.9,3175.0,912.0,16.0,5.0,635.0,151.2,4121.0,391.0,15.0,12.0,343.4,152.6,715.0,-591.0,0.0,2.0,357.5,357.5,3851.0,879.0,18.0,8.0,481.4,148.1,4424.0,-709.0,15.0,9.0,491.6,184.3,4830.0,-68.0,20.0,11.0,439.1,155.8,1189.0,-185.0,5.0,1.0,1189.0,198.2,2042.0,-879.0,4.0,5.0,408.4,226.9
