model_name,unit_no,2025-04-18,25-04-11_7d_sum,2025-04-17 00:00:00,25-04-10_7d_sum,2025-04-16 00:00:00,25-04-09_7d_sum,2025-04-15 00:00:00,25-04-08_7d_sum,2025-04-14 00:00:00,25-04-07_7d_sum,2025-04-13 00:00:00,25-04-06_7d_sum,2025-04-12 00:00:00,25-04-05_7d_sum,2025-04-11 00:00:00,25-04-04_7d_sum,2025-04-10 00:00:00,25-04-03_7d_sum,2025-04-09 00:00:00,25-04-02_7d_sum,2025-04-08 00:00:00,25-04-01_7d_sum,2025-04-07 00:00:00,25-03-31_7d_sum,2025-04-06 00:00:00,25-03-30_7d_sum,2025-04-05 00:00:00,25-03-29_7d_sum,2025-04-04 00:00:00,25-03-28_7d_sum,2025-04-03 00:00:00,25-03-27_7d_sum,2025-04-02 00:00:00,25-03-26_7d_sum,2025-04-01 00:00:00,25-03-25_7d_sum,2025-03-31 00:00:00,25-03-24_7d_sum,2025-03-30 00:00:00,25-03-23_7d_sum,2025-03-29 00:00:00,25-03-22_7d_sum,2025-03-28 00:00:00,25-03-21_7d_sum,2025-03-27 00:00:00,25-03-20_7d_sum,2025-03-26 00:00:00,25-03-19_7d_sum,2025-03-25 00:00:00,25-03-18_7d_sum,2025-03-24 00:00:00,25-03-17_7d_sum,2025-03-23 00:00:00,25-03-16_7d_sum,2025-03-22 00:00:00,25-03-15_7d_sum,2025-03-21 00:00:00,25-03-14_7d_sum,2025-03-20 00:00:00,25-03-13_7d_sum,2025-03-19 00:00:00,25-03-12_7d_sum,2025-03-18 00:00:00,25-03-11_7d_sum,2025-03-17 00:00:00,25-03-10_7d_sum,2025-03-16 00:00:00,25-03-09_7d_sum,2025-03-15 00:00:00,25-03-08_7d_sum,2025-03-14 00:00:00,25-03-07_7d_sum,2025-03-13 00:00:00,25-03-06_7d_sum,2025-03-12 00:00:00,25-03-05_7d_sum,2025-03-11 00:00:00,25-03-04_7d_sum,2025-03-10 00:00:00,25-03-03_7d_sum,2025-03-09 00:00:00,25-03-02_7d_sum,2025-03-08 00:00:00,25-03-01_7d_sum,2025-03-07 00:00:00,25-02-26_7d_sum,2025-03-06 00:00:00,25-02-25_7d_sum,2025-03-05 00:00:00,25-02-24_7d_sum,2025-03-04 00:00:00,25-02-23_7d_sum,2025-03-03 00:00:00,25-02-22_7d_sum,2025-03-02 00:00:00,25-02-21_7d_sum,2025-03-01 00:00:00,25-02-20_7d_sum,2025-02-26 00:00:00,25-02-19_7d_sum,2025-02-25 00:00:00,25-02-18_7d_sum,2025-02-24 00:00:00,25-02-17_7d_sum,2025-02-23 00:00:00,25-02-16_7d_sum
マイジャグラーV,1038,,1405.0,287.5,1946.0,385.9,1487.0,355.9,2302.0,374.0,2223.0,503.5,1711.0,351.3,299.0,631.3,-1327.0,452.7,-1862.0,263.3,-3124.0,261.8,-6089.0,354.5,-5930.0,277.4,-3933.0,395.0,-4921.0,361.9,-4556.0,463.0,-3271.0,481.9,-3559.0,343.0,-1579.0,463.0,718.0,298.9,-1470.0,inf,-1305.0,660.5,-744.0,415.2,-1764.0,447.2,-1452.0,292.7,-549.0,375.1,-2770.0,446.9,-1532.0,377.0,1556.0,627.1,2174.0,1298.0,1441.0,317.2,1641.0,315.6,61.0,660.0,561.0,820.7,1020.0,337.0,1105.0,463.4,793.0,260.0,1784.0,inf,2387.0,568.0,2528.0,388.1,2399.0,908.0,1784.0,277.6,58.0,228.8,-448.0,547.0,-542.0,299.3,-942.0,670.0,-506.0,492.0,-1268.0,498.1,-1953.0,438.8,-350.0,421.5,892.0,544.8,181.0,251.7,-205.0,537.7,3795.0
マイジャグラーV,1039,,607.0,595.0,2748.0,963.0,2083.0,653.0,2792.0,565.9,2809.0,393.0,3309.0,299.8,853.0,427.2,879.0,257.8,1923.0,306.7,3082.0,345.0,7399.0,497.8,9705.0,379.8,8034.0,246.9,11711.0,547.0,11426.0,267.1,9162.0,850.8,9547.0,194.9,6639.0,267.1,4186.0,inf,4857.0,411.9,2577.0,297.8,2918.0,423.0,3847.0,230.8,2177.0,299.8,791.0,845.0,374.0,711.5,-347.0,514.7,-1167.0,264.5,-2870.0,320.1,-3405.0,400.4,-270.0,515.0,901.0,245.2,1736.0,269.0,3571.0,378.6,3215.0,698.0,2436.0,238.6,1865.0,220.9,-1564.0,236.0,-2399.0,495.0,-3252.0,572.9,-1837.0,inf,557.0,282.6,1698.0,inf,1672.0,384.1,2827.0,594.3,4065.0,412.5,4377.0,389.2,927.0,251.3,-664.0,263.4,-708.0,305.8,68.0,457.0,-267.0,410.3,-1999.0
マイジャグラーV,1040,,1702.0,359.6,1797.0,511.4,712.0,341.8,-647.0,495.2,-482.0,234.8,-3441.0,1456.0,1083.0,2258.0,519.0,inf,424.0,455.5,877.0,inf,1439.0,639.7,2347.0,274.0,3568.0,325.4,-791.0,491.2,1100.0,306.6,1353.0,370.5,432.0,342.8,-183.0,306.6,-441.0,571.8,-1606.0,inf,-868.0,467.7,-2742.0,304.8,-2609.0,281.8,1194.0,403.5,1306.0,752.0,1294.0,450.1,1118.0,386.5,-1153.0,309.2,141.0,257.8,-509.0,172.3,-3456.0,313.8,-4800.0,544.0,-2980.0,978.5,-2371.0,322.6,-2277.0,213.2,-3453.0,inf,-3041.0,inf,533.0,305.4,1747.0,188.0,-514.0,391.9,-464.0,293.0,3386.0,774.0,4177.0,305.3,3259.0,370.9,970.0,495.0,1706.0,432.3,3462.0,528.7,2791.0,272.5,-14.0,467.0,-734.0,1636.0,-205.0,279.8,-1384.0,459.0,-1773.0
マイジャグラーV,1041,,-1320.0,426.1,759.0,235.6,-2191.0,356.0,-3003.0,444.5,-2886.0,310.7,-2195.0,312.6,431.0,386.1,-1613.0,449.0,210.0,404.4,2604.0,1507.5,5154.0,398.2,10254.0,748.7,10431.0,259.3,9423.0,397.1,9750.0,210.2,4377.0,413.4,3836.0,352.5,2198.0,210.2,-2528.0,565.6,-3361.0,372.5,-5685.0,286.2,-5147.0,376.8,-4956.0,328.4,-4685.0,361.0,-4897.0,378.5,-4579.0,358.2,-2841.0,310.0,-1238.0,284.5,-1906.0,537.8,-2050.0,464.2,-2662.0,720.0,-3177.0,311.0,-3774.0,355.9,-3962.0,297.3,-3071.0,239.9,-1233.0,822.2,-186.0,1232.0,1605.0,446.7,3135.0,320.4,4896.0,303.9,3793.0,399.6,3258.0,305.4,2397.0,595.4,726.0,272.5,-1309.0,302.6,-1180.0,368.8,-3450.0,507.1,-1638.0,317.1,-850.0,413.5,-2177.0,498.0,1735.0,388.1,711.0,338.9,335.0
マイジャグラーV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,1042,,-6470.0,444.3,-2555.0,658.5,-2593.0,323.0,-3796.0,244.4,-2258.0,394.5,-1746.0,301.1,251.0,394.9,842.0,342.9,665.0,353.2,747.0,346.5,3921.0,273.9,3792.0,427.8,3009.0,389.0,844.0,681.7,2706.0,230.4,633.0,362.2,-90.0,363.0,563.0,230.4,-1316.0,505.0,-239.0,372.6,752.0,442.0,193.0,806.7,-205.0,422.8,-855.0,303.1,-3455.0,766.5,-2455.0,430.8,-3317.0,318.2,-2687.0,543.0,-2275.0,646.7,-957.0,326.8,607.0,252.7,-1185.0,248.2,-1838.0,321.2,-709.0,409.3,-1457.0,371.9,-1904.0,285.3,-2398.0,338.2,-3327.0,274.4,-232.0,364.9,379.0,545.8,-606.0,613.3,1403.0,439.8,1273.0,474.2,4282.0,439.7,4670.0,275.7,2867.0,281.5,1212.0,436.9,2233.0,274.2,2057.0,1040.0,2546.0,297.8,599.0,374.0,2434.0,741.0,2645.0
マイジャグラーV,1043,,-908.0,268.0,683.0,528.0,-390.0,430.4,655.0,374.1,1722.0,1110.0,2592.0,329.4,592.0,340.2,-1361.0,304.4,-2149.0,446.0,-1835.0,280.2,-1488.0,895.0,-1235.0,428.6,-38.0,310.4,-668.0,335.4,-471.0,462.0,-647.0,496.3,1768.0,263.4,2894.0,462.0,2671.0,321.8,1074.0,1502.0,836.0,268.0,2850.0,409.7,3435.0,319.1,1056.0,375.2,-288.0,inf,1368.0,290.1,1639.0,429.1,1730.0,303.2,-720.0,314.7,904.0,1720.0,1362.0,347.0,2224.0,415.7,-553.0,1735.0,1103.0,514.1,2071.0,351.1,2513.0,375.5,598.0,317.5,60.0,323.0,-902.0,278.1,48.0,293.4,-1938.0,433.2,-844.0,inf,2356.0,697.0,1012.0,898.5,918.0,453.6,2994.0,451.5,3271.0,341.8,3101.0,341.1,1386.0,215.5,-1903.0,329.9,1297.0,684.7,1765.0,289.9,-1855.0
マイジャグラーV,1044,,1742.0,336.7,1918.0,486.6,727.0,339.7,-485.0,799.5,-977.0,335.3,-3333.0,302.8,-6221.0,636.0,-4695.0,722.5,-4666.0,1712.0,-3855.0,335.2,-1443.0,256.2,-440.0,407.5,384.0,336.0,-396.0,1444.0,-501.0,264.2,-689.0,301.1,9.0,359.7,-2320.0,264.2,-2425.0,324.9,-3775.0,479.5,-3398.0,inf,-2784.0,454.4,-2219.0,224.3,-1902.0,292.7,-711.0,494.0,1662.0,1208.0,447.0,306.7,435.0,385.7,-685.0,344.6,-1256.0,269.2,-1221.0,450.2,255.0,198.6,-2077.0,290.2,-650.0,475.6,547.0,1152.0,553.0,257.6,-32.0,251.7,-2420.0,322.2,-3496.0,inf,-3367.0,inf,177.0,372.6,-149.0,559.8,15.0,479.3,1530.0,329.7,2071.0,326.3,1430.0,477.0,812.0,232.7,-2009.0,270.0,-2248.0,298.8,-1518.0,266.5,-2259.0,260.6,-1388.0,512.7,-1350.0
マイジャグラーV,1045,,1394.0,433.8,803.0,379.2,495.0,332.9,-1808.0,450.4,-434.0,298.9,-1543.0,281.2,-1834.0,296.3,-1793.0,721.5,-982.0,891.0,538.0,799.8,1047.0,339.1,1458.0,906.0,1711.0,428.3,2958.0,222.2,3191.0,391.3,2421.0,507.5,-96.0,224.4,-70.0,391.3,274.0,625.5,127.0,418.0,-1108.0,324.8,1295.0,502.5,1130.0,427.5,1638.0,493.8,774.0,448.8,-884.0,295.5,-561.0,448.6,2724.0,246.8,-929.0,273.2,-811.0,296.6,2969.0,718.0,4901.0,451.0,4524.0,517.3,4007.0,298.4,3039.0,1227.0,3062.0,inf,3197.0,254.7,3409.0,249.3,1424.0,376.2,3086.0,1013.0,2518.0,260.6,7462.0,938.0,7592.0,320.0,8348.0,246.3,4433.0,inf,4239.0,332.8,5209.0,399.2,6232.0,314.9,-709.0,972.5,-480.0,345.9,-1436.0,485.8,-613.0,1289.0,698.0
マイジャグラーV,1046,,-3401.0,241.6,-4280.0,471.2,-1480.0,516.4,-485.0,643.0,-427.0,754.5,1540.0,364.5,732.0,495.8,1003.0,502.7,256.0,385.0,-1617.0,243.5,-603.0,328.4,-1020.0,263.3,-2452.0,366.7,-761.0,302.3,-579.0,413.7,527.0,288.1,389.0,273.1,-2152.0,413.7,-805.0,337.8,2363.0,369.0,1563.0,580.5,-57.0,546.0,-434.0,330.4,-775.0,547.3,1778.0,341.0,1631.0,229.1,-1455.0,370.0,-1088.0,262.7,-191.0,274.8,674.0,474.7,1532.0,237.0,-524.0,454.3,-912.0,329.1,-424.0,417.7,1270.0,inf,3149.0,377.6,2405.0,415.4,1202.0,444.8,2732.0,409.0,2996.0,409.4,3214.0,364.2,4950.0,265.7,2503.0,932.5,1550.0,429.7,1671.0,495.2,1279.0,213.1,1379.0,295.2,620.0,336.3,-1657.0,374.1,-642.0,309.2,3517.0,455.1,3682.0,369.6,2774.0
マイジャグラーV,1047,,-132.0,1273.0,35.0,298.8,-1439.0,308.9,161.0,188.6,-1189.0,317.4,132.0,486.6,2405.0,288.8,599.0,360.0,944.0,347.0,1244.0,312.9,1847.0,289.8,2789.0,334.9,1580.0,230.2,-458.0,309.3,-481.0,217.5,-296.0,354.6,478.0,274.7,325.0,217.5,-322.0,1098.5,-654.0,329.0,-348.0,334.5,-166.0,328.9,-1566.0,266.4,-1957.0,515.2,-1604.0,416.2,-1710.0,261.1,-1307.0,408.5,-1231.0,516.8,-1678.0,335.6,-1452.0,895.0,-2411.0,238.5,-3838.0,369.4,-2144.0,434.2,-1124.0,325.7,-2041.0,328.0,-1012.0,424.8,-600.0,275.4,338.0,415.8,-227.0,507.0,-1698.0,581.4,-2536.0,372.6,593.0,308.9,1243.0,296.0,1887.0,251.0,-7.0,inf,1314.0,382.3,805.0,569.1,1211.0,323.6,-1818.0,317.0,-4006.0,363.3,-5229.0,255.0,-5229.0,272.0,-6450.0
マイジャグラーV,1048,,-2895.0,453.6,-2801.0,242.7,-1663.0,380.6,-1098.0,431.4,1840.0,545.0,1743.0,308.5,990.0,413.8,476.0,1377.0,20.0,inf,-647.0,310.3,-1529.0,200.2,-5617.0,262.8,-5793.0,350.1,-4984.0,403.8,-3231.0,360.9,-1875.0,488.8,-1934.0,232.2,3054.0,360.9,3174.0,666.8,3394.0,325.8,2982.0,296.3,2402.0,742.0,2199.0,1108.5,2849.0,214.8,-2901.0,303.5,-2006.0,706.7,-826.0,405.8,1271.0,259.6,771.0,297.6,-138.0,588.0,906.0,inf,3718.0,558.8,3694.0,324.6,2679.0,321.3,256.0,482.5,2124.0,305.2,2559.0,276.2,1347.0,224.3,-1942.0,459.0,-3463.0,inf,-2175.0,475.5,-622.0,228.1,-707.0,808.0,2505.0,380.8,2437.0,379.0,2808.0,341.7,3753.0,444.7,3971.0,307.9,4124.0,323.1,2247.0,235.6,-300.0,568.8,318.0,479.0,283.0
マイジャグラーV,1049,,-3044.0,inf,-2485.0,363.0,-2382.0,523.9,-1479.0,787.7,-1491.0,420.5,-1279.0,303.4,-1162.0,380.3,-512.0,255.8,-1338.0,481.0,-1497.0,366.3,-2535.0,inf,-2955.0,269.4,-3205.0,322.1,-2402.0,400.0,-1264.0,540.8,-973.0,732.3,-3356.0,367.8,-1362.0,540.8,-1418.0,447.3,115.0,253.3,-844.0,318.5,-409.0,280.0,1303.0,437.6,3639.0,381.8,1533.0,604.0,2674.0,264.6,976.0,681.2,-400.0,476.6,-3165.0,273.5,-3227.0,303.9,-4148.0,664.8,-4480.0,339.6,-1912.0,352.7,-1588.0,874.2,-159.0,595.0,1186.0,212.7,148.0,240.7,3060.0,536.8,3333.0,219.5,1374.0,533.0,2450.0,297.7,2786.0,610.0,1347.0,366.1,3452.0,445.4,58.0,388.6,1123.0,231.2,-230.0,332.4,-1897.0,283.6,-2191.0,482.2,-1499.0,278.2,-3904.0,324.3,-1995.0,331.8,-2957.0
マイジャグラーV,1050,,-1806.0,684.0,-1806.0,441.7,-1324.0,256.9,-3894.0,342.7,-4385.0,370.6,-2476.0,312.9,-1020.0,361.1,580.0,543.9,1377.0,327.2,2168.0,276.0,2876.0,366.6,2993.0,509.0,4855.0,421.2,3105.0,538.6,3008.0,434.6,2341.0,365.1,1738.0,541.2,762.0,434.6,259.0,371.6,-2167.0,300.6,-1900.0,1555.0,-2368.0,433.0,-1218.0,351.8,712.0,257.3,1803.0,239.9,1568.0,374.9,262.0,401.0,668.0,642.0,1007.0,307.9,1986.0,207.2,127.0,393.1,-1435.0,382.2,-1217.0,646.5,1703.0,363.8,1821.0,1199.0,632.0,394.5,-1900.0,473.3,-1912.0,389.5,-1379.0,374.0,-879.0,333.6,-332.0,386.5,-1641.0,327.7,-2320.0,413.9,35.0,384.1,-262.0,1301.0,-1159.0,236.1,1382.0,260.5,-2426.0,267.1,-1453.0,508.9,-597.0,273.5,-1905.0,560.4,-2161.0,379.9,-8.0
マイジャグラーV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,1069,,-3434.0,559.1,-2543.0,588.5,-778.0,253.7,-2907.0,525.2,-2748.0,470.6,-3236.0,591.7,-2230.0,1334.7,529.0,1834.0,876.0,330.1,-1112.0,290.9,656.0,459.5,1132.0,655.0,956.0,308.3,380.0,545.1,-638.0,585.7,-1014.0,279.9,-1229.0,256.3,-4747.0,585.7,-4805.0,510.2,-2926.0,365.8,-4288.0,683.6,-4555.0,1167.5,-3790.0,420.0,-3849.0,427.0,-2381.0,532.5,-1302.0,264.9,-2958.0,359.9,-1794.0,316.5,182.0,372.5,-830.0,350.2,-900.0,454.0,208.0,384.0,1031.0,506.2,1461.0,456.1,1347.0,255.0,380.0,inf,374.0,360.3,1721.0,1034.1,554.0,240.8,-1419.0,629.6,-1114.0,425.7,-708.0,1354.0,459.0,286.3,38.0,272.3,-1150.0,1013.0,-1924.0,304.7,-2465.0,400.9,-756.0,397.1,-986.0,515.9,-1150.0,457.8,-741.0,352.7,753.0,659.2,589.0
マイジャグラーV,1070,,-238.0,446.2,612.0,306.2,477.0,532.9,1374.0,303.4,1259.0,328.6,282.0,335.4,-486.0,389.8,629.0,635.0,-1162.0,343.4,-1238.0,357.5,-985.0,481.4,-2743.0,491.6,-2663.0,439.1,-2271.0,1189.0,-1836.0,408.4,-2328.0,284.4,-2864.0,478.0,-2073.0,408.4,-1668.0,400.1,-2245.0,376.4,-2019.0,957.0,-2390.0,518.0,-1281.0,440.1,-1145.0,380.1,-824.0,377.6,-735.0,501.0,-641.0,326.0,-2538.0,333.7,-1567.0,512.7,-1479.0,329.7,-1826.0,845.5,1035.0,238.5,758.0,562.6,3005.0,434.2,7023.0,220.4,5258.0,609.0,4564.0,454.0,3755.0,309.2,1055.0,1164.0,943.0,313.8,-166.0,214.2,-4243.0,371.6,-3478.0,351.2,-413.0,553.3,-96.0,324.7,-2225.0,inf,-2810.0,504.1,-3486.0,375.5,-2118.0,185.5,-2577.0,290.7,-4848.0,368.3,-4268.0,291.1,-2856.0
マイジャグラーV,1071,,1627.0,250.8,-2102.0,621.5,-1593.0,509.3,-431.0,343.6,1569.0,303.3,272.0,324.2,1196.0,331.2,-993.0,676.0,733.0,519.5,304.0,281.1,-520.0,304.8,-753.0,483.6,423.0,311.7,-330.0,960.0,-130.0,271.7,-2297.0,338.1,1900.0,489.0,1656.0,271.7,-105.0,341.5,1283.0,352.7,968.0,306.1,2448.0,301.3,3474.0,236.8,-6.0,300.1,738.0,inf,396.0,318.1,-1136.0,308.6,-833.0,376.0,-977.0,293.3,-2068.0,378.0,-1838.0,302.0,86.0,328.0,575.0,1573.0,281.0,559.0,204.0,383.3,-726.0,577.0,156.0,573.3,2232.0,291.1,202.0,257.0,-66.0,501.2,-113.0,365.8,296.0,381.0,1208.0,324.8,861.0,229.4,-745.0,645.0,-242.0,339.7,2755.0,475.3,2761.0,475.7,2688.0,367.0,1741.0,439.2,1053.0,835.5,603.0,462.4,-385.0
マイジャグラーV,1072,,-3074.0,371.8,-2488.0,316.5,-1649.0,355.4,-61.0,225.5,2654.0,inf,1686.0,920.5,1436.0,231.8,-1429.0,550.5,-391.0,433.0,653.0,577.9,3635.0,311.2,4188.0,522.2,4541.0,379.1,4988.0,461.0,4197.0,299.0,1903.0,304.2,-980.0,231.7,-4856.0,299.0,-4068.0,597.5,467.0,416.9,-218.0,367.1,-2512.0,436.0,-2477.0,614.8,-1015.0,479.4,-1309.0,250.2,-2894.0,206.2,-3332.0,430.6,-4035.0,332.2,-2241.0,444.5,-261.0,428.8,-923.0,238.6,-2838.0,241.4,-1406.0,248.1,-5774.0,734.1,-3595.0,1309.0,-3418.0,311.9,-3566.0,378.5,-1224.0,367.9,1267.0,381.0,-153.0,329.7,1765.0,332.4,-1182.0,542.3,-1806.0,460.4,-2144.0,200.7,-4862.0,273.0,-4765.0,341.4,-448.0,257.4,-1848.0,263.3,-89.0,364.8,817.0,357.4,2711.0,401.2,3443.0,337.3,2746.0
マイジャグラーV,1073,,495.0,535.4,169.0,618.3,-290.0,312.7,1048.0,477.3,1812.0,478.5,1968.0,391.5,1618.0,291.7,-2238.0,339.8,-2171.0,1048.5,-712.0,278.5,-1806.0,383.5,-3350.0,317.7,-3094.0,363.9,-2068.0,464.8,-1662.0,1240.0,-527.0,279.6,-650.0,344.7,2256.0,1240.0,2427.0,337.6,3348.0,326.6,2613.0,598.0,4930.0,234.4,3351.0,312.3,2980.0,274.6,768.0,inf,1600.0,391.0,412.0,1315.0,324.0,519.9,-1505.0,286.2,-361.0,324.3,2151.0,653.8,1292.0,331.5,-1228.0,363.5,-1475.0,589.6,-1749.0,1410.0,-2029.0,359.8,-1964.0,256.0,-7064.0,232.4,-6414.0,305.8,-4020.0,383.2,-3447.0,580.0,-2715.0,264.6,-4453.0,441.1,-5027.0,380.3,-2013.0,310.4,-3045.0,277.6,-3587.0,481.2,434.0,500.9,523.0,287.0,5173.0,317.5,5500.0,413.7,5406.0,393.4,5215.0
マイジャグラーV,1074,,1935.0,258.0,-1141.0,459.6,-1118.0,299.2,-1679.0,427.7,-35.0,456.7,1201.0,1338.0,2333.0,369.7,1680.0,395.0,2438.0,395.0,1200.0,408.2,-556.0,318.5,-1221.0,339.1,-3301.0,409.9,-4357.0,677.8,-2978.0,948.3,-3295.0,343.5,-2460.0,541.0,490.0,948.3,661.0,626.8,1061.0,441.7,3885.0,612.5,3238.0,inf,2635.0,414.9,2697.0,267.9,-577.0,488.5,-865.0,300.7,1029.0,270.4,-2692.0,311.8,-430.0,915.0,-133.0,862.0,-209.0,300.0,1165.0,372.7,1100.0,277.3,-361.0,505.0,3610.0,281.0,769.0,697.0,742.0,210.2,439.0,413.2,-188.0,inf,347.0,318.6,-192.0,276.2,-4307.0,284.0,-2893.0,359.5,-1775.0,289.2,-1237.0,694.5,-178.0,862.0,-1534.0,381.8,208.0,374.7,779.0,471.2,-753.0,428.2,-153.0,447.9,224.0,559.7,-1832.0
マイジャグラーV,1075,,-1509.0,603.3,47.0,636.0,36.0,411.7,-511.0,378.0,-987.0,465.5,-1802.0,328.3,-1132.0,406.6,1386.0,324.5,-720.0,506.5,241.0,744.0,-459.0,932.0,-980.0,491.2,-100.0,242.6,-1532.0,342.3,-3623.0,555.5,-1611.0,286.1,-1940.0,426.1,3004.0,555.5,5851.0,584.2,5198.0,279.8,5727.0,751.0,9412.0,447.1,8541.0,319.4,8573.0,263.1,4476.0,387.3,2403.0,325.5,2573.0,538.0,1559.0,515.4,-2026.0,260.9,-2129.0,312.4,-973.0,745.0,-1162.0,431.6,520.0,426.8,394.0,290.9,114.0,305.0,-157.0,314.6,-492.0,192.1,-2186.0,342.7,1044.0,328.0,573.0,391.2,691.0,395.7,974.0,608.8,2648.0,404.5,3513.0,573.1,2831.0,334.4,434.0,361.1,-316.0,555.9,2481.0,374.8,1383.0,455.1,292.0,504.5,-897.0,277.4,-1191.0,448.6,-1729.0
マイジャグラーV,1076,,-1174.0,485.1,753.0,291.4,-1750.0,300.0,-841.0,344.4,-1279.0,288.3,-17.0,1360.0,1101.0,427.5,2245.0,195.9,2706.0,404.8,2653.0,508.8,2897.0,324.3,4335.0,470.2,3153.0,312.8,2635.0,659.3,2077.0,419.0,98.0,500.0,1051.0,453.1,1360.0,419.0,1007.0,530.2,-1849.0,561.0,-2387.0,368.5,-2949.0,inf,-3346.0,309.0,-4276.0,250.5,-3974.0,353.7,-4700.0,421.1,623.0,330.3,176.0,455.8,967.0,327.9,1343.0,362.4,1990.0,341.8,2446.0,254.4,1887.0,296.3,-1715.0,294.8,-162.0,inf,-941.0,437.4,-1152.0,662.8,-2114.0,461.1,-3111.0,1041.0,-2623.0,283.5,-3591.0,315.2,-421.0,881.5,1814.0,1224.5,2987.0,317.4,4705.0,435.3,4208.0,577.4,6708.0,807.4,7052.0,301.7,2952.0,281.7,1778.0,419.5,772.0,295.8,3849.0,325.9,2911.0
マイジャグラーV,1077,,6699.0,355.9,7246.0,605.8,6081.0,394.9,3464.0,381.4,2820.0,314.4,-86.0,341.6,-839.0,294.7,-3333.0,266.9,-4033.0,332.3,-4053.0,532.8,-4165.0,485.3,-4080.0,389.3,-2895.0,263.4,-2647.0,508.3,-3812.0,348.1,-3382.0,251.2,-3135.0,344.7,-229.0,348.1,-352.0,561.2,154.0,255.1,-1999.0,598.5,-2408.0,410.5,-3170.0,738.7,-3244.0,230.3,-4721.0,339.8,-2601.0,327.3,-3986.0,506.5,-4554.0,362.5,-3201.0,456.0,-542.0,579.8,-1824.0,316.2,-612.0,250.7,-1985.0,390.8,121.0,1241.0,3583.0,475.8,4395.0,548.5,3042.0,381.0,6716.0,307.6,4499.0,1276.0,7022.0,582.0,5339.0,425.5,4715.0,291.6,3294.0,611.4,2106.0,266.6,973.0,594.0,602.0,242.3,-1395.0,289.5,-1583.0,197.7,-750.0,1781.0,-773.0,404.2,-523.0,295.0,-1005.0,581.7,433.0
マイジャグラーV,1078,,240.0,365.4,1561.0,311.4,-295.0,507.2,-1810.0,270.3,-2081.0,585.0,-1569.0,283.8,-689.0,404.6,-2021.0,273.5,-2445.0,329.1,-1465.0,334.4,-1268.0,796.0,-459.0,437.3,1805.0,299.0,1002.0,583.5,1590.0,384.6,2270.0,261.8,6899.0,276.9,9999.0,384.6,9585.0,315.1,7521.0,1596.0,8241.0,243.2,6821.0,337.5,5624.0,267.1,-467.0,242.6,-2949.0,641.5,-3396.0,511.4,-2923.0,303.1,-2699.0,423.0,-467.0,287.9,-129.0,366.4,803.0,975.0,365.0,603.4,2767.0,373.2,1276.0,241.3,491.0,340.5,1797.0,387.0,1529.0,305.2,2277.0,545.4,2544.0,236.7,159.0,787.7,2568.0,1255.0,8153.0,313.9,5729.0,231.7,6526.0,263.2,5423.0,1300.0,6862.0,inf,6306.0,366.9,3291.0,206.8,-1453.0,265.9,-1759.0,368.3,-2606.0,454.3,-1839.0,768.4,-2401.0
マイジャグラーV,1079,,-2038.0,368.8,-2744.0,343.5,-2503.0,289.2,-3659.0,702.3,-1165.0,348.1,1470.0,389.2,155.0,326.2,1240.0,304.5,2973.0,277.8,2544.0,343.0,2677.0,399.6,3301.0,243.8,1107.0,612.3,1313.0,325.7,1149.0,352.4,-248.0,374.8,1537.0,540.2,7184.0,352.4,5575.0,754.0,5099.0,419.5,4717.0,inf,9752.0,269.6,8263.0,232.4,7030.0,239.6,359.0,887.0,23.0,409.0,464.0,1228.0,-672.0,253.5,-5875.0,261.8,-4704.0,410.6,-4380.0,463.0,-2886.0,736.2,-2138.0,343.7,-1665.0,289.9,-370.0,364.1,168.0,239.7,-56.0,297.5,-215.0,387.6,-1224.0,339.2,-2254.0,311.1,-2439.0,508.4,-872.0,473.8,2134.0,289.0,4717.0,406.0,4052.0,inf,4182.0,325.2,3726.0,342.6,2697.0,272.3,1741.0,261.6,2132.0,234.9,688.0,403.2,997.0,661.5,100.0
マイジャグラーV,1080,,2796.0,435.5,3596.0,789.4,2784.0,279.1,-636.0,350.1,-1550.0,390.8,-1853.0,1426.0,506.0,385.0,-1144.0,311.0,-1973.0,382.8,-2570.0,602.3,-2923.0,506.4,-1791.0,395.0,-920.0,220.9,-947.0,538.0,-2597.0,398.3,-2521.0,483.8,-241.0,551.1,2853.0,398.3,3047.0,361.5,2044.0,226.5,-1026.0,483.1,-435.0,735.0,-329.0,292.6,-2453.0,225.1,-3735.0,368.3,-3976.0,265.1,-4447.0,258.7,-592.0,435.7,-480.0,272.8,-1147.0,422.0,-1241.0,353.9,-2244.0,339.8,-1921.0,360.8,-2403.0,324.6,-2808.0,1205.5,-3734.0,654.0,-958.0,555.8,663.0,289.7,2171.0,1326.0,1351.0,346.5,3166.0,413.3,489.0,377.4,2194.0,285.8,838.0,218.1,1626.0,433.4,1815.0,1252.0,1379.0,385.2,552.0,475.5,1399.0,418.3,479.0,429.0,-674.0,288.3,-2877.0,280.2,-1716.0
