model_name,unit_no,2024-05-05,2024-05-04,2024-05-03,2024-05-02,2024-05-01,2024-04-30,2024-04-29,2024-04-28,2024-04-27,2024-04-26,2024-04-25
ゴーゴージャグラー3,1119,8324,3108,6516,7911,4018,7008,6509,7642,5660,7141,7714
ゴーゴージャグラー3,1120,7976,7506,8248,8458,4570,7629,4606,3863,6143,8130,8096
ゴーゴージャグラー3,1121,6974,5829,6243,7570,4890,5459,5450,5723,5147,7965,6518
ゴーゴージャグラー3,1122,9661,6120,6625,7050,5646,5713,5237,4061,6249,7769,6660
,,,,,,,,,,,,
ゴーゴージャグラー3,1065,233.3,324.3,252.5,217.6,372.8,639.8,320.4,384.4,268.3,290.8,276.5
ゴーゴージャグラー3,1066,181.0,422.8,248.1,441.0,249.9,232.3,259.8,296.8,229.4,302.9,325.0
ゴーゴージャグラー3,1067,213.3,255.6,410.6,350.6,276.7,356.5,211.6,792.4,269.6,546.5,354.3
ゴーゴージャグラー3,1107,254.4,1121.0,340.5,360.4,329.2,701.0,407.2,262.7,213.6,309.3,212.5
ゴーゴージャグラー3,1108,246.6,268.0,302.1,265.9,375.5,205.8,363.3,182.7,360.0,358.0,426.6
ゴーゴージャグラー3,1109,254.6,310.1,377.6,401.2,168.6,340.0,304.7,227.2,227.2,243.5,221.9
ゴーゴージャグラー3,1110,224.4,258.3,277.2,241.7,449.8,212.9,443.0,274.7,285.3,282.0,505.8
ゴーゴージャグラー3,1111,277.9,306.6,406.8,186.4,364.7,240.3,380.7,780.8,253.4,280.5,322.8
ゴーゴージャグラー3,1112,290.7,347.6,228.3,555.4,227.9,300.6,408.8,277.7,252.8,315.2,485.1
ゴーゴージャグラー3,1113,234.3,332.9,290.0,389.5,366.6,265.9,243.7,452.2,368.4,219.3,257.2
ゴーゴージャグラー3,1115,336.3,424.2,292.4,362.6,291.8,221.0,368.9,372.6,316.3,310.1,307.7
ゴーゴージャグラー3,1116,270.9,823.8,286.0,347.2,186.0,381.6,423.1,226.9,264.8,286.1,280.0
ゴーゴージャグラー3,1117,315.9,369.7,249.4,309.3,318.7,199.4,297.6,1262.0,245.6,218.1,292.9
ゴーゴージャグラー3,1118,363.6,309.4,234.9,310.8,300.7,206.1,325.7,301.7,417.0,233.0,421.8
ゴーゴージャグラー3,1119,260.1,388.5,434.4,188.4,309.1,333.7,224.4,283.0,283.0,310.5,285.7
ゴーゴージャグラー3,1120,234.6,278.0,284.4,248.8,507.8,218.0,383.8,297.2,236.3,239.1,172.3
ゴーゴージャグラー3,1121,387.4,416.4,249.7,199.2,376.2,303.3,286.8,301.2,428.9,274.7,271.6
ゴーゴージャグラー3,1122,268.4,291.4,348.7,282.0,376.4,571.3,327.3,451.2,416.6,222.0,416.2
,,,,,,,,,,,,
ゴーゴージャグラー3,1065,109.8,141.9,122.4,128.6,203.4,202.1,146.9,144.1,124.6,165.2,126.2
ゴーゴージャグラー3,1066,99.7,211.4,134.9,171.5,121.4,133.4,143.3,161.9,144.1,129.1,143.6
ゴーゴージャグラー3,1067,112.1,121.3,185.5,160.3,135.9,134.7,107.3,188.7,121.6,142.6,129.3
ゴーゴージャグラー3,1107,115.3,240.2,145.9,141.6,168.3,223.0,150.5,131.4,133.5,146.9,111.5
ゴーゴージャグラー3,1108,149.9,126.4,144.5,132.9,150.2,104.3,132.8,100.1,151.6,179.0,145.1
ゴーゴージャグラー3,1109,129.3,127.4,145.2,172.0,94.9,113.3,156.5,119.4,142.0,145.0,104.4
ゴーゴージャグラー3,1110,126.2,144.4,131.6,113.7,156.4,118.0,208.5,128.2,139.7,149.3,151.7
ゴーゴージャグラー3,1111,138.9,114.4,139.5,106.1,148.6,148.8,136.5,260.2,122.3,142.9,119.7
ゴーゴージャグラー3,1112,123.9,139.1,115.9,162.0,125.9,120.2,163.5,119.6,135.1,123.1,157.3
ゴーゴージャグラー3,1113,127.1,129.1,120.4,174.6,172.5,122.7,147.2,177.6,140.3,104.9,122.7
ゴーゴージャグラー3,1115,136.0,141.4,140.1,143.3,111.0,122.8,166.6,152.1,154.9,126.0,113.4
ゴーゴージャグラー3,1116,113.2,316.8,137.9,159.5,112.2,182.5,174.2,120.3,99.3,140.5,120.8
ゴーゴージャグラー3,1117,139.0,162.3,123.0,133.8,122.2,105.9,158.7,315.5,111.3,104.6,119.6
ゴーゴージャグラー3,1118,169.1,146.6,131.9,137.1,135.3,105.6,118.4,136.1,169.4,114.7,161.3
ゴーゴージャグラー3,1119,134.3,207.2,167.1,109.9,182.6,132.2,108.5,138.9,166.5,142.8,118.7
ゴーゴージャグラー3,1120,117.3,136.5,133.0,111.3,198.7,113.9,158.8,148.6,118.1,125.1,98.7
ゴーゴージャグラー3,1121,139.5,145.7,127.4,98.3,181.1,151.6,151.4,154.7,135.4,126.4,155.2
ゴーゴージャグラー3,1122,127.1,117.7,132.5,128.2,161.3,178.5,141.5,238.9,160.2,111.0,162.4
,,,,,,,,,,,,
,,,,,,,,,,,,
アイムジャグラーEX-TP,1100,8476,3378,7374,5578,5248,7647,6839,4123,5277,6763,8036
アイムジャグラーEX-TP,1101,7568,6302,5341,7232,6199,4302,4175,5700,6763,6998,8617
アイムジャグラーEX-TP,1102,6977,6464,7021,5059,4534,6373,7204,5816,5519,7455,7742
アイムジャグラーEX-TP,1103,4842,6467,7400,8028,8067,5502,5081,6915,8049,5568,7522
アイムジャグラーEX-TP,1104,6791,5131,4138,3392,7685,8520,5052,2454,3937,6475,8021
アイムジャグラーEX-TP,1105,3632,6095,6509,4410,6232,7316,3937,6786,8469,7604,6281
アイムジャグラーEX-TP,1106,8908,5331,6835,6665,7009,5979,5592,5581,7235,7939,6980
アイムジャグラーEX-TP,1123,6853,8009,7191,6690,5716,6661,7376,5241,6337,6392,6565
アイムジャグラーEX-TP,1124,6819,3801,8058,6246,8419,4459,4513,3661,6438,6608,7936
アイムジャグラーEX-TP,1125,7339,4255,8336,6596,7812,5713,7414,4727,5683,7195,6207
アイムジャグラーEX-TP,1126,8116,3719,6068,6274,7651,5087,5704,7793,6421,6132,5419
アイムジャグラーEX-TP,1127,6439,7364,6067,7156,6399,6084,3654,5428,7417,6957,7883
アイムジャグラーEX-TP,1128,5547,4150,6225,7539,5163,7613,7867,4268,4816,7345,6127
アイムジャグラーEX-TP,1129,8012,5481,5540,5599,7205,4039,8795,5509,6606,8181,7877
,,,,,,,,,,,,
アイムジャグラーEX-TP,1100,256.8,563.0,320.6,309.9,276.2,347.6,297.3,824.6,439.8,250.5,229.6
アイムジャグラーEX-TP,1101,236.5,420.1,410.8,190.3,295.2,307.3,835.0,570.0,338.2,466.5,232.9
アイムジャグラーEX-TP,1102,303.3,323.2,305.3,202.4,503.8,579.4,313.2,323.1,394.2,257.1,297.8
アイムジャグラーEX-TP,1103,484.2,359.3,435.3,297.3,268.9,393.0,461.9,216.1,223.6,556.8,417.9
アイムジャグラーEX-TP,1104,295.3,256.6,517.2,424.0,274.5,250.6,360.9,490.8,328.1,223.3,308.5
アイムジャグラーEX-TP,1105,518.9,290.2,406.8,551.2,311.6,187.6,357.9,678.6,211.7,237.6,369.5
アイムジャグラーEX-TP,1106,207.2,355.4,273.4,392.1,350.4,351.7,508.4,293.7,314.6,397.0,349.0
アイムジャグラーEX-TP,1123,456.9,242.7,299.6,278.8,336.2,256.2,273.2,403.2,452.6,355.1,468.9
アイムジャグラーEX-TP,1124,272.8,475.1,237.0,297.4,210.5,371.6,410.3,305.1,402.4,300.4,317.4
アイムジャグラーEX-TP,1125,319.1,472.8,245.2,388.0,312.5,476.1,296.6,472.7,355.2,299.8,517.2
アイムジャグラーEX-TP,1126,324.6,413.2,289.0,348.6,306.0,282.6,285.2,288.6,401.3,438.0,338.7
アイムジャグラーEX-TP,1127,322.0,272.7,551.5,325.3,399.9,405.6,730.8,319.3,322.5,239.9,225.2
アイムジャグラーEX-TP,1128,462.2,691.7,296.4,342.7,430.2,230.7,231.4,711.3,602.0,244.8,382.9
アイムジャグラーEX-TP,1129,276.3,498.3,503.6,933.2,277.1,504.9,314.1,306.1,330.3,233.7,303.0
,,,,,,,,,,,,
アイムジャグラーEX-TP,1100,128.4,198.7,163.9,154.9,141.8,139.0,126.6,196.3,164.9,112.7,111.6
アイムジャグラーEX-TP,1101,116.4,143.2,172.3,106.4,155.0,138.8,189.8,167.6,138.0,179.4,124.9
アイムジャグラーEX-TP,1102,142.4,131.9,156.0,136.7,174.4,159.3,160.1,149.1,276.0,133.1,129.0
アイムジャグラーEX-TP,1103,161.4,161.7,180.5,163.8,144.1,166.7,163.9,108.0,146.3,206.2,147.5
アイムジャグラーEX-TP,1104,141.5,142.5,197.0,226.1,147.8,120.0,168.4,223.1,179.0,106.1,131.5
アイムジャグラーEX-TP,1105,213.6,145.1,125.2,163.3,152.0,109.2,164.0,150.8,112.9,120.7,174.5
アイムジャグラーEX-TP,1106,99.0,152.3,159.0,180.1,159.3,142.4,223.7,180.0,134.0,189.0,151.7
アイムジャグラーEX-TP,1123,175.7,125.1,138.3,163.2,163.3,128.1,141.8,201.6,147.4,148.7,182.4
アイムジャグラーEX-TP,1124,136.4,211.2,127.9,164.4,110.8,223.0,237.5,152.5,161.0,127.1,141.7
アイムジャグラーEX-TP,1125,203.9,193.4,115.8,160.9,132.4,139.3,139.9,181.8,153.6,114.2,206.9
アイムジャグラーEX-TP,1126,133.0,161.7,126.4,156.8,134.2,145.3,154.2,141.7,142.7,165.7,138.9
アイムジャグラーEX-TP,1127,157.0,124.8,224.7,149.1,228.5,144.9,228.4,159.6,151.4,100.8,108.0
アイムジャグラーEX-TP,1128,168.1,207.5,144.8,125.6,206.5,133.6,117.4,203.2,166.1,128.9,145.9
アイムジャグラーEX-TP,1129,154.1,182.7,158.3,207.4,153.3,168.3,131.3,162.0,183.5,127.8,135.8
,,,,,,,,,,,,
,,,,,,,,,,,,
ファンキージャグラー2,1051,7048,4664,6377,6991,8258,5511,5989,5659,7195,6945,7062
ファンキージャグラー2,1052,6922,7346,6030,6102,2844,3016,4579,2060,7370,7585,7913
ファンキージャグラー2,1053,6349,2917,4171,3511,7075,6379,5117,6857,3853,6847,3781
ファンキージャグラー2,1054,7878,6701,5174,2069,8295,3426,3635,4646,7716,6696,5333
ファンキージャグラー2,1055,7729,3146,7379,6493,6242,6877,6770,7200,6384,6022,5975
ファンキージャグラー2,1056,6175,5651,6907,5227,7101,6032,5419,4678,6217,7070,4795
ファンキージャグラー2,1057,6253,2902,5437,6710,6307,1292,4620,5590,4728,6890,6928
ファンキージャグラー2,1058,7658,3020,8095,3274,7735,6634,3912,6711,6587,7463,7308
ファンキージャグラー2,1059,6286,6509,6094,6679,6506,7359,3572,2581,7108,6633,6107
ファンキージャグラー2,1060,0,0,0,0,0,4360,7379,7217,7061,6797,9063
ファンキージャグラー2,1061,7238,5524,5875,5937,6989,3211,6886,3845,7570,7332,5766
ファンキージャグラー2,1062,6072,6595,4407,6135,3798,7131,2668,4569,5207,5712,7596
ファンキージャグラー2,1063,7821,4050,4564,5356,6635,2880,6457,4314,3448,7305,5315
ファンキージャグラー2,1064,7419,4553,6416,4995,5543,5842,5488,4368,8169,7237,5648
,,,,,,,,,,,,
ファンキージャグラー2,1051,293.7,666.3,637.7,411.2,330.3,393.6,460.7,353.7,513.9,385.8,504.4
ファンキージャグラー2,1052,407.2,282.5,402.0,406.8,406.3,603.2,416.3,1030.0,387.9,329.8,316.5
ファンキージャグラー2,1053,302.3,208.4,417.1,292.6,321.6,375.2,341.1,360.9,350.3,244.5,315.1
ファンキージャグラー2,1054,375.1,394.2,431.2,413.8,251.4,285.5,454.4,422.4,350.7,418.5,410.2
ファンキージャグラー2,1055,276.0,524.3,335.4,721.4,520.2,458.5,398.2,313.0,532.0,501.8,497.9
ファンキージャグラー2,1056,771.9,565.1,406.3,653.4,373.7,402.1,361.3,425.3,444.1,415.9,799.2
ファンキージャグラー2,1057,521.1,580.4,388.4,447.3,371.0,0.0,462.0,399.3,315.2,362.6,288.7
ファンキージャグラー2,1058,364.7,604.0,449.7,1091.3,322.3,265.4,652.0,279.6,286.4,287.0,456.8
ファンキージャグラー2,1059,419.1,542.4,468.8,513.8,406.6,294.4,446.5,1290.5,888.5,368.5,234.9
ファンキージャグラー2,1060,0.0,0.0,0.0,0.0,0.0,396.4,434.1,400.9,353.0,283.2,251.8
ファンキージャグラー2,1061,452.4,306.9,534.1,424.1,332.8,267.6,491.9,384.5,291.2,318.8,360.4
ファンキージャグラー2,1062,379.5,366.4,400.6,383.4,345.3,274.3,667.0,507.7,650.9,408.0,261.9
ファンキージャグラー2,1063,460.1,337.5,380.3,334.8,368.6,720.0,358.7,479.3,492.6,281.0,442.9
ファンキージャグラー2,1064,274.8,569.1,583.3,454.1,426.4,292.1,498.9,364.0,240.3,301.5,470.7
,,,,,,,,,,,,
ファンキージャグラー2,1051,141.0,166.6,144.9,162.6,131.1,167.0,166.4,138.0,159.9,147.8,135.8
ファンキージャグラー2,1052,141.3,156.3,147.1,152.6,189.6,201.1,157.9,515.0,147.4,135.4,146.5
ファンキージャグラー2,1053,144.3,153.5,166.8,184.8,144.4,151.9,150.5,137.1,183.5,116.1,151.2
ファンキージャグラー2,1054,145.9,142.6,172.5,206.9,118.5,155.7,173.1,149.9,145.6,171.7,190.5
ファンキージャグラー2,1055,131.0,196.6,127.2,185.5,173.4,167.7,157.4,130.9,177.3,162.8,170.7
ファンキージャグラー2,1056,205.8,171.2,150.2,174.2,151.1,134.0,169.3,150.9,138.2,164.4,177.6
ファンキージャグラー2,1057,183.9,207.3,151.0,172.1,157.7,430.7,154.0,164.4,157.6,137.8,161.1
ファンキージャグラー2,1058,141.8,232.3,147.2,272.8,140.6,127.6,163.0,156.1,156.8,146.3,137.9
ファンキージャグラー2,1059,169.9,180.8,132.5,136.3,154.9,133.8,188.0,198.5,165.3,165.8,109.1
ファンキージャグラー2,1060,0.0,0.0,0.0,0.0,0.0,181.7,144.7,136.2,181.1,138.7,113.3
ファンキージャグラー2,1061,144.8,128.5,150.6,179.9,148.7,188.9,149.7,174.8,154.5,141.0,147.8
ファンキージャグラー2,1062,155.7,173.6,157.4,146.1,223.4,129.7,222.3,198.7,186.0,158.7,120.6
ファンキージャグラー2,1063,153.4,126.6,182.6,137.3,125.2,160.0,140.4,165.9,181.5,125.9,166.1
ファンキージャグラー2,1064,130.2,207.0,164.5,199.8,184.8,149.8,152.4,198.5,133.9,154.0,171.2
,,,,,,,,,,,,
,,,,,,,,,,,,
