model_name,unit_no,2025-04-24,2025-04-22,2025-04-21,2025-04-20,2025-04-19,2025-04-18,2025-04-17,2025-04-15,2025-04-14,2025-04-13,2025-04-12,2025-04-11,2025-04-10,2025-04-09,2025-04-08,2025-04-07,2025-04-06,2025-04-05,2025-04-04,2025-04-03,2025-04-02,2025-04-01,2025-03-31,2025-03-30,2025-03-29,2025-03-28,2025-03-27,2025-03-26,2025-03-25,2025-03-24,2025-03-23,2025-03-22,2025-03-21,2025-03-20,2025-03-19,2025-03-17,2025-03-16,2025-03-15,2025-03-14,2025-03-13,2025-03-12,2025-03-11,2025-03-10,2025-03-09,2025-03-08,2025-03-07,2025-03-06,2025-03-05,2025-03-04,2025-03-03,2025-03-02,2025-03-01,2025-02-28,2025-02-27,2025-02-26,2025-02-25,2025-02-24,2025-02-23,2025-02-22,2025-02-21,2025-02-20,2025-02-19,2025-02-18,2025-02-17,2025-02-16,2025-02-15,2025-02-14,2025-02-13,2025-02-12,2025-02-11,2025-02-10,2025-02-09,2025-02-08,2025-02-07,2025-02-06,2025-02-05,2025-02-04,2025-02-03,2025-02-02,2025-02-01,2025-01-31,2025-01-30,2025-01-29,2025-01-28,2025-01-27,2025-01-26,2025-01-25,2025-01-24,2025-01-23,2025-01-21,2025-01-20,2025-01-19,2025-01-18,2025-01-17,2025-01-16,2025-01-15,2025-01-14,2025-01-13,2025-01-12,2025-01-11,2025-01-10,2025-01-09,2025-01-08,2025-01-07,2025-01-06,2025-01-05,2025-01-04,2025-01-03,2025-01-02,2025-01-01
アイムジャグラーEX-TP,324,3160,2053,4704,4138,3275,1988,6790,1852,869,1539,2261,5228,5233,656,2681,7077,7724,2524,4332,2937,4028,3996,1439,7103,2985,2480,4945,2946,657,1168,5727,5746,5111,2982,1850,2163,1840,4853,3268,4498,3270,959,4215,2377,350,578,7707,2193,7132,3671,2433,5067,3125,6249,1676,2251,2233,1799,3865,4546,4959,521,4290,4838,5438,4155,5583,3292,5367,3106,3442,2678,945,3914,7850,2064,4460,4158,997,3196,1863,5471,2583,3217,4067,2333,3366,3588,2147,3352,4737,1038,3004,5095,3198,2005,3425,6175,4594,5427,1532,1918,1741,1430,906,2809,2207,4259,3928,2857
アイムジャグラーEX-TP,325,4192,5419,3755,3779,5549,5399,2677,4553,3332,3082,3538,4278,4458,4617,1337,1637,5054,3831,5120,3821,1946,7726,5032,3785,6565,3834,2250,4136,5232,3775,4205,2601,3341,3460,8038,2072,3707,1806,5656,3933,5532,4993,1529,2907,5101,3555,2852,2004,4579,4586,4452,7504,3065,2089,3225,5414,5209,4535,4163,6103,2614,3873,3054,4755,6396,3698,4938,3932,706,7197,2314,5022,2286,5686,2574,2486,5185,4556,4585,6344,6697,749,3021,3370,4809,5482,2773,2959,3980,4380,3615,3969,5787,1982,6920,1971,222,2651,4271,3857,5902,3766,1610,3446,4621,5515,6095,3543,4080,3986
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,319,404.8,1659.0,721.0,1059.0,805.0,673.6,331.1,679.5,395.7,480.7,399.2,481.8,240.1,491.6,362.6,420.8,0.0,972.3,741.1,529.2,304.6,337.7,501.4,360.6,300.0,0.0,305.7,419.9,567.8,263.4,295.9,321.6,383.4,450.2,393.0,380.0,0.0,294.1,586.7,278.1,286.8,336.9,1291.0,399.6,331.3,327.8,433.5,332.0,302.7,0.0,1722.5,243.1,859.0,408.4,626.5,309.1,405.6,342.8,512.8,564.6,345.2,419.0,432.8,248.0,236.2,292.6,576.2,419.1,411.8,401.6,358.6,357.5,172.0,436.1,294.3,449.3,1559.0,277.0,457.8,329.1,358.1,558.8,222.2,676.8,351.8,442.6,338.5,345.2,452.4,519.8,306.8,413.3,0.0,570.0,1629.0,1056.0,1289.0,407.1,475.4,452.0,1410.0,286.8,314.4,373.0,213.3,241.3,388.7,508.8,302.8,465.8
アイムジャグラーEX-TP,320,686.0,375.8,475.4,378.6,262.9,597.7,286.2,405.6,328.3,277.7,768.5,358.6,334.7,520.0,238.6,258.2,461.6,353.0,801.0,1193.5,586.5,254.2,330.2,804.5,356.1,550.6,722.5,422.3,566.2,509.0,632.0,334.6,443.0,435.8,441.4,291.2,603.6,461.0,291.6,299.6,1283.0,316.4,346.0,375.2,0.0,343.5,490.1,0.0,461.2,374.1,243.1,354.0,591.6,0.0,393.2,724.5,0.0,570.2,493.8,431.1,301.6,325.3,315.8,374.0,341.2,945.2,495.7,356.5,0.0,353.5,541.3,262.6,340.0,289.5,209.7,459.8,486.7,384.8,545.3,312.6,866.5,464.0,314.8,881.0,267.3,452.2,383.1,500.2,801.0,381.0,839.8,370.0,554.4,243.2,631.0,442.3,367.5,0.0,302.6,0.0,235.7,300.3,597.0,778.7,325.3,592.7,851.8,504.2,263.7,542.2
アイムジャグラーEX-TP,321,551.0,581.3,317.5,405.0,876.0,279.6,560.8,521.0,232.2,805.4,310.0,642.7,230.5,0.0,613.0,388.6,683.8,522.4,476.5,0.0,644.7,255.9,1724.0,494.4,1195.0,355.2,342.0,839.8,653.4,544.0,473.0,311.7,299.6,506.0,624.2,372.3,366.7,591.0,1290.0,572.8,395.5,453.6,1793.0,384.8,617.0,360.2,291.7,287.4,1019.0,543.7,1262.0,318.1,393.2,270.8,433.0,272.2,266.9,547.3,795.0,239.2,340.6,0.0,0.0,730.2,374.0,408.5,637.0,570.0,250.1,271.8,351.4,1816.0,0.0,413.6,332.4,1604.0,529.5,530.0,416.0,203.2,330.2,347.5,318.8,475.8,559.3,295.0,210.4,597.0,293.6,397.3,697.7,316.9,790.0,558.8,421.5,429.0,1423.0,509.1,266.7,406.0,351.3,284.5,0.0,853.0,408.3,345.7,496.1,596.7,335.4,750.0
アイムジャグラーEX-TP,322,397.5,606.3,200.4,452.3,356.7,0.0,596.1,407.2,0.0,461.0,289.9,534.0,211.9,396.5,334.0,401.9,417.8,388.0,522.7,414.4,357.7,238.0,925.3,362.6,296.2,937.0,441.7,1001.0,366.3,509.0,816.4,208.8,283.8,377.4,0.0,1163.5,1009.0,627.4,329.2,728.7,386.2,458.2,480.4,503.5,0.0,456.2,295.8,0.0,340.8,307.7,510.6,283.0,751.8,232.8,509.2,1518.5,513.0,1002.0,223.9,370.9,449.0,326.1,355.3,285.7,737.5,229.4,332.5,309.2,380.1,508.4,1470.0,405.7,534.4,561.7,796.7,795.0,510.4,447.2,0.0,493.8,357.0,570.5,390.9,351.0,705.5,338.3,517.1,353.7,409.1,0.0,343.1,1423.0,539.0,345.8,512.2,288.4,754.0,462.6,751.0,0.0,525.2,450.8,562.0,382.0,351.0,676.2,543.5,726.0,1631.0,468.7
アイムジャグラーEX-TP,323,1208.0,0.0,304.6,998.0,340.0,546.3,472.7,324.5,1731.0,1339.0,357.0,345.0,188.4,586.5,0.0,366.6,432.0,480.8,997.0,736.0,388.4,300.3,1864.0,704.0,0.0,525.3,1217.0,542.6,300.0,700.7,0.0,646.5,1062.0,362.8,408.9,0.0,321.7,393.2,475.6,289.6,1009.0,285.5,1431.0,363.8,337.7,309.9,517.7,627.0,0.0,340.8,308.6,254.0,469.8,328.2,826.7,376.8,254.7,998.0,331.0,209.8,253.6,0.0,1070.0,319.0,392.4,1517.0,357.1,433.6,417.4,540.4,649.4,354.4,0.0,1034.0,255.4,388.9,446.0,511.0,428.8,194.8,514.0,0.0,327.0,325.4,574.2,401.5,851.0,238.0,678.0,267.7,535.6,253.7,401.8,416.3,0.0,365.1,0.0,427.3,405.2,483.8,486.3,246.1,249.3,425.9,218.7,778.0,378.7,783.0,472.2,0.0
アイムジャグラーEX-TP,324,451.4,513.2,336.0,376.2,297.7,497.0,522.3,370.4,869.0,513.0,565.2,307.5,373.8,164.0,536.2,353.8,643.7,841.3,393.8,587.4,575.4,333.0,0.0,417.8,331.7,826.7,549.4,368.2,328.5,194.7,572.7,442.0,851.8,372.8,616.7,432.6,920.0,693.3,653.6,299.9,545.0,959.0,602.1,594.2,0.0,578.0,192.7,438.6,475.5,524.4,1216.5,389.8,284.1,312.4,419.0,281.4,1116.5,0.0,322.1,649.4,381.5,0.0,476.7,254.6,362.5,415.5,310.2,823.0,335.4,388.2,491.7,334.8,945.0,355.8,270.7,688.0,446.0,693.0,997.0,355.1,465.8,287.9,861.0,214.5,338.9,388.8,420.8,448.5,429.4,838.0,430.6,346.0,600.8,509.5,399.8,1002.5,244.6,514.6,382.8,319.2,383.0,383.6,870.5,476.7,0.0,280.9,735.7,354.9,392.8,408.1
アイムジャグラーEX-TP,325,419.2,338.7,469.4,419.9,426.8,415.3,535.4,455.3,555.3,513.7,707.6,1069.5,262.2,329.8,1337.0,545.7,202.2,478.9,269.5,254.7,648.7,309.0,718.9,630.8,312.6,547.7,562.5,344.7,327.0,629.2,467.2,325.1,668.2,346.0,334.9,518.0,741.4,451.5,404.0,491.6,614.7,416.1,0.0,484.5,728.7,592.5,475.3,400.8,286.2,573.2,494.7,234.5,510.8,696.3,806.2,235.4,260.4,377.9,693.8,435.9,522.8,484.1,436.3,317.0,376.2,528.3,329.2,357.5,706.0,327.1,578.5,502.2,381.0,379.1,643.5,414.3,370.4,253.1,382.1,218.8,418.6,0.0,377.6,374.4,369.9,548.2,346.6,591.8,398.0,398.2,401.7,396.9,723.4,991.0,266.2,657.0,0.0,441.8,427.1,385.7,327.9,627.7,1610.0,382.9,420.1,612.8,435.4,393.7,340.0,664.3
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アイムジャグラーEX-TP,319,134.9,184.3,480.7,211.8,167.7,146.4,136.4,159.9,169.6,240.3,221.8,167.6,137.2,163.9,169.2,198.0,174.8,416.7,216.2,192.5,195.8,253.2,195.0,144.2,150.0,172.8,149.4,161.5,227.1,141.8,147.9,139.1,162.9,300.2,152.8,253.3,335.7,169.7,160.0,157.2,172.1,231.6,184.4,142.1,128.3,125.7,197.0,166.0,145.0,0.0,164.0,123.4,202.1,204.2,313.2,139.4,157.0,163.2,148.4,282.3,148.0,179.6,154.6,127.5,126.3,139.0,192.1,139.7,120.5,166.2,187.1,136.2,172.0,158.6,147.2,192.6,155.9,162.9,147.1,177.2,140.1,173.4,111.1,241.7,201.0,147.5,150.4,140.2,206.8,189.0,150.3,165.3,462.0,221.7,271.5,352.0,184.1,148.0,158.5,339.0,352.5,108.3,144.5,143.5,128.0,106.2,129.6,159.0,156.3,254.1
アイムジャグラーEX-TP,320,187.1,158.2,174.3,154.3,131.5,190.2,158.2,156.0,143.6,138.8,219.6,147.1,286.9,173.3,151.8,129.1,153.9,186.9,400.5,238.7,130.3,139.1,176.1,201.1,178.1,189.9,240.8,149.1,174.2,169.7,180.6,129.7,181.2,217.9,147.1,182.0,232.2,230.5,137.2,138.8,171.1,136.6,140.6,214.4,224.6,164.3,228.7,288.5,135.6,154.1,128.7,153.6,159.9,202.1,196.6,241.5,0.0,190.1,227.9,166.9,123.7,195.2,164.2,210.4,204.7,210.1,165.2,146.3,645.5,185.1,232.0,153.2,126.8,117.2,115.1,209.0,162.2,192.4,160.4,135.7,346.6,206.2,151.6,220.2,130.7,159.6,159.6,166.8,801.0,177.8,419.9,370.0,184.8,141.2,180.3,154.8,183.8,424.0,125.0,321.8,124.3,168.2,298.5,166.9,207.0,222.2,283.9,224.1,143.8,166.8
アイムジャグラーEX-TP,321,183.7,158.5,141.1,202.5,219.0,129.5,166.1,152.0,103.2,175.1,193.8,241.0,115.2,0.0,262.7,129.5,227.9,174.1,176.5,0.0,214.9,149.3,287.3,190.2,183.8,177.6,147.9,193.8,186.7,544.0,236.5,120.6,192.6,253.0,208.1,133.0,173.7,197.0,234.5,190.9,143.8,252.0,199.2,192.4,205.7,166.2,204.2,137.4,679.3,271.8,315.5,133.9,178.7,147.7,150.6,123.7,122.5,171.0,397.5,109.6,132.4,0.0,0.0,194.7,132.7,160.9,153.8,380.0,152.3,169.9,145.7,302.7,0.0,344.7,166.2,267.3,192.5,176.7,416.0,115.3,138.5,152.9,159.4,178.4,186.4,160.9,128.0,341.1,137.0,149.0,209.3,158.4,169.3,223.5,156.6,321.8,355.8,200.5,177.8,137.6,152.7,162.6,505.0,426.5,150.4,207.4,160.0,325.5,186.3,250.0
アイムジャグラーEX-TP,322,161.5,227.4,117.4,147.0,145.9,858.0,176.6,181.0,175.8,197.6,169.1,157.1,95.9,144.2,136.6,172.2,139.3,155.2,165.1,130.9,214.6,151.5,213.5,160.2,154.5,374.8,220.8,250.2,183.2,254.5,155.5,104.4,135.5,171.5,647.0,155.1,168.2,130.7,146.9,198.7,144.8,174.6,151.7,335.7,0.0,186.6,246.5,436.0,144.8,184.6,186.8,125.2,225.6,145.5,194.0,276.1,179.6,286.3,103.6,167.5,179.6,144.9,156.0,142.9,210.7,137.6,160.1,145.5,178.9,178.0,183.8,173.9,121.5,180.5,298.8,397.5,140.8,223.6,290.7,127.0,178.5,152.1,149.5,210.6,282.2,126.9,181.0,145.6,179.0,474.0,131.4,203.3,151.6,153.7,204.9,147.3,251.3,166.5,375.5,552.0,187.6,173.4,562.0,152.8,234.0,161.0,144.9,161.3,233.0,196.5
アイムジャグラーEX-TP,323,241.6,268.3,130.5,249.5,204.0,234.1,220.6,157.6,247.3,267.8,267.8,159.2,114.4,187.7,0.0,171.1,432.0,144.2,249.2,245.3,181.3,121.2,207.1,176.0,425.0,204.3,304.2,169.6,153.8,300.3,206.0,258.6,354.0,158.7,181.7,0.0,160.9,218.4,221.9,153.3,336.3,139.4,204.4,131.0,152.5,130.5,122.6,179.1,237.0,127.8,169.8,133.5,187.9,187.6,206.7,188.4,140.9,230.3,139.4,101.9,129.1,0.0,178.3,129.7,196.2,379.2,201.8,168.6,167.0,144.1,206.6,171.5,334.7,206.8,157.2,138.9,178.4,170.3,155.1,128.3,321.2,197.0,163.5,125.2,229.7,172.1,212.8,105.8,193.7,128.7,166.2,145.0,200.9,173.5,277.7,149.4,267.0,175.9,187.0,241.9,179.2,132.5,124.6,173.5,131.2,194.5,103.3,261.0,160.6,219.4
アイムジャグラーEX-TP,324,143.6,120.8,147.0,147.8,142.4,110.4,212.2,185.2,434.5,307.8,188.4,145.2,141.4,131.2,167.6,144.4,188.4,229.5,173.3,122.4,134.3,133.2,359.8,157.8,157.1,145.9,164.8,163.7,328.5,166.9,163.6,133.6,154.9,175.4,205.6,166.4,262.9,186.7,155.6,136.3,181.7,239.8,210.8,198.1,0.0,578.0,116.8,129.0,165.9,159.6,243.3,181.0,135.9,135.8,167.6,140.7,248.1,359.8,143.1,216.5,121.0,521.0,195.0,146.6,181.3,188.9,126.9,193.6,127.8,141.2,137.7,127.5,945.0,156.6,128.7,206.4,153.8,189.0,498.5,199.8,169.4,121.6,151.9,107.2,162.7,259.2,153.0,179.4,268.4,159.6,143.5,148.3,143.0,164.4,145.4,200.5,118.1,140.3,127.6,169.6,170.2,127.9,158.3,158.9,453.0,156.1,200.6,157.7,135.4,238.1
アイムジャグラーEX-TP,325,232.9,132.2,187.8,151.2,185.0,174.2,223.1,182.1,238.0,171.2,221.1,237.7,139.3,121.5,167.1,204.6,114.9,201.6,146.3,147.0,194.6,140.5,179.7,210.3,126.2,213.0,225.0,159.1,163.5,209.7,161.7,162.6,238.6,157.3,127.6,172.7,161.2,301.0,195.0,171.0,167.6,172.2,1529.0,242.2,188.9,127.0,203.7,200.4,163.5,163.8,159.0,115.4,161.3,130.6,169.7,132.0,140.8,146.3,181.0,164.9,153.8,143.4,169.7,164.0,172.9,231.1,164.6,140.4,353.0,141.1,178.0,179.4,190.5,138.7,183.9,124.3,152.5,142.4,169.8,115.3,121.8,749.0,215.8,134.8,141.4,148.2,213.3,246.6,189.5,151.0,129.1,172.6,180.8,247.8,138.4,197.1,0.0,155.9,137.8,183.7,140.5,209.2,230.0,202.7,144.4,145.1,203.2,221.4,194.3,209.8
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,335,7132,2347,5582,2933,2608,1968,2806,5989,3939,869,5239,5298,1343,3831,4278,2000,2929,8154,5004,1321,3784,4109,3052,2082,1763,3026,3238,4165,4223,5332,2593,2498,7429,3186,1617,1581,3175,4400,4923,2916,1610,1932,5446,3798,753,4658,1749,2565,4712,5674,4379,4953,5408,4276,4673,2415,3666,5280,5400,6129,790,3399,1779,4966,2379,4628,2365,4199,1140,4010,3736,1558,2382,3951,4083,2453,4005,1568,3308,3899,2214,2312,4863,3572,5114,3263,2660,4292,8322,2882,2594,4741,6035,5528,942,2357,4224,3079,4548,4254,4417,1031,1616,6959,2416,3381,815,2286,7424,3833
ゴーゴージャグラー3,336,4175,2741,2530,2139,2104,6074,5082,2226,5533,4107,3465,7043,5533,2445,451,1661,1104,630,6952,2771,1968,2499,3522,1179,4780,4909,6245,1602,1003,422,2235,3237,2628,1150,3631,2032,7002,2340,2180,5873,3213,3930,1495,1101,2601,4034,2396,1474,2674,4087,4145,4186,1910,5720,3828,2477,3114,6535,2267,2075,6392,569,3979,1897,927,2549,5889,1672,2218,1409,5368,5175,882,2127,1414,1745,733,5380,3527,1474,6421,3401,1008,5175,3723,3737,1061,8165,955,3564,5255,6264,3420,428,5917,2788,413,5792,6176,2081,1002,2332,1728,2315,1606,1182,5700,4449,1313,6133
ゴーゴージャグラー3,337,4219,6319,6148,1142,1818,1818,3789,2254,250,3264,1442,3130,1176,1739,646,3402,2925,2720,2217,2047,2007,3528,2740,6406,2986,981,580,6328,3114,2128,2168,740,2146,6045,4068,967,2112,2566,2775,2125,1967,2653,362,3999,2514,3450,2405,1277,3932,2511,3136,6987,859,653,2073,1862,2248,2431,6903,7559,697,766,284,7314,7862,5475,4017,3935,1060,3525,1874,1418,5056,5013,6527,1413,1705,2708,5287,7816,1949,1654,2600,1297,1109,1405,7139,3107,3172,5879,2567,4165,3260,866,5141,1527,1539,1878,8512,6126,4941,1216,1754,3789,595,6365,794,2845,1565,3735
ゴーゴージャグラー3,338,3557,577,1446,4403,2091,6751,2340,5668,1979,927,6002,6367,1264,2944,1101,1031,3262,3520,6845,1644,3694,2224,3335,1610,536,3153,4293,495,5600,2685,2717,5430,2107,1420,3040,951,5410,5929,5247,6486,2123,6254,3612,4427,966,2154,3533,1634,4100,1777,4157,4302,6528,1566,3010,2221,3306,5829,2709,4744,6258,4361,4601,2155,768,3334,1950,2948,3662,6094,3333,3285,2042,3688,1312,3551,2103,2079,2172,4689,6678,1748,469,374,6520,5563,1551,2706,5552,1842,3170,2676,4429,4319,2788,3886,1715,3667,2469,2055,2947,3329,4106,2425,2648,951,7896,2258,1096,6808
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,335,356.6,469.4,1116.4,488.8,1304.0,656.0,350.8,221.8,246.2,869.0,436.6,378.4,335.8,478.9,213.9,285.7,209.2,247.1,384.9,0.0,291.1,273.9,339.1,1041.0,587.7,336.2,269.8,297.5,383.9,296.2,288.1,499.6,437.0,455.1,404.2,527.0,244.2,293.3,351.6,291.6,402.5,1932.0,226.9,633.0,753.0,310.5,349.8,427.5,523.6,472.8,486.6,235.9,245.8,285.1,292.1,345.0,305.5,377.1,284.2,408.6,263.3,309.0,889.5,413.8,594.8,272.2,591.2,262.4,0.0,286.4,233.5,311.6,476.4,282.2,272.2,350.4,267.0,392.0,367.6,243.7,442.8,231.2,442.1,223.2,340.9,296.6,532.0,476.9,208.0,262.0,864.7,338.6,431.1,263.2,471.0,261.9,422.4,307.9,568.5,250.2,490.8,343.7,202.0,278.4,345.1,676.2,0.0,326.6,337.5,294.8
ゴーゴージャグラー3,336,695.8,304.6,281.1,305.6,701.3,357.3,363.0,445.2,251.5,315.9,346.5,251.5,221.3,305.6,0.0,415.2,552.0,630.0,347.6,184.7,393.6,357.0,440.2,589.5,367.7,223.1,416.3,801.0,1003.0,422.0,372.5,359.7,438.0,0.0,605.2,406.4,280.1,585.0,726.7,326.3,401.6,393.0,249.2,1101.0,1300.5,366.7,399.3,737.0,297.1,454.1,460.6,279.1,477.5,301.1,294.5,2477.0,444.9,466.8,377.8,691.7,336.4,0.0,497.4,237.1,463.5,318.6,309.9,418.0,369.7,469.7,255.6,287.5,220.5,425.4,282.8,249.3,0.0,448.3,320.6,737.0,321.0,377.9,1008.0,272.4,465.4,266.9,0.0,263.4,0.0,356.4,238.9,261.0,342.0,428.0,257.3,398.3,0.0,289.6,411.7,520.2,1002.0,466.4,345.6,771.7,803.0,394.0,518.2,370.8,328.2,322.8
ゴーゴージャグラー3,337,527.4,287.2,212.0,571.0,606.0,606.0,631.5,563.5,0.0,408.0,288.4,782.5,294.0,434.8,323.0,486.0,487.5,453.3,739.0,511.8,669.0,441.0,274.0,246.4,331.8,196.2,0.0,275.1,389.2,304.0,542.0,740.0,357.7,465.0,312.9,0.0,422.4,213.8,308.3,425.0,983.5,442.2,0.0,444.3,359.1,265.4,801.7,425.7,327.7,279.0,313.6,205.5,859.0,0.0,518.2,310.3,281.0,607.8,215.7,315.0,0.0,0.0,0.0,292.6,357.4,260.7,309.0,245.9,1060.0,320.5,937.0,354.5,240.8,385.6,343.5,706.5,852.5,338.5,278.3,195.4,324.8,551.3,325.0,216.2,1109.0,468.3,274.6,443.9,317.2,210.0,366.7,378.6,1630.0,433.0,233.7,1527.0,307.8,375.6,500.7,245.0,549.0,304.0,1754.0,270.6,0.0,397.8,397.0,284.5,521.7,233.4
ゴーゴージャグラー3,338,323.4,288.5,723.0,293.5,522.8,270.0,390.0,246.4,282.7,463.5,261.0,374.5,0.0,267.6,550.5,1031.0,203.9,320.0,402.6,234.9,307.8,222.4,476.4,805.0,0.0,394.1,330.2,0.0,243.5,206.5,543.4,362.0,526.8,284.0,380.0,317.0,338.1,329.4,228.1,270.2,353.8,312.7,301.0,368.9,483.0,718.0,353.3,233.4,410.0,592.3,319.8,614.6,296.7,313.2,376.2,444.2,254.3,388.6,387.0,431.3,284.5,256.5,353.9,718.3,384.0,256.5,1950.0,368.5,281.7,277.0,303.0,365.0,408.4,283.7,656.0,295.9,262.9,415.8,362.0,334.9,256.8,582.7,0.0,187.0,434.7,278.2,517.0,386.6,277.6,204.7,317.0,382.3,221.4,392.6,309.8,388.6,285.8,305.6,493.8,685.0,421.0,332.9,373.3,485.0,441.3,0.0,232.2,2258.0,1096.0,340.4
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゴーゴージャグラー3,335,142.6,180.5,199.4,183.3,153.4,393.6,187.1,110.9,123.1,217.2,154.1,143.2,223.8,136.8,107.0,181.8,154.2,123.5,143.0,440.3,140.1,178.7,132.7,189.3,352.6,159.3,154.2,134.4,128.0,121.2,103.7,156.1,142.9,151.7,231.0,158.1,109.5,151.7,169.8,208.3,178.9,214.7,104.7,158.2,251.0,125.9,159.0,135.0,114.9,138.4,175.2,123.8,138.7,164.5,119.8,142.1,192.9,146.7,200.0,165.6,131.7,154.5,177.9,155.2,183.0,140.2,197.1,110.5,380.0,114.6,133.4,173.1,148.9,179.6,145.8,129.1,143.0,174.2,137.8,125.8,201.3,110.1,162.1,119.1,134.6,171.7,221.7,159.0,114.0,131.0,162.1,143.7,194.7,128.6,235.5,196.4,145.7,171.1,197.7,157.6,157.8,128.9,115.4,116.0,142.1,187.8,407.5,207.8,132.6,159.7
ゴーゴージャグラー3,336,174.0,130.5,210.8,133.7,233.8,126.5,141.2,139.1,120.3,171.1,133.3,105.1,125.8,163.0,451.0,127.8,220.8,315.0,141.9,120.5,178.9,147.0,160.1,147.4,149.4,100.2,135.8,178.0,334.3,422.0,171.9,202.3,164.2,287.5,172.9,145.1,122.8,334.3,272.5,139.8,160.6,145.6,186.9,275.2,185.8,139.1,171.1,245.7,133.7,123.8,133.7,130.8,173.6,119.2,136.7,165.1,207.6,142.1,206.1,207.5,122.9,284.5,209.4,172.5,132.4,141.6,128.0,152.0,170.6,234.8,109.6,147.9,220.5,265.9,176.8,158.6,183.2,153.7,141.1,294.8,152.9,141.7,336.0,126.2,177.3,178.0,353.7,133.9,238.8,148.5,128.2,130.5,155.5,428.0,137.6,185.9,413.0,137.9,126.0,208.1,250.5,194.3,157.1,178.1,321.2,236.4,172.7,143.5,218.8,109.5
ゴーゴージャグラー3,337,263.7,114.9,120.5,190.3,181.8,202.0,210.5,250.4,0.0,171.8,120.2,195.6,196.0,248.4,161.5,162.0,162.5,170.0,246.3,227.4,250.9,153.4,119.1,133.5,165.9,70.1,580.0,129.1,155.7,212.8,197.1,246.7,153.3,140.6,131.2,322.3,150.9,116.6,185.0,151.8,281.0,176.9,0.0,181.8,125.7,138.0,171.8,212.8,171.0,139.5,101.2,112.7,286.3,0.0,188.5,232.8,132.2,202.6,113.2,128.1,0.0,191.5,0.0,121.9,131.0,148.0,138.5,123.0,530.0,167.9,234.2,283.6,136.6,156.7,163.2,157.0,243.6,159.3,96.1,97.7,243.6,413.5,200.0,81.1,277.2,140.5,129.8,172.6,144.2,113.1,116.7,138.8,171.6,96.2,119.6,190.9,128.2,156.5,146.8,133.2,170.4,243.2,159.5,126.3,595.0,132.6,264.7,142.2,223.6,113.2
ゴーゴージャグラー3,338,161.7,144.2,180.8,137.6,261.4,135.0,167.1,115.7,141.4,185.4,130.5,138.4,316.0,163.6,220.2,206.2,116.5,130.4,155.6,205.5,127.4,123.6,175.5,230.0,268.0,185.5,134.2,495.0,100.0,134.2,194.1,132.4,175.6,142.0,160.0,190.2,110.4,148.2,134.5,122.4,193.0,130.3,150.5,147.6,193.2,153.9,135.9,125.7,132.3,296.2,173.2,204.9,133.2,142.4,136.8,170.8,150.3,161.9,142.6,182.5,127.7,124.6,170.4,269.4,128.0,145.0,243.8,122.8,118.1,145.1,119.0,172.9,204.2,153.7,218.7,148.0,161.8,207.9,181.0,161.7,119.2,194.2,469.0,124.7,148.2,135.7,193.9,123.0,138.8,122.8,132.1,167.2,126.5,154.2,146.7,169.0,155.9,159.4,145.2,256.9,122.8,166.4,128.3,151.6,132.4,475.5,109.7,282.2,365.3,136.2
 , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンキージャグラー2,339,2069,6114,5769,1499,4091,2772,4482,761,1342,4153,1102,4176,4184,1195,1826,4695,1166,2794,1567,2833,828,5506,2042,1309,6394,2868,573,3529,1455,1156,2324,3144,7325,4396,1771,2205,564,1648,4286,1536,2794,2632,615,903,6190,5712,2194,2157,3266,2172,3052,4592,957,6798,3797,2922,3825,3263,4063,3318,1214,1334,4165,2115,5177,5319,7471,2342,1066,3292,3478,2136,2923,2119,6636,2545,3816,1645,4151,7777,2154,2657,3374,2099,1480,1602,3323,5649,581,3951,2935,3721,2872,2554,1904,2978,1443,1281,2073,8437,1527,1438,1629,5594,6136,7266,7117,5647,2240,1214
