機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"5,095",19,8,1/188.7,1/268.2,1/636.9
マイジャグラーV,445,"2,023",5,3,1/252.9,1/404.6,1/674.3
マイジャグラーV,446,"6,268",26,20,1/136.3,1/241.1,1/313.4
マイジャグラーV,447,"6,772",32,26,1/116.8,1/211.6,1/260.5
マイジャグラーV,448,"7,084",24,23,1/150.7,1/295.2,1/308.0
マイジャグラーV,449,"2,851",5,7,1/237.6,1/570.2,1/407.3
マイジャグラーV,450,"5,758",25,12,1/155.6,1/230.3,1/479.8
マイジャグラーV,451,"4,392",17,8,1/175.7,1/258.4,1/549.0
マイジャグラーV,452,"2,180",5,2,1/311.4,1/436.0,1/1090.0
マイジャグラーV,453,"2,512",5,7,1/209.3,1/502.4,1/358.9
マイジャグラーV,454,"4,389",14,8,1/199.5,1/313.5,1/548.6
マイジャグラーV,455,"4,664",16,12,1/166.6,1/291.5,1/388.7
マイジャグラーV,456,"3,656",9,6,1/243.7,1/406.2,1/609.3
マイジャグラーV,465,"4,340",11,11,1/197.3,1/394.5,1/394.5
マイジャグラーV,466,"3,193",8,4,1/266.1,1/399.1,1/798.2
マイジャグラーV,467,"6,375",25,13,1/167.8,1/255.0,1/490.4
マイジャグラーV,468,"6,062",22,19,1/147.9,1/275.5,1/319.1
マイジャグラーV,469,"3,285",11,4,1/219.0,1/298.6,1/821.2
マイジャグラーV,470,"5,395",19,17,1/149.9,1/283.9,1/317.4
マイジャグラーV,471,"8,210",33,27,1/136.8,1/248.8,1/304.1
マイジャグラーV,472,"3,670",8,15,1/159.6,1/458.8,1/244.7
マイジャグラーV,473,"7,257",23,26,1/148.1,1/315.5,1/279.1
マイジャグラーV,474,"1,805",4,3,1/257.9,1/451.2,1/601.7
マイジャグラーV,475,"6,554",22,21,1/152.4,1/297.9,1/312.1
マイジャグラーV,476,"3,595",10,5,1/239.7,1/359.5,1/719.0
マイジャグラーV,477,"7,202",29,22,1/141.2,1/248.3,1/327.4
アイムジャグラーEX-TP,457,"2,648",12,6,1/147.1,1/220.7,1/441.3
アイムジャグラーEX-TP,458,"5,117",24,11,1/146.2,1/213.2,1/465.2
アイムジャグラーEX-TP,459,"2,646",11,2,1/203.5,1/240.5,1/1323.0
アイムジャグラーEX-TP,460,"2,177",8,1,1/241.9,1/272.1,1/2177.0
アイムジャグラーEX-TP,461,"6,350",23,16,1/162.8,1/276.1,1/396.9
アイムジャグラーEX-TP,462,"2,113",5,5,1/211.3,1/422.6,1/422.6
アイムジャグラーEX-TP,463,"1,836",4,5,1/204.0,1/459.0,1/367.2
アイムジャグラーEX-TP,464,"4,574",17,11,1/163.4,1/269.1,1/415.8
アイムジャグラーEX-TP,478,"5,589",18,10,1/199.6,1/310.5,1/558.9
アイムジャグラーEX-TP,479,"2,082",6,3,1/231.3,1/347.0,1/694.0
アイムジャグラーEX-TP,480,646,1,1,1/323.0,1/646.0,1/646.0
アイムジャグラーEX-TP,481,"6,205",18,26,1/141.0,1/344.7,1/238.7
アイムジャグラーEX-TP,482,"4,961",15,23,1/130.6,1/330.7,1/215.7
アイムジャグラーEX-TP,483,"4,965",17,14,1/160.2,1/292.1,1/354.6
アイムジャグラーEX-TP,484,"5,363",25,22,1/114.1,1/214.5,1/243.8
アイムジャグラーEX-TP,485,"7,736",36,20,1/138.1,1/214.9,1/386.8
アイムジャグラーEX-TP,486,"2,351",6,5,1/213.7,1/391.8,1/470.2
アイムジャグラーEX-TP,487,"1,168",3,0,1/389.3,1/389.3,1/0.0
アイムジャグラーEX-TP,488,"4,907",27,21,1/102.2,1/181.7,1/233.7
アイムジャグラーEX-TP,489,"5,599",19,20,1/143.6,1/294.7,1/279.9
アイムジャグラーEX-TP,490,"1,856",4,8,1/154.7,1/464.0,1/232.0
アイムジャグラーEX-TP,491,"2,534",8,5,1/194.9,1/316.8,1/506.8
