台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1100,"5,930",+229,26,18,1/134.8,1/228.1,1/329.4
1101,"1,842",-115,8,3,1/167.5,1/230.2,1/614.0
1102,"1,032",-509,2,4,1/172.0,1/516.0,1/258.0
1103,397,-156,1,0,1/397.0,1/397.0,1/0.0
1104,"2,102",-844,5,7,1/175.2,1/420.4,1/300.3
1105,"3,952",+709,18,12,1/131.7,1/219.6,1/329.3
1106,"1,834",-356,6,4,1/183.4,1/305.7,1/458.5
1107,"4,674",-774,15,17,1/146.1,1/311.6,1/274.9
1108,"2,263",+91,10,6,1/141.4,1/226.3,1/377.2
1109,"3,807",+497,19,8,1/141.0,1/200.4,1/475.9
1110,749,-197,3,0,1/249.7,1/249.7,1/0.0
1111,647,-450,1,1,1/323.5,1/647.0,1/647.0
1112,"4,272",-615,14,14,1/152.6,1/305.1,1/305.1
1113,"4,227",-9,19,9,1/151.0,1/222.5,1/469.7
1123,"6,846",-265,26,26,1/131.7,1/263.3,1/263.3
1124,307,+115,2,0,1/153.5,1/153.5,1/0.0
1125,"1,214",-485,3,4,1/173.4,1/404.7,1/303.5
1126,"2,370",+115,12,3,1/158.0,1/197.5,1/790.0
1127,"5,869","+1,476",29,19,1/122.3,1/202.4,1/308.9
1128,830,-538,1,3,1/207.5,1/830.0,1/276.7
1129,521,-521,0,2,1/260.5,1/0.0,1/260.5
