機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,376,-484,1,1,0,1/188.0,1/376.0,1/376.0,1/0.0
スマスロ北斗の拳,343,683,+292,10,1,0,1/62.1,1/68.3,1/683.0,1/0.0
スマスロ北斗の拳,344,329,-103,2,1,0,1/109.7,1/164.5,1/329.0,1/0.0
スマスロ北斗の拳,345,658,-486,4,2,0,1/109.7,1/164.5,1/329.0,1/0.0
スマスロ北斗の拳,346,"1,010",+414,12,4,0,1/63.1,1/84.2,1/252.5,1/0.0
スマスロ北斗の拳,347,658,+17,7,2,0,1/73.1,1/94.0,1/329.0,1/0.0
スマスロ北斗の拳,348,567,+192,6,2,0,1/70.9,1/94.5,1/283.5,1/0.0
スマスロ北斗の拳,349,710,-421,5,2,0,1/101.4,1/142.0,1/355.0,1/0.0
アイムジャグラーEX-TP,319,"1,991","-1,083",4,5,0,1/221.2,1/497.8,1/398.2,1/0.0
アイムジャグラーEX-TP,320,"1,331",+225,6,4,0,1/133.1,1/221.8,1/332.8,1/0.0
アイムジャグラーEX-TP,321,"2,231",+702,10,8,0,1/123.9,1/223.1,1/278.9,1/0.0
アイムジャグラーEX-TP,322,"3,721",+329,16,8,0,1/155.0,1/232.6,1/465.1,1/0.0
アイムジャグラーEX-TP,323,"2,103",+879,11,5,0,1/131.4,1/191.2,1/420.6,1/0.0
アイムジャグラーEX-TP,324,"3,201",+446,13,10,0,1/139.2,1/246.2,1/320.1,1/0.0
アイムジャグラーEX-TP,325,"2,103",-881,6,4,0,1/210.3,1/350.5,1/525.8,1/0.0
マイジャグラーV,313,"4,868",+216,22,9,0,1/157.0,1/221.3,1/540.9,1/0.0
マイジャグラーV,314,"2,169",-482,6,7,0,1/166.8,1/361.5,1/309.9,1/0.0
マイジャグラーV,315,"1,244",-915,2,2,0,1/311.0,1/622.0,1/622.0,1/0.0
マイジャグラーV,316,"2,553",-745,6,8,0,1/182.4,1/425.5,1/319.1,1/0.0
マイジャグラーV,317,"2,297",-350,7,7,0,1/164.1,1/328.1,1/328.1,1/0.0
マイジャグラーV,318,"2,029",-405,6,8,0,1/144.9,1/338.2,1/253.6,1/0.0
ハッピージャグラーVIII,326,"4,065","-1,286",14,4,0,1/225.8,1/290.4,1/1016.2,1/0.0
ハッピージャグラーVIII,327,"1,147",+767,8,2,0,1/114.7,1/143.4,1/573.5,1/0.0
ハッピージャグラーVIII,328,"1,023",-340,3,1,0,1/255.8,1/341.0,1/1023.0,1/0.0
ハッピージャグラーVIII,329,"3,991",-413,15,9,0,1/166.3,1/266.1,1/443.4,1/0.0
ハッピージャグラーVIII,330,602,-256,1,2,0,1/200.7,1/602.0,1/301.0,1/0.0
ゴーゴージャグラー3,335,"3,179",+490,17,6,0,1/138.2,1/187.0,1/529.8,1/0.0
ゴーゴージャグラー3,336,"6,108",+124,25,20,0,1/135.7,1/244.3,1/305.4,1/0.0
ゴーゴージャグラー3,337,878,-68,5,1,0,1/146.3,1/175.6,1/878.0,1/0.0
ゴーゴージャグラー3,338,"1,990",-168,8,5,0,1/153.1,1/248.8,1/398.0,1/0.0
ハナハナホウオウ～天翔～-30,426,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,427,"1,393",+76,5,4,0,1/154.8,1/278.6,1/348.2,1/0.0
ハナハナホウオウ～天翔～-30,428,587,-85,2,0,0,1/293.5,1/293.5,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,429,387,+92,2,1,0,1/129.0,1/193.5,1/387.0,1/0.0
Re:ゼロから始める異世界生活 season2,366,"1,944",-680,0,0,14,1/138.9,1/0.0,1/0.0,1/138.9
Re:ゼロから始める異世界生活 season2,367,4,-6,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,368,"1,406",-27,0,1,14,1/93.7,1/0.0,1/1406.0,1/100.4
ゴッドイーター リザレクション,371,"5,635","-1,068",0,14,45,1/95.5,1/0.0,1/402.5,1/125.2
ゴッドイーター リザレクション,372,"4,028",-314,0,10,33,1/93.7,1/0.0,1/402.8,1/122.1
ゴッドイーター リザレクション,373,"3,074",-367,0,5,20,1/123.0,1/0.0,1/614.8,1/153.7
ファンキージャグラー2,339,"1,736",-284,6,4,0,1/173.6,1/289.3,1/434.0,1/0.0
ファンキージャグラー2,340,"1,607",-888,4,2,0,1/267.8,1/401.8,1/803.5,1/0.0
ファンキージャグラー2,341,"2,846",-927,9,5,0,1/203.3,1/316.2,1/569.2,1/0.0
戦姫絶唱シンフォギア 正義の歌,359,"3,288","+1,440",0,5,40,1/73.1,1/0.0,1/657.6,1/82.2
戦姫絶唱シンフォギア 正義の歌,360,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,361,"1,215","-1,529",0,2,4,1/202.5,1/0.0,1/607.5,1/303.8
押忍！番長4,374,725,-711,0,1,2,1/241.7,1/0.0,1/725.0,1/362.5
押忍！番長4,375,"2,502",+270,0,1,9,1/250.2,1/0.0,1/2502.0,1/278.0
押忍！番長4,376,"3,853",-215,0,8,27,1/110.1,1/0.0,1/481.6,1/142.7
炎炎ノ消防隊,398,"1,110","+1,352",0,2,12,1/79.3,1/0.0,1/555.0,1/92.5
炎炎ノ消防隊,399,"1,615","+2,272",0,3,6,1/179.4,1/0.0,1/538.3,1/269.2
炎炎ノ消防隊,400,"1,242",+620,0,4,10,1/88.7,1/0.0,1/310.5,1/124.2
D4DJ Pachi‐Slot Mix,401,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
D4DJ Pachi‐Slot Mix,402,"2,037",-409,12,0,9,1/97.0,1/169.8,1/0.0,1/226.3
グランベルム,394,35,-47,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
グランベルム,395,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,354,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,355,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
サンダーVライトニング,424,"2,347",+137,10,8,0,1/130.4,1/234.7,1/293.4,1/0.0
サンダーVライトニング,425,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ジャグラーガールズ,333,24,-52,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
