機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,461,"4,045",7,11,1/224.7,1/577.9,1/367.7
アイムジャグラーEX-TP,462,"1,557",4,2,1/259.5,1/389.2,1/778.5
アイムジャグラーEX-TP,463,"1,533",6,1,1/219.0,1/255.5,1/1533.0
アイムジャグラーEX-TP,464,"1,926",10,1,1/175.1,1/192.6,1/1926.0
アイムジャグラーEX-TP,478,"3,672",18,7,1/146.9,1/204.0,1/524.6
アイムジャグラーEX-TP,479,"2,991",14,11,1/119.6,1/213.6,1/271.9
アイムジャグラーEX-TP,480,"3,456",17,7,1/144.0,1/203.3,1/493.7
アイムジャグラーEX-TP,481,"1,674",5,5,1/167.4,1/334.8,1/334.8
アイムジャグラーEX-TP,482,"7,268",28,18,1/158.0,1/259.6,1/403.8
アイムジャグラーEX-TP,483,"5,147",23,12,1/147.1,1/223.8,1/428.9
アイムジャグラーEX-TP,484,"3,443",12,11,1/149.7,1/286.9,1/313.0
アイムジャグラーEX-TP,485,"3,347",11,6,1/196.9,1/304.3,1/557.8
アイムジャグラーEX-TP,486,"3,927",19,14,1/119.0,1/206.7,1/280.5
アイムジャグラーEX-TP,487,"4,772",16,15,1/153.9,1/298.2,1/318.1
アイムジャグラーEX-TP,488,"1,471",7,3,1/147.1,1/210.1,1/490.3
アイムジャグラーEX-TP,489,958,2,1,1/319.3,1/479.0,1/958.0
アイムジャグラーEX-TP,500,"2,589",7,1,1/323.6,1/369.9,1/2589.0
アイムジャグラーEX-TP,501,"2,737",4,9,1/210.5,1/684.2,1/304.1
アイムジャグラーEX-TP,502,"1,076",3,2,1/215.2,1/358.7,1/538.0
アイムジャグラーEX-TP,503,"2,586",10,4,1/184.7,1/258.6,1/646.5
アイムジャグラーEX-TP,504,"3,112",8,5,1/239.4,1/389.0,1/622.4
アイムジャグラーEX-TP,505,"2,365",7,5,1/197.1,1/337.9,1/473.0
アイムジャグラーEX-TP,506,"3,704",21,6,1/137.2,1/176.4,1/617.3
アイムジャグラーEX-TP,507,"2,950",8,8,1/184.4,1/368.8,1/368.8
アイムジャグラーEX-TP,508,"3,770",10,5,1/251.3,1/377.0,1/754.0
アイムジャグラーEX-TP,509,"5,310",23,20,1/123.5,1/230.9,1/265.5
アイムジャグラーEX-TP,510,"3,015",11,10,1/143.6,1/274.1,1/301.5
アイムジャグラーEX-TP,511,"2,847",8,8,1/177.9,1/355.9,1/355.9
マイジャグラーV,444,"4,813",11,7,1/267.4,1/437.5,1/687.6
マイジャグラーV,445,"6,055",18,9,1/224.3,1/336.4,1/672.8
マイジャグラーV,446,"2,576",6,6,1/214.7,1/429.3,1/429.3
マイジャグラーV,447,"2,461",7,2,1/273.4,1/351.6,1/1230.5
マイジャグラーV,448,"5,206",18,15,1/157.8,1/289.2,1/347.1
マイジャグラーV,449,"4,829",17,13,1/161.0,1/284.1,1/371.5
マイジャグラーV,450,"4,677",23,7,1/155.9,1/203.3,1/668.1
マイジャグラーV,451,"4,233",27,7,1/124.5,1/156.8,1/604.7
マイジャグラーV,452,"7,077",23,18,1/172.6,1/307.7,1/393.2
マイジャグラーV,453,"2,857",8,8,1/178.6,1/357.1,1/357.1
マイジャグラーV,454,"6,246",26,25,1/122.5,1/240.2,1/249.8
マイジャグラーV,455,"3,261",13,2,1/217.4,1/250.8,1/1630.5
マイジャグラーV,456,"3,549",13,5,1/197.2,1/273.0,1/709.8
マイジャグラーV,465,"2,497",7,3,1/249.7,1/356.7,1/832.3
マイジャグラーV,466,"1,315",4,2,1/219.2,1/328.8,1/657.5
マイジャグラーV,467,"5,343",23,14,1/144.4,1/232.3,1/381.6
マイジャグラーV,468,"4,242",13,11,1/176.8,1/326.3,1/385.6
マイジャグラーV,469,"2,148",7,2,1/238.7,1/306.9,1/1074.0
マイジャグラーV,470,"3,580",16,3,1/188.4,1/223.8,1/1193.3
マイジャグラーV,471,"6,821",30,20,1/136.4,1/227.4,1/341.1
マイジャグラーV,472,"3,116",10,9,1/164.0,1/311.6,1/346.2
マイジャグラーV,473,"6,911",32,13,1/153.6,1/216.0,1/531.6
マイジャグラーV,474,"1,864",6,4,1/186.4,1/310.7,1/466.0
マイジャグラーV,475,"5,668",23,9,1/177.1,1/246.4,1/629.8
マイジャグラーV,476,"2,198",6,1,1/314.0,1/366.3,1/2198.0
マイジャグラーV,477,"4,194",15,8,1/182.3,1/279.6,1/524.2
ゴーゴージャグラー3,543,"1,439",1,4,1/287.8,1/1439.0,1/359.8
ゴーゴージャグラー3,544,"1,979",11,5,1/123.7,1/179.9,1/395.8
ゴーゴージャグラー3,545,"3,770",10,12,1/171.4,1/377.0,1/314.2
ゴーゴージャグラー3,546,"1,492",5,2,1/213.1,1/298.4,1/746.0
ゴーゴージャグラー3,547,"2,184",10,3,1/168.0,1/218.4,1/728.0
ゴーゴージャグラー3,548,"3,183",4,13,1/187.2,1/795.8,1/244.8
ゴーゴージャグラー3,549,"5,866",30,13,1/136.4,1/195.5,1/451.2
ゴーゴージャグラー3,550,658,4,0,1/164.5,1/164.5,1/0.0
ゴーゴージャグラー3,551,"4,878",19,13,1/152.4,1/256.7,1/375.2
ゴーゴージャグラー3,552,"3,580",13,5,1/198.9,1/275.4,1/716.0
ゴーゴージャグラー3,553,889,2,2,1/222.2,1/444.5,1/444.5
ゴーゴージャグラー3,554,"4,139",22,10,1/129.3,1/188.1,1/413.9
ゴーゴージャグラー3,555,"5,330",25,16,1/130.0,1/213.2,1/333.1
ゴーゴージャグラー3,556,"1,650",4,3,1/235.7,1/412.5,1/550.0
スマスロ北斗の拳,648,"5,485",36,13,1/111.9,1/152.4,1/421.9
スマスロ北斗の拳,649,968,9,1,1/96.8,1/107.6,1/968.0
スマスロ北斗の拳,650,"4,143",23,11,1/121.9,1/180.1,1/376.6
スマスロ北斗の拳,651,"1,644",14,3,1/96.7,1/117.4,1/548.0
スマスロ北斗の拳,652,"3,820",41,10,1/74.9,1/93.2,1/382.0
スマスロ北斗の拳,653,"3,388",20,6,1/130.3,1/169.4,1/564.7
スマスロ北斗の拳,654,"1,693",11,4,1/112.9,1/153.9,1/423.2
スマスロ北斗の拳,655,"1,298",14,2,1/81.1,1/92.7,1/649.0
スマスロ北斗の拳,656,"6,304",32,11,1/146.6,1/197.0,1/573.1
スマスロ北斗の拳,657,"2,321",48,5,1/43.8,1/48.4,1/464.2
スマスロ北斗の拳,658,"2,158",11,4,1/143.9,1/196.2,1/539.5
スマスロ北斗の拳,659,"3,360",31,11,1/80.0,1/108.4,1/305.5
スマスロ北斗の拳,660,"2,217",10,3,1/170.5,1/221.7,1/739.0
スマスロ北斗の拳,661,"4,219",53,12,1/64.9,1/79.6,1/351.6
沖ドキ!GOLD‐30,526,"2,564",7,2,1/284.9,1/366.3,1/1282.0
沖ドキ!GOLD‐30,527,"1,036",3,3,1/172.7,1/345.3,1/345.3
沖ドキ!GOLD‐30,528,"1,352",13,7,1/67.6,1/104.0,1/193.1
沖ドキ!GOLD‐30,529,"1,984",7,3,1/198.4,1/283.4,1/661.3
沖ドキ!GOLD‐30,530,"1,258",0,3,1/419.3,1/0.0,1/419.3
沖ドキ!GOLD‐30,531,494,2,1,1/164.7,1/247.0,1/494.0
沖ドキ!GOLD‐30,532,"1,835",3,6,1/203.9,1/611.7,1/305.8
沖ドキ!GOLD‐30,533,"2,044",11,6,1/120.2,1/185.8,1/340.7
沖ドキ!GOLD‐30,534,"2,106",12,4,1/131.6,1/175.5,1/526.5
沖ドキ!GOLD‐30,535,"2,532",28,8,1/70.3,1/90.4,1/316.5
沖ドキ!GOLD‐30,536,393,1,1,1/196.5,1/393.0,1/393.0
沖ドキ!GOLD‐30,537,"2,875",29,15,1/65.3,1/99.1,1/191.7
沖ドキ!GOLD‐30,538,931,12,6,1/51.7,1/77.6,1/155.2
沖ドキ!GOLD‐30,539,830,12,3,1/55.3,1/69.2,1/276.7
からくりサーカス,741,66,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,742,"1,677",8,4,1/139.8,1/209.6,1/419.2
からくりサーカス,743,250,20,4,1/10.4,1/12.5,1/62.5
からくりサーカス,744,91,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,745,848,2,2,1/212.0,1/424.0,1/424.0
からくりサーカス,746,"1,504",10,4,1/107.4,1/150.4,1/376.0
からくりサーカス,747,86,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,748,182,2,1,1/60.7,1/91.0,1/182.0
からくりサーカス,749,965,11,4,1/64.3,1/87.7,1/241.2
からくりサーカス,750,627,4,3,1/89.6,1/156.8,1/209.0
からくりサーカス,751,836,2,2,1/209.0,1/418.0,1/418.0
モンキーターンV,694,"3,555",17,10,1/131.7,1/209.1,1/355.5
モンキーターンV,695,"2,270",22,9,1/73.2,1/103.2,1/252.2
モンキーターンV,696,"1,483",3,3,1/247.2,1/494.3,1/494.3
モンキーターンV,697,"1,916",29,5,1/56.4,1/66.1,1/383.2
モンキーターンV,698,"2,454",36,7,1/57.1,1/68.2,1/350.6
モンキーターンV,699,"1,903",13,7,1/95.2,1/146.4,1/271.9
モンキーターンV,700,"2,859",43,10,1/53.9,1/66.5,1/285.9
モンキーターンV,701,"1,434",11,5,1/89.6,1/130.4,1/286.8
モンキーターンV,702,"2,135",14,7,1/101.7,1/152.5,1/305.0
モンキーターンV,703,"2,266",21,8,1/78.1,1/107.9,1/283.2
モンキーターンV,704,"2,966",35,12,1/63.1,1/84.7,1/247.2
かぐや様は告らせたい,720,"1,809",8,1,1/201.0,1/226.1,1/1809.0
かぐや様は告らせたい,721,"5,935",22,14,1/164.9,1/269.8,1/423.9
かぐや様は告らせたい,722,983,3,1,1/245.8,1/327.7,1/983.0
かぐや様は告らせたい,723,"2,995",3,7,1/299.5,1/998.3,1/427.9
かぐや様は告らせたい,724,"5,113",34,6,1/127.8,1/150.4,1/852.2
かぐや様は告らせたい,725,528,1,1,1/264.0,1/528.0,1/528.0
かぐや様は告らせたい,726,"5,227",18,7,1/209.1,1/290.4,1/746.7
かぐや様は告らせたい,727,"3,443",19,1,1/172.2,1/181.2,1/3443.0
革命機ヴァルヴレイヴ,728,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,729,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,730,463,1,0,1/463.0,1/463.0,1/0.0
革命機ヴァルヴレイヴ,731,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,732,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,733,"1,570",1,0,1/1570.0,1/1570.0,1/0.0
革命機ヴァルヴレイヴ,734,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,735,"1,319",2,3,1/263.8,1/659.5,1/439.7
ゴッドイーター リザレクション,662,"2,952",14,8,1/134.2,1/210.9,1/369.0
ゴッドイーター リザレクション,663,"2,099",51,8,1/35.6,1/41.2,1/262.4
ゴッドイーター リザレクション,664,594,2,1,1/198.0,1/297.0,1/594.0
ゴッドイーター リザレクション,665,"1,068",75,10,1/12.6,1/14.2,1/106.8
ゴッドイーター リザレクション,666,"1,891",50,7,1/33.2,1/37.8,1/270.1
ゴッドイーター リザレクション,667,"2,040",12,4,1/127.5,1/170.0,1/510.0
ゴッドイーター リザレクション,668,"3,674",86,20,1/34.7,1/42.7,1/183.7
モンスターハンターライズ,688,"4,825",26,12,1/127.0,1/185.6,1/402.1
モンスターハンターライズ,689,"2,255",39,8,1/48.0,1/57.8,1/281.9
モンスターハンターライズ,690,"3,814",53,15,1/56.1,1/72.0,1/254.3
モンスターハンターライズ,691,"2,561",28,9,1/69.2,1/91.5,1/284.6
モンスターハンターライズ,692,"3,042",21,6,1/112.7,1/144.9,1/507.0
モンスターハンターライズ,693,"3,777",46,12,1/65.1,1/82.1,1/314.8
戦国乙女4 戦乱に閃く炯眼の軍師,605,"1,912",6,4,1/191.2,1/318.7,1/478.0
戦国乙女4 戦乱に閃く炯眼の軍師,606,562,1,1,1/281.0,1/562.0,1/562.0
戦国乙女4 戦乱に閃く炯眼の軍師,607,"4,291",20,13,1/130.0,1/214.6,1/330.1
戦国乙女4 戦乱に閃く炯眼の軍師,608,"3,469",19,18,1/93.8,1/182.6,1/192.7
戦国乙女4 戦乱に閃く炯眼の軍師,609,"5,727",32,29,1/93.9,1/179.0,1/197.5
戦国乙女4 戦乱に閃く炯眼の軍師,610,"3,283",11,6,1/193.1,1/298.5,1/547.2
甲鉄城のカバネリ,592,332,2,1,1/110.7,1/166.0,1/332.0
甲鉄城のカバネリ,593,382,4,1,1/76.4,1/95.5,1/382.0
甲鉄城のカバネリ,594,934,10,3,1/71.8,1/93.4,1/311.3
甲鉄城のカバネリ,595,877,6,3,1/97.4,1/146.2,1/292.3
甲鉄城のカバネリ,596,790,7,4,1/71.8,1/112.9,1/197.5
甲鉄城のカバネリ,597,106,4,1,1/21.2,1/26.5,1/106.0
Re:ゼロから始める異世界生活 season2,620,"1,496",14,1,1/99.7,1/106.9,1/1496.0
Re:ゼロから始める異世界生活 season2,621,167,5,0,1/33.4,1/33.4,1/0.0
Re:ゼロから始める異世界生活 season2,622,0,0,0,1/0.0,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,623,27,0,0,1/0.0,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,624,354,5,0,1/70.8,1/70.8,1/0.0
ToLOVEるダークネス,629,"3,086",22,8,1/102.9,1/140.3,1/385.8
ToLOVEるダークネス,630,"1,050",6,4,1/105.0,1/175.0,1/262.5
ToLOVEるダークネス,631,"1,063",7,4,1/96.6,1/151.9,1/265.8
ToLOVEるダークネス,632,823,3,2,1/164.6,1/274.3,1/411.5
ToLOVEるダークネス,633,"2,433",11,6,1/143.1,1/221.2,1/405.5
ダンベル何キロ持てる？,736,"1,767",23,8,1/57.0,1/76.8,1/220.9
ダンベル何キロ持てる？,737,"2,963",48,10,1/51.1,1/61.7,1/296.3
ダンベル何キロ持てる？,738,"2,821",96,17,1/25.0,1/29.4,1/165.9
ダンベル何キロ持てる？,739,"2,024",23,9,1/63.2,1/88.0,1/224.9
ダンベル何キロ持てる？,740,"3,227",94,16,1/29.3,1/34.3,1/201.7
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,673,0,0,0,1/0.0,1/0.0,1/0.0
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,674,0,0,0,1/0.0,1/0.0,1/0.0
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,675,0,0,0,1/0.0,1/0.0,1/0.0
