機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"7,193",36,18,1/133.2,1/199.8,1/399.6
マイジャグラーV,445,"4,416",18,10,1/157.7,1/245.3,1/441.6
マイジャグラーV,446,"7,075",25,22,1/150.5,1/283.0,1/321.6
マイジャグラーV,447,884,4,0,1/221.0,1/221.0,1/0.0
マイジャグラーV,448,"5,466",25,18,1/127.1,1/218.6,1/303.7
マイジャグラーV,449,"1,476",5,2,1/210.9,1/295.2,1/738.0
マイジャグラーV,450,"1,342",2,3,1/268.4,1/671.0,1/447.3
マイジャグラーV,451,"1,996",3,4,1/285.1,1/665.3,1/499.0
マイジャグラーV,452,"1,288",7,4,1/117.1,1/184.0,1/322.0
マイジャグラーV,453,"4,292",17,9,1/165.1,1/252.5,1/476.9
マイジャグラーV,454,"4,603",17,14,1/148.5,1/270.8,1/328.8
マイジャグラーV,455,"2,305",8,7,1/153.7,1/288.1,1/329.3
マイジャグラーV,456,"3,703",13,11,1/154.3,1/284.8,1/336.6
マイジャグラーV,465,"3,020",6,8,1/215.7,1/503.3,1/377.5
マイジャグラーV,466,"1,443",2,1,1/481.0,1/721.5,1/1443.0
マイジャグラーV,467,"3,866",17,9,1/148.7,1/227.4,1/429.6
マイジャグラーV,468,"3,993",17,10,1/147.9,1/234.9,1/399.3
マイジャグラーV,469,"3,117",15,4,1/164.1,1/207.8,1/779.2
マイジャグラーV,470,"4,495",20,10,1/149.8,1/224.8,1/449.5
マイジャグラーV,471,"1,946",4,5,1/216.2,1/486.5,1/389.2
マイジャグラーV,472,"4,398",18,7,1/175.9,1/244.3,1/628.3
マイジャグラーV,473,"3,005",11,7,1/166.9,1/273.2,1/429.3
マイジャグラーV,474,"4,736",17,9,1/182.2,1/278.6,1/526.2
マイジャグラーV,475,"3,123",12,6,1/173.5,1/260.2,1/520.5
マイジャグラーV,476,"3,011",5,10,1/200.7,1/602.2,1/301.1
マイジャグラーV,477,"5,105",20,18,1/134.3,1/255.2,1/283.6
アイムジャグラーEX-TP,457,175,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,458,"6,436",33,20,1/121.4,1/195.0,1/321.8
アイムジャグラーEX-TP,459,"1,387",6,4,1/138.7,1/231.2,1/346.8
アイムジャグラーEX-TP,460,"1,617",2,4,1/269.5,1/808.5,1/404.2
アイムジャグラーEX-TP,461,"1,872",5,2,1/267.4,1/374.4,1/936.0
アイムジャグラーEX-TP,462,"2,560",9,4,1/196.9,1/284.4,1/640.0
アイムジャグラーEX-TP,463,"1,268",1,6,1/181.1,1/1268.0,1/211.3
アイムジャグラーEX-TP,464,"1,346",7,3,1/134.6,1/192.3,1/448.7
アイムジャグラーEX-TP,478,"7,194",33,18,1/141.1,1/218.0,1/399.7
アイムジャグラーEX-TP,479,"3,318",9,13,1/150.8,1/368.7,1/255.2
アイムジャグラーEX-TP,480,621,0,1,1/621.0,1/0.0,1/621.0
アイムジャグラーEX-TP,481,796,2,2,1/199.0,1/398.0,1/398.0
アイムジャグラーEX-TP,482,"2,084",8,7,1/138.9,1/260.5,1/297.7
アイムジャグラーEX-TP,483,"5,109",20,15,1/146.0,1/255.4,1/340.6
アイムジャグラーEX-TP,484,511,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,485,"1,849",7,3,1/184.9,1/264.1,1/616.3
アイムジャグラーEX-TP,486,"3,224",9,8,1/189.6,1/358.2,1/403.0
アイムジャグラーEX-TP,487,"1,315",4,5,1/146.1,1/328.8,1/263.0
アイムジャグラーEX-TP,488,"3,380",14,11,1/135.2,1/241.4,1/307.3
アイムジャグラーEX-TP,489,272,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,490,"5,281",25,10,1/150.9,1/211.2,1/528.1
アイムジャグラーEX-TP,491,965,1,2,1/321.7,1/965.0,1/482.5
アイムジャグラーEX-TP,492,"4,060",17,6,1/176.5,1/238.8,1/676.7
アイムジャグラーEX-TP,493,"4,011",15,8,1/174.4,1/267.4,1/501.4
アイムジャグラーEX-TP,494,"1,756",8,3,1/159.6,1/219.5,1/585.3
ゴーゴージャグラー3,495,"1,432",3,5,1/179.0,1/477.3,1/286.4
ゴーゴージャグラー3,496,"3,327",11,13,1/138.6,1/302.5,1/255.9
ゴーゴージャグラー3,497,"2,282",9,7,1/142.6,1/253.6,1/326.0
ゴーゴージャグラー3,498,"1,086",4,3,1/155.1,1/271.5,1/362.0
ゴーゴージャグラー3,499,"2,459",7,3,1/245.9,1/351.3,1/819.7
ゴーゴージャグラー3,500,"2,940",15,15,1/98.0,1/196.0,1/196.0
ゴーゴージャグラー3,501,"3,997",16,13,1/137.8,1/249.8,1/307.5
ゴーゴージャグラー3,502,377,0,1,1/377.0,1/0.0,1/377.0
ゴーゴージャグラー3,503,"3,359",8,12,1/167.9,1/419.9,1/279.9
ゴーゴージャグラー3,504,599,0,2,1/299.5,1/0.0,1/299.5
