台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"8,280",+926,34,23,1/145.3,1/243.5,1/360.0
1002,"6,882","+1,968",35,19,1/127.4,1/196.6,1/362.2
1003,"8,160","+1,968",36,34,1/116.6,1/226.7,1/240.0
1004,"2,007","-1,076",4,4,1/250.9,1/501.8,1/501.8
1005,"4,374","-1,124",12,11,1/190.2,1/364.5,1/397.6
1006,"6,866",+335,31,16,1/146.1,1/221.5,1/429.1
1007,"5,978",+150,22,17,1/153.3,1/271.7,1/351.6
1008,"8,462","+5,594",50,35,1/99.6,1/169.2,1/241.8
1009,"2,265",-974,6,3,1/251.7,1/377.5,1/755.0
1010,"7,913",+285,30,28,1/136.4,1/263.8,1/282.6
1011,"6,250",-468,23,14,1/168.9,1/271.7,1/446.4
1012,"8,093",+538,29,27,1/144.5,1/279.1,1/299.7
1013,"6,291",-162,23,21,1/143.0,1/273.5,1/299.6
1014,"4,723","-1,606",10,17,1/174.9,1/472.3,1/277.8
1015,"6,811",+444,25,23,1/141.9,1/272.4,1/296.1
1016,"8,531",+88,28,31,1/144.6,1/304.7,1/275.2
1017,"8,135",+829,34,23,1/142.7,1/239.3,1/353.7
1018,"9,777",+476,32,39,1/137.7,1/305.5,1/250.7
1019,"2,732",-744,8,6,1/195.1,1/341.5,1/455.3
1020,"7,286","+2,726",38,16,1/134.9,1/191.7,1/455.4
1021,"5,912","+1,418",31,15,1/128.5,1/190.7,1/394.1
1022,"6,697",-88,24,21,1/148.8,1/279.0,1/318.9
1023,"7,355","+3,424",39,25,1/114.9,1/188.6,1/294.2
1024,"7,692","+1,703",38,23,1/126.1,1/202.4,1/334.4
1025,"9,169","+1,438",39,29,1/134.8,1/235.1,1/316.2
1026,"6,212",-935,19,15,1/182.7,1/326.9,1/414.1
1027,"7,686",+15,24,31,1/139.7,1/320.2,1/247.9
1028,"6,694","+1,988",34,18,1/128.7,1/196.9,1/371.9
1029,"3,516",+68,14,8,1/159.8,1/251.1,1/439.5
1030,"6,375",+782,27,17,1/144.9,1/236.1,1/375.0
1031,"4,391",-618,15,12,1/162.6,1/292.7,1/365.9
1032,"5,438",-385,19,11,1/181.3,1/286.2,1/494.4
1033,"6,312",-276,22,18,1/157.8,1/286.9,1/350.7
1034,"2,922","-1,641",6,6,1/243.5,1/487.0,1/487.0
1035,"7,454",+574,26,32,1/128.5,1/286.7,1/232.9
1036,"8,686","+1,229",34,29,1/137.9,1/255.5,1/299.5
1037,"3,693",-844,13,5,1/205.2,1/284.1,1/738.6
1038,"9,032","+3,847",44,37,1/111.5,1/205.3,1/244.1
1039,"8,842",+741,33,32,1/136.0,1/267.9,1/276.3
1040,"5,181",-126,20,13,1/157.0,1/259.1,1/398.5
1041,"6,783",+571,25,28,1/128.0,1/271.3,1/242.2
1042,"8,636",+244,33,27,1/143.9,1/261.7,1/319.9
1043,"7,666",-665,30,15,1/170.4,1/255.5,1/511.1
1044,"7,308",-250,25,23,1/152.2,1/292.3,1/317.7
1045,"7,137",-465,27,16,1/166.0,1/264.3,1/446.1
1046,"7,481",-524,25,25,1/149.6,1/299.2,1/299.2
1047,"3,941","-1,606",9,9,1/218.9,1/437.9,1/437.9
1048,"8,382",+582,34,26,1/139.7,1/246.5,1/322.4
1049,"4,574","-1,218",13,9,1/207.9,1/351.8,1/508.2
1050,"7,505",-115,26,29,1/136.5,1/288.7,1/258.8
1069,"5,430",-38,19,16,1/155.1,1/285.8,1/339.4
1070,"6,085",-321,22,15,1/164.5,1/276.6,1/405.7
1071,"5,649",-947,20,11,1/182.2,1/282.4,1/513.5
1072,"5,600",-821,21,8,1/193.1,1/266.7,1/700.0
1073,"7,216","-1,347",23,20,1/167.8,1/313.7,1/360.8
1074,"8,278","+3,000",36,36,1/115.0,1/229.9,1/229.9
1075,"8,941","+1,288",37,28,1/137.6,1/241.6,1/319.3
1076,"5,363",+468,22,15,1/144.9,1/243.8,1/357.5
1077,"7,286",+638,32,18,1/145.7,1/227.7,1/404.8
1078,"7,563",+338,25,29,1/140.1,1/302.5,1/260.8
1079,"8,137","+1,791",33,27,1/135.6,1/246.6,1/301.4
1080,"4,852",-574,19,7,1/186.6,1/255.4,1/693.1
1081,"7,753",+900,34,22,1/138.4,1/228.0,1/352.4
1082,"5,882","-1,241",15,18,1/178.2,1/392.1,1/326.8
1083,"5,678","-1,241",17,19,1/157.7,1/334.0,1/298.8
1084,"5,527","-1,579",15,15,1/184.2,1/368.5,1/368.5
1085,"6,042",-335,21,20,1/147.4,1/287.7,1/302.1
1086,"9,071","+2,638",40,39,1/114.8,1/226.8,1/232.6
1087,"7,975","-1,171",17,38,1/145.0,1/469.1,1/209.9
1088,"8,760","+1,315",34,31,1/134.8,1/257.6,1/282.6
1089,"5,449",-603,18,20,1/143.4,1/302.7,1/272.4
1090,"7,493",-262,27,23,1/149.9,1/277.5,1/325.8
1091,"4,451",-609,18,8,1/171.2,1/247.3,1/556.4
1092,"7,950",+512,31,23,1/147.2,1/256.5,1/345.7
1093,"4,803","-1,065",15,12,1/177.9,1/320.2,1/400.2
1094,"6,734",+150,28,17,1/149.6,1/240.5,1/396.1
1095,"5,747","-1,194",17,15,1/179.6,1/338.1,1/383.1
1096,"7,005","+2,550",30,30,1/116.8,1/233.5,1/233.5
1097,"6,427",+547,28,16,1/146.1,1/229.5,1/401.7
1098,"7,063","+1,018",33,17,1/141.3,1/214.0,1/415.5
1099,"6,156","-1,782",19,11,1/205.2,1/324.0,1/559.6
