台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"5,350",-426,21,11,1/167.2,1/254.8,1/486.4
1002,"2,371",-232,9,4,1/182.4,1/263.4,1/592.8
1003,"3,092","+1,406",18,7,1/123.7,1/171.8,1/441.7
1004,427,-374,1,0,1/427.0,1/427.0,1/0.0
1005,"6,220",+121,21,23,1/141.4,1/296.2,1/270.4
1006,"7,253","+1,597",34,22,1/129.5,1/213.3,1/329.7
1007,765,-162,3,1,1/191.2,1/255.0,1/765.0
1008,"6,926","+1,265",31,24,1/125.9,1/223.4,1/288.6
1009,"5,381",+91,22,13,1/153.7,1/244.6,1/413.9
1010,"5,975",-335,19,21,1/149.4,1/314.5,1/284.5
1011,"6,530",+138,23,24,1/138.9,1/283.9,1/272.1
1012,"1,299",-291,5,2,1/185.6,1/259.8,1/649.5
1013,"2,702",-26,10,7,1/158.9,1/270.2,1/386.0
1014,"2,630",+32,12,4,1/164.4,1/219.2,1/657.5
1015,"5,699",+597,23,13,1/158.3,1/247.8,1/438.4
1016,"3,113",+32,13,6,1/163.8,1/239.5,1/518.8
1017,931,-574,1,3,1/232.8,1/931.0,1/310.3
1018,"1,871",-362,6,5,1/170.1,1/311.8,1/374.2
1019,"4,524","+2,953",29,13,1/107.7,1/156.0,1/348.0
1020,"3,257",+174,13,8,1/155.1,1/250.5,1/407.1
1021,"6,407",+594,26,25,1/125.6,1/246.4,1/256.3
1022,"8,256","-1,650",20,32,1/158.8,1/412.8,1/258.0
1023,"1,223",+44,6,2,1/152.9,1/203.8,1/611.5
1024,"4,950",-432,19,11,1/165.0,1/260.5,1/450.0
1025,939,-309,3,1,1/234.8,1/313.0,1/939.0
1026,"3,162",-197,12,9,1/150.6,1/263.5,1/351.3
1027,"5,759","+1,297",29,13,1/137.1,1/198.6,1/443.0
1028,824,-179,3,1,1/206.0,1/274.7,1/824.0
1029,"2,183",-174,7,5,1/181.9,1/311.9,1/436.6
1030,"8,049","+1,491",33,24,1/141.2,1/243.9,1/335.4
1031,621,-232,2,0,1/310.5,1/310.5,1/0.0
1032,"2,100",+15,10,2,1/175.0,1/210.0,1/1050.0
1033,"3,729",+368,15,11,1/143.4,1/248.6,1/339.0
1034,997,-385,2,4,1/166.2,1/498.5,1/249.2
1035,"7,434",-297,25,26,1/145.8,1/297.4,1/285.9
1036,"4,658","+1,171",23,11,1/137.0,1/202.5,1/423.5
1037,"2,026",-597,7,3,1/202.6,1/289.4,1/675.3
1038,"2,389",-721,8,5,1/183.8,1/298.6,1/477.8
1039,"2,853",+29,11,8,1/150.2,1/259.4,1/356.6
1040,"6,351",+747,26,21,1/135.1,1/244.3,1/302.4
1041,"5,391",+594,25,14,1/138.2,1/215.6,1/385.1
1042,"8,762","+2,162",39,34,1/120.0,1/224.7,1/257.7
1043,597,-350,1,1,1/298.5,1/597.0,1/597.0
1044,"6,044",-256,21,16,1/163.4,1/287.8,1/377.8
1045,"1,300",+515,7,2,1/144.4,1/185.7,1/650.0
1046,"1,636",-732,4,3,1/233.7,1/409.0,1/545.3
1047,"1,743",-279,5,5,1/174.3,1/348.6,1/348.6
1048,"8,906",+382,29,36,1/137.0,1/307.1,1/247.4
1049,"2,146","-1,147",4,6,1/214.6,1/536.5,1/357.7
1050,"2,385",-750,9,2,1/216.8,1/265.0,1/1192.5
1069,"6,542","+1,206",30,19,1/133.5,1/218.1,1/344.3
1070,"1,471",-291,6,2,1/183.9,1/245.2,1/735.5
1071,"1,462",-538,3,3,1/243.7,1/487.3,1/487.3
1072,"4,859","-1,606",13,10,1/211.3,1/373.8,1/485.9
1073,"5,114",-994,17,16,1/155.0,1/300.8,1/319.6
1074,"3,605",+279,15,10,1/144.2,1/240.3,1/360.5
1075,"2,534",+26,12,4,1/158.4,1/211.2,1/633.5
1076,"5,498",-253,21,15,1/152.7,1/261.8,1/366.5
1077,"1,917",-726,5,4,1/213.0,1/383.4,1/479.2
1078,"4,598","+1,324",22,15,1/124.3,1/209.0,1/306.5
1079,"5,021",+56,17,17,1/147.7,1/295.4,1/295.4
1080,"6,173",-476,22,13,1/176.4,1/280.6,1/474.8
1081,"5,007",+809,22,12,1/147.3,1/227.6,1/417.2
1082,"2,102",-644,5,5,1/210.2,1/420.4,1/420.4
1083,"1,513",-350,5,4,1/168.1,1/302.6,1/378.2
1084,"4,075",+935,22,6,1/145.5,1/185.2,1/679.2
1085,"4,493","+1,406",24,11,1/128.4,1/187.2,1/408.5
1086,"3,379",-150,12,8,1/168.9,1/281.6,1/422.4
1087,"5,672",-379,18,20,1/149.3,1/315.1,1/283.6
1088,"2,036",-374,6,4,1/203.6,1/339.3,1/509.0
1089,"6,299","+1,206",25,24,1/128.6,1/252.0,1/262.5
1090,"2,627","-1,041",5,8,1/202.1,1/525.4,1/328.4
1091,"4,217",+132,17,11,1/150.6,1/248.1,1/383.4
1092,"4,689",-50,17,12,1/161.7,1/275.8,1/390.8
1093,"5,757",+32,20,20,1/143.9,1/287.9,1/287.9
1094,"1,471",-368,4,2,1/245.2,1/367.8,1/735.5
1095,"1,187",-591,2,3,1/237.4,1/593.5,1/395.7
1096,"6,794",-382,23,20,1/158.0,1/295.4,1/339.7
1097,"6,866",-324,25,18,1/159.7,1/274.6,1/381.4
1098,"2,124",-732,3,9,1/177.0,1/708.0,1/236.0
1099,"6,991","+3,024",39,21,1/116.5,1/179.3,1/332.9
