台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"6,272",-735,19,21,1/156.8,1/330.1,1/298.7
1002,"6,109","-1,218",18,19,1/165.1,1/339.4,1/321.5
1003,"3,076",-274,11,5,1/192.2,1/279.6,1/615.2
1004,"6,704","+3,000",35,19,1/124.1,1/191.5,1/352.8
1005,"3,724",-485,12,10,1/169.3,1/310.3,1/372.4
1006,"6,546","+1,371",33,13,1/142.3,1/198.4,1/503.5
1007,"4,423",-409,14,15,1/152.5,1/315.9,1/294.9
1008,"2,937",-509,9,9,1/163.2,1/326.3,1/326.3
1009,"1,170",-415,3,2,1/234.0,1/390.0,1/585.0
1010,"3,555",-232,14,8,1/161.6,1/253.9,1/444.4
1011,"3,615",-126,13,8,1/172.1,1/278.1,1/451.9
1012,"4,673",+982,23,9,1/146.0,1/203.2,1/519.2
1013,"1,197",-450,3,4,1/171.0,1/399.0,1/299.2
1014,"5,263",+768,22,17,1/134.9,1/239.2,1/309.6
1015,"3,384",+168,14,9,1/147.1,1/241.7,1/376.0
1016,"7,146","+1,065",30,24,1/132.3,1/238.2,1/297.8
1017,"1,878",-809,4,5,1/208.7,1/469.5,1/375.6
1018,"7,378",+679,26,31,1/129.4,1/283.8,1/238.0
1019,"1,442",-615,4,1,1/288.4,1/360.5,1/1442.0
1020,"4,518",-194,17,10,1/167.3,1/265.8,1/451.8
1021,"3,402",-759,12,9,1/162.0,1/283.5,1/378.0
1022,"3,320",-606,12,6,1/184.4,1/276.7,1/553.3
1023,"2,999",-74,12,6,1/166.6,1/249.9,1/499.8
1024,"1,211",+368,8,1,1/134.6,1/151.4,1/1211.0
1025,"5,831",+356,24,17,1/142.2,1/243.0,1/343.0
1026,"5,336",+924,23,15,1/140.4,1/232.0,1/355.7
1027,"4,743",+174,18,15,1/143.7,1/263.5,1/316.2
1028,"1,935",-379,5,5,1/193.5,1/387.0,1/387.0
1029,758,-656,1,1,1/379.0,1/758.0,1/758.0
1030,"5,208","+1,571",27,20,1/110.8,1/192.9,1/260.4
1031,"7,021",+209,25,25,1/140.4,1/280.8,1/280.8
1032,"4,364",+115,18,8,1/167.8,1/242.4,1/545.5
1033,"1,904",+68,8,2,1/190.4,1/238.0,1/952.0
1034,"6,507","+1,300",28,23,1/127.6,1/232.4,1/282.9
1035,"2,113",-362,7,4,1/192.1,1/301.9,1/528.2
1036,"6,949",-841,21,22,1/161.6,1/330.9,1/315.9
1037,"1,691",-221,7,2,1/187.9,1/241.6,1/845.5
1038,"9,453","+4,676",48,40,1/107.4,1/196.9,1/236.3
1039,728,-415,2,0,1/364.0,1/364.0,1/0.0
1040,"1,377",-679,4,1,1/275.4,1/344.2,1/1377.0
1041,"6,148",-74,20,21,1/150.0,1/307.4,1/292.8
1042,"6,908",+724,31,14,1/153.5,1/222.8,1/493.4
1043,"1,225",-609,3,3,1/204.2,1/408.3,1/408.3
1044,"2,523","-1,029",6,7,1/194.1,1/420.5,1/360.4
1045,"1,849",-162,8,1,1/205.4,1/231.1,1/1849.0
1046,"4,190","-1,618",8,14,1/190.5,1/523.8,1/299.3
1047,"1,798","-1,006",4,4,1/224.8,1/449.5,1/449.5
1048,"3,470",-591,13,4,1/204.1,1/266.9,1/867.5
1049,"2,779",-338,10,7,1/163.5,1/277.9,1/397.0
1050,"7,920","+1,632",38,16,1/146.7,1/208.4,1/495.0
1069,"7,863",+274,27,29,1/140.4,1/291.2,1/271.1
1070,"6,171",+959,25,23,1/128.6,1/246.8,1/268.3
1071,"3,237",-874,9,8,1/190.4,1/359.7,1/404.6
1072,"8,013","+1,782",34,27,1/131.4,1/235.7,1/296.8
1073,"2,780",-626,9,5,1/198.6,1/308.9,1/556.0
1074,"1,440",+232,6,3,1/160.0,1/240.0,1/480.0
1075,"5,469",+229,22,12,1/160.9,1/248.6,1/455.8
1076,"6,661","-1,159",20,18,1/175.3,1/333.1,1/370.1
1077,885,-521,2,1,1/295.0,1/442.5,1/885.0
1078,"5,377",-879,18,17,1/153.6,1/298.7,1/316.3
1079,"2,134",-79,7,6,1/164.2,1/304.9,1/355.7
1080,"5,336",+409,22,17,1/136.8,1/242.5,1/313.9
1081,"2,868","-1,465",5,8,1/220.6,1/573.6,1/358.5
1082,"6,837",-362,23,22,1/151.9,1/297.3,1/310.8
1083,"1,557",-503,5,2,1/222.4,1/311.4,1/778.5
1084,"6,372","+1,562",31,15,1/138.5,1/205.5,1/424.8
1085,"8,654","+3,165",37,42,1/109.5,1/233.9,1/206.0
1086,"6,961","+3,565",32,37,1/100.9,1/217.5,1/188.1
1087,"8,025","+1,006",31,26,1/140.8,1/258.9,1/308.7
1088,"9,160","+1,888",32,40,1/127.2,1/286.2,1/229.0
1089,"8,525","+3,094",35,44,1/107.9,1/243.6,1/193.8
1090,"8,314","+1,865",31,41,1/115.5,1/268.2,1/202.8
1091,"8,440","+3,494",37,44,1/104.2,1/228.1,1/191.8
1092,"7,241","+1,915",35,18,1/136.6,1/206.9,1/402.3
1093,"6,109",+618,27,13,1/152.7,1/226.3,1/469.9
1094,"8,726",-521,29,29,1/150.4,1/300.9,1/300.9
1095,"3,561",+244,14,9,1/154.8,1/254.4,1/395.7
1096,"6,011",-879,20,15,1/171.7,1/300.6,1/400.7
1097,"1,347",-644,2,3,1/269.4,1/673.5,1/449.0
1098,"4,518",-665,15,9,1/188.2,1/301.2,1/502.0
1099,"9,247","+2,268",41,32,1/126.7,1/225.5,1/289.0
