台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"6,146","+2,232",30,21,1/120.5,1/204.9,1/292.7
1002,"1,999",-862,4,3,1/285.6,1/499.8,1/666.3
1003,"3,094","-1,182",8,5,1/238.0,1/386.8,1/618.8
1004,"3,056","-1,935",4,7,1/277.8,1/764.0,1/436.6
1005,"5,524",-179,23,10,1/167.4,1/240.2,1/552.4
1006,"2,472","-1,665",3,6,1/274.7,1/824.0,1/412.0
1007,"7,639",+206,27,27,1/141.5,1/282.9,1/282.9
1008,"2,541","-1,053",6,6,1/211.8,1/423.5,1/423.5
1009,"5,399",-321,21,12,1/163.6,1/257.1,1/449.9
1010,"8,298",-88,30,24,1/153.7,1/276.6,1/345.8
1011,"4,809","-1,076",14,15,1/165.8,1/343.5,1/320.6
1012,"7,770",+926,34,24,1/134.0,1/228.5,1/323.8
1013,"2,273","-1,476",3,5,1/284.1,1/757.7,1/454.6
1014,"4,645",-476,17,11,1/165.9,1/273.2,1/422.3
1015,"6,423",-326,22,20,1/152.9,1/292.0,1/321.1
1016,"6,980",+321,27,23,1/139.6,1/258.5,1/303.5
1017,"2,375",-426,7,5,1/197.9,1/339.3,1/475.0
1018,"8,613","+1,985",35,30,1/132.5,1/246.1,1/287.1
1019,"9,064","-1,685",22,34,1/161.9,1/412.0,1/266.6
1020,"4,394","-1,288",13,11,1/183.1,1/338.0,1/399.5
1021,"6,065","-1,276",17,16,1/183.8,1/356.8,1/379.1
1022,"6,332","+1,453",28,19,1/134.7,1/226.1,1/333.3
1023,"8,177","+3,212",41,27,1/120.2,1/199.4,1/302.9
1024,"8,085",-112,30,24,1/149.7,1/269.5,1/336.9
1025,"7,937","+3,447",42,30,1/110.2,1/189.0,1/264.6
1026,"3,784","-1,371",10,7,1/222.6,1/378.4,1/540.6
1027,"5,503","-1,394",16,14,1/183.4,1/343.9,1/393.1
1028,"4,170",-385,13,14,1/154.4,1/320.8,1/297.9
1029,"3,246",-959,8,7,1/216.4,1/405.8,1/463.7
1030,"8,151","+3,094",40,27,1/121.7,1/203.8,1/301.9
1031,"7,445",-409,29,21,1/148.9,1/256.7,1/354.5
1032,"6,345",-968,22,14,1/176.2,1/288.4,1/453.2
1033,"6,113",+303,22,20,1/145.5,1/277.9,1/305.6
1034,"7,385",-32,22,33,1/134.3,1/335.7,1/223.8
1035,"2,043",-721,6,4,1/204.3,1/340.5,1/510.8
1036,"8,642","+1,562",34,36,1/123.5,1/254.2,1/240.1
1037,"5,691","-1,194",17,14,1/183.6,1/334.8,1/406.5
1038,"4,796","-1,947",11,12,1/208.5,1/436.0,1/399.7
1039,"4,433",-756,15,12,1/164.2,1/295.5,1/369.4
1040,"8,483",-665,29,26,1/154.2,1/292.5,1/326.3
1041,"7,248","+1,547",36,17,1/136.8,1/201.3,1/426.4
1042,"7,690",-615,25,20,1/170.9,1/307.6,1/384.5
1043,"5,114",-650,20,11,1/165.0,1/255.7,1/464.9
1044,"9,308","+2,882",42,34,1/122.5,1/221.6,1/273.8
1045,"9,319","+3,165",43,38,1/115.0,1/216.7,1/245.2
1046,"8,542","+2,550",37,35,1/118.6,1/230.9,1/244.1
1047,"5,436",-603,21,9,1/181.2,1/258.9,1/604.0
1048,"8,739",+326,34,26,1/145.7,1/257.0,1/336.1
1049,"8,175","+2,812",42,24,1/123.9,1/194.6,1/340.6
1050,"8,310",+453,32,25,1/145.8,1/259.7,1/332.4
1069,"3,111",-668,12,4,1/194.4,1/259.2,1/777.8
1070,"7,615","+1,703",35,22,1/133.6,1/217.6,1/346.1
1071,"5,091",-650,17,12,1/175.6,1/299.5,1/424.2
1072,"8,434","+2,176",36,33,1/122.2,1/234.3,1/255.6
1073,"6,683",+265,26,20,1/145.3,1/257.0,1/334.1
1074,"8,828","+2,426",39,33,1/122.6,1/226.4,1/267.5
1075,"8,913",+512,31,31,1/143.8,1/287.5,1/287.5
1076,"8,630","+1,547",37,27,1/134.8,1/233.2,1/319.6
1077,"7,247",-100,26,23,1/147.9,1/278.7,1/315.1
1078,"8,115","+1,888",35,27,1/130.9,1/231.9,1/300.6
1079,"7,148",-818,23,22,1/158.8,1/310.8,1/324.9
1080,"6,178",+371,26,14,1/154.4,1/237.6,1/441.3
1081,"5,050","-1,276",13,14,1/187.0,1/388.5,1/360.7
1082,"5,119",-326,18,12,1/170.6,1/284.4,1/426.6
1083,"7,357",-782,27,12,1/188.6,1/272.5,1/613.1
1084,"7,430",-779,26,20,1/161.5,1/285.8,1/371.5
1085,"8,878",+876,35,30,1/136.6,1/253.7,1/295.9
1086,"3,412",-332,11,12,1/148.3,1/310.2,1/284.3
1087,"6,910","+1,053",32,20,1/132.9,1/215.9,1/345.5
1088,"5,166","-1,935",13,14,1/191.3,1/397.4,1/369.0
1089,"8,750","+2,056",36,34,1/125.0,1/243.1,1/257.4
1090,"7,930","+1,100",32,31,1/125.9,1/247.8,1/255.8
1091,"3,347",-818,9,10,1/176.2,1/371.9,1/334.7
1092,"3,216","-1,932",7,6,1/247.4,1/459.4,1/536.0
1093,"7,177",+735,30,24,1/132.9,1/239.2,1/299.0
1094,"5,698",+206,22,19,1/139.0,1/259.0,1/299.9
1095,"2,178",-338,7,5,1/181.5,1/311.1,1/435.6
1096,"5,156",-559,18,12,1/171.9,1/286.4,1/429.7
1097,"3,054","-1,324",7,9,1/190.9,1/436.3,1/339.3
1098,"6,952",-791,22,24,1/151.1,1/316.0,1/289.7
1099,"9,098","+2,532",42,34,1/119.7,1/216.6,1/267.6
