機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"2,219",-731,19,4,0,1/96.5,1/116.8,1/554.8,1/0.0
スマスロ北斗の拳,343,"1,977","+5,366",60,3,0,1/31.4,1/33.0,1/659.0,1/0.0
スマスロ北斗の拳,344,"1,125",-154,14,3,0,1/66.2,1/80.4,1/375.0,1/0.0
スマスロ北斗の拳,345,"3,390","-2,466",19,7,0,1/130.4,1/178.4,1/484.3,1/0.0
スマスロ北斗の拳,346,"2,051",-350,18,7,0,1/82.0,1/113.9,1/293.0,1/0.0
スマスロ北斗の拳,347,"1,186","+1,459",27,1,0,1/42.4,1/43.9,1/1186.0,1/0.0
スマスロ北斗の拳,348,"5,443",+946,68,15,0,1/65.6,1/80.0,1/362.9,1/0.0
スマスロ北斗の拳,349,541,-488,3,2,0,1/108.2,1/180.3,1/270.5,1/0.0
アイムジャグラーEX-TP,319,"3,541",+317,16,8,0,1/147.5,1/221.3,1/442.6,1/0.0
アイムジャグラーEX-TP,320,"2,713",+107,11,6,0,1/159.6,1/246.6,1/452.2,1/0.0
アイムジャグラーEX-TP,321,"3,540",-727,10,12,0,1/160.9,1/354.0,1/295.0,1/0.0
アイムジャグラーEX-TP,322,"1,015",+256,5,3,0,1/126.9,1/203.0,1/338.3,1/0.0
アイムジャグラーEX-TP,323,"2,409",-294,8,6,0,1/172.1,1/301.1,1/401.5,1/0.0
アイムジャグラーEX-TP,324,"2,333","-1,408",3,6,0,1/259.2,1/777.7,1/388.8,1/0.0
アイムジャグラーEX-TP,325,"5,482","+1,145",27,10,0,1/148.2,1/203.0,1/548.2,1/0.0
マイジャグラーV,313,"7,181",-139,26,26,0,1/138.1,1/276.2,1/276.2,1/0.0
マイジャグラーV,314,"1,750",-67,7,3,0,1/175.0,1/250.0,1/583.3,1/0.0
マイジャグラーV,315,"2,474",-292,9,2,0,1/224.9,1/274.9,1/1237.0,1/0.0
マイジャグラーV,316,"2,410",-40,10,3,0,1/185.4,1/241.0,1/803.3,1/0.0
マイジャグラーV,317,"3,200",+160,14,6,0,1/160.0,1/228.6,1/533.3,1/0.0
マイジャグラーV,318,"2,646","-1,362",6,4,0,1/264.6,1/441.0,1/661.5,1/0.0
ハッピージャグラーVIII,326,"2,260",-520,6,7,0,1/173.8,1/376.7,1/322.9,1/0.0
ハッピージャグラーVIII,327,699,+204,4,1,0,1/139.8,1/174.8,1/699.0,1/0.0
ハッピージャグラーVIII,328,"6,683","+1,395",31,22,0,1/126.1,1/215.6,1/303.8,1/0.0
ハッピージャグラーVIII,329,"1,864",-619,4,6,0,1/186.4,1/466.0,1/310.7,1/0.0
ハッピージャグラーVIII,330,"2,253","-1,000",3,8,0,1/204.8,1/751.0,1/281.6,1/0.0
ゴーゴージャグラー3,335,"3,263","-1,095",8,11,0,1/171.7,1/407.9,1/296.6,1/0.0
ゴーゴージャグラー3,336,"3,737","-1,798",7,14,0,1/178.0,1/533.9,1/266.9,1/0.0
ゴーゴージャグラー3,337,"1,405",+31,7,3,0,1/140.5,1/200.7,1/468.3,1/0.0
ゴーゴージャグラー3,338,"5,563",-70,21,20,0,1/135.7,1/264.9,1/278.1,1/0.0
ハナハナホウオウ～天翔～-30,426,"2,844",-10,12,4,0,1/177.8,1/237.0,1/711.0,1/0.0
ハナハナホウオウ～天翔～-30,427,"3,018","-1,349",3,12,0,1/201.2,1/1006.0,1/251.5,1/0.0
ハナハナホウオウ～天翔～-30,428,27,-56,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
