機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"5,783",+703,64,17,0,1/71.4,1/90.4,1/340.2,1/0.0
スマスロ北斗の拳,343,"5,110","+3,186",83,13,0,1/53.2,1/61.6,1/393.1,1/0.0
スマスロ北斗の拳,344,"3,806","-1,233",33,10,0,1/88.5,1/115.3,1/380.6,1/0.0
スマスロ北斗の拳,345,"1,767",+58,20,3,0,1/76.8,1/88.3,1/589.0,1/0.0
スマスロ北斗の拳,346,"3,835","+1,988",53,11,0,1/59.9,1/72.4,1/348.6,1/0.0
スマスロ北斗の拳,347,"2,786",+174,31,6,0,1/75.3,1/89.9,1/464.3,1/0.0
スマスロ北斗の拳,348,"3,161",-459,30,9,0,1/81.1,1/105.4,1/351.2,1/0.0
スマスロ北斗の拳,349,"3,103","-1,372",24,11,0,1/88.7,1/129.3,1/282.1,1/0.0
アイムジャグラーEX-TP,319,"2,311",-965,4,7,0,1/210.1,1/577.8,1/330.1,1/0.0
アイムジャグラーEX-TP,320,"4,132",-913,13,6,0,1/217.5,1/317.8,1/688.7,1/0.0
アイムジャグラーEX-TP,321,"1,003",-413,3,1,0,1/250.8,1/334.3,1/1003.0,1/0.0
アイムジャグラーEX-TP,322,"2,868",-901,10,3,0,1/220.6,1/286.8,1/956.0,1/0.0
アイムジャグラーEX-TP,323,"2,187",+355,11,2,0,1/168.2,1/198.8,1/1093.5,1/0.0
アイムジャグラーEX-TP,324,"3,216",-779,10,6,0,1/201.0,1/321.6,1/536.0,1/0.0
アイムジャグラーEX-TP,325,"4,026",-570,16,3,0,1/211.9,1/251.6,1/1342.0,1/0.0
マイジャグラーV,313,"3,030","-1,779",5,6,0,1/275.5,1/606.0,1/505.0,1/0.0
マイジャグラーV,314,"5,742",+308,21,18,0,1/147.2,1/273.4,1/319.0,1/0.0
マイジャグラーV,315,"2,124",-634,5,7,0,1/177.0,1/424.8,1/303.4,1/0.0
マイジャグラーV,316,"5,133",+500,22,13,0,1/146.7,1/233.3,1/394.8,1/0.0
