機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"6,230",-782,19,20,1/159.7,1/327.9,1/311.5
マイジャグラーV,1002,"3,618",+3,14,9,1/157.3,1/258.4,1/402.0
マイジャグラーV,1003,"7,698",-868,24,31,1/140.0,1/320.8,1/248.3
マイジャグラーV,1004,"3,507","-2,515",3,10,1/269.8,1/1169.0,1/350.7
マイジャグラーV,1005,"7,267",-171,26,23,1/148.3,1/279.5,1/316.0
マイジャグラーV,1006,"3,163",-121,12,9,1/150.6,1/263.6,1/351.4
マイジャグラーV,1007,"8,642","+2,162",39,27,1/130.9,1/221.6,1/320.1
マイジャグラーV,1008,"4,241",-968,11,11,1/192.8,1/385.5,1/385.5
マイジャグラーV,1009,"3,747",-771,13,7,1/187.3,1/288.2,1/535.3
マイジャグラーV,1010,"4,694","-1,159",15,10,1/187.8,1/312.9,1/469.4
マイジャグラーV,1011,"1,873","-1,124",3,4,1/267.6,1/624.3,1/468.2
マイジャグラーV,1012,"8,928","+2,303",41,34,1/119.0,1/217.8,1/262.6
マイジャグラーV,1013,666,-479,1,1,1/333.0,1/666.0,1/666.0
マイジャグラーV,1014,"7,985","+2,953",42,25,1/119.2,1/190.1,1/319.4
マイジャグラーV,1015,"2,649",-338,8,6,1/189.2,1/331.1,1/441.5
マイジャグラーV,1016,"6,765",+85,26,16,1/161.1,1/260.2,1/422.8
マイジャグラーV,1017,"1,984","-1,700",2,3,1/396.8,1/992.0,1/661.3
マイジャグラーV,1018,"8,089","+1,950",33,36,1/117.2,1/245.1,1/224.7
マイジャグラーV,1019,"1,777",-338,8,2,1/177.7,1/222.1,1/888.5
マイジャグラーV,1020,"4,438","-1,406",13,10,1/193.0,1/341.4,1/443.8
マイジャグラーV,1021,"7,602",-3,24,24,1/158.4,1/316.8,1/316.8
マイジャグラーV,1022,"5,352",-374,18,15,1/162.2,1/297.3,1/356.8
マイジャグラーV,1023,"3,566",-62,13,11,1/148.6,1/274.3,1/324.2
