機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"6,660",22,13,1/190.3,1/302.7,1/512.3
マイジャグラーV,445,"5,127",19,14,1/155.4,1/269.8,1/366.2
マイジャグラーV,446,"4,539",21,10,1/146.4,1/216.1,1/453.9
マイジャグラーV,447,"4,880",24,10,1/143.5,1/203.3,1/488.0
マイジャグラーV,448,"4,626",15,11,1/177.9,1/308.4,1/420.5
マイジャグラーV,449,"4,323",14,12,1/166.3,1/308.8,1/360.2
マイジャグラーV,450,"7,825",34,24,1/134.9,1/230.1,1/326.0
マイジャグラーV,451,"2,909",9,3,1/242.4,1/323.2,1/969.7
マイジャグラーV,452,"5,808",13,17,1/193.6,1/446.8,1/341.6
マイジャグラーV,453,"3,687",10,7,1/216.9,1/368.7,1/526.7
マイジャグラーV,454,"5,537",25,11,1/153.8,1/221.5,1/503.4
マイジャグラーV,455,"5,986",27,13,1/149.7,1/221.7,1/460.5
マイジャグラーV,456,"3,075",7,5,1/256.2,1/439.3,1/615.0
マイジャグラーV,465,"2,574",8,5,1/198.0,1/321.8,1/514.8
マイジャグラーV,466,"8,441",34,26,1/140.7,1/248.3,1/324.7
マイジャグラーV,467,"3,900",10,10,1/195.0,1/390.0,1/390.0
マイジャグラーV,468,"6,224",19,12,1/200.8,1/327.6,1/518.7
マイジャグラーV,469,"3,538",11,5,1/221.1,1/321.6,1/707.6
マイジャグラーV,470,"6,257",20,21,1/152.6,1/312.9,1/298.0
マイジャグラーV,471,"4,501",20,12,1/140.7,1/225.1,1/375.1
マイジャグラーV,472,"5,176",16,14,1/172.5,1/323.5,1/369.7
マイジャグラーV,473,"3,554",9,9,1/197.4,1/394.9,1/394.9
マイジャグラーV,474,"6,727",26,14,1/168.2,1/258.7,1/480.5
マイジャグラーV,475,"6,167",31,17,1/128.5,1/198.9,1/362.8
マイジャグラーV,476,"5,236",30,8,1/137.8,1/174.5,1/654.5
マイジャグラーV,477,"4,487",14,6,1/224.3,1/320.5,1/747.8
アイムジャグラーEX-TP,457,"6,233",25,18,1/145.0,1/249.3,1/346.3
アイムジャグラーEX-TP,458,762,1,0,1/762.0,1/762.0,1/0.0
アイムジャグラーEX-TP,459,"6,358",34,14,1/132.5,1/187.0,1/454.1
アイムジャグラーEX-TP,460,"4,474",15,7,1/203.4,1/298.3,1/639.1
アイムジャグラーEX-TP,461,"4,916",14,15,1/169.5,1/351.1,1/327.7
アイムジャグラーEX-TP,462,781,3,0,1/260.3,1/260.3,1/0.0
アイムジャグラーEX-TP,463,"3,445",17,6,1/149.8,1/202.6,1/574.2
アイムジャグラーEX-TP,464,"2,503",8,5,1/192.5,1/312.9,1/500.6
アイムジャグラーEX-TP,478,"5,707",20,11,1/184.1,1/285.4,1/518.8
アイムジャグラーEX-TP,479,"2,027",2,6,1/253.4,1/1013.5,1/337.8
アイムジャグラーEX-TP,480,"3,353",5,10,1/223.5,1/670.6,1/335.3
アイムジャグラーEX-TP,481,"4,876",9,6,1/325.1,1/541.8,1/812.7
アイムジャグラーEX-TP,482,"3,396",14,3,1/199.8,1/242.6,1/1132.0
アイムジャグラーEX-TP,483,"2,757",7,6,1/212.1,1/393.9,1/459.5
アイムジャグラーEX-TP,484,"3,938",11,7,1/218.8,1/358.0,1/562.6
アイムジャグラーEX-TP,485,"2,837",8,7,1/189.1,1/354.6,1/405.3
アイムジャグラーEX-TP,486,"3,185",9,9,1/176.9,1/353.9,1/353.9
アイムジャグラーEX-TP,487,"3,535",10,4,1/252.5,1/353.5,1/883.8
アイムジャグラーEX-TP,488,"1,913",4,3,1/273.3,1/478.2,1/637.7
アイムジャグラーEX-TP,489,"2,159",9,4,1/166.1,1/239.9,1/539.8
アイムジャグラーEX-TP,490,"6,865",31,24,1/124.8,1/221.5,1/286.0
アイムジャグラーEX-TP,491,"2,516",11,4,1/167.7,1/228.7,1/629.0
アイムジャグラーEX-TP,492,"3,936",17,12,1/135.7,1/231.5,1/328.0
アイムジャグラーEX-TP,493,"2,999",10,5,1/199.9,1/299.9,1/599.8
アイムジャグラーEX-TP,494,"3,424",10,10,1/171.2,1/342.4,1/342.4
ゴーゴージャグラー3,543,"2,569",8,8,1/160.6,1/321.1,1/321.1
ゴーゴージャグラー3,544,"2,445",13,4,1/143.8,1/188.1,1/611.2
ゴーゴージャグラー3,545,"2,437",12,4,1/152.3,1/203.1,1/609.2
ゴーゴージャグラー3,546,"2,183",9,4,1/167.9,1/242.6,1/545.8
ゴーゴージャグラー3,547,"3,494",10,5,1/232.9,1/349.4,1/698.8
ゴーゴージャグラー3,548,"3,103",12,11,1/134.9,1/258.6,1/282.1
ゴーゴージャグラー3,549,"2,397",8,1,1/266.3,1/299.6,1/2397.0
ゴーゴージャグラー3,550,"5,844",43,15,1/100.8,1/135.9,1/389.6
ゴーゴージャグラー3,551,"6,104",33,19,1/117.4,1/185.0,1/321.3
ゴーゴージャグラー3,552,"5,910",36,14,1/118.2,1/164.2,1/422.1
ゴーゴージャグラー3,553,"2,575",6,1,1/367.9,1/429.2,1/2575.0
ゴーゴージャグラー3,554,"2,376",4,6,1/237.6,1/594.0,1/396.0
ゴーゴージャグラー3,555,"5,829",23,17,1/145.7,1/253.4,1/342.9
ゴーゴージャグラー3,556,"4,235",17,13,1/141.2,1/249.1,1/325.8
スマスロ北斗の拳,648,"2,489",8,4,1/207.4,1/311.1,1/622.2
スマスロ北斗の拳,649,"5,148",43,21,1/80.4,1/119.7,1/245.1
スマスロ北斗の拳,650,"2,822",26,9,1/80.6,1/108.5,1/313.6
スマスロ北斗の拳,651,"2,805",7,4,1/255.0,1/400.7,1/701.2
スマスロ北斗の拳,652,"2,852",24,6,1/95.1,1/118.8,1/475.3
スマスロ北斗の拳,653,"3,018",57,5,1/48.7,1/52.9,1/603.6
スマスロ北斗の拳,654,"1,525",19,3,1/69.3,1/80.3,1/508.3
スマスロ北斗の拳,655,"5,006",43,13,1/89.4,1/116.4,1/385.1
