機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"4,448","+3,912",78,9,0,1/51.1,1/57.0,1/494.2,1/0.0
スマスロ北斗の拳,343,958,-643,6,2,0,1/119.8,1/159.7,1/479.0,1/0.0
スマスロ北斗の拳,344,"1,678","+6,034",68,3,0,1/23.6,1/24.7,1/559.3,1/0.0
スマスロ北斗の拳,345,802,-569,3,3,0,1/133.7,1/267.3,1/267.3,1/0.0
スマスロ北斗の拳,346,"1,908",-812,13,5,0,1/106.0,1/146.8,1/381.6,1/0.0
スマスロ北斗の拳,347,"1,513",+734,23,1,0,1/63.0,1/65.8,1/1513.0,1/0.0
スマスロ北斗の拳,348,"1,929",-18,24,3,0,1/71.4,1/80.4,1/643.0,1/0.0
スマスロ北斗の拳,349,630,-750,1,1,0,1/315.0,1/630.0,1/630.0,1/0.0
アイムジャグラーEX-TP,319,226,-416,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,320,"1,134",+191,5,3,0,1/141.8,1/226.8,1/378.0,1/0.0
アイムジャグラーEX-TP,321,"1,017",-319,3,1,0,1/254.2,1/339.0,1/1017.0,1/0.0
アイムジャグラーEX-TP,322,782,-285,2,3,0,1/156.4,1/391.0,1/260.7,1/0.0
アイムジャグラーEX-TP,323,958,+665,6,2,0,1/119.8,1/159.7,1/479.0,1/0.0
アイムジャグラーEX-TP,324,747,-111,3,0,0,1/249.0,1/249.0,1/0.0,1/0.0
アイムジャグラーEX-TP,325,"1,223",-491,4,2,0,1/203.8,1/305.8,1/611.5,1/0.0
マイジャグラーV,313,"2,205",+696,12,5,0,1/129.7,1/183.8,1/441.0,1/0.0
マイジャグラーV,314,"3,089","+1,109",17,9,0,1/118.8,1/181.7,1/343.2,1/0.0
マイジャグラーV,315,"1,516",-185,6,0,0,1/252.7,1/252.7,1/0.0,1/0.0
マイジャグラーV,316,"1,402",-150,4,3,0,1/200.3,1/350.5,1/467.3,1/0.0
マイジャグラーV,317,962,-427,2,3,0,1/192.4,1/481.0,1/320.7,1/0.0
マイジャグラーV,318,"1,576",-60,7,1,0,1/197.0,1/225.1,1/1576.0,1/0.0
ゴーゴージャグラー3,335,649,+220,4,0,0,1/162.2,1/162.2,1/0.0,1/0.0
ゴーゴージャグラー3,336,"3,095",-869,9,9,0,1/171.9,1/343.9,1/343.9,1/0.0
ゴーゴージャグラー3,337,"3,454",+649,19,7,0,1/132.8,1/181.8,1/493.4,1/0.0
