台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率,前日最終スタート
1001,2052,6,5,0,863,1/342.0,1/410.4,0.0,186.5,193
1002,6022,28,13,0,2195,1/215.1,1/463.2,0.0,146.9,83
1003,160,0,0,0,20,1/0.0,1/0.0,0.0,0.0,147
1004,2109,7,6,0,969,1/301.3,1/351.5,0.0,162.2,92
1005,1545,4,6,0,412,1/386.3,1/257.5,0.0,154.5,332
1006,5428,19,11,0,1010,1/285.7,1/493.5,0.0,180.9,252
1007,977,3,2,0,552,1/325.7,1/488.5,0.0,195.4,128
1008,916,3,1,0,478,1/305.3,1/916.0,0.0,229.0,150
1009,1157,3,3,0,456,1/385.7,1/385.7,0.0,192.8,157
1010,5252,21,7,0,1182,1/250.1,1/750.3,0.0,187.6,187
1011,839,2,0,0,261,1/419.5,1/0.0,0.0,419.5,78
1012,6126,29,24,0,2552,1/211.2,1/255.3,0.0,115.6,155
1013,1287,5,4,0,668,1/257.4,1/321.8,0.0,143.0,337
1014,6170,33,13,0,2483,1/187.0,1/474.6,0.0,134.1,209
1015,338,1,0,0,254,1/338.0,1/0.0,0.0,338.0,206
1016,1701,6,3,0,579,1/283.5,1/567.0,0.0,189.0,681
1017,2424,10,7,0,1163,1/242.4,1/346.3,0.0,142.6,174
1018,593,1,0,0,242,1/593.0,1/0.0,0.0,593.0,273
1019,1244,0,2,0,105,1/0.0,1/622.0,0.0,622.0,79
1020,2159,6,2,0,419,1/359.8,1/1079.5,0.0,269.9,454
1021,536,1,1,0,246,1/536.0,1/536.0,0.0,268.0,707
1022,4881,25,10,0,1639,1/195.2,1/488.1,0.0,139.5,161
1023,544,1,0,0,249,1/544.0,1/0.0,0.0,544.0,157
1024,2411,10,7,0,661,1/241.1,1/344.4,0.0,141.8,360
1025,782,1,1,0,325,1/782.0,1/782.0,0.0,391.0,175
1026,2298,8,2,0,585,1/287.3,1/1149.0,0.0,229.8,268
1027,3629,10,9,0,556,1/362.9,1/403.2,0.0,191.0,199
1028,3122,13,9,0,1357,1/240.2,1/346.9,0.0,141.9,186
1029,607,1,0,0,242,1/607.0,1/0.0,0.0,607.0,210
1030,6962,36,23,0,3337,1/193.4,1/302.7,0.0,118.0,309
1031,1601,6,8,0,1060,1/266.8,1/200.1,0.0,114.4,215
1032,6001,23,21,0,1189,1/260.9,1/285.8,0.0,136.4,134
1033,7743,28,23,0,1666,1/276.5,1/336.7,0.0,151.8,242
1034,871,4,1,0,615,1/217.8,1/871.0,0.0,174.2,260
1035,1752,6,4,0,636,1/292.0,1/438.0,0.0,175.2,124
1036,900,4,0,0,738,1/225.0,1/0.0,0.0,225.0,95
1037,1163,1,2,0,244,1/1163.0,1/581.5,0.0,387.7,212
1038,6376,29,17,0,2142,1/219.9,1/375.1,0.0,138.6,200
1039,845,2,1,0,319,1/422.5,1/845.0,0.0,281.7,164
1040,752,2,1,0,330,1/376.0,1/752.0,0.0,250.7,352
1041,7191,25,19,0,1507,1/287.6,1/378.5,0.0,163.4,343
1042,1533,5,2,0,662,1/306.6,1/766.5,0.0,219.0,152
1043,437,0,0,0,18,1/0.0,1/0.0,0.0,0.0,493
1044,988,2,2,0,242,1/494.0,1/494.0,0.0,247.0,165
1045,4039,18,9,0,1472,1/224.4,1/448.8,0.0,149.6,100
1046,1705,8,5,0,656,1/213.1,1/341.0,0.0,131.2,95
1047,3746,12,9,0,855,1/312.2,1/416.2,0.0,178.4,192
1048,5160,15,17,0,764,1/344.0,1/303.5,0.0,161.3,271
1049,604,0,1,0,100,1/0.0,1/604.0,0.0,604.0,2
1050,1679,4,7,0,392,1/419.8,1/239.9,0.0,152.6,484
1069,1065,4,2,0,500,1/266.3,1/532.5,0.0,177.5,369
1070,1888,6,5,0,626,1/314.7,1/377.6,0.0,171.6,589
1071,432,1,0,0,244,1/432.0,1/0.0,0.0,432.0,287
1072,8257,34,33,0,2347,1/242.9,1/250.2,0.0,123.2,127
1073,364,0,0,0,18,1/0.0,1/0.0,0.0,0.0,668
1074,977,4,2,0,668,1/244.3,1/488.5,0.0,162.8,284
1075,4260,24,11,0,2065,1/177.5,1/387.3,0.0,121.7,274
1076,7074,29,20,0,2059,1/243.9,1/353.7,0.0,144.4,488
1077,5097,13,15,0,756,1/392.1,1/339.8,0.0,182.0,294
1078,1283,6,2,0,1087,1/213.8,1/641.5,0.0,160.4,382
1079,887,4,1,0,644,1/221.8,1/887.0,0.0,177.4,354
1080,3315,11,9,0,1076,1/301.4,1/368.3,0.0,165.8,24
1081,1539,3,2,0,308,1/513.0,1/769.5,0.0,307.8,686
1082,979,1,2,0,308,1/979.0,1/489.5,0.0,326.3,370
1083,1762,7,2,0,772,1/251.7,1/881.0,0.0,195.8,117
1084,3812,12,11,0,907,1/317.7,1/346.5,0.0,165.7,164
1085,1797,5,2,0,467,1/359.4,1/898.5,0.0,256.7,104
1086,513,2,0,0,325,1/256.5,1/0.0,0.0,256.5,633
1087,7966,34,27,0,2111,1/234.3,1/295.0,0.0,130.6,529
1088,2267,11,6,0,1113,1/206.1,1/377.8,0.0,133.4,144
1089,948,3,1,0,253,1/316.0,1/948.0,0.0,237.0,89
1090,1095,5,0,0,700,1/219.0,1/0.0,0.0,219.0,108
1091,1038,2,1,0,246,1/519.0,1/1038.0,0.0,346.0,153
1092,5940,18,24,0,867,1/330.0,1/247.5,0.0,141.4,242
1093,7092,35,35,0,4131,1/202.6,1/202.6,0.0,101.3,560
1094,753,1,3,0,247,1/753.0,1/251.0,0.0,188.3,201
1095,1423,4,4,0,508,1/355.8,1/355.8,0.0,177.9,661
1096,2396,5,7,0,453,1/479.2,1/342.3,0.0,199.7,285
1097,3651,15,10,0,1380,1/243.4,1/365.1,0.0,146.0,288
1098,1501,5,2,0,655,1/300.2,1/750.5,0.0,214.4,369
1099,2404,9,6,0,1425,1/267.1,1/400.7,0.0,160.3,225
