台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"8,339","+1,359",34,34,1/122.6,1/245.3,1/245.3
1002,"7,859","+1,562",39,15,1/145.5,1/201.5,1/523.9
1003,"1,755",-250,6,4,1/175.5,1/292.5,1/438.8
1004,"8,899","+5,488",51,31,1/108.5,1/174.5,1/287.1
1005,"6,726",-709,20,23,1/156.4,1/336.3,1/292.4
1006,"4,416",-303,16,11,1/163.6,1/276.0,1/401.5
1007,"3,458",-324,11,11,1/157.2,1/314.4,1/314.4
1008,"5,291","-1,088",14,18,1/165.3,1/377.9,1/293.9
1009,"7,511","+2,850",35,33,1/110.5,1/214.6,1/227.6
1010,"3,090",-321,12,4,1/193.1,1/257.5,1/772.5
1011,"9,100","+2,671",44,29,1/124.7,1/206.8,1/313.8
1012,"3,011",-856,7,11,1/167.3,1/430.1,1/273.7
1013,"3,516",+115,13,12,1/140.6,1/270.5,1/293.0
1014,"7,375","+1,206",32,19,1/144.6,1/230.5,1/388.2
1015,"8,432","+3,541",38,37,1/112.4,1/221.9,1/227.9
1016,"1,483",-838,3,2,1/296.6,1/494.3,1/741.5
1017,"7,863","+1,676",36,24,1/131.1,1/218.4,1/327.6
1018,"6,854",+132,28,18,1/149.0,1/244.8,1/380.8
1019,"7,590",-697,25,24,1/154.9,1/303.6,1/316.2
1020,"2,760",-924,7,7,1/197.1,1/394.3,1/394.3
1021,"4,438","-1,324",10,14,1/184.9,1/443.8,1/317.0
1022,"7,403","-1,100",26,19,1/164.5,1/284.7,1/389.6
1023,"2,344","-1,865",3,4,1/334.9,1/781.3,1/586.0
1024,"7,040",-238,24,25,1/143.7,1/293.3,1/281.6
1025,"4,249",-274,16,8,1/177.0,1/265.6,1/531.1
1026,"8,067","+1,065",31,33,1/126.0,1/260.2,1/244.5
1027,"5,588",-991,17,15,1/174.6,1/328.7,1/372.5
1028,"1,512",-962,2,3,1/302.4,1/756.0,1/504.0
1029,"4,488",-803,15,10,1/179.5,1/299.2,1/448.8
1030,"7,913","+1,324",31,28,1/134.1,1/255.3,1/282.6
1031,"1,948",-638,5,5,1/194.8,1/389.6,1/389.6
1032,"7,337","+1,262",31,24,1/133.4,1/236.7,1/305.7
1033,"4,326","-1,571",11,9,1/216.3,1/393.3,1/480.7
1034,"4,447","-1,688",10,12,1/202.1,1/444.7,1/370.6
1035,"6,714","+2,074",34,18,1/129.1,1/197.5,1/373.0
1036,"9,288","+4,603",44,44,1/105.5,1/211.1,1/211.1
1037,"4,945",-97,18,13,1/159.5,1/274.7,1/380.4
1038,"8,024",+297,30,27,1/140.8,1/267.5,1/297.2
1039,"6,881",+535,27,21,1/143.4,1/254.9,1/327.7
1040,"4,365","-1,006",14,10,1/181.9,1/311.8,1/436.5
1041,"7,275",+368,32,16,1/151.6,1/227.3,1/454.7
1042,"8,242",+171,30,28,1/142.1,1/274.7,1/294.4
1043,"1,048",-691,1,2,1/349.3,1/1048.0,1/524.0
1044,"8,388","+2,938",37,38,1/111.8,1/226.7,1/220.7
1045,"1,258",-356,5,2,1/179.7,1/251.6,1/629.0
1046,"8,313","+1,915",35,25,1/138.6,1/237.5,1/332.5
1047,"3,527",+215,16,8,1/147.0,1/220.4,1/440.9
1048,"6,779",+782,27,23,1/135.6,1/251.1,1/294.7
1049,"2,718","-1,171",6,9,1/181.2,1/453.0,1/302.0
1050,"6,393",+626,26,18,1/145.3,1/245.9,1/355.2
1069,"5,556","-2,568",9,19,1/198.4,1/617.3,1/292.4
1070,"5,177",-65,20,12,1/161.8,1/258.9,1/431.4
1071,"7,537",-591,24,25,1/153.8,1/314.0,1/301.5
1072,"7,066","+1,050",32,16,1/147.2,1/220.8,1/441.6
1073,"3,561",+26,15,6,1/169.6,1/237.4,1/593.5
1074,"7,098","+1,253",31,21,1/136.5,1/229.0,1/338.0
1075,"5,597","-1,194",16,19,1/159.9,1/349.8,1/294.6
1076,"5,107",-712,18,11,1/176.1,1/283.7,1/464.3
1077,"6,562","-1,029",18,19,1/177.4,1/364.6,1/345.4
1078,"3,500",-26,16,5,1/166.7,1/218.8,1/700.0
1079,"2,819",-185,14,2,1/176.2,1/201.4,1/1409.5
1080,"5,813",+100,20,19,1/149.1,1/290.6,1/305.9
1081,"4,827",-912,14,12,1/185.7,1/344.8,1/402.2
1082,"3,024",-779,9,3,1/252.0,1/336.0,1/1008.0
1083,"5,477",-218,20,14,1/161.1,1/273.9,1/391.2
1084,"8,445","+1,509",36,26,1/136.2,1/234.6,1/324.8
1085,"8,419",+944,33,28,1/138.0,1/255.1,1/300.7
1086,"3,482",-865,9,7,1/217.6,1/386.9,1/497.4
1087,"3,172","-1,724",5,8,1/244.0,1/634.4,1/396.5
1088,"6,008",-232,20,16,1/166.9,1/300.4,1/375.5
1089,"6,172","-1,159",18,17,1/176.3,1/342.9,1/363.1
1090,"4,723",-203,19,8,1/174.9,1/248.6,1/590.4
1091,"7,958","+2,868",38,33,1/112.1,1/209.4,1/241.2
1092,"3,637",-821,13,6,1/191.4,1/279.8,1/606.2
1093,"3,555",-203,15,5,1/177.8,1/237.0,1/711.0
1094,"7,484","+1,403",34,20,1/138.6,1/220.1,1/374.2
1095,"4,210","-1,194",10,12,1/191.4,1/421.0,1/350.8
1096,"7,542","-1,441",19,27,1/164.0,1/396.9,1/279.3
1097,"1,587",-591,5,2,1/226.7,1/317.4,1/793.5
1098,"8,248","+1,724",35,33,1/121.3,1/235.7,1/249.9
1099,"7,083",+241,28,23,1/138.9,1/253.0,1/308.0
