機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"2,023",-885,6,4,1/202.3,1/337.2,1/505.8
マイジャグラーV,1002,"2,229","-1,088",4,6,1/222.9,1/557.2,1/371.5
マイジャグラーV,1003,"5,384",+9,24,8,1/168.2,1/224.3,1/673.0
マイジャグラーV,1004,"2,222",-109,8,4,1/185.2,1/277.8,1/555.5
マイジャグラーV,1005,"2,555",-609,7,8,1/170.3,1/365.0,1/319.4
マイジャグラーV,1006,"2,285",-350,8,4,1/190.4,1/285.6,1/571.2
マイジャグラーV,1007,"8,143","+3,868",40,33,1/111.5,1/203.6,1/246.8
マイジャグラーV,1008,584,-532,1,1,1/292.0,1/584.0,1/584.0
マイジャグラーV,1009,"4,359","+1,135",24,9,1/132.1,1/181.6,1/484.3
マイジャグラーV,1010,993,-138,3,3,1/165.5,1/331.0,1/331.0
マイジャグラーV,1011,"3,513","-1,206",9,7,1/219.6,1/390.3,1/501.9
マイジャグラーV,1012,"1,036",-715,2,1,1/345.3,1/518.0,1/1036.0
マイジャグラーV,1013,"6,671","+1,465",26,26,1/128.3,1/256.6,1/256.6
マイジャグラーV,1014,"2,266",-726,4,8,1/188.8,1/566.5,1/283.2
マイジャグラーV,1015,"1,265",-691,3,4,1/180.7,1/421.7,1/316.2
マイジャグラーV,1016,"3,421","+1,041",18,8,1/131.6,1/190.1,1/427.6
マイジャグラーV,1017,699,-203,2,1,1/233.0,1/349.5,1/699.0
マイジャグラーV,1018,"5,323",+15,20,18,1/140.1,1/266.1,1/295.7
マイジャグラーV,1019,"1,211",+262,7,0,1/173.0,1/173.0,1/0.0
マイジャグラーV,1020,"3,352",-656,10,11,1/159.6,1/335.2,1/304.7
マイジャグラーV,1021,"5,289",+144,24,9,1/160.3,1/220.4,1/587.7
マイジャグラーV,1022,"1,627",-856,2,4,1/271.2,1/813.5,1/406.8
マイジャグラーV,1023,"4,056",-638,10,15,1/162.2,1/405.6,1/270.4
マイジャグラーV,1024,"3,269",-209,13,8,1/155.7,1/251.5,1/408.6
マイジャグラーV,1025,"4,065",-215,15,8,1/176.7,1/271.0,1/508.1
マイジャグラーV,1026,"3,000",-429,10,9,1/157.9,1/300.0,1/333.3
マイジャグラーV,1027,"1,923",+244,9,5,1/137.4,1/213.7,1/384.6
マイジャグラーV,1028,"6,655","+2,515",34,19,1/125.6,1/195.7,1/350.3
マイジャグラーV,1029,"1,003",+268,5,3,1/125.4,1/200.6,1/334.3
マイジャグラーV,1030,"5,566","+2,479",30,19,1/113.6,1/185.5,1/292.9
マイジャグラーV,1031,396,-503,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1032,"5,819",-632,20,14,1/171.1,1/290.9,1/415.6
マイジャグラーV,1033,"6,894","+1,253",29,24,1/130.1,1/237.7,1/287.2
マイジャグラーV,1034,"6,836",-274,24,21,1/151.9,1/284.8,1/325.5
マイジャグラーV,1035,"6,538",-265,23,21,1/148.6,1/284.3,1/311.3
マイジャグラーV,1036,809,-697,1,0,1/809.0,1/809.0,1/0.0
マイジャグラーV,1037,"3,197",-368,12,7,1/168.3,1/266.4,1/456.7
マイジャグラーV,1038,"1,172",-391,4,1,1/234.4,1/293.0,1/1172.0
マイジャグラーV,1039,"5,735",+38,20,17,1/155.0,1/286.8,1/337.4
マイジャグラーV,1040,"4,793","-1,253",13,15,1/171.2,1/368.7,1/319.5
マイジャグラーV,1041,"2,623","-1,524",5,6,1/238.5,1/524.6,1/437.2
マイジャグラーV,1042,"5,588","+1,606",26,21,1/118.9,1/214.9,1/266.1
