台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1100,"1,142",-344,4,2,1/190.3,1/285.5,1/571.0
1101,"2,287",-232,9,6,1/152.5,1/254.1,1/381.2
1102,"2,130",+62,7,12,1/112.1,1/304.3,1/177.5
1103,"7,111","+4,221",41,29,1/101.6,1/173.4,1/245.2
1104,"1,620",+174,6,8,1/115.7,1/270.0,1/202.5
1105,"4,235","+1,535",23,14,1/114.5,1/184.1,1/302.5
1106,"3,136",-503,11,8,1/165.1,1/285.1,1/392.0
1107,"2,226",-350,8,5,1/171.2,1/278.2,1/445.2
1108,"4,478","+1,112",23,13,1/124.4,1/194.7,1/344.5
1109,"1,541",+79,7,3,1/154.1,1/220.1,1/513.7
1110,"2,093",-403,6,8,1/149.5,1/348.8,1/261.6
1111,"2,154",-615,7,3,1/215.4,1/307.7,1/718.0
1112,598,-268,2,0,1/299.0,1/299.0,1/0.0
1113,"5,798",+982,27,19,1/126.0,1/214.7,1/305.2
1123,"3,611","-1,324",9,11,1/180.6,1/401.2,1/328.3
1124,"2,172",+379,11,4,1/144.8,1/197.5,1/543.0
1125,"3,383",+229,13,11,1/141.0,1/260.2,1/307.5
1126,"4,958","+1,465",25,16,1/120.9,1/198.3,1/309.9
1127,749,+56,4,0,1/187.2,1/187.2,1/0.0
1128,"3,923",+191,16,14,1/130.8,1/245.2,1/280.2
1129,"1,234",-832,2,3,1/246.8,1/617.0,1/411.3
