台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"3,676","-1,018",10,8,1/204.2,1/367.6,1/459.5
1002,"2,064","-1,229",3,4,1/294.9,1/688.0,1/516.0
1003,843,-362,2,2,1/210.8,1/421.5,1/421.5
1004,"6,893","+1,324",28,28,1/123.1,1/246.2,1/246.2
1005,"3,851","+1,135",18,10,1/137.5,1/213.9,1/385.1
1006,"7,194","+1,347",33,23,1/128.5,1/218.0,1/312.8
1007,"1,161",-597,3,1,1/290.2,1/387.0,1/1161.0
1008,"4,349",+112,18,10,1/155.3,1/241.6,1/434.9
1009,"5,796","+2,144",29,21,1/115.9,1/199.9,1/276.0
1010,"7,942","+2,109",35,31,1/120.3,1/226.9,1/256.2
1011,"1,722",-691,5,1,1/287.0,1/344.4,1/1722.0
1012,"2,247",+144,10,4,1/160.5,1/224.7,1/561.8
1013,"5,419","+1,100",25,11,1/150.5,1/216.8,1/492.6
1014,"1,667",-56,6,2,1/208.4,1/277.8,1/833.5
1015,"2,317",+556,11,5,1/144.8,1/210.6,1/463.4
1016,882,-562,1,2,1/294.0,1/882.0,1/441.0
1017,"8,298",-606,29,23,1/159.6,1/286.1,1/360.8
1018,953,+615,7,1,1/119.1,1/136.1,1/953.0
1019,"2,763",-256,8,10,1/153.5,1/345.4,1/276.3
1020,"1,862",-897,5,2,1/266.0,1/372.4,1/931.0
1021,"7,964",-656,21,37,1/137.3,1/379.2,1/215.2
1022,"2,626",-691,8,4,1/218.8,1/328.2,1/656.5
1023,"1,103",-421,3,2,1/220.6,1/367.7,1/551.5
1024,"3,161",+250,12,9,1/150.5,1/263.4,1/351.2
1025,"4,822","-1,076",14,12,1/185.5,1/344.4,1/401.8
1026,"1,388",-609,3,3,1/231.3,1/462.7,1/462.7
1027,"6,034","+2,215",30,21,1/118.3,1/201.1,1/287.3
1028,564,+115,3,1,1/141.0,1/188.0,1/564.0
1029,"6,669",+947,29,17,1/145.0,1/230.0,1/392.3
1030,"2,868","-1,135",5,12,1/168.7,1/573.6,1/239.0
1031,784,-891,0,0,1/0.0,1/0.0,1/0.0
1032,"2,525",+124,12,4,1/157.8,1/210.4,1/631.2
1033,"2,223","-1,206",5,5,1/222.3,1/444.6,1/444.6
1034,"2,342",-926,6,4,1/234.2,1/390.3,1/585.5
1035,"3,567",-685,13,6,1/187.7,1/274.4,1/594.5
1036,"1,175",-591,3,1,1/293.8,1/391.7,1/1175.0
1037,633,-121,3,0,1/211.0,1/211.0,1/0.0
1038,"6,768","+2,021",32,23,1/123.1,1/211.5,1/294.3
1039,"1,867",+465,10,4,1/133.4,1/186.7,1/466.8
1040,"3,063",-679,9,9,1/170.2,1/340.3,1/340.3
1041,"2,741",+91,13,2,1/182.7,1/210.8,1/1370.5
1042,"1,996",+959,13,2,1/133.1,1/153.5,1/998.0
1043,"1,604",-109,5,5,1/160.4,1/320.8,1/320.8
1044,"2,150",-421,8,3,1/195.5,1/268.8,1/716.7
1045,"2,275",-415,6,8,1/162.5,1/379.2,1/284.4
1046,"3,438",+935,16,9,1/137.5,1/214.9,1/382.0
1047,"3,800",-726,10,11,1/181.0,1/380.0,1/345.5
1048,"6,951",+712,27,22,1/141.9,1/257.4,1/316.0
1049,"6,054",-726,18,23,1/147.7,1/336.3,1/263.2
1050,"2,402",-774,8,5,1/184.8,1/300.2,1/480.4
1069,"2,602",-62,12,3,1/173.5,1/216.8,1/867.3
1070,"5,971",-38,21,15,1/165.9,1/284.3,1/398.1
1071,"1,086",-232,4,0,1/271.5,1/271.5,1/0.0
1072,"5,148",-509,18,12,1/171.6,1/286.0,1/429.0
1073,"5,388",-232,20,15,1/153.9,1/269.4,1/359.2
1074,"1,200",-779,2,2,1/300.0,1/600.0,1/600.0
1075,"5,016","-1,524",15,11,1/192.9,1/334.4,1/456.0
1076,"3,069",-159,12,7,1/161.5,1/255.8,1/438.4
1077,"7,233","+1,474",28,32,1/120.5,1/258.3,1/226.0
1078,"4,318",+462,18,14,1/134.9,1/239.9,1/308.4
1079,"1,450",-115,6,1,1/207.1,1/241.7,1/1450.0
1080,"2,848",+191,13,5,1/158.2,1/219.1,1/569.6
1081,"6,449","-1,897",15,25,1/161.2,1/429.9,1/258.0
1082,"1,705",-956,2,5,1/243.6,1/852.5,1/341.0
1083,"5,890",-350,20,20,1/147.2,1/294.5,1/294.5
1084,"2,450",-197,11,2,1/188.5,1/222.7,1/1225.0
1085,"4,151",-385,14,14,1/148.2,1/296.5,1/296.5
1086,"4,011",+579,16,12,1/143.2,1/250.7,1/334.2
1087,"2,346",-885,6,4,1/234.6,1/391.0,1/586.5
1088,735,-609,1,0,1/735.0,1/735.0,1/0.0
1089,"1,233",-662,3,2,1/246.6,1/411.0,1/616.5
1090,"4,367","-1,076",11,16,1/161.7,1/397.0,1/272.9
1091,"1,363","-1,171",1,4,1/272.6,1/1363.0,1/340.8
1092,"3,642",-432,12,10,1/165.5,1/303.5,1/364.2
1093,"1,510",-356,5,2,1/215.7,1/302.0,1/755.0
1094,"5,197",+362,20,17,1/140.5,1/259.9,1/305.7
1095,"1,927",-303,6,6,1/160.6,1/321.2,1/321.2
1096,"3,369",+356,15,5,1/168.4,1/224.6,1/673.8
1097,869,-297,2,1,1/289.7,1/434.5,1/869.0
1098,"7,848",-276,23,33,1/140.1,1/341.2,1/237.8
1099,"5,085",+97,21,10,1/164.0,1/242.1,1/508.5
