機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
アイムジャグラーEX-TP,319,"3,463",+421,16,7,0,1/150.6,1/216.4,1/494.7,1/0.0
アイムジャグラーEX-TP,320,"3,974",+513,17,11,0,1/141.9,1/233.8,1/361.3,1/0.0
アイムジャグラーEX-TP,321,"2,274",+71,8,7,0,1/151.6,1/284.2,1/324.9,1/0.0
アイムジャグラーEX-TP,322,"2,343","-1,244",5,3,0,1/292.9,1/468.6,1/781.0,1/0.0
アイムジャグラーEX-TP,323,821,+120,4,1,0,1/164.2,1/205.2,1/821.0,1/0.0
アイムジャグラーEX-TP,324,"6,071",-263,23,14,0,1/164.1,1/264.0,1/433.6,1/0.0
アイムジャグラーEX-TP,325,"4,616",+384,22,7,0,1/159.2,1/209.8,1/659.4,1/0.0
スマスロ北斗の拳,342,"3,994",+602,46,11,0,1/70.1,1/86.8,1/363.1,1/0.0
スマスロ北斗の拳,343,"1,795",-670,14,2,0,1/112.2,1/128.2,1/897.5,1/0.0
スマスロ北斗の拳,344,"3,643","-1,599",25,12,0,1/98.5,1/145.7,1/303.6,1/0.0
スマスロ北斗の拳,345,"1,573",-105,16,4,0,1/78.7,1/98.3,1/393.2,1/0.0
スマスロ北斗の拳,346,"3,177","-1,503",22,8,0,1/105.9,1/144.4,1/397.1,1/0.0
スマスロ北斗の拳,347,"5,913","-2,363",48,12,0,1/98.5,1/123.2,1/492.8,1/0.0
スマスロ北斗の拳,348,784,-686,4,1,0,1/156.8,1/196.0,1/784.0,1/0.0
マイジャグラーV,313,"5,288",+78,23,9,0,1/165.2,1/229.9,1/587.6,1/0.0
マイジャグラーV,314,"3,509",-927,10,6,0,1/219.3,1/350.9,1/584.8,1/0.0
マイジャグラーV,315,"4,071",-4,18,8,0,1/156.6,1/226.2,1/508.9,1/0.0
マイジャグラーV,316,"2,260",+290,11,5,0,1/141.2,1/205.5,1/452.0,1/0.0
マイジャグラーV,317,"4,171",-712,13,11,0,1/173.8,1/320.8,1/379.2,1/0.0
マイジャグラーV,318,"3,448","-1,358",8,7,0,1/229.9,1/431.0,1/492.6,1/0.0
ハッピージャグラーVIII,330,"6,427",-271,23,22,0,1/142.8,1/279.4,1/292.1,1/0.0
ハッピージャグラーVIII,331,"2,008","-1,146",4,4,0,1/251.0,1/502.0,1/502.0,1/0.0
ハッピージャグラーVIII,332,"2,090",-799,4,7,0,1/190.0,1/522.5,1/298.6,1/0.0
ハッピージャグラーVIII,333,"3,247",-560,12,7,0,1/170.9,1/270.6,1/463.9,1/0.0
ハナハナホウオウ～天翔～,424,407,+633,4,0,0,1/101.8,1/101.8,1/0.0,1/0.0
ハナハナホウオウ～天翔～,425,722,-562,1,1,0,1/361.0,1/722.0,1/722.0,1/0.0
ハナハナホウオウ～天翔～,426,721,+121,3,1,0,1/180.2,1/240.3,1/721.0,1/0.0
ハナハナホウオウ～天翔～,427,248,-69,1,0,0,1/248.0,1/248.0,1/0.0,1/0.0
甲鉄城のカバネリ,399,"2,455","-2,361",0,11,10,1/116.9,1/0.0,1/223.2,1/245.5
甲鉄城のカバネリ,400,"3,628",+135,0,16,35,1/71.1,1/0.0,1/226.8,1/103.7
甲鉄城のカバネリ,401,"2,754","-1,133",0,9,19,1/98.4,1/0.0,1/306.0,1/144.9
甲鉄城のカバネリ,402,"4,963","-3,137",0,15,29,1/112.8,1/0.0,1/330.9,1/171.1
ゴーゴージャグラー3,336,"3,633","-2,777",4,10,0,1/259.5,1/908.2,1/363.3,1/0.0
ゴーゴージャグラー3,337,"3,040",-897,7,12,0,1/160.0,1/434.3,1/253.3,1/0.0
