機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,442,-424,2,1,0,1/147.3,1/221.0,1/442.0,1/0.0
スマスロ北斗の拳,343,856,-331,7,2,0,1/95.1,1/122.3,1/428.0,1/0.0
スマスロ北斗の拳,344,428,-471,1,1,0,1/214.0,1/428.0,1/428.0,1/0.0
スマスロ北斗の拳,345,"1,469",-733,11,2,0,1/113.0,1/133.5,1/734.5,1/0.0
スマスロ北斗の拳,346,577,-610,1,1,0,1/288.5,1/577.0,1/577.0,1/0.0
スマスロ北斗の拳,347,"1,502",0,17,4,0,1/71.5,1/88.4,1/375.5,1/0.0
スマスロ北斗の拳,348,30,-45,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,349,876,"+1,151",19,3,0,1/39.8,1/46.1,1/292.0,1/0.0
アイムジャグラーEX-TP,319,"3,521",-250,12,11,0,1/153.1,1/293.4,1/320.1,1/0.0
アイムジャグラーEX-TP,320,"1,744","-1,081",2,4,0,1/290.7,1/872.0,1/436.0,1/0.0
アイムジャグラーEX-TP,321,"2,832",+366,12,7,0,1/149.1,1/236.0,1/404.6,1/0.0
アイムジャグラーEX-TP,322,"3,247",-727,10,7,0,1/191.0,1/324.7,1/463.9,1/0.0
アイムジャグラーEX-TP,323,791,-983,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,324,"1,928",-192,7,5,0,1/160.7,1/275.4,1/385.6,1/0.0
アイムジャグラーEX-TP,325,"3,262",-262,10,8,0,1/181.2,1/326.2,1/407.8,1/0.0
マイジャグラーV,313,"2,867",+250,13,6,0,1/150.9,1/220.5,1/477.8,1/0.0
マイジャグラーV,314,"2,020",-203,8,4,0,1/168.3,1/252.5,1/505.0,1/0.0
マイジャグラーV,315,"3,715",+564,15,12,0,1/137.6,1/247.7,1/309.6,1/0.0
マイジャグラーV,316,"3,841",-773,10,14,0,1/160.0,1/384.1,1/274.4,1/0.0
マイジャグラーV,317,"3,114",-971,9,6,0,1/207.6,1/346.0,1/519.0,1/0.0
マイジャグラーV,318,"2,283",-459,7,7,0,1/163.1,1/326.1,1/326.1,1/0.0
ハッピージャグラーVIII,330,"2,157",-541,8,0,0,1/269.6,1/269.6,1/0.0,1/0.0
ハッピージャグラーVIII,331,854,-913,0,2,0,1/427.0,1/0.0,1/427.0,1/0.0
ハッピージャグラーVIII,332,885,-529,2,0,0,1/442.5,1/442.5,1/0.0,1/0.0
ハッピージャグラーVIII,333,"2,179","+1,128",14,2,0,1/136.2,1/155.6,1/1089.5,1/0.0
ハナハナホウオウ～天翔～,425,"1,060","+1,337",10,2,0,1/88.3,1/106.0,1/530.0,1/0.0
ハナハナホウオウ～天翔～,426,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,427,"1,689",-145,6,3,0,1/187.7,1/281.5,1/563.0,1/0.0
ハナハナホウオウ～天翔～,428,127,-180,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
甲鉄城のカバネリ,397,453,-587,1,0,1,1/226.5,1/453.0,1/0.0,1/453.0
甲鉄城のカバネリ,398,324,-41,4,0,1,1/64.8,1/81.0,1/0.0,1/324.0
甲鉄城のカバネリ,399,"2,695",+273,0,7,20,1/99.8,1/0.0,1/385.0,1/134.8
甲鉄城のカバネリ,400,"1,032",-99,0,3,7,1/103.2,1/0.0,1/344.0,1/147.4
Re:ゼロから始める異世界生活 season2,371,"5,088","+2,628",0,3,72,1/67.8,1/0.0,1/1696.0,1/70.7
Re:ゼロから始める異世界生活 season2,372,"5,661","+4,360",0,5,97,1/55.5,1/0.0,1/1132.2,1/58.4
Re:ゼロから始める異世界生活 season2,373,"5,412","-1,384",0,1,46,1/115.1,1/0.0,1/5412.0,1/117.7
ゴーゴージャグラー3,336,"2,794",+169,13,6,0,1/147.1,1/214.9,1/465.7,1/0.0
ゴーゴージャグラー3,337,"4,991","-1,151",15,17,0,1/156.0,1/332.7,1/293.6,1/0.0
ゴーゴージャグラー3,338,"1,485",-122,7,0,0,1/212.1,1/212.1,1/0.0,1/0.0
ゴールデンカムイ,352,"3,278",-709,0,7,19,1/126.1,1/0.0,1/468.3,1/172.5
ゴールデンカムイ,353,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,388,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴッドイーター リザレクション,366,"3,041","+1,267",0,6,27,1/92.2,1/0.0,1/506.8,1/112.6
ゴッドイーター リザレクション,367,"2,526","-1,837",0,4,12,1/157.9,1/0.0,1/631.5,1/210.5
ゴッドイーター リザレクション,368,"2,177",-663,0,6,16,1/99.0,1/0.0,1/362.8,1/136.1
ファンキージャグラー2,339,"3,437",+738,15,11,0,1/132.2,1/229.1,1/312.5,1/0.0
ファンキージャグラー2,340,"1,688",-169,8,1,0,1/187.6,1/211.0,1/1688.0,1/0.0
ファンキージャグラー2,341,"4,949",-878,19,9,0,1/176.8,1/260.5,1/549.9,1/0.0
ToLOVEるダークネス,374,"5,760","-4,430",30,0,18,1/120.0,1/192.0,1/0.0,1/320.0
ToLOVEるダークネス,375,"4,850","-2,767",25,0,12,1/131.1,1/194.0,1/0.0,1/404.2
ゲゲゲの鬼太郎 覚醒,379,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,380,"1,651","+3,942",0,2,35,1/44.6,1/0.0,1/825.5,1/47.2
サンダーVライトニング,422,236,-320,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
サンダーVライトニング,423,"1,183",-331,3,4,0,1/169.0,1/394.3,1/295.8,1/0.0
ジャグラーガールズ,334,"3,474","+1,372",21,8,0,1/119.8,1/165.4,1/434.2,1/0.0
ジャグラーガールズ,335,967,-913,2,0,0,1/483.5,1/483.5,1/0.0,1/0.0
スマスロキングパルサー,356,355,+17,1,2,0,1/118.3,1/355.0,1/177.5,1/0.0
スマスロキングパルサー,357,619,-413,1,2,0,1/206.3,1/619.0,1/309.5,1/0.0
スマスロ真・北斗無双,350,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,351,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューゲッターマウス,415,329,-262,1,0,0,1/329.0,1/329.0,1/0.0,1/0.0
ニューゲッターマウス,416,"2,545",+41,11,8,0,1/133.9,1/231.4,1/318.1,1/0.0
ニューパルサーSP4 with 太鼓の達人,328,735,-390,2,1,0,1/245.0,1/367.5,1/735.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,329,"1,319",-320,4,3,0,1/188.4,1/329.8,1/439.7,1/0.0
ファミスタ回胴版!!,418,"2,145","-1,151",4,9,0,1/165.0,1/536.2,1/238.3,1/0.0
ファミスタ回胴版!!,419,"1,005",+320,5,1,0,1/167.5,1/201.0,1/1005.0,1/0.0
モンキーターンV,369,"3,861",-58,0,8,26,1/113.6,1/0.0,1/482.6,1/148.5
モンキーターンV,370,"3,638","+4,221",0,6,39,1/80.8,1/0.0,1/606.3,1/93.3
戦国乙女4 戦乱に閃く炯眼の軍師,364,"1,086","-1,267",3,0,1,1/271.5,1/362.0,1/0.0,1/1086.0
戦国乙女4 戦乱に閃く炯眼の軍師,365,98,-169,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,381,"2,173",-192,0,4,22,1/83.6,1/0.0,1/543.2,1/98.8
戦姫絶唱シンフォギア 正義の歌,382,334,-308,0,1,2,1/111.3,1/0.0,1/334.0,1/167.0
押忍！番長4,404,797,-529,0,1,4,1/159.4,1/0.0,1/797.0,1/199.2
押忍！番長4,405,"4,981","-2,767",0,8,25,1/150.9,1/0.0,1/622.6,1/199.2
新鬼武者2,395,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
新鬼武者2,396,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,326,"3,547","-3,000",9,8,0,1/208.6,1/394.1,1/443.4,1/0.0
沖ドキ!GOLD,327,"3,074","-1,465",11,11,0,1/139.7,1/279.5,1/279.5,1/0.0
炎炎ノ消防隊,393,"1,245",+692,0,2,10,1/103.8,1/0.0,1/622.5,1/124.5
炎炎ノ消防隊,394,"2,079",+331,0,3,14,1/122.3,1/0.0,1/693.0,1/148.5
転生したらスライムだった件,354,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
転生したらスライムだった件,355,"3,541","+4,151",0,6,45,1/69.4,1/0.0,1/590.2,1/78.7
革命機ヴァルヴレイヴ,376,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,377,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
鬼武者3,362,"1,339",0,3,3,0,1/223.2,1/446.3,1/446.3,1/0.0
鬼武者3,363,688,-262,2,1,0,1/229.3,1/344.0,1/688.0,1/0.0
L南国育ち,358,147,-15,1,0,0,1/147.0,1/147.0,1/0.0,1/0.0
麻雀格闘倶楽部 覚醒,359,"1,660","-2,023",0,3,0,1/553.3,1/0.0,1/553.3,1/0.0
戦国コレクション5超極楽LOOP,360,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
マクロスフロンティア4,361,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
からくりサーカス,378,"5,061",-81,0,10,38,1/105.4,1/0.0,1/506.1,1/133.2
ゴジラ対エヴァンゲリオン,383,"2,035","-1,930",5,0,5,1/203.5,1/407.0,1/0.0,1/407.0
交響詩篇エウレカセブン4 HI-EVOLUTION,384,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゾンビランドサガ,385,"1,279",-343,14,0,4,1/71.1,1/91.4,1/0.0,1/319.8
バイオハザード:ヴェンデッタ,386,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
とある魔術の禁書目録,387,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
GI優駿倶楽部黄金,389,468,-599,0,1,0,1/468.0,1/0.0,1/468.0,1/0.0
アオハル♪操 A‐LIVE,390,"1,750",+203,7,3,0,1/175.0,1/250.0,1/583.3,1/0.0
押忍!番長ZERO,391,"2,299","+1,965",0,3,29,1/71.8,1/0.0,1/766.3,1/79.3
ペルソナ5,392,"1,168",-669,0,14,7,1/55.6,1/0.0,1/83.4,1/166.9
頭文字D 2nd,401,853,-808,0,1,5,1/142.2,1/0.0,1/853.0,1/170.6
D4DJ Pachi‐Slot Mix,402,"4,373",-506,23,0,30,1/82.5,1/190.1,1/0.0,1/145.8
痛いのは嫌なので防御力に極振りしたいと思います。,403,"3,230","-1,756",10,12,0,1/146.8,1/323.0,1/269.2,1/0.0
バジリスク絆2,414,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ケロット4,417,422,+401,4,0,0,1/105.5,1/105.5,1/0.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,420,"3,554","-1,244",21,26,0,1/75.6,1/169.2,1/136.7,1/0.0
グランベルム,421,377,-285,2,0,2,1/94.2,1/188.5,1/0.0,1/188.5
クランキークレスト,424,687,-343,1,2,0,1/229.0,1/687.0,1/343.5,1/0.0
忍者じゃじゃ丸くん,429,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
