機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"3,837",14,9,1/166.8,1/274.1,1/426.3
マイジャグラーV,445,"5,583",23,19,1/132.9,1/242.7,1/293.8
マイジャグラーV,446,"3,165",10,7,1/186.2,1/316.5,1/452.1
マイジャグラーV,447,"1,642",8,2,1/164.2,1/205.2,1/821.0
マイジャグラーV,448,"2,691",9,7,1/168.2,1/299.0,1/384.4
マイジャグラーV,449,"4,485",13,7,1/224.2,1/345.0,1/640.7
マイジャグラーV,450,697,2,1,1/232.3,1/348.5,1/697.0
マイジャグラーV,451,"7,537",30,39,1/109.2,1/251.2,1/193.3
マイジャグラーV,452,"3,455",11,12,1/150.2,1/314.1,1/287.9
マイジャグラーV,453,"1,341",4,1,1/268.2,1/335.2,1/1341.0
マイジャグラーV,454,"4,442",15,12,1/164.5,1/296.1,1/370.2
マイジャグラーV,455,"1,217",3,4,1/173.9,1/405.7,1/304.2
マイジャグラーV,456,"5,364",26,14,1/134.1,1/206.3,1/383.1
マイジャグラーV,465,995,1,1,1/497.5,1/995.0,1/995.0
マイジャグラーV,466,"4,299",15,10,1/172.0,1/286.6,1/429.9
マイジャグラーV,467,"1,318",3,2,1/263.6,1/439.3,1/659.0
マイジャグラーV,468,"1,656",4,5,1/184.0,1/414.0,1/331.2
マイジャグラーV,469,"7,032",28,18,1/152.9,1/251.1,1/390.7
マイジャグラーV,470,"3,740",18,14,1/116.9,1/207.8,1/267.1
マイジャグラーV,471,"5,203",18,17,1/148.7,1/289.1,1/306.1
マイジャグラーV,472,"2,895",11,7,1/160.8,1/263.2,1/413.6
マイジャグラーV,473,"4,520",23,11,1/132.9,1/196.5,1/410.9
マイジャグラーV,474,640,0,1,1/640.0,1/0.0,1/640.0
マイジャグラーV,475,"4,207",21,11,1/131.5,1/200.3,1/382.5
マイジャグラーV,476,"1,278",3,2,1/255.6,1/426.0,1/639.0
マイジャグラーV,477,"3,521",12,6,1/195.6,1/293.4,1/586.8
アイムジャグラーEX-TP,457,252,1,0,1/252.0,1/252.0,1/0.0
アイムジャグラーEX-TP,458,"1,619",7,3,1/161.9,1/231.3,1/539.7
アイムジャグラーEX-TP,459,667,1,1,1/333.5,1/667.0,1/667.0
アイムジャグラーEX-TP,460,"3,141",12,8,1/157.1,1/261.8,1/392.6
アイムジャグラーEX-TP,461,"2,213",10,4,1/158.1,1/221.3,1/553.2
アイムジャグラーEX-TP,462,"2,407",8,8,1/150.4,1/300.9,1/300.9
アイムジャグラーEX-TP,463,282,0,0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,464,"2,483",9,6,1/165.5,1/275.9,1/413.8
アイムジャグラーEX-TP,478,703,1,1,1/351.5,1/703.0,1/703.0
アイムジャグラーEX-TP,479,"2,222",10,2,1/185.2,1/222.2,1/1111.0
アイムジャグラーEX-TP,480,529,3,2,1/105.8,1/176.3,1/264.5
アイムジャグラーEX-TP,481,"2,116",11,4,1/141.1,1/192.4,1/529.0
アイムジャグラーEX-TP,482,856,1,1,1/428.0,1/856.0,1/856.0
アイムジャグラーEX-TP,483,"1,218",3,0,1/406.0,1/406.0,1/0.0
アイムジャグラーEX-TP,484,"3,174",16,8,1/132.2,1/198.4,1/396.8
アイムジャグラーEX-TP,485,"1,239",6,2,1/154.9,1/206.5,1/619.5
アイムジャグラーEX-TP,486,"2,125",12,4,1/132.8,1/177.1,1/531.2
アイムジャグラーEX-TP,487,547,2,1,1/182.3,1/273.5,1/547.0
アイムジャグラーEX-TP,488,"3,197",13,7,1/159.8,1/245.9,1/456.7
アイムジャグラーEX-TP,489,"1,169",1,3,1/292.2,1/1169.0,1/389.7
アイムジャグラーEX-TP,490,"3,310",10,1,1/300.9,1/331.0,1/3310.0
アイムジャグラーEX-TP,491,"2,541",10,6,1/158.8,1/254.1,1/423.5
アイムジャグラーEX-TP,492,"1,286",1,2,1/428.7,1/1286.0,1/643.0
アイムジャグラーEX-TP,493,"2,690",7,4,1/244.5,1/384.3,1/672.5
アイムジャグラーEX-TP,494,"2,188",6,5,1/198.9,1/364.7,1/437.6
