機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"2,249","-1,165",15,4,0,1/118.4,1/149.9,1/562.2,1/0.0
スマスロ北斗の拳,343,456,-31,5,1,0,1/76.0,1/91.2,1/456.0,1/0.0
スマスロ北斗の拳,344,985,+919,18,4,0,1/44.8,1/54.7,1/246.2,1/0.0
スマスロ北斗の拳,345,7,-7,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,346,587,-52,6,3,0,1/65.2,1/97.8,1/195.7,1/0.0
スマスロ北斗の拳,347,1,-3,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,348,673,+436,11,2,0,1/51.8,1/61.2,1/336.5,1/0.0
スマスロ北斗の拳,349,1,-3,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,319,586,-252,1,2,0,1/195.3,1/586.0,1/293.0,1/0.0
アイムジャグラーEX-TP,320,"6,248","+2,510",33,20,0,1/117.9,1/189.3,1/312.4,1/0.0
アイムジャグラーEX-TP,321,248,-274,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,322,"1,124",-781,2,1,0,1/374.7,1/562.0,1/1124.0,1/0.0
アイムジャグラーEX-TP,323,"3,320","-1,831",7,6,0,1/255.4,1/474.3,1/553.3,1/0.0
アイムジャグラーEX-TP,324,"2,416",-510,9,2,0,1/219.6,1/268.4,1/1208.0,1/0.0
アイムジャグラーEX-TP,325,"2,017",-50,7,5,0,1/168.1,1/288.1,1/403.4,1/0.0
マイジャグラーV,313,"2,969",-382,11,8,0,1/156.3,1/269.9,1/371.1,1/0.0
マイジャグラーV,314,"1,128",+64,6,2,0,1/141.0,1/188.0,1/564.0,1/0.0
マイジャグラーV,315,384,-117,1,1,0,1/192.0,1/384.0,1/384.0,1/0.0
マイジャグラーV,316,"3,881",-58,16,6,0,1/176.4,1/242.6,1/646.8,1/0.0
マイジャグラーV,317,661,-229,2,2,0,1/165.2,1/330.5,1/330.5,1/0.0
マイジャグラーV,318,"1,147",+237,4,7,0,1/104.3,1/286.8,1/163.9,1/0.0
ハッピージャグラーVIII,326,563,-312,1,0,0,1/563.0,1/563.0,1/0.0,1/0.0
ハッピージャグラーVIII,327,"2,845",-378,9,7,0,1/177.8,1/316.1,1/406.4,1/0.0
ハッピージャグラーVIII,328,"1,050",-265,3,4,0,1/150.0,1/350.0,1/262.5,1/0.0
ハッピージャグラーVIII,329,831,-571,2,1,0,1/277.0,1/415.5,1/831.0,1/0.0
ハッピージャグラーVIII,330,"4,269",+188,17,11,0,1/152.5,1/251.1,1/388.1,1/0.0
ゴーゴージャグラー3,335,"2,356",-572,6,9,0,1/157.1,1/392.7,1/261.8,1/0.0
ゴーゴージャグラー3,336,"2,325","-1,536",5,3,0,1/290.6,1/465.0,1/775.0,1/0.0
ゴーゴージャグラー3,337,"4,821",-230,20,11,0,1/155.5,1/241.1,1/438.3,1/0.0
ゴーゴージャグラー3,338,915,-239,3,2,0,1/183.0,1/305.0,1/457.5,1/0.0
