機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
アイムジャグラーEX-TP,319,"2,251",+203,10,4,0,1/160.8,1/225.1,1/562.8,1/0.0
アイムジャグラーEX-TP,320,"1,059",-152,4,2,0,1/176.5,1/264.8,1/529.5,1/0.0
アイムジャグラーEX-TP,321,"3,529",+385,16,7,0,1/153.4,1/220.6,1/504.1,1/0.0
アイムジャグラーEX-TP,322,"1,214",-462,2,5,0,1/173.4,1/607.0,1/242.8,1/0.0
アイムジャグラーEX-TP,323,"1,808",-264,5,4,0,1/200.9,1/361.6,1/452.0,1/0.0
アイムジャグラーEX-TP,324,"2,502",+417,12,6,0,1/139.0,1/208.5,1/417.0,1/0.0
アイムジャグラーEX-TP,325,"3,206",-12,12,9,0,1/152.7,1/267.2,1/356.2,1/0.0
スマスロ北斗の拳,342,"2,724",-840,22,7,0,1/93.9,1/123.8,1/389.1,1/0.0
スマスロ北斗の拳,343,"2,541","+1,241",38,9,0,1/54.1,1/66.9,1/282.3,1/0.0
スマスロ北斗の拳,344,852,-772,3,1,0,1/213.0,1/284.0,1/852.0,1/0.0
スマスロ北斗の拳,345,"1,051",+539,16,3,0,1/55.3,1/65.7,1/350.3,1/0.0
スマスロ北斗の拳,346,438,"+1,185",15,1,0,1/27.4,1/29.2,1/438.0,1/0.0
スマスロ北斗の拳,347,"1,949","+4,313",58,6,0,1/30.5,1/33.6,1/324.8,1/0.0
スマスロ北斗の拳,348,"1,642","+1,461",30,2,0,1/51.3,1/54.7,1/821.0,1/0.0
マイジャグラーV,313,"2,544","-1,127",6,4,0,1/254.4,1/424.0,1/636.0,1/0.0
マイジャグラーV,314,"4,749",+258,18,18,0,1/131.9,1/263.8,1/263.8,1/0.0
マイジャグラーV,315,"4,319",+954,21,12,0,1/130.9,1/205.7,1/359.9,1/0.0
マイジャグラーV,316,"4,311",-205,15,9,0,1/179.6,1/287.4,1/479.0,1/0.0
マイジャグラーV,317,"1,621",-972,3,1,0,1/405.2,1/540.3,1/1621.0,1/0.0
マイジャグラーV,318,"3,766","-1,751",6,13,0,1/198.2,1/627.7,1/289.7,1/0.0
甲鉄城のカバネリ,398,"1,954",+420,0,7,26,1/59.2,1/0.0,1/279.1,1/75.2
甲鉄城のカバネリ,399,"2,485",+159,0,15,31,1/54.0,1/0.0,1/165.7,1/80.2
甲鉄城のカバネリ,400,"1,207","-1,421",0,3,3,1/201.2,1/0.0,1/402.3,1/402.3
甲鉄城のカバネリ,401,"1,343","+1,771",0,7,23,1/44.8,1/0.0,1/191.9,1/58.4
甲鉄城のカバネリ,402,"2,182",-414,0,8,21,1/75.2,1/0.0,1/272.8,1/103.9
ゴッドイーター リザレクション,370,765,-854,0,1,3,1/191.2,1/0.0,1/765.0,1/255.0
