機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"8,327","+1,794",38,24,1/134.3,1/219.1,1/347.0
マイジャグラーV,1002,"4,453",-171,15,13,1/159.0,1/296.9,1/342.5
マイジャグラーV,1003,"6,161","-1,194",16,22,1/162.1,1/385.1,1/280.0
マイジャグラーV,1004,"7,094","+1,650",34,22,1/126.7,1/208.6,1/322.5
マイジャグラーV,1005,"8,224","+1,315",36,22,1/141.8,1/228.4,1/373.8
マイジャグラーV,1006,"3,830",-221,13,13,1/147.3,1/294.6,1/294.6
マイジャグラーV,1007,"6,643","+1,418",31,16,1/141.3,1/214.3,1/415.2
マイジャグラーV,1008,"8,633","+2,956",38,36,1/116.7,1/227.2,1/239.8
マイジャグラーV,1009,"3,839",-315,16,7,1/166.9,1/239.9,1/548.4
マイジャグラーV,1010,"3,166","-1,241",7,7,1/226.1,1/452.3,1/452.3
マイジャグラーV,1011,"7,470",+62,28,25,1/140.9,1/266.8,1/298.8
マイジャグラーV,1012,"8,480","+3,706",42,30,1/117.8,1/201.9,1/282.7
マイジャグラーV,1013,"1,504",-538,5,2,1/214.9,1/300.8,1/752.0
マイジャグラーV,1014,"4,141",-956,13,9,1/188.2,1/318.5,1/460.1
マイジャグラーV,1015,"6,541",+806,28,19,1/139.2,1/233.6,1/344.3
マイジャグラーV,1016,"4,328","+1,112",23,7,1/144.3,1/188.2,1/618.3
マイジャグラーV,1017,"5,766",-738,16,23,1/147.8,1/360.4,1/250.7
マイジャグラーV,1018,"6,902","+1,359",31,21,1/132.7,1/222.6,1/328.7
マイジャグラーV,1019,"2,949",-397,10,5,1/196.6,1/294.9,1/589.8
マイジャグラーV,1020,"5,648",-724,18,15,1/171.2,1/313.8,1/376.5
マイジャグラーV,1021,"3,230","-1,171",9,5,1/230.7,1/358.9,1/646.0
マイジャグラーV,1022,"4,724",+274,18,16,1/138.9,1/262.4,1/295.2
マイジャグラーV,1023,"6,257",-138,22,20,1/149.0,1/284.4,1/312.9
マイジャグラーV,1024,"4,875",+182,19,11,1/162.5,1/256.6,1/443.2
マイジャグラーV,1025,"2,806",-579,8,6,1/200.4,1/350.8,1/467.7
マイジャグラーV,1026,"3,643",-962,11,7,1/202.4,1/331.2,1/520.4
マイジャグラーV,1027,"5,967",-62,22,17,1/153.0,1/271.2,1/351.0
マイジャグラーV,1028,"8,654","+4,397",47,37,1/103.0,1/184.1,1/233.9
マイジャグラーV,1029,"2,776",-179,12,5,1/163.3,1/231.3,1/555.2
マイジャグラーV,1030,"7,540",+935,31,24,1/137.1,1/243.2,1/314.2
マイジャグラーV,1031,"3,497","-1,371",9,9,1/194.3,1/388.6,1/388.6
マイジャグラーV,1032,"6,853",+465,29,17,1/149.0,1/236.3,1/403.1
マイジャグラーV,1033,"4,376","-2,021",9,12,1/208.4,1/486.2,1/364.7
マイジャグラーV,1034,"8,056","+1,085",34,25,1/136.5,1/236.9,1/322.2
マイジャグラーV,1035,"4,587",-924,14,13,1/169.9,1/327.6,1/352.8
マイジャグラーV,1036,"7,470","+1,771",33,19,1/143.7,1/226.4,1/393.2
マイジャグラーV,1037,"8,727",-297,30,29,1/147.9,1/290.9,1/300.9
マイジャグラーV,1038,"7,757",+891,34,21,1/141.0,1/228.1,1/369.4
マイジャグラーV,1039,"6,746",+474,25,24,1/137.7,1/269.8,1/281.1
マイジャグラーV,1040,"3,717","-1,088",10,13,1/161.6,1/371.7,1/285.9
マイジャグラーV,1041,"9,140","+3,047",43,33,1/120.3,1/212.6,1/277.0
マイジャグラーV,1042,"6,718",+209,27,15,1/160.0,1/248.8,1/447.9
マイジャグラーV,1043,"3,887","-1,382",9,9,1/215.9,1/431.9,1/431.9
マイジャグラーV,1044,"3,871","-1,135",11,11,1/176.0,1/351.9,1/351.9
マイジャグラーV,1045,"4,043",-438,16,6,1/183.8,1/252.7,1/673.8
マイジャグラーV,1046,"4,706",-441,16,11,1/174.3,1/294.1,1/427.8
マイジャグラーV,1047,"7,154",+568,27,33,1/119.2,1/265.0,1/216.8
マイジャグラーV,1048,"7,948","+1,418",31,34,1/122.3,1/256.4,1/233.8
マイジャグラーV,1049,"2,158",-250,9,2,1/196.2,1/239.8,1/1079.0
マイジャグラーV,1050,"8,004","+2,268",39,22,1/131.2,1/205.2,1/363.8
マイジャグラーV,1069,"8,832",+524,33,31,1/138.0,1/267.6,1/284.9
マイジャグラーV,1070,"5,579",+206,22,13,1/159.4,1/253.6,1/429.2
マイジャグラーV,1071,"4,115",-215,15,7,1/187.0,1/274.3,1/587.9
マイジャグラーV,1072,"7,537","+2,247",38,21,1/127.7,1/198.3,1/358.9
マイジャグラーV,1073,"5,134",-921,17,9,1/197.5,1/302.0,1/570.4
マイジャグラーV,1074,"7,458","+1,582",34,23,1/130.8,1/219.4,1/324.3
マイジャグラーV,1075,"4,070",+579,18,8,1/156.5,1/226.1,1/508.8
マイジャグラーV,1076,"5,733",-609,18,15,1/173.7,1/318.5,1/382.2
マイジャグラーV,1077,"6,688","+1,276",30,19,1/136.5,1/222.9,1/352.0
マイジャグラーV,1078,"5,702",-250,23,10,1/172.8,1/247.9,1/570.2
マイジャグラーV,1079,"1,997",-515,7,3,1/199.7,1/285.3,1/665.7
マイジャグラーV,1080,"5,771","-1,112",18,15,1/174.9,1/320.6,1/384.7
マイジャグラーV,1081,"4,611",-932,16,9,1/184.4,1/288.2,1/512.3
マイジャグラーV,1082,"4,924",-238,17,14,1/158.8,1/289.6,1/351.7
マイジャグラーV,1083,"4,151",+3,16,10,1/159.7,1/259.4,1/415.1
マイジャグラーV,1084,"9,060","+2,250",36,40,1/119.2,1/251.7,1/226.5
マイジャグラーV,1085,"5,157",-265,16,18,1/151.7,1/322.3,1/286.5
マイジャグラーV,1086,"7,799","+2,850",35,32,1/116.4,1/222.8,1/243.7
マイジャグラーV,1087,"1,060",-638,2,1,1/353.3,1/530.0,1/1060.0
マイジャグラーV,1088,"8,794",+174,31,26,1/154.3,1/283.7,1/338.2
マイジャグラーV,1089,"6,264","+1,418",28,20,1/130.5,1/223.7,1/313.2
マイジャグラーV,1090,"7,821",-291,26,24,1/156.4,1/300.8,1/325.9
マイジャグラーV,1091,"4,668",-656,16,11,1/172.9,1/291.8,1/424.4
マイジャグラーV,1092,"6,611",+382,24,20,1/150.2,1/275.5,1/330.6
マイジャグラーV,1093,"5,057",-226,18,18,1/140.5,1/280.9,1/280.9
マイジャグラーV,1094,"7,673",+768,31,23,1/142.1,1/247.5,1/333.6
マイジャグラーV,1095,"6,657",+29,26,19,1/147.9,1/256.0,1/350.4
マイジャグラーV,1096,"4,040",-526,14,11,1/161.6,1/288.6,1/367.3
マイジャグラーV,1097,"1,682","-1,112",4,2,1/280.3,1/420.5,1/841.0
マイジャグラーV,1098,"4,689","-1,394",11,15,1/180.3,1/426.3,1/312.6
マイジャグラーV,1099,"7,865","+1,029",33,25,1/135.6,1/238.3,1/314.6
モンキーターンV,2059,"2,845",-88,27,10,1/76.9,1/105.4,1/284.5
モンキーターンV,2060,"5,136","-2,388",32,16,1/107.0,1/160.5,1/321.0
モンキーターンV,2061,"3,098",+256,24,12,1/86.1,1/129.1,1/258.2
モンキーターンV,2062,"3,915","+4,103",60,13,1/53.6,1/65.2,1/301.2
モンキーターンV,2063,"1,031",-332,7,4,1/93.7,1/147.3,1/257.8
モンキーターンV,2064,"3,530","+4,338",45,12,1/61.9,1/78.4,1/294.2
モンキーターンV,2065,"3,965","+5,065",77,17,1/42.2,1/51.5,1/233.2
モンキーターンV,2066,"2,066","-1,171",12,6,1/114.8,1/172.2,1/344.3
モンキーターンV,2067,"3,909","+2,409",56,20,1/51.4,1/69.8,1/195.4
モンキーターンV,2068,"3,143","-1,959",20,10,1/104.8,1/157.2,1/314.3
モンキーターンV,2103,"3,404","+1,818",58,16,1/46.0,1/58.7,1/212.8
モンキーターンV,2104,"2,556",-700,28,9,1/69.1,1/91.3,1/284.0
モンキーターンV,2105,"5,726",-44,61,27,1/65.1,1/93.9,1/212.1
モンキーターンV,2106,"5,454",+653,69,23,1/59.3,1/79.0,1/237.1
モンキーターンV,2107,"3,870",-29,39,15,1/71.7,1/99.2,1/258.0
モンキーターンV,2108,"4,048","+6,115",76,22,1/41.3,1/53.3,1/184.0
モンキーターンV,2109,"5,394",+688,58,20,1/69.2,1/93.0,1/269.7
モンキーターンV,2110,"3,885","+2,744",54,17,1/54.7,1/71.9,1/228.5
モンキーターンV,2111,"4,897","+1,209",62,26,1/55.6,1/79.0,1/188.3
モンキーターンV,2112,"6,047",-341,65,23,1/68.7,1/93.0,1/262.9
モンキーターンV,2113,"5,627","-1,806",49,23,1/78.2,1/114.8,1/244.7
モンキーターンV,2114,"3,384",-488,32,10,1/80.6,1/105.8,1/338.4
モンキーターンV,2115,"3,453","+4,012",53,16,1/50.0,1/65.2,1/215.8
モンキーターンV,2116,"3,819",-815,30,14,1/86.8,1/127.3,1/272.8
モンキーターンV,2117,"4,841","+3,191",76,22,1/49.4,1/63.7,1/220.0
モンキーターンV,2118,"4,983","+5,171",72,19,1/54.8,1/69.2,1/262.3
モンキーターンV,2119,"4,714","+4,897",86,21,1/44.1,1/54.8,1/224.5
モンキーターンV,2120,"2,058","-1,712",6,4,1/205.8,1/343.0,1/514.5
モンキーターンV,2121,"5,560","-1,429",51,21,1/77.2,1/109.0,1/264.8
モンキーターンV,2122,"4,303","-1,897",33,15,1/89.6,1/130.4,1/286.9
モンキーターンV,2123,"3,363","-1,632",29,13,1/80.1,1/116.0,1/258.7
モンキーターンV,2124,"3,728","+9,853",84,20,1/35.8,1/44.4,1/186.4
モンキーターンV,2135,"4,926",+203,45,20,1/75.8,1/109.5,1/246.3
モンキーターンV,2136,"3,958","+3,632",70,15,1/46.6,1/56.5,1/263.9
モンキーターンV,2137,"5,007",+265,45,17,1/80.8,1/111.3,1/294.5
モンキーターンV,2138,"4,159",+512,40,11,1/81.5,1/104.0,1/378.1
モンキーターンV,2139,"3,843","+3,588",52,16,1/56.5,1/73.9,1/240.2
モンキーターンV,2140,"4,259","+7,021",55,20,1/56.8,1/77.4,1/212.9
モンキーターンV,2141,"3,665","+9,029",83,22,1/34.9,1/44.2,1/166.6
モンキーターンV,2142,"3,599",-832,33,13,1/78.2,1/109.1,1/276.8
スマスロ北斗の拳,2225,"4,347","+4,103",80,11,1/47.8,1/54.3,1/395.2
スマスロ北斗の拳,2226,"6,359","-2,797",51,16,1/94.9,1/124.7,1/397.4
スマスロ北斗の拳,2227,"5,746",-203,60,15,1/76.6,1/95.8,1/383.1
スマスロ北斗の拳,2228,"5,790","-2,576",45,14,1/98.1,1/128.7,1/413.6
スマスロ北斗の拳,2229,"4,329","+1,174",59,7,1/65.6,1/73.4,1/618.4
スマスロ北斗の拳,2230,"3,983","-1,688",30,9,1/102.1,1/132.8,1/442.6
スマスロ北斗の拳,2231,"6,864",+747,79,21,1/68.6,1/86.9,1/326.9
スマスロ北斗の拳,2232,"6,629",+759,80,20,1/66.3,1/82.9,1/331.4
スマスロ北斗の拳,2233,"4,910","+5,559",96,15,1/44.2,1/51.1,1/327.3
スマスロ北斗の拳,2234,"2,472",-591,24,5,1/85.2,1/103.0,1/494.4
スマスロ北斗の拳,2235,"4,138","+5,341",86,9,1/43.6,1/48.1,1/459.8
スマスロ北斗の拳,2236,"4,281",-265,46,7,1/80.8,1/93.1,1/611.6
スマスロ北斗の拳,2237,"6,697","+3,015",96,20,1/57.7,1/69.8,1/334.9
スマスロ北斗の拳,2238,"4,185",+653,52,6,1/72.2,1/80.5,1/697.5
スマスロ北斗の拳,2239,"4,926","+1,241",68,14,1/60.1,1/72.4,1/351.9
スマスロ北斗の拳,2240,"3,592","+3,250",63,5,1/52.8,1/57.0,1/718.4
スマスロ北斗の拳,2242,"2,504","-1,641",14,3,1/147.3,1/178.9,1/834.7
スマスロ北斗の拳,2243,"6,248",+853,75,26,1/61.9,1/83.3,1/240.3
スマスロ北斗の拳,2244,"6,219","+2,656",83,24,1/58.1,1/74.9,1/259.1
スマスロ北斗の拳,2245,"6,301","+2,779",83,26,1/57.8,1/75.9,1/242.3
