機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
沖ドキ!GOLD,429,"2,072",20,10,0,1/69.1,1/103.6,1/207.2,1/0.0
甲鉄城のカバネリ,396,"2,614",0,8,21,1/90.1,1/0.0,1/326.8,1/124.5
甲鉄城のカバネリ,397,670,0,2,3,1/134.0,1/0.0,1/335.0,1/223.3
革命機ヴァルヴレイヴ,354,950,3,0,2,1/190.0,1/316.7,1/0.0,1/475.0
革命機ヴァルヴレイヴ,355,500,0,1,1,1/250.0,1/0.0,1/500.0,1/500.0
とある魔術の禁書目録,358,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,359,728,1,0,1,1/364.0,1/728.0,1/0.0,1/728.0
ゲゲゲの鬼太郎 覚醒,360,"3,569",0,9,33,1/85.0,1/0.0,1/396.6,1/108.2
頭文字D 2nd,361,677,0,1,4,1/135.4,1/0.0,1/677.0,1/169.2
モンスターハンターライズ,368,"5,351",0,10,24,1/157.4,1/0.0,1/535.1,1/223.0
バイオハザード5,377,"4,264",0,9,17,1/164.0,1/0.0,1/473.8,1/250.8
東京喰種,378,"5,085",0,7,22,1/175.3,1/0.0,1/726.4,1/231.1
スーパーブラックジャック,379,"1,830",0,3,11,1/130.7,1/0.0,1/610.0,1/166.4
からくりサーカス,380,"2,170",0,4,10,1/155.0,1/0.0,1/542.5,1/217.0
L サラリーマン金太郎,381,60,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,"2,864",0,4,25,1/98.8,1/0.0,1/716.0,1/114.6
うる星やつら,383,"1,655",0,6,6,1/137.9,1/0.0,1/275.8,1/275.8
シン・エヴァンゲリオン,384,"3,844",0,6,10,1/240.2,1/0.0,1/640.7,1/384.4
聖戦士ダンバイン,385,479,0,1,17,1/26.6,1/0.0,1/479.0,1/28.2
ゴジラ対エヴァンゲリオン,386,"3,055",19,0,19,1/80.4,1/160.8,1/0.0,1/160.8
ゾンビランドサガ,387,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
麻雀格闘倶楽部 覚醒,388,323,0,1,2,1/107.7,1/0.0,1/323.0,1/161.5
L南国育ち,389,"1,588",3,5,0,1/198.5,1/529.3,1/317.6,1/0.0
アオハル♪操 A‐LIVE,392,510,1,0,0,1/510.0,1/510.0,1/0.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,"2,522",11,46,0,1/44.2,1/229.3,1/54.8,1/0.0
バイオハザード7 レジデント イービル,394,"1,081",0,2,23,1/43.2,1/0.0,1/540.5,1/47.0
新鬼武者2,395,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ToLOVEるダークネス,405,"4,978",31,0,15,1/108.2,1/160.6,1/0.0,1/331.9
ニューパルサーSPⅢ,414,5,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ケロット4,415,"2,221",10,5,0,1/148.1,1/222.1,1/444.2,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,98,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューゲッターマウス,417,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファミスタ回胴版!!,418,620,2,2,0,1/155.0,1/310.0,1/310.0,1/0.0
クランキークレスト,419,550,3,2,0,1/110.0,1/183.3,1/275.0,1/0.0
新ハナビ,420,"1,245",0,4,0,1/311.2,1/0.0,1/311.2,1/0.0
ハイハイシオサイ,421,202,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
