機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,742,4,1,0,1/148.4,1/185.5,1/742.0,1/0.0
スマスロ北斗の拳,343,279,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,344,736,3,1,0,1/184.0,1/245.3,1/736.0,1/0.0
スマスロ北斗の拳,345,"1,065",4,1,0,1/213.0,1/266.2,1/1065.0,1/0.0
スマスロ北斗の拳,346,19,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,347,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,348,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,349,781,14,3,0,1/45.9,1/55.8,1/260.3,1/0.0
アイムジャグラーEX-TP,319,"1,844",6,7,0,1/141.8,1/307.3,1/263.4,1/0.0
アイムジャグラーEX-TP,320,"1,018",4,2,0,1/169.7,1/254.5,1/509.0,1/0.0
アイムジャグラーEX-TP,321,544,0,1,0,1/544.0,1/0.0,1/544.0,1/0.0
アイムジャグラーEX-TP,322,"1,018",2,2,0,1/254.5,1/509.0,1/509.0,1/0.0
アイムジャグラーEX-TP,323,"2,102",4,3,0,1/300.3,1/525.5,1/700.7,1/0.0
アイムジャグラーEX-TP,324,"1,168",1,6,0,1/166.9,1/1168.0,1/194.7,1/0.0
アイムジャグラーEX-TP,325,"3,775",12,6,0,1/209.7,1/314.6,1/629.2,1/0.0
マイジャグラーV,313,"8,357",37,27,0,1/130.6,1/225.9,1/309.5,1/0.0
マイジャグラーV,314,928,4,0,0,1/232.0,1/232.0,1/0.0,1/0.0
マイジャグラーV,315,"2,997",8,3,0,1/272.5,1/374.6,1/999.0,1/0.0
マイジャグラーV,316,"3,057",9,9,0,1/169.8,1/339.7,1/339.7,1/0.0
マイジャグラーV,317,"1,001",0,4,0,1/250.2,1/0.0,1/250.2,1/0.0
マイジャグラーV,318,"5,250",21,14,0,1/150.0,1/250.0,1/375.0,1/0.0
ハッピージャグラーVIII,326,"1,985",6,4,0,1/198.5,1/330.8,1/496.2,1/0.0
ハッピージャグラーVIII,327,"1,772",6,4,0,1/177.2,1/295.3,1/443.0,1/0.0
ハッピージャグラーVIII,328,761,3,2,0,1/152.2,1/253.7,1/380.5,1/0.0
ハッピージャグラーVIII,329,785,2,0,0,1/392.5,1/392.5,1/0.0,1/0.0
ハッピージャグラーVIII,330,"2,432",12,4,0,1/152.0,1/202.7,1/608.0,1/0.0
ゴーゴージャグラー3,335,"5,332",26,18,0,1/121.2,1/205.1,1/296.2,1/0.0
ゴーゴージャグラー3,336,422,0,1,0,1/422.0,1/0.0,1/422.0,1/0.0
ゴーゴージャグラー3,337,"2,128",3,7,0,1/212.8,1/709.3,1/304.0,1/0.0
ゴーゴージャグラー3,338,"2,685",7,13,0,1/134.2,1/383.6,1/206.5,1/0.0
ハナハナホウオウ～天翔～,424,164,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,425,99,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,426,187,1,0,0,1/187.0,1/187.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,427,359,1,0,0,1/359.0,1/359.0,1/0.0,1/0.0
ゴッドイーター リザレクション,371,"2,452",0,3,22,1/98.1,1/0.0,1/817.3,1/111.5
ゴッドイーター リザレクション,372,632,0,1,3,1/158.0,1/0.0,1/632.0,1/210.7
ゴッドイーター リザレクション,373,"1,961",0,3,6,1/217.9,1/0.0,1/653.7,1/326.8
ファンキージャグラー2,339,"1,156",3,0,0,1/385.3,1/385.3,1/0.0,1/0.0
ファンキージャグラー2,340,476,1,0,0,1/476.0,1/476.0,1/0.0,1/0.0
ファンキージャグラー2,341,"2,614",10,5,0,1/174.3,1/261.4,1/522.8,1/0.0
押忍！番長4,374,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,375,"3,240",0,5,20,1/129.6,1/0.0,1/648.0,1/162.0
押忍！番長4,376,778,0,1,4,1/155.6,1/0.0,1/778.0,1/194.5
炎炎ノ消防隊,398,863,0,2,9,1/78.5,1/0.0,1/431.5,1/95.9
炎炎ノ消防隊,399,"1,175",0,4,2,1/195.8,1/0.0,1/293.8,1/587.5
炎炎ノ消防隊,400,"1,110",0,3,9,1/92.5,1/0.0,1/370.0,1/123.3
D4DJ Pachi‐Slot Mix,356,520,2,0,3,1/104.0,1/260.0,1/0.0,1/173.3
D4DJ Pachi‐Slot Mix,357,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,362,675,0,0,3,1/225.0,1/0.0,1/0.0,1/225.0
Re:ゼロから始める異世界生活 season2,363,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ありふれた職業で世界最強,366,936,0,3,2,1/187.2,1/0.0,1/312.0,1/468.0
ありふれた職業で世界最強,367,"2,696",0,7,10,1/158.6,1/0.0,1/385.1,1/269.6
サンダーVライトニング,422,444,1,1,0,1/222.0,1/444.0,1/444.0,1/0.0
サンダーVライトニング,423,817,3,2,0,1/163.4,1/272.3,1/408.5,1/0.0
ジャグラーガールズ,333,"5,447",26,14,0,1/136.2,1/209.5,1/389.1,1/0.0
ジャグラーガールズ,334,651,4,1,0,1/130.2,1/162.8,1/651.0,1/0.0
スマスロ炎炎ノ消防隊,350,"2,467",0,5,10,1/164.5,1/0.0,1/493.4,1/246.7
スマスロ炎炎ノ消防隊,351,768,0,1,0,1/768.0,1/0.0,1/768.0,1/0.0
ダンベル何キロ持てる？,403,"2,790",0,10,18,1/99.6,1/0.0,1/279.0,1/155.0
ダンベル何キロ持てる？,404,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バンドリ！,401,443,0,1,1,1/221.5,1/0.0,1/443.0,1/443.0
バンドリ！,402,83,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ミスタージャグラー,331,"2,380",9,2,0,1/216.4,1/264.4,1/1190.0,1/0.0
ミスタージャグラー,332,498,1,1,0,1/249.0,1/498.0,1/498.0,1/0.0
モンキーターンV,369,"1,348",0,4,7,1/122.5,1/0.0,1/337.0,1/192.6
モンキーターンV,370,589,0,2,6,1/73.6,1/0.0,1/294.5,1/98.2
戦国乙女4 戦乱に閃く炯眼の軍師,364,"5,588",21,0,16,1/151.0,1/266.1,1/0.0,1/349.2
戦国乙女4 戦乱に閃く炯眼の軍師,365,701,3,0,3,1/116.8,1/233.7,1/0.0,1/233.7
戦姫絶唱シンフォギア 正義の歌,352,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,353,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍!番長ZERO,390,263,0,1,5,1/43.8,1/0.0,1/263.0,1/52.6
押忍!番長ZERO,391,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,428,94,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
