機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,255",-72,11,3,0,1/89.6,1/114.1,1/418.3,1/0.0
スマスロ北斗の拳,343,"1,967",-532,17,4,0,1/93.7,1/115.7,1/491.8,1/0.0
スマスロ北斗の拳,344,919,"-1,151",1,1,0,1/459.5,1/919.0,1/919.0,1/0.0
スマスロ北斗の拳,345,585,+307,8,4,0,1/48.8,1/73.1,1/146.2,1/0.0
スマスロ北斗の拳,346,"2,503","+3,142",44,7,0,1/49.1,1/56.9,1/357.6,1/0.0
スマスロ北斗の拳,347,378,-487,1,1,0,1/189.0,1/378.0,1/378.0,1/0.0
スマスロ北斗の拳,348,181,-123,1,1,0,1/90.5,1/181.0,1/181.0,1/0.0
スマスロ北斗の拳,349,"2,605",-159,25,9,0,1/76.6,1/104.2,1/289.4,1/0.0
アイムジャグラーEX-TP,319,"1,612",+564,9,5,0,1/115.1,1/179.1,1/322.4,1/0.0
アイムジャグラーEX-TP,320,"4,023",+143,15,11,0,1/154.7,1/268.2,1/365.7,1/0.0
アイムジャグラーEX-TP,321,"5,145",+173,20,16,0,1/142.9,1/257.2,1/321.6,1/0.0
アイムジャグラーEX-TP,322,"3,318",-912,11,5,0,1/207.4,1/301.6,1/663.6,1/0.0
アイムジャグラーEX-TP,323,"4,062","+1,595",22,9,0,1/131.0,1/184.6,1/451.3,1/0.0
アイムジャグラーEX-TP,324,"4,328","-1,419",10,14,0,1/180.3,1/432.8,1/309.1,1/0.0
アイムジャグラーEX-TP,325,"5,018","-1,568",15,10,0,1/200.7,1/334.5,1/501.8,1/0.0
マイジャグラーV,313,"2,932",-745,9,5,0,1/209.4,1/325.8,1/586.4,1/0.0
マイジャグラーV,314,"7,240",+949,30,25,0,1/131.6,1/241.3,1/289.6,1/0.0
マイジャグラーV,315,"5,364",-687,19,10,0,1/185.0,1/282.3,1/536.4,1/0.0
マイジャグラーV,316,"6,492","+2,025",32,20,0,1/124.8,1/202.9,1/324.6,1/0.0
マイジャグラーV,317,"3,556","-1,739",7,9,0,1/222.2,1/508.0,1/395.1,1/0.0
マイジャグラーV,318,"3,846",-746,14,4,0,1/213.7,1/274.7,1/961.5,1/0.0
ハッピージャグラーVIII,326,"4,788","+1,232",25,10,0,1/136.8,1/191.5,1/478.8,1/0.0
ハッピージャグラーVIII,327,"1,104",-639,1,5,0,1/184.0,1/1104.0,1/220.8,1/0.0
ハッピージャグラーVIII,328,"1,560",-729,5,0,0,1/312.0,1/312.0,1/0.0,1/0.0
ハッピージャグラーVIII,329,"2,267",-952,5,4,0,1/251.9,1/453.4,1/566.8,1/0.0
ハッピージャグラーVIII,330,"2,174",+522,12,3,0,1/144.9,1/181.2,1/724.7,1/0.0
ゴーゴージャグラー3,335,"2,667",-289,10,8,0,1/148.2,1/266.7,1/333.4,1/0.0
